0.17662725437510252,Name
0.05544500655140222,List
9.286986919801314e-07,Image
0.8948063821963342,Animation
0.6144623529166395,Video
1.0,Table
4.5561520304523836e-08,Github
6.635668706692065e-13,Links
0.1679203037752881,Project
0.6971880579058418,Inline
0.8838605504176043,Code
5.82608219249653e-09,repository_ID
0.17662725437510252,fullname
0.17662725437510252,URL
5.82608219249653e-09,created_date
1.0,language
3.30494611232333e-30,description
1.8788764131327184e-33,number_of_stars
1.3521854001016155e-31,num_of_forks
1.8788764131327184e-33,num_of_watchers
1.7566040036358935e-15,open_issue_count
1.8788764131327184e-33,repo_id
0.17662725437510252,repository
4.131910783988896e-29,community
0.0076207782818440125,downloads
3.789045037837412e-15,releases
0.007793919881345185,assets
3.226878585493164e-27,commits
5.498741753560673e-12,open_issues
4.725200191882522e-20,closed_issues
6.50828421442359e-19,total_issues
2.8865027319798773e-15,open_prs
2.408562172885299e-31,closed_prs
2.047136590190253e-31,total_prs
1.7182021427644755e-06,readme_issues
3.8198881266824814e-18,readme_commits
1.1512895700138931e-33,Apop_rank
1.1512895700138931e-33,Rank
1.4050247753528607e-33,Cpop_rank
1.1512895700138931e-33,Rank_real
1.4050247753528607e-33,Cpop_rank_real
1.1512895700138931e-33,Apop_rank_real
1.1512895700138931e-33,label
