-0.13754566946056307,negligible,Name
0.5807006232538148,large,List
0.4620674833440791,medium,Image
-0.12153449387491941,negligible,Animation
0.06425961745110681,negligible,Video
0.0,negligible,Table
0.6578551472168493,large,Github
0.7394154309047926,large,Links
0.1947130883301096,small,Project
0.34278959810874704,medium,Inline
0.05888673973780357,negligible,Code
-0.07285622179239201,negligible,repository_ID
-0.13754566946056307,negligible,fullname
-0.13754566946056307,negligible,URL
-0.07285622179239201,negligible,created_date
0.0,negligible,language
-1.0,large,description
0.9948420373952289,large,number_of_stars
0.9892542445733935,large,num_of_forks
0.9948420373952289,large,num_of_watchers
0.9406834300451322,large,open_issue_count
-0.9948420373952289,large,repo_id
-0.13754566946056307,negligible,repository
0.920588867397378,large,community
0.21427036320653342,small,downloads
0.5371803137760585,large,releases
0.2082527401676338,small,assets
0.9196217494089834,large,commits
0.8546099290780141,large,open_issues
0.8865248226950354,large,closed_issues
0.8811519449817322,large,total_issues
0.8713733075435203,large,open_prs
0.9557274876423812,large,closed_prs
0.9649688373092629,large,total_prs
0.39952718676122934,medium,readme_issues
0.8718031377605846,large,readme_commits
0.9877498388136686,large,Apop_rank
1.0,large,Rank
0.9959166129378896,large,Cpop_rank
1.0,large,Rank_real
0.9959166129378896,large,Cpop_rank_real
0.9877498388136686,large,Apop_rank_real
1.0,large,label
