-0.05093035619351409,negligible,Name
0.5468367889420521,large,List
0.4790005316321106,large,Image
0.17256778309409887,small,Animation
0.1548112706007443,small,Video
0.031578947368421054,negligible,Table
0.6401913875598086,large,Github
0.6683678894205209,large,Links
0.1695906432748538,small,Project
0.32854864433811803,small,Inline
0.2818713450292398,small,Code
0.13386496544391283,negligible,repository_ID
-0.05093035619351409,negligible,fullname
-0.05093035619351409,negligible,URL
0.13386496544391283,negligible,created_date
0.0,negligible,language
-1.0,large,description
0.9759702286018076,large,number_of_stars
0.9970228601807549,large,num_of_forks
0.9759702286018076,large,num_of_watchers
0.9221690590111643,large,open_issue_count
-0.9570441254651781,large,repo_id
-0.05093035619351409,negligible,repository
0.9247208931419457,large,community
0.24922913343965974,small,downloads
0.2128654970760234,small,releases
0.253056884635832,small,assets
0.901010101010101,large,commits
0.7986177565124933,large,open_issues
0.8309409888357256,large,closed_issues
0.8263689526847422,large,total_issues
0.8611376927166401,large,open_prs
0.9641679957469431,large,closed_prs
0.968421052631579,large,total_prs
0.30260499734183943,small,readme_issues
0.8383838383838383,large,readme_commits
0.9766081871345029,large,Apop_rank
1.0,large,Rank
0.9853269537480064,large,Cpop_rank
1.0,large,Rank_real
0.9853269537480064,large,Cpop_rank_real
0.9766081871345029,large,Apop_rank_real
1.0,large,label
