-0.14859708193041526,small,Name
0.39887766554433224,medium,List
0.6826038159371492,large,Image
0.040740740740740744,negligible,Animation
0.042199775533108864,negligible,Video
0.0,negligible,Table
0.6859708193041526,large,Github
0.7668911335578003,large,Links
0.3323232323232323,medium,Project
0.2735129068462402,small,Inline
0.08260381593714927,negligible,Code
-0.05701459034792368,negligible,repository_ID
-0.14859708193041526,small,fullname
-0.14859708193041526,small,URL
-0.05701459034792368,negligible,created_date
0.0,negligible,language
-1.0,large,description
0.9910213243546577,large,number_of_stars
0.9768799102132435,large,num_of_forks
0.9910213243546577,large,num_of_watchers
0.8519640852974186,large,open_issue_count
-0.9910213243546577,large,repo_id
-0.14859708193041526,small,repository
0.9334455667789001,large,community
0.38125701459034794,medium,downloads
0.3695847362514029,medium,releases
0.3910213243546577,medium,assets
0.9239057239057239,large,commits
0.789337822671156,large,open_issues
0.8918069584736251,large,closed_issues
0.8866442199775533,large,total_issues
0.7727272727272727,large,open_prs
0.9438832772166106,large,closed_prs
0.9421997755331089,large,total_prs
0.4048260381593715,medium,readme_issues
0.7962962962962963,large,readme_commits
0.9701459034792368,large,Apop_rank
1.0,large,Rank
0.9937149270482604,large,Cpop_rank
1.0,large,Rank_real
0.9937149270482604,large,Cpop_rank_real
0.9701459034792368,large,Apop_rank_real
1.0,large,label
