Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname_x,URL,created_date_x,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date_y,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,Label
realm/realm-graphql,33,0,0,0,0,15,39,0,60,36.0,113117020,realm/realm-graphql,https://github.com/realm/realm-graphql,2017-12-05 01:43:15,TypeScript,,80,10,80,22,179,realm/realm-graphql,8.0,0.0,2.0,0.0,50.0,10.0,30.0,40.0,12.0,20.0,32.0,0.0,15.0,realm/realm-graphql,2017-12-05 01:43:15,1585,0.0,0.0050473186119873,0.0,0.0012618296529968,0.0315457413249211,0.0,1
lodeapp/lode,6,3,0,0,0,3,24,0,3,12.0,149971805,lodeapp/lode,https://github.com/lodeapp/lode,2018-09-23 09:55:51,TypeScript,,79,7,79,7,178,lodeapp/lode,3.0,1863.0,26.0,137.0,490.0,1.0,2.0,3.0,0.0,76.0,76.0,0.0,8.0,lodeapp/lode,2018-09-23 09:55:51,1293,1.4408352668213458,0.0023201856148491,0.1059551430781129,0.0201082753286929,0.3789636504253673,5.269230769230769,1
superpowers-extra/discover-superpowers-game,0,3,3,0,0,3,9,3,3,0.0,49334834,superpowers-extra/discover-superpowers-game,https://github.com/superpowers-extra/discover-superpowers-game,2016-01-09 17:52:22,TypeScript,,78,11,78,3,177,superpowers-extra/discover-superpowers-game,2.0,0.0,2.0,0.0,8.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,superpowers-extra/discover-superpowers-game,2016-01-09 17:52:22,2281,0.0,0.0008768084173608,0.0,0.0008768084173608,0.0035072336694432,0.0,1
gfx/universal-zopfli-js,18,3,0,0,0,18,21,0,12,24.0,110826011,gfx/universal-zopfli-js,https://github.com/gfx/universal-zopfli-js,2017-11-15 11:40:48,TypeScript,,77,3,77,3,176,gfx/universal-zopfli-js,3.0,0.0,2.0,0.0,126.0,4.0,1.0,5.0,0.0,16.0,16.0,0.0,24.0,gfx/universal-zopfli-js,2017-11-15 11:40:48,1605,0.0,0.0018691588785046,0.0,0.0012461059190031,0.0785046728971962,0.0,1
Azure/ng-deploy-azure,102,9,0,0,0,6,63,0,108,57.0,188103829,Azure/ng-deploy-azure,https://github.com/Azure/ng-deploy-azure,2019-05-22 19:49:01,TypeScript,,76,29,76,31,175,Azure/ng-deploy-azure,16.0,0.0,2.0,0.0,108.0,25.0,19.0,44.0,7.0,52.0,59.0,1.0,27.0,Azure/ng-deploy-azure,2019-05-22 19:49:01,1052,0.0,0.0152091254752851,0.0,0.0019011406844106,0.1026615969581749,0.0,1
hawx1993/judge,12,9,0,0,0,0,3,0,9,9.0,49844442,hawx1993/judge,https://github.com/hawx1993/judge,2016-01-18 01:30:10,TypeScript,,75,24,75,0,174,hawx1993/judge,3.0,0.0,2.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,hawx1993/judge,2016-01-18 01:30:10,2272,0.0,0.0013204225352112,0.0,0.0008802816901408,0.0391725352112676,0.0,1
oslabs-beta/reverb-vscode-extension,0,9,6,0,0,0,3,0,0,0.0,312661618,oslabs-beta/reverb-vscode-extension,https://github.com/oslabs-beta/reverb-vscode-extension,2020-11-13 19:07:50,TypeScript,,74,6,74,0,173,oslabs-beta/reverb-vscode-extension,7.0,0.0,2.0,0.0,237.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,oslabs-beta/reverb-vscode-extension,2020-11-13 19:07:50,511,0.0,0.0136986301369863,0.0,0.0039138943248532,0.4637964774951076,0.0,1
rakuten-frontend/rakuten-react-kit,18,12,0,0,0,3,15,0,3,6.0,63044903,rakuten-frontend/rakuten-react-kit,https://github.com/rakuten-frontend/rakuten-react-kit,2016-07-11 07:05:42,TypeScript,,73,25,73,0,172,rakuten-frontend/rakuten-react-kit,17.0,0.0,2.0,0.0,195.0,0.0,9.0,9.0,0.0,39.0,39.0,0.0,32.0,rakuten-frontend/rakuten-react-kit,2016-07-11 07:05:42,2097,0.0,0.0081068192656175,0.0,0.0009537434430138,0.0929899856938483,0.0,1
jjherscheid/ts-mocks,0,3,0,0,0,0,6,0,30,72.0,64388199,jjherscheid/ts-mocks,https://github.com/jjherscheid/ts-mocks,2016-07-28 10:59:12,TypeScript,,72,11,72,8,171,jjherscheid/ts-mocks,10.0,0.0,2.0,0.0,103.0,1.0,13.0,14.0,9.0,20.0,29.0,1.0,26.0,jjherscheid/ts-mocks,2016-07-28 10:59:12,2080,0.0,0.0048076923076923,0.0,0.0009615384615384,0.0495192307692307,0.0,1
ORESoftware/npm-link-up,54,12,0,0,0,12,24,0,54,60.0,87871728,ORESoftware/npm-link-up,https://github.com/ORESoftware/npm-link-up,2017-04-11 00:54:14,TypeScript,,71,5,71,31,170,ORESoftware/npm-link-up,1.0,0.0,2.0,0.0,306.0,31.0,22.0,53.0,0.0,40.0,40.0,0.0,3.0,ORESoftware/npm-link-up,2017-04-11 00:54:14,1823,0.0,0.0005485463521667,0.0,0.0010970927043335,0.1678551837630279,0.0,1
iulian-radu-at/react-select-material-ui,18,6,0,0,0,6,18,0,3,39.0,152288289,iulian-radu-at/react-select-material-ui,https://github.com/iulian-radu-at/react-select-material-ui,2018-10-09 16:54:47,TypeScript,,70,19,70,3,169,iulian-radu-at/react-select-material-ui,3.0,0.0,2.0,0.0,99.0,2.0,37.0,39.0,1.0,4.0,5.0,0.0,59.0,iulian-radu-at/react-select-material-ui,2018-10-09 16:54:47,1277,0.0,0.0023492560689115,0.0,0.0015661707126076,0.0775254502740798,0.0,1
zqingr/tfjs-yolov3,6,3,0,0,0,6,9,0,0,12.0,143129182,zqingr/tfjs-yolov3,https://github.com/zqingr/tfjs-yolov3,2018-08-01 08:47:15,TypeScript,,69,12,69,1,168,zqingr/tfjs-yolov3,5.0,171.0,1.0,2.0,29.0,1.0,7.0,8.0,1.0,2.0,3.0,0.0,10.0,zqingr/tfjs-yolov3,2018-08-01 08:47:15,1346,0.1270430906389301,0.0037147102526002,0.0014858841010401,0.00074294205052,0.0215453194650817,2.0,1
scon-io/graphql-typescript,33,3,0,0,0,0,15,0,63,63.0,120110148,scon-io/graphql-typescript,https://github.com/scon-io/graphql-typescript,2018-02-03 16:49:24,TypeScript,,68,1,68,0,167,scon-io/graphql-typescript,2.0,0.0,2.0,0.0,35.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,12.0,scon-io/graphql-typescript,2018-02-03 16:49:24,1525,0.0,0.001311475409836,0.0,0.001311475409836,0.0229508196721311,0.0,1
benboba/svg-slim,12,12,0,0,0,9,24,0,0,9.0,144266013,benboba/svg-slim,https://github.com/benboba/svg-slim,2018-08-10 09:25:18,TypeScript,,67,3,67,2,166,benboba/svg-slim,6.0,0.0,2.0,0.0,257.0,2.0,31.0,33.0,0.0,16.0,16.0,0.0,3.0,benboba/svg-slim,2018-08-10 09:25:18,1337,0.0,0.0044876589379207,0.0,0.0014958863126402,0.1922213911742707,0.0,1
cliqz-oss/dat-webext,9,0,0,0,0,9,15,0,15,6.0,146305134,cliqz-oss/dat-webext,https://github.com/cliqz-oss/dat-webext,2018-08-27 13:58:20,TypeScript,,66,5,66,27,165,cliqz-oss/dat-webext,8.0,79.0,3.0,3.0,176.0,6.0,10.0,16.0,22.0,314.0,336.0,0.0,4.0,cliqz-oss/dat-webext,2018-08-27 13:58:20,1320,0.0598484848484848,0.006060606060606,0.0022727272727272,0.0022727272727272,0.1333333333333333,1.0,1
brechtbilliet/winecellar,45,0,0,0,0,0,0,0,0,9.0,54773336,brechtbilliet/winecellar,https://github.com/brechtbilliet/winecellar,2016-03-26 10:05:43,TypeScript,,65,17,65,0,164,brechtbilliet/winecellar,6.0,0.0,2.0,0.0,124.0,0.0,2.0,2.0,0.0,12.0,12.0,0.0,2.0,brechtbilliet/winecellar,2016-03-26 10:05:43,2204,0.0,0.0027223230490018,0.0,0.0009074410163339,0.0562613430127041,0.0,1
Tom910/frame-scheduling,12,6,0,0,0,3,12,0,0,12.0,107879799,Tom910/frame-scheduling,https://github.com/Tom910/frame-scheduling,2017-10-22 15:46:07,TypeScript,,64,4,64,10,163,Tom910/frame-scheduling,4.0,0.0,2.0,0.0,60.0,0.0,0.0,0.0,11.0,12.0,23.0,0.0,5.0,Tom910/frame-scheduling,2017-10-22 15:46:07,1629,0.0,0.0024554941682013,0.0,0.0012277470841006,0.0368324125230202,0.0,1
wechat-miniprogram/minigame-api-typings,9,9,0,0,0,12,21,0,18,3.0,181687869,wechat-miniprogram/minigame-api-typings,https://github.com/wechat-miniprogram/minigame-api-typings,2019-04-16 12:46:42,TypeScript,,63,13,63,5,162,wechat-miniprogram/minigame-api-typings,4.0,0.0,2.0,0.0,28.0,5.0,5.0,10.0,1.0,2.0,3.0,0.0,6.0,wechat-miniprogram/minigame-api-typings,2019-04-16 12:46:42,1088,0.0,0.0036764705882352,0.0,0.0018382352941176,0.025735294117647,0.0,1
cssho/vscode-svgviewer,12,18,3,0,0,0,12,0,24,3.0,52703250,cssho/vscode-svgviewer,https://github.com/cssho/vscode-svgviewer,2016-02-28 03:48:19,TypeScript,,62,19,62,22,161,cssho/vscode-svgviewer,7.0,147.0,14.0,14.0,87.0,21.0,20.0,41.0,1.0,25.0,26.0,3.0,22.0,cssho/vscode-svgviewer,2016-02-28 03:48:19,2231,0.0658897355445988,0.0031376064545047,0.0062752129090094,0.0062752129090094,0.0389959659345584,1.0,1
CharlesStover/quicksort-js,6,18,0,0,0,3,21,0,6,3.0,158409595,CharlesStover/quicksort-js,https://github.com/CharlesStover/quicksort-js,2018-11-20 15:17:41,TypeScript,,61,12,61,0,160,CharlesStover/quicksort-js,4.0,0.0,2.0,0.0,23.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,2.0,CharlesStover/quicksort-js,2018-11-20 15:17:41,1235,0.0,0.0032388663967611,0.0,0.0016194331983805,0.0186234817813765,0.0,1
yeonjuan/TypeScript-Handbook-ko,129,6,0,0,0,33,54,6,0,0.0,236153730,yeonjuan/TypeScript-Handbook-ko,https://github.com/yeonjuan/TypeScript-Handbook-ko,2020-01-25 10:11:39,TypeScript,,60,18,60,17,159,yeonjuan/TypeScript-Handbook-ko,12.0,0.0,2.0,0.0,181.0,16.0,49.0,65.0,1.0,158.0,159.0,29.0,54.0,yeonjuan/TypeScript-Handbook-ko,2020-01-25 10:11:39,804,0.0,0.0149253731343283,0.0,0.0024875621890547,0.2251243781094527,0.0,1
Crazyht/ngx-tree-select,75,9,0,0,0,0,15,0,12,42.0,77859346,Crazyht/ngx-tree-select,https://github.com/Crazyht/ngx-tree-select,2017-01-02 20:17:20,TypeScript,,59,44,59,45,158,Crazyht/ngx-tree-select,12.0,0.0,2.0,0.0,251.0,21.0,17.0,38.0,25.0,160.0,185.0,1.0,9.0,Crazyht/ngx-tree-select,2017-01-02 20:17:20,1922,0.0,0.0062434963579604,0.0,0.0010405827263267,0.1305931321540062,0.0,1
blove/angular-reactive-authentication,0,0,0,0,0,6,12,3,27,0.0,87854289,blove/angular-reactive-authentication,https://github.com/blove/angular-reactive-authentication,2017-04-10 20:24:02,TypeScript,,58,48,58,0,157,blove/angular-reactive-authentication,2.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,blove/angular-reactive-authentication,2017-04-10 20:24:02,1824,0.0,0.0010964912280701,0.0,0.0010964912280701,0.0021929824561403,0.0,1
erxes/erxes-api,39,81,3,0,0,6,99,0,0,0.0,102176438,erxes/erxes-api,https://github.com/erxes/erxes-api,2017-09-02 06:00:44,TypeScript,,57,61,57,31,156,erxes/erxes-api,52.0,890.0,30.0,90.0,3732.0,20.0,224.0,244.0,11.0,622.0,633.0,0.0,33.0,erxes/erxes-api,2017-09-02 06:00:44,1679,0.5300774270399047,0.030970815961882,0.053603335318642,0.0178677784395473,2.22275163787969,3.0,0
Moventes/bruit.io,30,6,0,0,0,21,45,0,72,75.0,154295687,Moventes/bruit.io,https://github.com/Moventes/bruit.io,2018-10-23 08:56:56,TypeScript,,56,4,56,14,155,Moventes/bruit.io,13.0,0.0,2.0,0.0,308.0,14.0,37.0,51.0,0.0,22.0,22.0,0.0,11.0,Moventes/bruit.io,2018-10-23 08:56:56,1263,0.0,0.0102929532858273,0.0,0.0015835312747426,0.2438638163103721,0.0,1
tomwanzek/d3-v4-definitelytyped,288,0,0,0,0,264,264,0,90,6.0,60878299,tomwanzek/d3-v4-definitelytyped,https://github.com/tomwanzek/d3-v4-definitelytyped,2016-06-10 21:38:50,TypeScript,,55,16,55,0,154,tomwanzek/d3-v4-definitelytyped,4.0,0.0,2.0,0.0,308.0,0.0,107.0,107.0,0.0,29.0,29.0,23.0,81.0,tomwanzek/d3-v4-definitelytyped,2016-06-10 21:38:50,2128,0.0,0.0018796992481203,0.0,0.0009398496240601,0.1447368421052631,0.0,1
evolify/react-mobx-ts-antd,9,6,0,0,0,0,3,0,15,0.0,103397811,evolify/react-mobx-ts-antd,https://github.com/evolify/react-mobx-ts-antd,2017-09-13 12:37:38,TypeScript,,54,13,54,16,153,evolify/react-mobx-ts-antd,3.0,0.0,2.0,0.0,7.0,2.0,4.0,6.0,16.0,8.0,24.0,0.0,3.0,evolify/react-mobx-ts-antd,2017-09-13 12:37:38,1668,0.0,0.0017985611510791,0.0,0.001199040767386,0.0041966426858513,0.0,1
typehtml/typehtml,36,3,3,6,0,3,12,0,3,6.0,79890652,typehtml/typehtml,https://github.com/typehtml/typehtml,2017-01-24 07:56:50,TypeScript,,53,1,53,2,152,typehtml/typehtml,2.0,0.0,2.0,0.0,175.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,10.0,typehtml/typehtml,2017-01-24 07:56:50,1900,0.0,0.0010526315789473,0.0,0.0010526315789473,0.0921052631578947,0.0,1
celsomarques/ionic-datepicker,0,3,0,0,0,0,0,0,42,18.0,39354400,celsomarques/ionic-datepicker,https://github.com/celsomarques/ionic-datepicker,2015-07-20 00:22:23,TypeScript,,52,30,52,9,151,celsomarques/ionic-datepicker,9.0,0.0,2.0,0.0,173.0,9.0,12.0,21.0,0.0,3.0,3.0,0.0,49.0,celsomarques/ionic-datepicker,2015-07-20 00:22:23,2454,0.0,0.0036674816625916,0.0,0.0008149959250203,0.0704971475142624,0.0,1
dbankier/vscode-instant-markdown,15,3,3,0,0,6,9,0,24,6.0,47228903,dbankier/vscode-instant-markdown,https://github.com/dbankier/vscode-instant-markdown,2015-12-02 01:33:15,TypeScript,,51,25,51,16,150,dbankier/vscode-instant-markdown,9.0,0.0,2.0,0.0,52.0,11.0,33.0,44.0,6.0,14.0,20.0,7.0,11.0,dbankier/vscode-instant-markdown,2015-12-02 01:33:15,2319,0.0,0.0038809831824062,0.0,0.0008624407072013,0.0224234583872358,0.0,1
rundef/node-poker-odds-calculator,0,9,0,0,0,0,12,0,6,18.0,81364949,rundef/node-poker-odds-calculator,https://github.com/rundef/node-poker-odds-calculator,2017-02-08 19:00:35,TypeScript,,50,21,50,1,149,rundef/node-poker-odds-calculator,5.0,0.0,2.0,0.0,34.0,1.0,4.0,5.0,0.0,4.0,4.0,0.0,4.0,rundef/node-poker-odds-calculator,2017-02-08 19:00:35,1885,0.0,0.0026525198938992,0.0,0.0010610079575596,0.0180371352785145,0.0,1
deamme/ts-transform-inferno,18,6,0,0,0,27,33,0,36,3.0,101478825,deamme/ts-transform-inferno,https://github.com/deamme/ts-transform-inferno,2017-08-26 10:25:03,TypeScript,,49,4,49,3,148,deamme/ts-transform-inferno,7.0,0.0,2.0,0.0,92.0,7.0,7.0,14.0,1.0,8.0,9.0,0.0,17.0,deamme/ts-transform-inferno,2017-08-26 10:25:03,1686,0.0,0.0041518386714116,0.0,0.0011862396204033,0.0545670225385527,0.0,1
inversify/inversify-restify-utils,0,30,0,0,0,3,33,0,48,24.0,64763591,inversify/inversify-restify-utils,https://github.com/inversify/inversify-restify-utils,2016-08-02 14:25:04,TypeScript,,48,24,48,10,147,inversify/inversify-restify-utils,20.0,0.0,2.0,0.0,625.0,0.0,27.0,27.0,10.0,313.0,323.0,0.0,12.0,inversify/inversify-restify-utils,2016-08-02 14:25:04,2075,0.0,0.0096385542168674,0.0,0.0009638554216867,0.3012048192771084,0.0,1
jadsalhani/ionic2-qrscanner-example,30,0,0,0,0,3,3,0,18,0.0,56755093,jadsalhani/ionic2-qrscanner-example,https://github.com/jadsalhani/ionic2-qrscanner-example,2016-04-21 08:12:21,TypeScript,,47,26,47,0,146,jadsalhani/ionic2-qrscanner-example,1.0,0.0,2.0,0.0,26.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,3.0,jadsalhani/ionic2-qrscanner-example,2016-04-21 08:12:21,2178,0.0,0.0004591368227731,0.0,0.0009182736455463,0.0119375573921028,0.0,1
mojofit/imojo,27,3,0,0,0,0,0,0,3,18.0,87854633,mojofit/imojo,https://github.com/mojofit/imojo,2017-04-10 20:28:17,TypeScript,,46,24,46,2,145,mojofit/imojo,1.0,0.0,2.0,0.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,mojofit/imojo,2017-04-10 20:28:17,1824,0.0,0.000548245614035,0.0,0.0010964912280701,0.0087719298245614,0.0,1
rolftimmermans/zeromq-ng,12,0,0,0,0,6,9,0,3,0.0,105668987,rolftimmermans/zeromq-ng,https://github.com/rolftimmermans/zeromq-ng,2017-10-03 15:32:14,TypeScript,,45,5,45,0,144,rolftimmermans/zeromq-ng,3.0,182.0,21.0,158.0,402.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,64.0,rolftimmermans/zeromq-ng,2017-10-03 15:32:14,1648,0.1104368932038835,0.0018203883495145,0.0958737864077669,0.0127427184466019,0.2439320388349514,7.523809523809524,1
uniqys/UniqysKit-preview,0,3,0,0,0,6,15,0,3,12.0,141672729,uniqys/UniqysKit-preview,https://github.com/uniqys/UniqysKit-preview,2018-07-20 06:29:36,TypeScript,,44,8,44,0,143,uniqys/UniqysKit-preview,3.0,0.0,2.0,0.0,9.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,uniqys/UniqysKit-preview,2018-07-20 06:29:36,1358,0.0,0.0022091310751104,0.0,0.0014727540500736,0.0066273932253313,0.0,1
eeandrew/NSCalculator,0,3,3,0,0,0,3,0,0,0.0,62045390,eeandrew/NSCalculator,https://github.com/eeandrew/NSCalculator,2016-06-27 09:57:24,TypeScript,,43,14,43,0,142,eeandrew/NSCalculator,3.0,0.0,2.0,0.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,eeandrew/NSCalculator,2016-06-27 09:57:24,2111,0.0,0.0014211274277593,0.0,0.0009474182851729,0.0090004737091425,0.0,1
coblee/litecoin-old,0,0,0,0,0,0,0,6,0,0.0,2521082,coblee/litecoin-old,https://github.com/coblee/litecoin-old,2011-10-05 18:21:48,TypeScript,,42,11,42,12,141,coblee/litecoin-old,107.0,0.0,2.0,0.0,2012.0,12.0,7.0,19.0,0.0,23.0,23.0,0.0,15.0,coblee/litecoin-old,2011-10-05 18:21:48,3838,0.0,0.0278791036998436,0.0,0.0005211047420531,0.5242313705054716,0.0,0
foucdeg/airspaces,27,6,0,0,0,3,9,0,21,0.0,200389587,foucdeg/airspaces,https://github.com/foucdeg/airspaces,2019-08-03 15:12:24,TypeScript,,41,0,41,20,140,foucdeg/airspaces,2.0,1146.0,1.0,3.0,39.0,11.0,5.0,16.0,12.0,6.0,18.0,0.0,5.0,foucdeg/airspaces,2019-08-03 15:12:24,979,1.170582226762002,0.0020429009193054,0.0030643513789581,0.0010214504596527,0.0398365679264555,3.0,1
reyesoft/ts-angular-jsonapi,51,0,0,0,0,15,30,0,15,42.0,57452518,reyesoft/ts-angular-jsonapi,https://github.com/reyesoft/ts-angular-jsonapi,2016-04-30 16:52:24,TypeScript,,40,5,40,0,139,reyesoft/ts-angular-jsonapi,2.0,0.0,2.0,0.0,240.0,0.0,4.0,4.0,0.0,22.0,22.0,0.0,33.0,reyesoft/ts-angular-jsonapi,2016-04-30 16:52:24,2169,0.0,0.0009220839096357,0.0,0.0009220839096357,0.1106500691562932,0.0,1
oh-my-github/oh-my-github,30,9,0,0,0,21,33,0,24,33.0,48305777,oh-my-github/oh-my-github,https://github.com/oh-my-github/oh-my-github,2015-12-20 03:23:49,TypeScript,,39,0,39,6,138,oh-my-github/oh-my-github,3.0,0.0,2.0,0.0,139.0,6.0,15.0,21.0,0.0,1.0,1.0,2.0,26.0,oh-my-github/oh-my-github,2015-12-20 03:23:49,2301,0.0,0.0013037809647979,0.0,0.0008691873098652,0.0604085180356366,0.0,1
thomas-crane/nrelay,39,0,0,0,0,3,9,0,48,33.0,105079223,thomas-crane/nrelay,https://github.com/thomas-crane/nrelay,2017-09-27 23:21:16,TypeScript,,38,25,38,12,137,thomas-crane/nrelay,15.0,0.0,2.0,0.0,585.0,5.0,23.0,28.0,8.0,26.0,34.0,2.0,40.0,thomas-crane/nrelay,2017-09-27 23:21:16,1654,0.0,0.0090689238210399,0.0,0.0012091898428053,0.3536880290205562,0.0,1
microsoft/node-gc-signals,21,0,0,0,0,0,0,0,3,6.0,67432161,microsoft/node-gc-signals,https://github.com/microsoft/node-gc-signals,2016-09-05 15:32:12,TypeScript,,37,10,37,0,136,microsoft/node-gc-signals,2.0,0.0,2.0,0.0,15.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,microsoft/node-gc-signals,2016-09-05 15:32:12,2041,0.0,0.0009799118079372,0.0,0.0009799118079372,0.0073493385595296,0.0,1
OasisDigital/angular2-firebase,33,0,0,0,0,0,0,0,0,0.0,46306884,OasisDigital/angular2-firebase,https://github.com/OasisDigital/angular2-firebase,2015-11-16 22:24:20,TypeScript,,36,7,36,0,135,OasisDigital/angular2-firebase,3.0,0.0,2.0,0.0,35.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,7.0,OasisDigital/angular2-firebase,2015-11-16 22:24:20,2335,0.0,0.0012847965738758,0.0,0.0008565310492505,0.0149892933618843,0.0,1
colinjlacy/firebase-ionic-2-demo,42,0,0,0,0,3,21,3,18,27.0,60476396,colinjlacy/firebase-ionic-2-demo,https://github.com/colinjlacy/firebase-ionic-2-demo,2016-06-05 19:13:40,TypeScript,,35,10,35,1,134,colinjlacy/firebase-ionic-2-demo,2.0,0.0,2.0,0.0,7.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,5.0,colinjlacy/firebase-ionic-2-demo,2016-06-05 19:13:40,2133,0.0,0.0009376465072667,0.0,0.0009376465072667,0.0032817627754336,0.0,1
ovh/ovh-warp10-datasource,96,45,0,0,0,3,9,0,39,33.0,50932248,ovh/ovh-warp10-datasource,https://github.com/ovh/ovh-warp10-datasource,2016-02-02 15:58:39,TypeScript,,34,29,34,11,133,ovh/ovh-warp10-datasource,26.0,0.0,2.0,0.0,146.0,10.0,24.0,34.0,1.0,56.0,57.0,2.0,22.0,ovh/ovh-warp10-datasource,2016-02-02 15:58:39,2257,0.0,0.0115197164377492,0.0,0.000886132033673,0.0646876384581302,0.0,1
Tyriar/vscode-terminal-tabs,39,3,0,0,0,6,9,0,39,3.0,67169597,Tyriar/vscode-terminal-tabs,https://github.com/Tyriar/vscode-terminal-tabs,2016-09-01 22:05:48,TypeScript,,33,10,33,0,132,Tyriar/vscode-terminal-tabs,5.0,0.0,2.0,0.0,40.0,0.0,29.0,29.0,0.0,3.0,3.0,3.0,15.0,Tyriar/vscode-terminal-tabs,2016-09-01 22:05:48,2045,0.0,0.0024449877750611,0.0,0.0009779951100244,0.0195599022004889,0.0,1
valor-software/ngm-cli,12,0,0,0,0,0,3,0,3,6.0,73931083,valor-software/ngm-cli,https://github.com/valor-software/ngm-cli,2016-11-16 15:09:06,TypeScript,,32,12,32,22,131,valor-software/ngm-cli,6.0,0.0,2.0,0.0,120.0,8.0,6.0,14.0,16.0,15.0,31.0,0.0,4.0,valor-software/ngm-cli,2016-11-16 15:09:06,1969,0.0,0.0030472320975114,0.0,0.0010157440325038,0.0609446419502285,0.0,1
grafana/kairosdb-datasource,0,0,0,0,0,3,3,0,0,6.0,48035897,grafana/kairosdb-datasource,https://github.com/grafana/kairosdb-datasource,2015-12-15 10:26:12,TypeScript,,31,60,31,19,130,grafana/kairosdb-datasource,33.0,0.0,2.0,0.0,110.0,15.0,36.0,51.0,4.0,39.0,43.0,0.0,10.0,grafana/kairosdb-datasource,2015-12-15 10:26:12,2306,0.0,0.0143104943625325,0.0,0.0008673026886383,0.0477016478751084,0.0,1
NathanWalker/nativescript-coachmarks,6,3,3,0,0,3,6,0,57,15.0,62267529,NathanWalker/nativescript-coachmarks,https://github.com/NathanWalker/nativescript-coachmarks,2016-06-30 00:49:10,TypeScript,,30,8,30,6,129,NathanWalker/nativescript-coachmarks,4.0,0.0,2.0,0.0,20.0,5.0,4.0,9.0,1.0,2.0,3.0,0.0,4.0,NathanWalker/nativescript-coachmarks,2016-06-30 00:49:10,2108,0.0,0.0018975332068311,0.0,0.0009487666034155,0.0094876660341555,0.0,1
ZebraDevs/DataWedge-Ionic-Demo,39,18,0,0,0,3,9,3,21,0.0,123403678,ZebraDevs/DataWedge-Ionic-Demo,https://github.com/ZebraDevs/DataWedge-Ionic-Demo,2018-03-01 08:14:40,TypeScript,,29,17,29,1,128,ZebraDevs/DataWedge-Ionic-Demo,3.0,0.0,2.0,0.0,58.0,1.0,19.0,20.0,5.0,23.0,28.0,0.0,13.0,ZebraDevs/DataWedge-Ionic-Demo,2018-03-01 08:14:40,1499,0.0,0.0020013342228152,0.0,0.0013342228152101,0.038692461641094,0.0,1
knegusen/redux-test-utils,0,1,0,0,0,0,1,0,0,9.0,63247820,knegusen/redux-test-utils,https://github.com/knegusen/redux-test-utils,2016-07-13 13:25:38,TypeScript,,28,5,28,13,127,knegusen/redux-test-utils,2.0,0.0,2.0,0.0,43.0,0.0,5.0,5.0,14.0,10.0,24.0,0.0,6.0,knegusen/redux-test-utils,2016-07-13 13:25:38,2095,0.0,0.0009546539379474,0.0,0.0009546539379474,0.0205250596658711,0.0,1
deonclem/angular-webpack-typescript,15,0,0,0,0,3,3,0,15,0.0,46488807,deonclem/angular-webpack-typescript,https://github.com/deonclem/angular-webpack-typescript,2015-11-19 11:46:29,TypeScript,,27,14,27,0,126,deonclem/angular-webpack-typescript,2.0,0.0,2.0,0.0,46.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,deonclem/angular-webpack-typescript,2015-11-19 11:46:29,2332,0.0,0.0008576329331046,0.0,0.0008576329331046,0.0197255574614065,0.0,1
vkbansal/illuminate-js,6,3,0,0,0,6,9,0,0,0.0,47372902,vkbansal/illuminate-js,https://github.com/vkbansal/illuminate-js,2015-12-04 01:30:37,TypeScript,,26,1,26,1,125,vkbansal/illuminate-js,5.0,0.0,2.0,0.0,280.0,1.0,8.0,9.0,0.0,31.0,31.0,0.0,17.0,vkbansal/illuminate-js,2015-12-04 01:30:37,2317,0.0,0.0021579628830384,0.0,0.0008631851532153,0.120845921450151,0.0,1
pellejacobs/redux-persist-node-storage,0,9,0,0,0,3,12,0,3,6.0,65863380,pellejacobs/redux-persist-node-storage,https://github.com/pellejacobs/redux-persist-node-storage,2016-08-17 00:36:38,TypeScript,,25,6,25,1,124,pellejacobs/redux-persist-node-storage,5.0,0.0,2.0,0.0,18.0,1.0,6.0,7.0,0.0,2.0,2.0,0.0,6.0,pellejacobs/redux-persist-node-storage,2016-08-17 00:36:38,2060,0.0,0.0024271844660194,0.0,0.0009708737864077,0.0087378640776699,0.0,1
