fullname,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label
RiSearcher/GeometRi.CSharp,1,1,0,1,1,0,1,0,0,98,98,13,197,RiSearcher/GeometRi.CSharp,2.0,0.0,2.0,0.0,194.0,1.0,15.0,16.0,1.0,6.0,7.0,0.0,31.0,271.0,73.0,84.0,41.0,84.0,62.0,0
chsienki/Kittitas,0,1,0,1,0,0,0,0,0,97,97,5,196,chsienki/Kittitas,1.0,0.0,2.0,0.0,15.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,6.0,208.0,61.0,83.0,14.0,83.0,28.0,0
conan-roslyn/Conan,0,1,0,1,0,1,1,0,0,96,96,3,195,conan-roslyn/Conan,1.0,0.0,2.0,0.0,14.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,174.0,43.0,82.0,9.0,82.0,1.0,0
birkett/CloudFlare-DDNS-Updater,1,1,0,1,1,1,1,0,0,95,95,48,194,birkett/CloudFlare-DDNS-Updater,4.0,5308.0,4.0,4.0,52.0,12.0,4.0,16.0,4.0,2.0,6.0,0.0,9.0,302.0,80.0,81.0,80.0,81.0,60.0,0
jonwagner/EventSourceProxy,0,1,0,1,0,0,1,0,0,94,94,21,193,jonwagner/EventSourceProxy,9.0,0.0,2.0,0.0,104.0,0.0,48.0,48.0,0.0,12.0,12.0,1.0,7.0,286.0,76.0,80.0,57.0,80.0,69.0,0
lowleveldesign/dotnet-netrace,0,0,0,1,0,0,0,0,0,92,92,6,191,lowleveldesign/dotnet-netrace,2.0,40.0,3.0,7.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,176.0,45.0,79.0,17.0,79.0,1.0,0
snowl/LoLEnhancementSuite,0,0,0,0,0,0,1,0,0,91,91,31,190,snowl/LoLEnhancementSuite,8.0,0.0,2.0,0.0,157.0,0.0,47.0,47.0,0.0,19.0,19.0,0.0,35.0,304.0,82.0,78.0,72.0,78.0,76.0,0
ElectricNightOwl/ArmSwinger,1,1,0,1,1,1,1,1,1,90,90,30,189,ElectricNightOwl/ArmSwinger,4.0,0.0,2.0,0.0,92.0,9.0,15.0,24.0,1.0,29.0,30.0,1.0,43.0,308.0,83.0,77.0,71.0,77.0,83.0,0
IndieVisualLab/UnityGraphicsProgramming2,0,1,0,0,0,0,0,0,0,89,89,11,188,IndieVisualLab/UnityGraphicsProgramming2,4.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,213.0,63.0,76.0,33.0,76.0,28.0,0
alexandrebeato/bankflix,1,0,0,0,1,1,0,0,0,88,88,14,187,alexandrebeato/bankflix,1.0,0.0,2.0,0.0,103.0,0.0,2.0,2.0,16.0,10.0,26.0,0.0,18.0,275.0,74.0,75.0,44.0,75.0,81.0,0
microsoftarchive/iot-journey,0,1,0,1,0,0,1,0,0,87,87,38,186,microsoftarchive/iot-journey,16.0,0.0,2.0,0.0,500.0,23.0,172.0,195.0,0.0,142.0,142.0,0.0,29.0,332.0,85.0,74.0,77.0,74.0,107.0,0
brockallen/BrockAllen.IdentityReboot,0,1,0,0,0,0,0,0,0,85,85,14,184,brockallen/BrockAllen.IdentityReboot,2.0,0.0,2.0,0.0,65.0,0.0,13.0,13.0,0.0,1.0,1.0,0.0,2.0,218.0,65.0,73.0,44.0,73.0,28.0,0
mewlist/MassiveGrass,1,0,0,1,1,0,1,0,0,84,84,12,183,mewlist/MassiveGrass,2.0,0.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,184.0,47.0,72.0,39.0,72.0,1.0,0
Azure/azure-iot-predictive-maintenance,1,1,0,1,0,1,1,0,0,82,82,64,181,Azure/azure-iot-predictive-maintenance,23.0,0.0,2.0,0.0,231.0,0.0,11.0,11.0,0.0,44.0,44.0,0.0,9.0,311.0,84.0,71.0,84.0,71.0,85.0,0
seven1986/oauthapp,1,1,0,0,0,0,0,0,0,81,81,22,180,seven1986/oauthapp,4.0,0.0,2.0,0.0,413.0,0.0,8.0,8.0,0.0,94.0,94.0,0.0,16.0,302.0,80.0,70.0,62.0,70.0,100.0,0
chrishonselaar/ProtoPad,0,1,0,1,0,1,1,1,0,80,80,20,179,chrishonselaar/ProtoPad,1.0,0.0,2.0,0.0,40.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,195.0,52.0,69.0,56.0,69.0,1.0,0
jglim/CCManager,0,1,0,1,0,0,0,0,0,79,79,19,178,jglim/CCManager,1.0,0.0,2.0,0.0,9.0,4.0,4.0,8.0,0.0,1.0,1.0,1.0,3.0,218.0,65.0,68.0,54.0,68.0,28.0,0
saguiitay/CardinalityEstimation,0,1,0,1,0,1,1,0,0,78,78,31,177,saguiitay/CardinalityEstimation,13.0,0.0,2.0,0.0,59.0,1.0,13.0,14.0,1.0,17.0,18.0,0.0,5.0,280.0,75.0,67.0,72.0,67.0,74.0,0
W3D3/SteamAccountSwitcher,1,1,0,1,1,1,0,0,1,77,77,21,176,W3D3/SteamAccountSwitcher,4.0,8392.0,1.0,1.0,38.0,2.0,8.0,10.0,0.0,4.0,4.0,0.0,15.0,237.0,70.0,66.0,57.0,66.0,48.0,0
personball/abplus-zero-template,1,0,0,1,0,0,0,0,0,76,76,27,175,personball/abplus-zero-template,3.0,0.0,2.0,0.0,187.0,0.0,7.0,7.0,35.0,14.0,49.0,0.0,7.0,286.0,76.0,65.0,67.0,65.0,89.0,0
johnnyreilly/jQuery.Validation.Unobtrusive.Native,1,1,0,1,1,1,1,0,0,75,75,28,174,johnnyreilly/jQuery.Validation.Unobtrusive.Native,4.0,0.0,2.0,0.0,271.0,11.0,13.0,24.0,0.0,6.0,6.0,1.0,32.0,257.0,71.0,64.0,69.0,64.0,60.0,0
webapibook/issuetracker,0,1,0,1,0,0,1,0,0,73,73,47,172,webapibook/issuetracker,6.0,0.0,2.0,0.0,108.0,2.0,8.0,10.0,2.0,42.0,44.0,0.0,6.0,290.0,78.0,63.0,79.0,63.0,85.0,0
jamesmontemagno/MonoDroidToolkit,0,1,0,1,0,1,1,0,1,72,72,25,171,jamesmontemagno/MonoDroidToolkit,4.0,0.0,2.0,0.0,62.0,3.0,10.0,13.0,0.0,4.0,4.0,0.0,16.0,236.0,69.0,62.0,64.0,62.0,48.0,0
mikebluestein/FindTheMonkey,1,1,0,0,0,0,0,0,0,71,71,49,170,mikebluestein/FindTheMonkey,1.0,0.0,2.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,204.0,57.0,61.0,81.0,61.0,1.0,0
chrfalch/NControl.Controls,1,1,0,1,0,0,1,0,0,70,70,36,169,chrfalch/NControl.Controls,4.0,0.0,2.0,0.0,191.0,14.0,37.0,51.0,3.0,4.0,7.0,0.0,5.0,257.0,71.0,60.0,75.0,60.0,62.0,0
pboechat/roadgen,1,1,0,1,0,0,0,0,0,69,69,18,168,pboechat/roadgen,2.0,0.0,2.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,171.0,42.0,59.0,52.0,59.0,1.0,0
Unity-Technologies/UIElementsUniteLATurretDemo,0,0,0,1,0,0,0,0,0,68,68,21,167,Unity-Technologies/UIElementsUniteLATurretDemo,1.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,174.0,43.0,58.0,57.0,58.0,1.0,0
xabikos/aspnet-webpack,0,1,0,1,0,0,1,0,0,67,67,13,166,xabikos/aspnet-webpack,4.0,0.0,2.0,0.0,96.0,8.0,25.0,33.0,0.0,4.0,4.0,0.0,10.0,203.0,55.0,57.0,41.0,57.0,48.0,0
madskristensen/WebExtensionPack,0,1,0,1,0,1,1,1,0,66,66,10,165,madskristensen/WebExtensionPack,2.0,0.0,2.0,0.0,67.0,4.0,16.0,20.0,0.0,1.0,1.0,0.0,26.0,170.0,41.0,56.0,30.0,56.0,28.0,0
MoshiMoshi0/TTController,0,0,0,0,0,1,0,0,0,65,65,14,164,MoshiMoshi0/TTController,4.0,5147.0,28.0,28.0,647.0,9.0,51.0,60.0,0.0,1.0,1.0,0.0,64.0,182.0,46.0,55.0,44.0,55.0,28.0,0
amarmesic/windows-phone-navigation-drawer,0,1,0,1,0,1,1,0,0,63,63,21,162,amarmesic/windows-phone-navigation-drawer,3.0,0.0,2.0,0.0,26.0,5.0,5.0,10.0,0.0,2.0,2.0,0.0,13.0,206.0,59.0,54.0,57.0,54.0,41.0,0
pavelkouril/unity-marching-cubes-gpu,0,0,0,0,0,1,0,0,0,62,62,5,161,pavelkouril/unity-marching-cubes-gpu,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,161.0,38.0,53.0,14.0,53.0,41.0,0
ScutGame/Scut-samples,0,1,0,1,0,0,1,0,0,61,61,91,160,ScutGame/Scut-samples,1.0,0.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,217.0,64.0,52.0,85.0,52.0,28.0,0
libla/TinyJSON,0,0,0,0,1,0,0,0,0,60,60,25,159,libla/TinyJSON,2.0,0.0,2.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,167.0,40.0,51.0,64.0,51.0,1.0,0
NetMQ/NetMQ.ReactiveExtensions,0,1,0,1,1,0,1,0,0,58,58,15,157,NetMQ/NetMQ.ReactiveExtensions,9.0,0.0,2.0,0.0,196.0,9.0,18.0,27.0,0.0,23.0,23.0,1.0,87.0,227.0,67.0,50.0,48.0,50.0,79.0,0
aspnetde/MvvmNano,1,1,0,1,1,0,1,0,0,56,56,10,155,aspnetde/MvvmNano,4.0,0.0,2.0,0.0,161.0,0.0,19.0,19.0,2.0,3.0,5.0,0.0,26.0,184.0,47.0,49.0,30.0,49.0,56.0,0
hdinsight/hdinsight-storm-examples,1,1,0,1,1,0,1,0,1,55,55,51,154,hdinsight/hdinsight-storm-examples,8.0,0.0,2.0,0.0,90.0,6.0,10.0,16.0,1.0,4.0,5.0,0.0,16.0,234.0,68.0,48.0,82.0,48.0,56.0,0
ElectroGryphon/EGGA,0,0,0,0,0,0,1,0,0,54,54,36,153,ElectroGryphon/EGGA,4.0,0.0,2.0,0.0,44.0,5.0,8.0,13.0,0.0,2.0,2.0,0.0,8.0,210.0,62.0,47.0,75.0,47.0,41.0,0
vmohan7/Bow-ArrowLiveStream,0,0,0,1,0,0,1,0,0,53,53,11,152,vmohan7/Bow-ArrowLiveStream,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,126.0,24.0,46.0,33.0,46.0,1.0,0
reubeno/NClap,0,1,0,1,0,0,0,1,0,52,52,9,151,reubeno/NClap,6.0,0.0,2.0,0.0,134.0,6.0,30.0,36.0,0.0,47.0,47.0,0.0,21.0,204.0,57.0,45.0,27.0,45.0,87.0,0
mesta1/AForge-examples,0,0,1,0,0,0,0,0,0,51,51,33,150,mesta1/AForge-examples,3.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,190.0,50.0,44.0,74.0,44.0,28.0,0
SergeyTeplyakov/ExceptionAnalyzer,0,0,0,1,0,0,0,0,0,50,50,8,149,SergeyTeplyakov/ExceptionAnalyzer,4.0,0.0,2.0,0.0,40.0,13.0,10.0,23.0,0.0,4.0,4.0,0.0,4.0,159.0,37.0,43.0,25.0,43.0,48.0,0
uFrame/uFrame.ECS,0,1,0,1,0,0,0,0,0,49,49,11,148,uFrame/uFrame.ECS,4.0,0.0,2.0,0.0,96.0,6.0,3.0,9.0,0.0,1.0,1.0,0.0,3.0,145.0,31.0,42.0,33.0,42.0,28.0,0
nachmore/unBand,1,0,0,0,0,0,1,0,0,48,48,18,147,nachmore/unBand,6.0,0.0,2.0,0.0,167.0,61.0,56.0,117.0,5.0,4.0,9.0,0.0,2.0,198.0,54.0,41.0,52.0,41.0,64.0,0
kimsama/Unity-NGUIExtension,0,1,0,1,0,1,1,0,0,47,47,14,146,kimsama/Unity-NGUIExtension,1.0,0.0,2.0,0.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,125.0,23.0,40.0,44.0,40.0,1.0,0
edoreshef/ground-control,0,1,0,1,0,1,0,0,0,46,46,3,145,edoreshef/ground-control,5.0,0.0,2.0,0.0,28.0,4.0,7.0,11.0,0.0,2.0,2.0,0.0,10.0,128.0,25.0,39.0,9.0,39.0,41.0,0
amirjalilifard/FreeFilesProject,1,0,0,0,0,0,0,0,0,45,45,29,144,amirjalilifard/FreeFilesProject,1.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,147.0,32.0,38.0,70.0,38.0,1.0,0
GrayKernel/GrayStorm,0,0,0,1,0,0,1,0,0,44,44,7,143,GrayKernel/GrayStorm,1.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,17.0,37.0,21.0,37.0,1.0,0
tpeczek/Lib.Web.Mvc,0,1,0,1,0,1,1,1,0,43,43,27,142,tpeczek/Lib.Web.Mvc,4.0,266.0,30.0,60.0,170.0,0.0,103.0,103.0,1.0,9.0,10.0,1.0,18.0,206.0,59.0,36.0,67.0,36.0,67.0,0
castle-it/sharp2Js,1,1,0,1,1,0,1,1,0,42,42,5,141,castle-it/sharp2Js,3.0,0.0,2.0,0.0,74.0,3.0,3.0,6.0,0.0,20.0,20.0,0.0,16.0,161.0,38.0,35.0,14.0,35.0,77.0,0
evolutional/flatbuffers-net,0,1,0,1,1,1,1,0,0,41,41,7,140,evolutional/flatbuffers-net,2.0,0.0,2.0,0.0,66.0,23.0,32.0,55.0,0.0,4.0,4.0,0.0,10.0,137.0,27.0,34.0,21.0,34.0,48.0,0
jacek-gorgon/NJsonApi,0,0,0,1,0,0,1,0,0,40,40,17,139,jacek-gorgon/NJsonApi,2.0,0.0,2.0,0.0,35.0,10.0,9.0,19.0,1.0,11.0,12.0,0.0,8.0,186.0,49.0,33.0,51.0,33.0,69.0,0
reddog-io/RedDog.Search,0,1,0,1,0,0,0,0,0,39,39,24,138,reddog-io/RedDog.Search,6.0,0.0,2.0,0.0,64.0,2.0,10.0,12.0,3.0,9.0,12.0,0.0,27.0,196.0,53.0,32.0,63.0,32.0,69.0,0
aliessmael/Unity-Contacts-List,0,1,0,1,0,0,0,0,0,38,38,19,137,aliessmael/Unity-Contacts-List,3.0,0.0,2.0,0.0,20.0,19.0,10.0,29.0,1.0,1.0,2.0,0.0,5.0,157.0,35.0,31.0,54.0,31.0,41.0,0
TerribleDev/TurboLinks.Net,0,1,0,0,0,0,0,0,0,37,37,8,136,TerribleDev/TurboLinks.Net,2.0,0.0,2.0,0.0,29.0,1.0,2.0,3.0,1.0,4.0,5.0,0.0,8.0,141.0,30.0,30.0,25.0,30.0,56.0,0
kant2002/ncrawler,0,1,0,0,0,0,0,0,0,36,36,12,135,kant2002/ncrawler,1.0,0.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,98.0,19.0,29.0,39.0,29.0,1.0,0
microsoft/FMLab,0,0,1,0,0,0,0,0,0,35,35,53,134,microsoft/FMLab,7.0,0.0,2.0,0.0,13.0,13.0,2.0,15.0,3.0,6.0,9.0,0.0,3.0,203.0,55.0,28.0,83.0,28.0,64.0,0
AzureADQuickStarts/AppModelv2-NativeClient-DotNet,1,1,0,1,1,0,1,0,0,34,34,25,133,AzureADQuickStarts/AppModelv2-NativeClient-DotNet,9.0,0.0,2.0,0.0,54.0,6.0,5.0,11.0,0.0,18.0,18.0,0.0,13.0,192.0,51.0,27.0,64.0,27.0,74.0,0
kernys/Kernys.Bson,0,0,0,1,0,1,0,0,0,33,33,16,132,kernys/Kernys.Bson,4.0,0.0,2.0,0.0,20.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,8.0,150.0,33.0,26.0,50.0,26.0,48.0,0
SaladLab/UniGet,1,1,0,1,0,0,1,0,0,32,32,7,131,SaladLab/UniGet,1.0,70.0,2.0,2.0,73.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,6.0,99.0,20.0,25.0,21.0,25.0,28.0,0
Bekwnn/UnityJsonHelper,0,1,0,1,0,0,0,0,0,31,31,9,130,Bekwnn/UnityJsonHelper,2.0,0.0,2.0,0.0,9.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,122.0,22.0,24.0,27.0,24.0,47.0,0
scheshan/DoubanGroup.UWP,1,0,0,0,0,0,0,0,0,30,30,13,129,scheshan/DoubanGroup.UWP,2.0,0.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,16.0,23.0,41.0,23.0,1.0,0
Pryaxis/orion-core,1,0,0,0,0,0,0,0,0,29,29,11,128,Pryaxis/orion-core,16.0,0.0,2.0,0.0,976.0,10.0,43.0,53.0,0.0,24.0,24.0,0.0,13.0,157.0,35.0,22.0,33.0,22.0,80.0,0
wwwlicious/servicestack-authentication-identityserver,0,0,0,1,0,0,0,0,0,28,28,15,127,wwwlicious/servicestack-authentication-identityserver,6.0,9.0,2.0,6.0,74.0,12.0,8.0,20.0,0.0,4.0,4.0,0.0,8.0,138.0,28.0,21.0,48.0,21.0,48.0,0
ahdung/FormDraggerDemo,0,1,0,0,0,0,0,0,0,27,27,9,126,ahdung/FormDraggerDemo,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,14.0,20.0,27.0,20.0,1.0,0
Tangoyzx/PaintModel,0,0,1,0,0,0,0,0,0,26,26,10,125,Tangoyzx/PaintModel,1.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,69.0,15.0,19.0,30.0,19.0,1.0,0
liamca/azure-search-recommendations,0,1,0,1,0,1,0,0,0,25,25,11,124,liamca/azure-search-recommendations,4.0,0.0,2.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,97.0,18.0,18.0,33.0,18.0,28.0,0
radistmorse/KSPPreciseManeuver,0,1,0,1,1,0,0,0,0,24,24,21,123,radistmorse/KSPPreciseManeuver,6.0,142302.0,19.0,19.0,63.0,4.0,13.0,17.0,0.0,9.0,9.0,0.0,8.0,155.0,34.0,17.0,57.0,17.0,64.0,0
bucknellu/Nyan,0,1,0,1,0,1,1,1,0,23,23,2,122,bucknellu/Nyan,3.0,7.0,1.0,1.0,805.0,1.0,10.0,11.0,2.0,8.0,10.0,0.0,37.0,103.0,21.0,16.0,4.0,16.0,67.0,0
mkremins/TracerySharp,0,0,0,1,0,1,0,0,0,22,22,2,121,mkremins/TracerySharp,1.0,0.0,2.0,0.0,12.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,62.0,13.0,15.0,4.0,15.0,28.0,0
TORISOUP/GTAV_InfernoScripts,1,0,0,0,0,1,0,0,0,21,21,6,120,TORISOUP/GTAV_InfernoScripts,5.0,6485.0,12.0,12.0,555.0,1.0,11.0,12.0,4.0,52.0,56.0,0.0,8.0,138.0,28.0,14.0,17.0,14.0,93.0,0
DmitrySikorsky/AspNet5ModularApp,1,1,0,1,0,0,1,0,0,20,20,4,119,DmitrySikorsky/AspNet5ModularApp,1.0,0.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,39.0,10.0,13.0,12.0,13.0,1.0,0
lindexi/Markdown,1,1,0,1,0,0,0,0,0,18,18,1,117,lindexi/Markdown,2.0,0.0,2.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,54.0,11.0,12.0,2.0,12.0,28.0,0
rygo6/VisualizationFramework-Unity,0,0,0,0,0,0,1,0,0,16,16,3,115,rygo6/VisualizationFramework-Unity,1.0,0.0,2.0,0.0,19.0,6.0,9.0,15.0,0.0,0.0,0.0,0.0,6.0,32.0,8.0,11.0,9.0,11.0,1.0,0
Joshsora/LibSOE,0,1,0,0,0,0,1,0,0,14,14,11,113,Joshsora/LibSOE,2.0,0.0,2.0,0.0,13.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,4.0,54.0,11.0,10.0,33.0,10.0,1.0,0
cra0kalo/CETRAINER_DECRYPT,0,0,0,1,0,0,0,0,0,13,13,6,112,cra0kalo/CETRAINER_DECRYPT,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,9.0,9.0,17.0,9.0,1.0,0
enBask/Asgard,0,1,0,0,0,0,0,0,0,11,11,1,110,enBask/Asgard,1.0,0.0,2.0,0.0,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,5.0,8.0,2.0,8.0,1.0,0
Particular/HashBus,0,0,0,1,0,0,0,0,0,10,10,4,109,Particular/HashBus,9.0,0.0,2.0,0.0,251.0,22.0,58.0,80.0,1.0,109.0,110.0,0.0,6.0,129.0,26.0,7.0,12.0,7.0,103.0,0
BeranekCZ/NETMF-Utils,1,1,0,1,0,0,1,0,0,9,9,2,108,BeranekCZ/NETMF-Utils,2.0,0.0,2.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,17.0,4.0,6.0,4.0,6.0,1.0,0
jsauve/XamaGram,0,0,0,1,1,0,1,0,1,6,6,6,105,jsauve/XamaGram,2.0,0.0,2.0,0.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,28.0,6.0,5.0,17.0,5.0,1.0,0
jmalarcon/FileEncodingConverter,1,0,0,1,0,0,0,0,1,5,5,2,104,jmalarcon/FileEncodingConverter,3.0,973.0,3.0,2.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,13.0,3.0,4.0,4.0,4.0,1.0,0
damianh/StaticFilesMiddleware,0,0,0,1,0,0,0,0,0,4,4,7,103,damianh/StaticFilesMiddleware,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,6.0,3.0,21.0,3.0,1.0,0
AdamKinney/WinGraphics,0,0,0,0,0,0,1,0,0,3,3,2,102,AdamKinney/WinGraphics,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,4.0,2.0,1.0,0
Insality/RAO,1,1,0,0,0,0,0,0,0,2,2,0,101,Insality/RAO,2.0,0.0,2.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0
