fullname,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label
barryWhiteHat/semaphore,1,1,0,1,0,0,1,0,0,98,98,72,184,barryWhiteHat/semaphore,5.0,0.0,2.0,0.0,18.0,3.0,2.0,5.0,0.0,6.0,6.0,0.0,8.0,314.0,84.0,84.0,84.0,84.0,62.0,0
MayaPosch/BMaC,1,1,0,1,0,0,0,0,0,97,97,10,183,MayaPosch/BMaC,2.0,0.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,198.0,55.0,83.0,31.0,83.0,1.0,0
deiss/fftocean,0,1,0,1,0,1,1,0,0,96,96,19,182,deiss/fftocean,5.0,0.0,2.0,0.0,186.0,4.0,1.0,5.0,0.0,3.0,3.0,0.0,66.0,277.0,75.0,82.0,58.0,82.0,55.0,0
SungjoonPark/KoreanWordVectors,1,0,0,1,1,0,1,0,0,95,95,12,181,SungjoonPark/KoreanWordVectors,1.0,0.0,2.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,200.0,57.0,81.0,37.0,81.0,1.0,0
kaelzhang/penteract-ocr,1,1,0,1,1,1,1,0,0,94,94,12,180,kaelzhang/penteract-ocr,1.0,0.0,2.0,0.0,34.0,10.0,1.0,11.0,0.0,0.0,0.0,0.0,18.0,198.0,55.0,80.0,37.0,80.0,1.0,0
ThibaultReuille/graphiti,0,1,0,0,0,0,0,0,0,93,93,22,179,ThibaultReuille/graphiti,7.0,0.0,2.0,0.0,167.0,6.0,9.0,15.0,1.0,5.0,6.0,0.0,8.0,280.0,78.0,79.0,60.0,79.0,62.0,0
uaf/uaf,1,1,0,1,0,1,1,0,0,92,92,41,178,uaf/uaf,9.0,0.0,2.0,0.0,800.0,20.0,67.0,87.0,1.0,62.0,63.0,0.0,25.0,327.0,85.0,78.0,77.0,78.0,94.0,0
SunResearchInstitute/sys-clk-Editor,0,1,0,0,0,1,0,0,0,91,91,7,177,SunResearchInstitute/sys-clk-Editor,8.0,7758.0,13.0,16.0,85.0,1.0,12.0,13.0,0.0,14.0,14.0,0.0,7.0,252.0,69.0,77.0,21.0,77.0,77.0,0
BEETL/BEETL,0,0,0,0,1,1,0,0,0,89,89,23,175,BEETL/BEETL,11.0,0.0,2.0,0.0,113.0,2.0,12.0,14.0,0.0,2.0,2.0,0.0,17.0,262.0,73.0,76.0,62.0,76.0,48.0,0
devkitPro/nds-hb-menu,0,1,0,1,0,1,0,0,0,88,88,17,174,devkitPro/nds-hb-menu,8.0,132651.0,5.0,5.0,167.0,5.0,3.0,8.0,0.0,4.0,4.0,0.0,3.0,262.0,73.0,75.0,54.0,75.0,58.0,0
jethrogb/ssltrace,0,0,0,1,0,0,0,0,0,87,87,16,173,jethrogb/ssltrace,3.0,0.0,2.0,0.0,21.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,235.0,68.0,74.0,51.0,74.0,36.0,0
plstcharles/litiv,0,1,0,1,0,0,1,1,0,86,86,27,172,plstcharles/litiv,9.0,0.0,2.0,0.0,1681.0,4.0,10.0,14.0,1.0,6.0,7.0,0.0,22.0,282.0,79.0,73.0,70.0,73.0,66.0,0
keegnotrub/coda-sass-plugin,1,1,0,1,1,1,0,0,0,85,85,10,171,keegnotrub/coda-sass-plugin,3.0,8858.0,13.0,13.0,25.0,11.0,23.0,34.0,0.0,1.0,1.0,0.0,6.0,211.0,61.0,72.0,31.0,72.0,36.0,0
kei500/liblinear-ruby,0,0,0,1,0,1,1,0,0,84,84,8,170,kei500/liblinear-ruby,5.0,0.0,2.0,0.0,98.0,3.0,2.0,5.0,0.0,6.0,6.0,0.0,11.0,228.0,66.0,71.0,24.0,71.0,62.0,0
lemire/dictionary,0,1,0,1,0,0,1,0,0,83,83,9,169,lemire/dictionary,2.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,205.0,60.0,70.0,29.0,70.0,36.0,0
ropensci/rzmq,1,1,0,1,0,0,1,0,0,82,82,30,168,ropensci/rzmq,8.0,0.0,2.0,0.0,174.0,6.0,21.0,27.0,4.0,27.0,31.0,0.0,10.0,297.0,82.0,69.0,73.0,69.0,86.0,0
plausiblelabs/plpatchmaster,0,1,0,1,0,0,0,0,0,81,81,12,167,plausiblelabs/plpatchmaster,1.0,0.0,2.0,0.0,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,174.0,45.0,68.0,37.0,68.0,1.0,0
named-data-ndnSIM/ndnSIM,0,1,0,0,1,0,1,0,0,80,80,149,166,named-data-ndnSIM/ndnSIM,46.0,0.0,2.0,0.0,1396.0,42.0,50.0,92.0,6.0,13.0,19.0,0.0,10.0,301.0,83.0,67.0,85.0,67.0,82.0,0
giddie/qt-cmake-template,1,1,0,1,0,0,1,0,0,79,79,17,165,giddie/qt-cmake-template,2.0,0.0,2.0,0.0,28.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,222.0,63.0,66.0,54.0,66.0,36.0,0
RobertKrajewski/Sync-my-L2P,1,0,0,1,1,1,1,0,0,78,78,26,164,RobertKrajewski/Sync-my-L2P,11.0,5984.0,8.0,84.0,320.0,26.0,98.0,124.0,0.0,46.0,46.0,0.0,11.0,290.0,81.0,65.0,68.0,65.0,92.0,0
EdgeApp/airbitz-core,0,1,0,1,0,0,0,0,0,77,77,47,163,EdgeApp/airbitz-core,18.0,0.0,2.0,0.0,1944.0,10.0,11.0,21.0,3.0,6.0,9.0,0.0,20.0,279.0,76.0,64.0,81.0,64.0,70.0,0
Facepunch/gmad,1,0,0,1,0,0,0,0,0,76,76,46,162,Facepunch/gmad,6.0,0.0,2.0,0.0,51.0,6.0,22.0,28.0,2.0,13.0,15.0,0.0,7.0,285.0,80.0,63.0,80.0,63.0,79.0,0
albertoCrive/homographyTrackingDemo,0,0,0,1,0,0,0,0,0,74,74,38,160,albertoCrive/homographyTrackingDemo,2.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,201.0,58.0,62.0,76.0,62.0,1.0,0
binnes/esp8266Workshop,0,0,0,1,0,0,1,0,0,73,73,71,159,binnes/esp8266Workshop,8.0,0.0,2.0,0.0,210.0,2.0,4.0,6.0,0.0,11.0,11.0,0.0,10.0,279.0,76.0,61.0,83.0,61.0,74.0,0
giacomodabisias/libfreenect2pclgrabber,0,0,0,1,0,0,0,0,0,72,72,29,158,giacomodabisias/libfreenect2pclgrabber,6.0,0.0,2.0,0.0,125.0,5.0,20.0,25.0,0.0,6.0,6.0,0.0,12.0,254.0,72.0,60.0,72.0,60.0,62.0,0
kalavaras/LibOVRWrapper,0,1,0,1,1,1,1,0,0,71,71,8,157,kalavaras/LibOVRWrapper,2.0,26153.0,3.0,3.0,59.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,4.0,197.0,53.0,59.0,24.0,59.0,55.0,0
manykits/PHOENIXEngine,1,1,0,1,0,1,1,0,0,70,70,23,156,manykits/PHOENIXEngine,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,179.0,48.0,58.0,62.0,58.0,1.0,0
odedstein/DevelopabilityOfTriangleMeshes,0,0,0,1,0,0,0,0,0,69,69,16,155,odedstein/DevelopabilityOfTriangleMeshes,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,42.0,57.0,51.0,57.0,1.0,0
dqydj/PaperBack_EPaper_Display,0,1,0,1,1,1,1,0,0,68,68,17,154,dqydj/PaperBack_EPaper_Display,4.0,0.0,2.0,0.0,30.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,7.0,224.0,64.0,56.0,54.0,56.0,58.0,0
loveblockchain/eosdice,1,0,0,0,0,0,0,0,0,67,67,41,153,loveblockchain/eosdice,1.0,0.0,2.0,0.0,44.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,188.0,51.0,55.0,77.0,55.0,1.0,0
theypsilon/concat,0,1,0,1,0,0,1,0,0,66,66,3,152,theypsilon/concat,2.0,0.0,2.0,0.0,96.0,4.0,1.0,5.0,0.0,1.0,1.0,0.0,25.0,151.0,35.0,54.0,7.0,54.0,36.0,0
yechengxi/DBG2OLC,1,1,0,1,1,0,1,0,0,62,62,28,148,yechengxi/DBG2OLC,8.0,0.0,2.0,0.0,75.0,5.0,62.0,67.0,0.0,13.0,13.0,0.0,30.0,253.0,70.0,53.0,71.0,53.0,76.0,0
jiapei100/VOSM,1,1,0,1,1,0,1,0,0,61,61,33,147,jiapei100/VOSM,3.0,0.0,2.0,0.0,160.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,28.0,179.0,48.0,52.0,74.0,52.0,1.0,0
faustomilletari/3D-Caffe,0,1,0,0,0,1,1,0,0,60,60,34,146,faustomilletari/3D-Caffe,2.0,0.0,2.0,0.0,4.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,178.0,46.0,51.0,75.0,51.0,1.0,0
TcT2k/wxPDFView,0,1,0,1,0,0,1,0,0,59,59,24,145,TcT2k/wxPDFView,7.0,0.0,2.0,0.0,168.0,7.0,3.0,10.0,1.0,0.0,1.0,0.0,24.0,201.0,58.0,50.0,65.0,50.0,36.0,0
okcashpro/okcash-oldsrc-history,1,1,0,0,0,1,1,1,0,58,58,61,144,okcashpro/okcash-oldsrc-history,10.0,185.0,15.0,74.0,177.0,1.0,5.0,6.0,0.0,10.0,10.0,0.0,28.0,253.0,70.0,49.0,82.0,49.0,73.0,0
danauclair/CardScan,0,0,0,0,0,1,0,0,0,57,57,17,143,danauclair/CardScan,1.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,151.0,35.0,48.0,54.0,48.0,1.0,0
mattmcd/NaCl,0,0,0,1,0,0,0,0,0,56,56,25,142,mattmcd/NaCl,3.0,0.0,2.0,0.0,119.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,4.0,197.0,53.0,47.0,67.0,47.0,36.0,0
NotGlop/SysExec,0,1,0,1,0,0,1,0,0,55,55,24,141,NotGlop/SysExec,1.0,0.0,2.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,158.0,38.0,46.0,65.0,46.0,1.0,0
indutny/mmap.js,1,0,0,1,0,1,0,0,0,54,54,11,140,indutny/mmap.js,4.0,0.0,2.0,0.0,18.0,5.0,3.0,8.0,2.0,5.0,7.0,1.0,2.0,191.0,52.0,45.0,35.0,45.0,66.0,0
elliotgoodrich/VariadicTemplateAlgorithms,0,0,0,1,0,0,0,0,0,53,53,4,139,elliotgoodrich/VariadicTemplateAlgorithms,2.0,0.0,2.0,0.0,43.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,132.0,30.0,44.0,8.0,44.0,36.0,0
qcdong2016/QCEditor,1,0,0,0,1,1,0,0,0,50,50,26,136,qcdong2016/QCEditor,1.0,0.0,2.0,0.0,80.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,155.0,37.0,43.0,68.0,43.0,1.0,0
qtumproject/x86lib,0,1,0,1,0,0,0,1,0,49,49,14,135,qtumproject/x86lib,5.0,0.0,2.0,0.0,231.0,0.0,1.0,1.0,1.0,26.0,27.0,0.0,1.0,216.0,62.0,42.0,47.0,42.0,85.0,0
motoharu-gosuto/psvcd,0,1,0,1,1,0,1,0,0,48,48,12,134,motoharu-gosuto/psvcd,2.0,0.0,2.0,0.0,41.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,24.0,167.0,43.0,41.0,37.0,41.0,48.0,0
to-miz/tm,0,1,0,0,1,0,0,0,0,47,47,5,133,to-miz/tm,3.0,0.0,2.0,0.0,233.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,66.0,93.0,19.0,40.0,12.0,40.0,1.0,0
JonnyPtn/SFML-DOOM,0,1,0,1,0,0,0,0,0,46,46,10,132,JonnyPtn/SFML-DOOM,6.0,11.0,2.0,6.0,278.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,9.0,167.0,43.0,39.0,31.0,39.0,58.0,0
simongeilfus/SpacePartitioning,0,1,0,0,1,0,0,0,0,44,44,7,130,simongeilfus/SpacePartitioning,3.0,0.0,2.0,0.0,42.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,13.0,145.0,34.0,38.0,21.0,38.0,48.0,0
ikekonglp/PAD,0,1,0,1,0,1,0,0,0,43,43,10,129,ikekonglp/PAD,1.0,0.0,2.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,106.0,22.0,37.0,31.0,37.0,1.0,0
bioinfologics/w2rap-contigger,0,0,0,1,1,0,0,0,0,41,41,12,127,bioinfologics/w2rap-contigger,6.0,0.0,2.0,0.0,212.0,17.0,26.0,43.0,0.0,8.0,8.0,0.0,7.0,178.0,46.0,36.0,37.0,36.0,69.0,0
freedib/lldbmi2,0,0,0,1,0,0,0,0,0,40,40,13,126,freedib/lldbmi2,10.0,0.0,2.0,0.0,166.0,0.0,22.0,22.0,0.0,9.0,9.0,0.0,13.0,183.0,50.0,35.0,43.0,35.0,70.0,0
WojciechMula/simd-search,0,0,1,0,0,0,0,0,0,39,39,12,125,WojciechMula/simd-search,2.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,141.0,33.0,34.0,37.0,34.0,36.0,0
wilda17/ESP8266-Google-Calendar-Arduino,0,0,0,1,0,0,0,0,0,38,38,21,124,wilda17/ESP8266-Google-Calendar-Arduino,2.0,0.0,2.0,0.0,6.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,3.0,161.0,39.0,33.0,59.0,33.0,36.0,0
ProjectSkyfire/SkyFire_one,0,1,0,1,1,1,1,1,0,37,37,42,123,ProjectSkyfire/SkyFire_one,23.0,0.0,2.0,0.0,1907.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,11.0,226.0,65.0,32.0,79.0,32.0,83.0,0
moononournation/ATtinyWatch,0,0,0,1,0,0,0,0,0,35,35,13,121,moononournation/ATtinyWatch,1.0,0.0,2.0,0.0,15.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,106.0,22.0,31.0,43.0,31.0,1.0,0
theintencity/py-webrtc,0,1,0,0,0,0,0,0,0,34,34,15,120,theintencity/py-webrtc,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,25.0,30.0,49.0,30.0,1.0,0
ue4plugins/HoverPlugin,1,1,0,1,0,1,1,0,0,33,33,14,119,ue4plugins/HoverPlugin,3.0,0.0,2.0,0.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,106.0,22.0,29.0,47.0,29.0,1.0,0
RafaelRiber/RetroWatch,1,1,0,1,0,0,1,0,0,32,32,1,118,RafaelRiber/RetroWatch,1.0,0.0,2.0,0.0,56.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,34.0,60.0,13.0,28.0,3.0,28.0,1.0,0
caitp/TwitchSwitcher,0,1,0,1,0,1,0,0,0,31,31,6,117,caitp/TwitchSwitcher,3.0,0.0,2.0,0.0,47.0,13.0,4.0,17.0,0.0,7.0,7.0,0.0,5.0,136.0,32.0,27.0,16.0,27.0,66.0,0
qlyoung/armory-keyboard,0,1,0,1,0,1,0,1,0,29,29,11,115,qlyoung/armory-keyboard,4.0,0.0,2.0,0.0,97.0,2.0,3.0,5.0,0.0,2.0,2.0,0.0,29.0,135.0,31.0,26.0,35.0,26.0,48.0,0
the-martian-trajectory-app/trajectory,0,1,0,0,0,0,0,0,0,28,28,6,114,the-martian-trajectory-app/trajectory,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,16.0,25.0,16.0,25.0,1.0,0
PlatformLab/PerfUtils,0,1,0,0,0,0,0,0,0,27,27,13,113,PlatformLab/PerfUtils,11.0,0.0,2.0,0.0,96.0,2.0,3.0,5.0,1.0,10.0,11.0,0.0,2.0,165.0,41.0,24.0,43.0,24.0,74.0,0
simlrh/OSVR-fusion,0,1,0,0,0,1,1,0,0,26,26,6,112,simlrh/OSVR-fusion,1.0,143.0,2.0,5.0,7.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,6.0,110.0,25.0,23.0,16.0,23.0,48.0,0
benhj/jasl,0,0,0,1,1,0,1,0,0,25,25,1,111,benhj/jasl,2.0,0.0,2.0,0.0,441.0,7.0,32.0,39.0,0.0,0.0,0.0,0.0,70.0,48.0,9.0,22.0,3.0,22.0,1.0,0
neuleaf/faster-rcnn-cpu,0,1,0,1,0,1,1,0,0,24,24,16,110,neuleaf/faster-rcnn-cpu,1.0,0.0,2.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,94.0,20.0,21.0,51.0,21.0,1.0,0
Psychlist1972/Windows-10-MIDI-Library,0,1,0,1,0,0,1,1,1,23,23,4,109,Psychlist1972/Windows-10-MIDI-Library,1.0,0.0,2.0,0.0,53.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,32.0,49.0,10.0,20.0,8.0,20.0,1.0,0
yixuan/fontr,0,1,0,1,0,0,0,0,0,22,22,2,108,yixuan/fontr,2.0,0.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,8.0,19.0,5.0,19.0,1.0,0
hasherezade/petya_green,0,0,0,1,1,0,0,0,0,21,21,13,107,hasherezade/petya_green,2.0,0.0,2.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,80.0,17.0,18.0,43.0,18.0,1.0,0
arcadejust/MultiotpCPV2RDP,0,0,0,1,0,0,1,0,0,20,20,22,106,arcadejust/MultiotpCPV2RDP,2.0,0.0,2.0,0.0,26.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,3.0,130.0,28.0,17.0,60.0,17.0,36.0,0
Ivanzgj/Algorithm,1,0,0,0,0,0,0,0,0,19,19,8,105,Ivanzgj/Algorithm,2.0,0.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,57.0,12.0,16.0,24.0,16.0,1.0,0
ckmarkoh/AcrosticPoem-RNNPG,1,0,0,1,0,0,1,0,0,18,18,7,104,ckmarkoh/AcrosticPoem-RNNPG,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,11.0,15.0,21.0,15.0,1.0,0
ruoso/u5e,1,1,0,1,0,0,1,0,0,17,17,6,103,ruoso/u5e,4.0,0.0,2.0,0.0,145.0,4.0,1.0,5.0,0.0,2.0,2.0,0.0,27.0,92.0,18.0,14.0,16.0,14.0,48.0,0
dpjudas/UICore,0,1,0,1,0,0,1,0,0,16,16,8,102,dpjudas/UICore,2.0,0.0,2.0,0.0,304.0,0.0,4.0,4.0,0.0,17.0,17.0,0.0,6.0,131.0,29.0,13.0,24.0,13.0,81.0,0
Tomash667/carpg,1,1,0,1,0,0,1,1,0,15,15,15,101,Tomash667/carpg,7.0,0.0,2.0,0.0,877.0,153.0,245.0,398.0,0.0,45.0,45.0,2.0,6.0,164.0,40.0,12.0,49.0,12.0,91.0,0
ftsrg/BME-MODES3,1,1,0,1,0,0,0,0,1,14,14,8,100,ftsrg/BME-MODES3,20.0,82.0,7.0,6.0,1327.0,18.0,100.0,118.0,2.0,13.0,15.0,3.0,44.0,125.0,27.0,11.0,24.0,11.0,79.0,0
CHADALAK1/WeaponEssentials4.6,0,0,0,1,0,0,0,0,0,13,13,9,198,CHADALAK1/WeaponEssentials4.6,2.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,97.0,21.0,10.0,29.0,10.0,48.0,0
verybigdog/fdk-aac-ios,1,0,0,0,0,0,0,0,0,12,12,6,197,verybigdog/fdk-aac-ios,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,7.0,9.0,16.0,9.0,1.0,0
filcuc/NimQtCreatorPlugin,0,1,0,1,0,0,0,0,0,11,11,5,196,filcuc/NimQtCreatorPlugin,1.0,0.0,2.0,0.0,43.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,5.0,64.0,14.0,8.0,12.0,8.0,36.0,0
Goalsum/POD_STL,1,0,0,1,0,0,1,0,0,10,10,5,195,Goalsum/POD_STL,1.0,0.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,6.0,7.0,12.0,7.0,1.0,0
ivanfratric/libsubspace,1,1,0,1,1,0,1,0,0,8,8,4,193,ivanfratric/libsubspace,2.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,21.0,4.0,6.0,8.0,6.0,1.0,0
Babygogogo/BabyWarsInCpp,0,1,0,1,0,0,1,0,0,7,7,5,192,Babygogogo/BabyWarsInCpp,1.0,0.0,2.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,5.0,5.0,12.0,5.0,1.0,0
fuzzythecat/SBK-Interpreter,0,1,0,1,0,0,0,0,0,6,6,0,191,fuzzythecat/SBK-Interpreter,2.0,0.0,2.0,0.0,29.0,3.0,2.0,5.0,0.0,3.0,3.0,0.0,7.0,64.0,14.0,4.0,1.0,4.0,55.0,0
zhs007/sanguo,1,0,0,1,1,0,0,0,0,5,5,4,190,zhs007/sanguo,2.0,0.0,2.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,3.0,3.0,8.0,3.0,1.0,0
resibots/map_elites_hexapod,1,1,0,1,1,1,1,0,0,4,4,2,189,resibots/map_elites_hexapod,3.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2.0,2.0,5.0,2.0,1.0,0
RobotClubKut/IntelligentRoboCon_ImageProc,1,0,0,0,0,0,0,0,0,2,2,0,187,RobotClubKut/IntelligentRoboCon_ImageProc,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0
