fullname,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label
fingerprintjs/fingerprintjs,0,1,0,1,1,0,1,1,0,15375,15375,1774,98,fingerprintjs/fingerprintjs,88.0,0.0,2.0,0.0,673.0,13.0,470.0,483.0,1.0,232.0,233.0,0.0,58.0,431.0,99.0,98.0,131.0,98.0,104.0,0
jquense/yup,1,1,0,1,0,0,1,0,0,15339,15339,680,99,jquense/yup,143.0,0.0,2.0,0.0,656.0,293.0,938.0,1231.0,56.0,319.0,375.0,4.0,170.0,408.0,97.0,97.0,103.0,97.0,111.0,0
XiangPingJun/stream-me-board,1,0,0,1,0,0,1,0,0,99,99,17,198,XiangPingJun/stream-me-board,6.0,0.0,2.0,0.0,224.0,0.0,1.0,1.0,11.0,2.0,13.0,0.0,21.0,314.0,90.0,96.0,68.0,96.0,54.0,0
auth0-blog/mean-rsvp-auth0,1,1,0,1,0,1,1,1,0,98,98,50,197,auth0-blog/mean-rsvp-auth0,1.0,0.0,2.0,0.0,85.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,8.0,329.0,93.0,95.0,94.0,95.0,45.0,0
leoafarias/neardb,1,1,0,1,0,1,1,1,0,97,97,8,196,leoafarias/neardb,8.0,0.0,2.0,0.0,219.0,0.0,6.0,6.0,5.0,25.0,30.0,0.0,52.0,305.0,89.0,94.0,43.0,94.0,74.0,0
rwu823/sh-exec,0,1,0,1,0,0,0,0,0,96,96,1,195,rwu823/sh-exec,1.0,0.0,2.0,0.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,194.0,43.0,93.0,7.0,93.0,1.0,0
releasy/react-releasy,0,0,0,1,0,1,1,0,0,95,95,7,194,releasy/react-releasy,4.0,0.0,2.0,0.0,61.0,2.0,7.0,9.0,0.0,18.0,18.0,0.0,12.0,281.0,78.0,92.0,38.0,92.0,59.0,0
lytc/react-sortly,0,1,0,1,0,0,1,0,0,94,94,14,193,lytc/react-sortly,3.0,0.0,2.0,0.0,129.0,9.0,14.0,23.0,36.0,79.0,115.0,0.0,8.0,338.0,95.0,91.0,63.0,91.0,93.0,0
Mercateo/react-with-typescript,1,1,0,1,0,0,0,0,0,93,93,7,192,Mercateo/react-with-typescript,4.0,0.0,2.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,236.0,65.0,90.0,38.0,90.0,18.0,0
epilande/gatsby-theme-firebase,1,1,0,1,0,1,1,0,0,92,92,14,191,epilande/gatsby-theme-firebase,5.0,0.0,2.0,0.0,235.0,11.0,9.0,20.0,32.0,403.0,435.0,0.0,2.0,357.0,96.0,89.0,63.0,89.0,116.0,0
Yoonit-Labs/nativescript-yoonit-camera,1,1,0,1,0,0,1,1,0,91,91,5,190,Yoonit-Labs/nativescript-yoonit-camera,9.0,0.0,2.0,0.0,315.0,0.0,4.0,4.0,1.0,74.0,75.0,0.0,50.0,292.0,83.0,88.0,26.0,88.0,90.0,0
retaxJS/retax,1,1,0,1,1,1,1,0,0,90,90,2,189,retaxJS/retax,2.0,0.0,2.0,0.0,43.0,0.0,2.0,2.0,35.0,28.0,63.0,0.0,6.0,278.0,76.0,87.0,16.0,87.0,88.0,0
ludohenin/ng2-wp-blog,0,0,0,1,0,1,0,0,0,89,89,33,188,ludohenin/ng2-wp-blog,1.0,0.0,2.0,0.0,50.0,1.0,6.0,7.0,0.0,1.0,1.0,0.0,9.0,281.0,78.0,86.0,91.0,86.0,18.0,0
sossejs/sosse,1,1,0,1,0,0,1,0,0,88,88,2,187,sossejs/sosse,2.0,0.0,2.0,0.0,166.0,1.0,0.0,1.0,3.0,3.0,6.0,0.0,13.0,233.0,63.0,85.0,16.0,85.0,47.0,0
Yangfan2016/douban-movie-web,1,1,0,1,1,1,0,0,0,87,87,23,186,Yangfan2016/douban-movie-web,3.0,0.0,2.0,0.0,57.0,1.0,0.0,1.0,27.0,23.0,50.0,0.0,15.0,329.0,93.0,84.0,77.0,84.0,84.0,0
akserg/ng2-webpack-demo,0,0,0,1,0,1,1,0,0,86,86,29,185,akserg/ng2-webpack-demo,1.0,0.0,2.0,0.0,26.0,6.0,5.0,11.0,1.0,1.0,2.0,0.0,9.0,281.0,78.0,83.0,87.0,83.0,28.0,0
rauschma/stringio,0,1,0,1,0,0,1,0,0,85,85,2,184,rauschma/stringio,1.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,14.0,198.0,45.0,82.0,16.0,82.0,18.0,0
microsoft/android-app-size-diff,0,1,0,1,0,1,1,1,0,84,84,19,183,microsoft/android-app-size-diff,5.0,0.0,2.0,0.0,68.0,2.0,1.0,3.0,1.0,26.0,27.0,0.0,11.0,304.0,88.0,81.0,72.0,81.0,70.0,0
locoslab/vue-typescript-component-example,1,1,0,1,0,1,0,1,0,83,83,9,182,locoslab/vue-typescript-component-example,2.0,0.0,2.0,0.0,19.0,0.0,5.0,5.0,0.0,61.0,61.0,0.0,7.0,294.0,84.0,80.0,47.0,80.0,87.0,0
tategakibunko/TypeNovel,1,1,0,1,0,0,1,0,0,82,82,3,181,tategakibunko/TypeNovel,3.0,0.0,2.0,0.0,400.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,15.0,212.0,53.0,79.0,19.0,79.0,35.0,0
matsko/animationsftw.in,0,1,0,1,0,0,0,0,0,81,81,26,180,matsko/animationsftw.in,4.0,0.0,2.0,0.0,31.0,2.0,0.0,2.0,9.0,8.0,17.0,0.0,2.0,298.0,85.0,78.0,84.0,78.0,58.0,0
realm/realm-graphql,1,1,0,1,0,0,1,0,0,80,80,10,179,realm/realm-graphql,8.0,0.0,2.0,0.0,50.0,10.0,30.0,40.0,12.0,20.0,32.0,0.0,15.0,279.0,77.0,77.0,48.0,77.0,77.0,0
lodeapp/lode,0,1,0,1,0,1,0,0,0,79,79,7,178,lodeapp/lode,3.0,1863.0,26.0,137.0,490.0,1.0,2.0,3.0,0.0,76.0,76.0,0.0,8.0,281.0,78.0,76.0,38.0,76.0,91.0,0
superpowers-extra/discover-superpowers-game,0,1,0,0,0,0,0,0,0,78,78,11,177,superpowers-extra/discover-superpowers-game,2.0,0.0,2.0,0.0,8.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,204.0,48.0,75.0,53.0,75.0,1.0,0
gfx/universal-zopfli-js,0,1,0,1,1,0,1,0,0,77,77,3,176,gfx/universal-zopfli-js,3.0,0.0,2.0,0.0,126.0,4.0,1.0,5.0,0.0,16.0,16.0,0.0,24.0,223.0,56.0,74.0,19.0,74.0,56.0,0
Azure/ng-deploy-azure,0,1,0,1,0,0,1,1,0,76,76,29,175,Azure/ng-deploy-azure,16.0,0.0,2.0,0.0,108.0,25.0,19.0,44.0,7.0,52.0,59.0,1.0,27.0,319.0,91.0,73.0,87.0,73.0,86.0,0
hawx1993/judge,0,1,0,1,0,0,1,0,0,75,75,24,174,hawx1993/judge,3.0,0.0,2.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,223.0,56.0,72.0,78.0,72.0,1.0,0
oslabs-beta/reverb-vscode-extension,0,1,0,1,0,0,0,0,0,74,74,6,173,oslabs-beta/reverb-vscode-extension,7.0,0.0,2.0,0.0,237.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,205.0,51.0,71.0,35.0,71.0,28.0,0
rakuten-frontend/rakuten-react-kit,0,0,0,1,1,1,1,0,0,73,73,25,172,rakuten-frontend/rakuten-react-kit,17.0,0.0,2.0,0.0,195.0,0.0,9.0,9.0,0.0,39.0,39.0,0.0,32.0,300.0,86.0,70.0,81.0,70.0,79.0,0
jjherscheid/ts-mocks,0,1,0,1,0,0,0,0,0,72,72,11,171,jjherscheid/ts-mocks,10.0,0.0,2.0,0.0,103.0,1.0,13.0,14.0,9.0,20.0,29.0,1.0,26.0,263.0,74.0,69.0,53.0,69.0,72.0,0
ORESoftware/npm-link-up,0,1,0,1,1,0,1,0,1,71,71,5,170,ORESoftware/npm-link-up,1.0,0.0,2.0,0.0,306.0,31.0,22.0,53.0,0.0,40.0,40.0,0.0,3.0,242.0,68.0,68.0,26.0,68.0,80.0,0
iulian-radu-at/react-select-material-ui,1,0,0,1,1,0,1,0,0,70,70,19,169,iulian-radu-at/react-select-material-ui,3.0,0.0,2.0,0.0,99.0,2.0,37.0,39.0,1.0,4.0,5.0,0.0,59.0,251.0,71.0,67.0,72.0,67.0,45.0,0
zqingr/tfjs-yolov3,1,0,0,1,1,0,0,0,0,69,69,12,168,zqingr/tfjs-yolov3,5.0,171.0,1.0,2.0,29.0,1.0,7.0,8.0,1.0,2.0,3.0,0.0,10.0,223.0,56.0,66.0,56.0,66.0,35.0,0
scon-io/graphql-typescript,1,0,0,1,0,0,0,0,0,68,68,1,167,scon-io/graphql-typescript,2.0,0.0,2.0,0.0,35.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,12.0,165.0,36.0,65.0,7.0,65.0,28.0,0
benboba/svg-slim,1,1,0,1,1,0,1,0,0,67,67,3,166,benboba/svg-slim,6.0,0.0,2.0,0.0,257.0,2.0,31.0,33.0,0.0,16.0,16.0,0.0,3.0,203.0,47.0,64.0,19.0,64.0,56.0,0
cliqz-oss/dat-webext,0,1,0,1,0,1,0,0,0,66,66,5,165,cliqz-oss/dat-webext,8.0,79.0,3.0,3.0,176.0,6.0,10.0,16.0,22.0,314.0,336.0,0.0,4.0,260.0,73.0,63.0,26.0,63.0,108.0,0
brechtbilliet/winecellar,1,1,0,1,0,0,1,0,0,65,65,17,164,brechtbilliet/winecellar,6.0,0.0,2.0,0.0,124.0,0.0,2.0,2.0,0.0,12.0,12.0,0.0,2.0,245.0,70.0,62.0,68.0,62.0,53.0,0
Tom910/frame-scheduling,0,1,0,1,0,0,1,0,0,64,64,4,163,Tom910/frame-scheduling,4.0,0.0,2.0,0.0,60.0,0.0,0.0,0.0,11.0,12.0,23.0,0.0,5.0,211.0,52.0,61.0,23.0,61.0,66.0,0
wechat-miniprogram/minigame-api-typings,1,0,0,0,0,0,0,0,0,63,63,13,162,wechat-miniprogram/minigame-api-typings,4.0,0.0,2.0,0.0,28.0,5.0,5.0,10.0,1.0,2.0,3.0,0.0,6.0,214.0,55.0,60.0,59.0,60.0,35.0,0
cssho/vscode-svgviewer,1,1,0,1,0,0,0,0,0,62,62,19,161,cssho/vscode-svgviewer,7.0,147.0,14.0,14.0,87.0,21.0,20.0,41.0,1.0,25.0,26.0,3.0,22.0,259.0,72.0,59.0,72.0,59.0,69.0,0
CharlesStover/quicksort-js,0,0,0,1,0,0,1,0,0,61,61,12,160,CharlesStover/quicksort-js,4.0,0.0,2.0,0.0,23.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,2.0,223.0,56.0,58.0,56.0,58.0,51.0,0
yeonjuan/TypeScript-Handbook-ko,1,1,0,1,0,1,1,0,0,60,60,18,159,yeonjuan/TypeScript-Handbook-ko,12.0,0.0,2.0,0.0,181.0,16.0,49.0,65.0,1.0,158.0,159.0,29.0,54.0,283.0,82.0,57.0,71.0,57.0,98.0,0
Crazyht/ngx-tree-select,1,1,0,1,0,1,1,0,0,59,59,44,158,Crazyht/ngx-tree-select,12.0,0.0,2.0,0.0,251.0,21.0,17.0,38.0,25.0,160.0,185.0,1.0,9.0,303.0,87.0,56.0,92.0,56.0,99.0,0
blove/angular-reactive-authentication,0,0,0,1,1,0,1,0,0,58,58,48,157,blove/angular-reactive-authentication,2.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,204.0,48.0,55.0,93.0,55.0,1.0,0
erxes/erxes-api,1,1,0,1,0,1,1,1,0,57,57,61,156,erxes/erxes-api,52.0,890.0,30.0,90.0,3732.0,20.0,224.0,244.0,11.0,622.0,633.0,0.0,33.0,327.0,92.0,54.0,96.0,54.0,123.0,0
Moventes/bruit.io,0,1,0,1,0,0,1,1,0,56,56,4,155,Moventes/bruit.io,13.0,0.0,2.0,0.0,308.0,14.0,37.0,51.0,0.0,22.0,22.0,0.0,11.0,193.0,41.0,53.0,23.0,53.0,64.0,0
tomwanzek/d3-v4-definitelytyped,0,1,0,1,1,1,1,1,0,55,55,16,154,tomwanzek/d3-v4-definitelytyped,4.0,0.0,2.0,0.0,308.0,0.0,107.0,107.0,0.0,29.0,29.0,23.0,81.0,243.0,69.0,52.0,67.0,52.0,72.0,0
evolify/react-mobx-ts-antd,1,0,0,1,0,0,0,0,1,54,54,13,153,evolify/react-mobx-ts-antd,3.0,0.0,2.0,0.0,7.0,2.0,4.0,6.0,16.0,8.0,24.0,0.0,3.0,228.0,61.0,51.0,59.0,51.0,67.0,0
typehtml/typehtml,0,1,0,1,0,0,0,0,0,53,53,1,152,typehtml/typehtml,2.0,0.0,2.0,0.0,175.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,10.0,125.0,20.0,50.0,7.0,50.0,18.0,0
celsomarques/ionic-datepicker,0,0,0,1,0,0,1,0,0,52,52,30,151,celsomarques/ionic-datepicker,9.0,0.0,2.0,0.0,173.0,9.0,12.0,21.0,0.0,3.0,3.0,0.0,49.0,223.0,56.0,49.0,90.0,49.0,35.0,0
dbankier/vscode-instant-markdown,0,1,0,1,0,1,0,0,0,51,51,25,150,dbankier/vscode-instant-markdown,9.0,0.0,2.0,0.0,52.0,11.0,33.0,44.0,6.0,14.0,20.0,7.0,11.0,238.0,67.0,48.0,81.0,48.0,61.0,0
rundef/node-poker-odds-calculator,0,1,0,1,0,1,0,0,0,50,50,21,149,rundef/node-poker-odds-calculator,5.0,0.0,2.0,0.0,34.0,1.0,4.0,5.0,0.0,4.0,4.0,0.0,4.0,212.0,53.0,47.0,76.0,47.0,42.0,0
deamme/ts-transform-inferno,0,1,0,1,0,1,1,0,0,49,49,4,148,deamme/ts-transform-inferno,7.0,0.0,2.0,0.0,92.0,7.0,7.0,14.0,1.0,8.0,9.0,0.0,17.0,166.0,38.0,46.0,23.0,46.0,51.0,0
inversify/inversify-restify-utils,1,1,0,1,0,0,1,0,0,48,48,24,147,inversify/inversify-restify-utils,20.0,0.0,2.0,0.0,625.0,0.0,27.0,27.0,10.0,313.0,323.0,0.0,12.0,275.0,75.0,45.0,78.0,45.0,107.0,0
jadsalhani/ionic2-qrscanner-example,0,1,0,1,0,0,0,0,0,47,47,26,146,jadsalhani/ionic2-qrscanner-example,1.0,0.0,2.0,0.0,26.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,3.0,200.0,46.0,44.0,84.0,44.0,28.0,0
mojofit/imojo,1,0,0,1,0,1,0,1,0,46,46,24,145,mojofit/imojo,1.0,0.0,2.0,0.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,165.0,36.0,43.0,78.0,43.0,1.0,0
rolftimmermans/zeromq-ng,0,1,0,0,0,0,0,0,0,45,45,5,144,rolftimmermans/zeromq-ng,3.0,182.0,21.0,158.0,402.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,64.0,157.0,35.0,42.0,26.0,42.0,47.0,0
uniqys/UniqysKit-preview,1,1,0,1,1,0,1,0,0,44,44,8,143,uniqys/UniqysKit-preview,3.0,0.0,2.0,0.0,9.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,143.0,29.0,41.0,43.0,41.0,18.0,0
eeandrew/NSCalculator,1,0,0,0,0,0,0,0,0,43,43,14,142,eeandrew/NSCalculator,3.0,0.0,2.0,0.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,144.0,30.0,40.0,63.0,40.0,1.0,0
foucdeg/airspaces,0,1,0,1,0,0,1,1,0,41,41,0,140,foucdeg/airspaces,2.0,1146.0,1.0,3.0,39.0,11.0,5.0,16.0,12.0,6.0,18.0,0.0,5.0,138.0,27.0,39.0,1.0,39.0,59.0,0
reyesoft/ts-angular-jsonapi,1,1,0,1,0,0,1,0,0,40,40,5,139,reyesoft/ts-angular-jsonapi,2.0,0.0,2.0,0.0,240.0,0.0,4.0,4.0,0.0,22.0,22.0,0.0,33.0,166.0,38.0,38.0,26.0,38.0,64.0,0
oh-my-github/oh-my-github,1,1,0,1,1,0,1,0,0,39,39,0,138,oh-my-github/oh-my-github,3.0,0.0,2.0,0.0,139.0,6.0,15.0,21.0,0.0,1.0,1.0,2.0,26.0,93.0,14.0,37.0,1.0,37.0,18.0,0
thomas-crane/nrelay,1,1,0,1,1,1,1,0,0,38,38,25,137,thomas-crane/nrelay,15.0,0.0,2.0,0.0,585.0,5.0,23.0,28.0,8.0,26.0,34.0,2.0,40.0,231.0,62.0,36.0,81.0,36.0,78.0,0
microsoft/node-gc-signals,0,0,0,1,0,0,0,0,0,37,37,10,136,microsoft/node-gc-signals,2.0,0.0,2.0,0.0,15.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,146.0,33.0,35.0,48.0,35.0,28.0,0
OasisDigital/angular2-firebase,0,1,0,0,0,0,1,0,0,36,36,7,135,OasisDigital/angular2-firebase,3.0,0.0,2.0,0.0,35.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,7.0,141.0,28.0,34.0,38.0,34.0,35.0,0
colinjlacy/firebase-ionic-2-demo,1,1,0,1,0,0,1,0,0,35,35,10,134,colinjlacy/firebase-ionic-2-demo,2.0,0.0,2.0,0.0,7.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,5.0,132.0,23.0,33.0,48.0,33.0,18.0,0
ovh/ovh-warp10-datasource,0,0,0,1,0,0,1,1,0,34,34,29,133,ovh/ovh-warp10-datasource,26.0,0.0,2.0,0.0,146.0,10.0,24.0,34.0,1.0,56.0,57.0,2.0,22.0,236.0,65.0,32.0,87.0,32.0,85.0,0
Tyriar/vscode-terminal-tabs,0,0,0,1,0,0,0,0,0,33,33,10,132,Tyriar/vscode-terminal-tabs,5.0,0.0,2.0,0.0,40.0,0.0,29.0,29.0,0.0,3.0,3.0,3.0,15.0,145.0,31.0,31.0,48.0,31.0,35.0,0
valor-software/ngm-cli,0,1,0,1,0,0,0,0,0,32,32,12,131,valor-software/ngm-cli,6.0,0.0,2.0,0.0,120.0,8.0,6.0,14.0,16.0,15.0,31.0,0.0,4.0,191.0,40.0,30.0,56.0,30.0,75.0,0
grafana/kairosdb-datasource,0,0,0,1,0,1,0,0,0,31,31,60,130,grafana/kairosdb-datasource,33.0,0.0,2.0,0.0,110.0,15.0,36.0,51.0,4.0,39.0,43.0,0.0,10.0,235.0,64.0,29.0,95.0,29.0,82.0,0
NathanWalker/nativescript-coachmarks,1,1,0,1,0,1,1,0,1,30,30,8,129,NathanWalker/nativescript-coachmarks,4.0,0.0,2.0,0.0,20.0,5.0,4.0,9.0,1.0,2.0,3.0,0.0,4.0,134.0,24.0,28.0,43.0,28.0,35.0,0
ZebraDevs/DataWedge-Ionic-Demo,1,1,0,1,0,1,1,0,0,29,29,17,128,ZebraDevs/DataWedge-Ionic-Demo,3.0,0.0,2.0,0.0,58.0,1.0,19.0,20.0,5.0,23.0,28.0,0.0,13.0,193.0,41.0,27.0,68.0,27.0,71.0,0
knegusen/redux-test-utils,1,0,0,1,0,0,0,0,0,28,28,5,127,knegusen/redux-test-utils,2.0,0.0,2.0,0.0,43.0,0.0,5.0,5.0,14.0,10.0,24.0,0.0,6.0,145.0,31.0,26.0,26.0,26.0,67.0,0
deonclem/angular-webpack-typescript,0,1,0,1,1,0,0,0,0,27,27,14,126,deonclem/angular-webpack-typescript,2.0,0.0,2.0,0.0,46.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,114.0,18.0,25.0,63.0,25.0,1.0,0
vkbansal/illuminate-js,1,0,0,1,0,0,1,0,0,26,26,1,125,vkbansal/illuminate-js,5.0,0.0,2.0,0.0,280.0,1.0,8.0,9.0,0.0,31.0,31.0,0.0,17.0,130.0,22.0,24.0,7.0,24.0,75.0,0
pellejacobs/redux-persist-node-storage,0,1,0,1,0,0,0,0,0,25,25,6,124,pellejacobs/redux-persist-node-storage,5.0,0.0,2.0,0.0,18.0,1.0,6.0,7.0,0.0,2.0,2.0,0.0,6.0,109.0,17.0,23.0,35.0,23.0,28.0,0
aaronksaunders/firebaseStorage2,1,0,0,1,1,0,1,0,0,24,24,19,123,aaronksaunders/firebaseStorage2,1.0,0.0,2.0,0.0,11.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,117.0,19.0,22.0,72.0,22.0,1.0,0
atom-haskell-archive/autocomplete-haskell,1,0,0,1,0,1,0,0,0,23,23,1,122,atom-haskell-archive/autocomplete-haskell,1.0,0.0,2.0,0.0,176.0,2.0,19.0,21.0,0.0,1.0,1.0,0.0,16.0,67.0,11.0,21.0,7.0,21.0,18.0,0
jupyter-attic/jupyter-js-plugins,0,1,0,1,0,0,0,0,0,22,22,13,121,jupyter-attic/jupyter-js-plugins,11.0,0.0,2.0,0.0,531.0,2.0,23.0,25.0,0.0,151.0,151.0,0.0,17.0,195.0,44.0,20.0,59.0,20.0,96.0,0
Hacklone/angular2-cool-infinite-grid,1,0,0,1,1,1,0,0,0,21,21,5,120,Hacklone/angular2-cool-infinite-grid,3.0,0.0,2.0,0.0,15.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,6.0,82.0,13.0,19.0,26.0,19.0,18.0,0
ojsheikh/unicode-latex,0,1,0,1,0,0,0,0,0,20,20,13,119,ojsheikh/unicode-latex,6.0,0.0,2.0,0.0,35.0,9.0,3.0,12.0,10.0,10.0,20.0,0.0,7.0,156.0,34.0,18.0,59.0,18.0,61.0,0
stonelu/easyegret,1,1,0,0,1,0,0,0,1,18,18,8,117,stonelu/easyegret,1.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78.0,12.0,17.0,43.0,17.0,1.0,0
yangsf5/moba,0,1,0,0,0,0,1,0,0,17,17,11,116,yangsf5/moba,3.0,0.0,2.0,0.0,119.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,135.0,25.0,16.0,53.0,16.0,50.0,0
bigyak/wild-yak,0,0,0,1,0,0,0,0,0,16,16,5,115,bigyak/wild-yak,3.0,0.0,2.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,57.0,8.0,15.0,26.0,15.0,1.0,0
mashhoodr/angular2-multicomponent-form,1,0,0,1,1,0,1,0,0,15,15,7,114,mashhoodr/angular2-multicomponent-form,5.0,0.0,2.0,0.0,107.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,18.0,108.0,16.0,14.0,38.0,14.0,42.0,0
dojo/routing,1,1,0,1,1,1,1,1,0,14,14,27,113,dojo/routing,21.0,0.0,2.0,0.0,179.0,0.0,37.0,37.0,0.0,103.0,103.0,5.0,32.0,204.0,48.0,13.0,86.0,13.0,92.0,0
swyphcosmo/vscode-spellchecker,1,1,0,1,1,1,0,0,0,13,13,10,112,swyphcosmo/vscode-spellchecker,9.0,0.0,2.0,0.0,82.0,9.0,41.0,50.0,0.0,21.0,21.0,4.0,33.0,135.0,25.0,12.0,48.0,12.0,63.0,0
prismicio/angular2-starter,0,0,0,1,0,1,1,0,0,12,12,6,111,prismicio/angular2-starter,5.0,0.0,2.0,0.0,28.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,3.0,99.0,15.0,11.0,35.0,11.0,42.0,0
FullstackTypeScript/redux-bootstrap-example,0,1,0,1,0,0,1,0,0,11,11,5,110,FullstackTypeScript/redux-bootstrap-example,5.0,0.0,2.0,0.0,94.0,0.0,1.0,1.0,2.0,38.0,40.0,0.0,24.0,126.0,21.0,10.0,26.0,10.0,80.0,0
domchen/tspack,0,1,0,1,0,0,0,0,0,10,10,0,109,domchen/tspack,3.0,0.0,2.0,0.0,66.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,20.0,3.0,9.0,1.0,9.0,1.0,0
chanon/typescript_module_example,0,1,0,1,0,0,0,0,0,9,9,1,108,chanon/typescript_module_example,1.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,24.0,5.0,8.0,7.0,8.0,1.0,0
seanchas116/tparse,1,1,0,1,1,0,0,0,0,8,8,0,107,seanchas116/tparse,1.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0,7.0,1.0,7.0,1.0,0
TWAICE/nestjs-kinesis-producer,0,1,0,1,0,0,0,0,0,7,7,1,106,TWAICE/nestjs-kinesis-producer,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,3.0,6.0,7.0,6.0,1.0,0
maroun-baydoun/evented,1,0,0,1,0,1,1,0,0,6,6,0,105,maroun-baydoun/evented,1.0,0.0,2.0,0.0,42.0,1.0,0.0,1.0,6.0,1.0,7.0,0.0,9.0,60.0,9.0,5.0,1.0,5.0,49.0,0
perryrh0dan/2fa,1,1,0,1,0,1,1,0,0,5,5,0,104,perryrh0dan/2fa,2.0,0.0,2.0,0.0,31.0,0.0,0.0,0.0,11.0,3.0,14.0,0.0,9.0,64.0,10.0,4.0,1.0,4.0,55.0,0
dwnusbaum/boyer-moore-demo,0,0,0,0,0,0,1,0,0,4,4,3,103,dwnusbaum/boyer-moore-demo,1.0,0.0,2.0,0.0,165.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,7.0,53.0,7.0,3.0,19.0,3.0,28.0,0
Sensinum/angular-ts-elastic-crud,1,1,0,1,0,0,0,0,0,3,3,1,102,Sensinum/angular-ts-elastic-crud,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,2.0,7.0,2.0,1.0,0
japf/deezer-playlist-builder,0,1,0,1,0,0,0,0,0,2,2,1,101,japf/deezer-playlist-builder,3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,27.0,6.0,1.0,7.0,1.0,18.0,0
