fullname,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label
ramsey/uuid,0,0,0,1,1,1,1,1,0,11458,11458,435,35,ramsey/uuid,101.0,0.0,30.0,0.0,1109.0,21.0,146.0,167.0,5.0,229.0,234.0,1.0,78.0,538.0,134.0,153.0,115.0,153.0,117.0,1
slimphp/Slim,1,1,0,1,0,1,1,1,0,11159,11159,1932,36,slimphp/Slim,274.0,0.0,30.0,0.0,4278.0,5.0,1602.0,1607.0,0.0,1508.0,1508.0,2.0,69.0,619.0,161.0,152.0,152.0,152.0,163.0,1
the-control-group/voyager,0,0,0,1,0,0,1,0,0,10785,10785,2556,37,the-control-group/voyager,415.0,0.0,30.0,0.0,3083.0,199.0,3149.0,3348.0,92.0,2032.0,2124.0,4.0,68.0,635.0,168.0,151.0,164.0,151.0,169.0,1
octobercms/october,0,1,0,1,0,1,1,0,0,10738,10738,2272,38,octobercms/october,470.0,0.0,3.0,0.0,5756.0,0.0,3319.0,3319.0,0.0,2120.0,2120.0,2.0,57.0,627.0,164.0,150.0,159.0,150.0,168.0,1
FriendsOfPHP/PHP-CS-Fixer,0,1,0,1,0,0,1,1,0,10664,10664,1347,39,FriendsOfPHP/PHP-CS-Fixer,327.0,480040.0,30.0,60.0,8664.0,340.0,2004.0,2344.0,78.0,3793.0,3871.0,1.0,43.0,608.0,157.0,149.0,135.0,149.0,175.0,1
doctrine/inflector,0,1,0,0,0,0,1,0,0,10642,10642,108,40,doctrine/inflector,83.0,0.0,15.0,0.0,333.0,7.0,43.0,50.0,1.0,141.0,142.0,0.0,7.0,510.0,124.0,148.0,103.0,148.0,111.0,1
PHPOffice/PhpSpreadsheet,0,1,0,0,0,1,1,0,0,10567,10567,2443,41,PHPOffice/PhpSpreadsheet,339.0,0.0,30.0,0.0,3136.0,182.0,1209.0,1391.0,26.0,1106.0,1132.0,6.0,36.0,612.0,158.0,147.0,162.0,147.0,156.0,1
phalcon/cphalcon,1,1,0,1,0,1,1,0,1,10518,10518,1914,42,phalcon/cphalcon,360.0,8724.0,30.0,272.0,15766.0,52.0,4696.0,4748.0,3.0,3810.0,3813.0,2.0,88.0,617.0,160.0,146.0,151.0,146.0,174.0,1
doctrine/lexer,0,1,0,0,0,0,1,0,0,10484,10484,44,43,doctrine/lexer,31.0,0.0,7.0,0.0,91.0,2.0,8.0,10.0,2.0,53.0,55.0,0.0,4.0,469.0,113.0,145.0,83.0,145.0,96.0,1
egulias/EmailValidator,1,1,0,1,1,1,1,1,0,10447,10447,149,44,egulias/EmailValidator,67.0,0.0,30.0,0.0,338.0,18.0,149.0,167.0,3.0,147.0,150.0,6.0,54.0,506.0,123.0,144.0,105.0,144.0,113.0,1
doctrine/instantiator,1,1,0,1,0,1,1,1,0,10426,10426,55,45,doctrine/instantiator,36.0,0.0,12.0,0.0,369.0,2.0,19.0,21.0,3.0,64.0,67.0,0.0,17.0,477.0,116.0,143.0,90.0,143.0,101.0,1
docker/labs,0,1,0,0,0,0,1,1,0,10422,10422,5121,46,docker/labs,129.0,0.0,0.0,0.0,714.0,51.0,115.0,166.0,57.0,307.0,364.0,1.0,29.0,593.0,154.0,142.0,175.0,142.0,134.0,1
SpartnerNL/Laravel-Excel,0,1,0,0,1,1,1,0,0,10385,10385,1639,47,SpartnerNL/Laravel-Excel,178.0,0.0,30.0,0.0,1429.0,8.0,2665.0,2673.0,4.0,458.0,462.0,1.0,229.0,567.0,143.0,141.0,145.0,141.0,140.0,1
tymondesigns/jwt-auth,0,0,0,0,0,1,1,0,0,10282,10282,1396,48,tymondesigns/jwt-auth,81.0,0.0,30.0,0.0,1481.0,521.0,1034.0,1555.0,39.0,572.0,611.0,0.0,105.0,567.0,143.0,140.0,137.0,140.0,150.0,1
z-song/laravel-admin,0,1,0,1,1,1,1,1,0,10243,10243,2604,49,z-song/laravel-admin,308.0,0.0,30.0,0.0,3140.0,91.0,4015.0,4106.0,20.0,1361.0,1381.0,0.0,61.0,602.0,156.0,139.0,165.0,139.0,159.0,1
jupeter/clean-code-php,1,1,0,1,0,0,1,0,0,10122,10122,2457,50,jupeter/clean-code-php,58.0,0.0,0.0,0.0,372.0,17.0,30.0,47.0,0.0,150.0,150.0,0.0,298.0,552.0,138.0,138.0,163.0,138.0,113.0,1
mockery/mockery,1,1,0,1,1,0,1,0,0,10035,10035,432,51,mockery/mockery,219.0,0.0,28.0,0.0,1945.0,85.0,498.0,583.0,10.0,570.0,580.0,0.0,57.0,534.0,130.0,137.0,114.0,137.0,146.0,1
spatie/laravel-permission,0,1,0,1,1,1,1,1,1,9986,9986,1501,52,spatie/laravel-permission,184.0,0.0,30.0,0.0,1219.0,7.0,1255.0,1262.0,6.0,551.0,557.0,3.0,205.0,557.0,142.0,136.0,140.0,136.0,145.0,1
serbanghita/Mobile-Detect,0,1,0,1,1,1,1,1,0,9893,9893,2635,53,serbanghita/Mobile-Detect,112.0,0.0,0.0,0.0,825.0,115.0,538.0,653.0,39.0,189.0,228.0,14.0,120.0,552.0,138.0,135.0,166.0,135.0,116.0,1
magento/magento2,0,1,0,1,0,1,1,1,0,9797,9797,8705,54,magento/magento2,2358.0,0.0,30.0,0.0,127065.0,1203.0,20417.0,21620.0,773.0,12510.0,13283.0,0.0,91.0,632.0,166.0,134.0,182.0,134.0,182.0,1
php-fig/log,0,0,0,1,0,0,0,0,0,9751,9751,162,55,php-fig/log,29.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,3.0,471.0,114.0,133.0,106.0,133.0,99.0,1
w7corp/easywechat,1,0,0,1,0,1,1,1,0,9663,9663,2310,56,w7corp/easywechat,157.0,0.0,30.0,0.0,2003.0,4.0,1129.0,1133.0,1.0,1221.0,1222.0,0.0,91.0,581.0,147.0,132.0,160.0,132.0,157.0,1
walkor/Workerman,1,1,0,1,0,1,1,0,1,9579,9579,2184,57,walkor/Workerman,93.0,0.0,30.0,0.0,1558.0,18.0,451.0,469.0,4.0,235.0,239.0,0.0,118.0,536.0,132.0,131.0,156.0,131.0,118.0,1
swiftmailer/swiftmailer,1,1,0,0,0,0,1,0,0,9502,9502,824,58,swiftmailer/swiftmailer,187.0,0.0,0.0,0.0,1644.0,0.0,851.0,851.0,0.0,507.0,507.0,0.0,3.0,523.0,126.0,130.0,120.0,130.0,143.0,1
php-fig/container,0,0,0,0,0,0,1,0,0,9334,9334,37,59,php-fig/container,33.0,0.0,7.0,0.0,185.0,4.0,15.0,19.0,0.0,23.0,23.0,0.0,82.0,415.0,98.0,129.0,75.0,129.0,82.0,0
dingo/api,0,1,0,1,0,1,1,0,0,9245,9245,1272,60,dingo/api,120.0,0.0,30.0,0.0,1387.0,181.0,1180.0,1361.0,10.0,397.0,407.0,0.0,24.0,524.0,127.0,128.0,130.0,128.0,138.0,1
bobthecow/psysh,1,1,0,0,0,0,1,0,0,9157,9157,277,61,bobthecow/psysh,81.0,1387.0,30.0,119.0,1808.0,34.0,386.0,420.0,8.0,267.0,275.0,9.0,65.0,489.0,121.0,127.0,112.0,127.0,123.0,1
squizlabs/PHP_CodeSniffer,0,1,0,1,1,0,1,1,0,8981,8981,1405,62,squizlabs/PHP_CodeSniffer,244.0,218461.0,30.0,104.0,7064.0,222.0,1877.0,2099.0,72.0,1343.0,1415.0,3.0,27.0,550.0,135.0,126.0,138.0,126.0,160.0,1
symfony/console,0,0,0,0,0,1,1,0,0,8971,8971,224,63,symfony/console,381.0,0.0,30.0,0.0,3510.0,0.0,0.0,0.0,1.0,77.0,78.0,0.0,18.0,464.0,108.0,125.0,109.0,125.0,105.0,1
doctrine/orm,0,1,0,0,0,0,1,0,0,8941,8941,2356,64,doctrine/orm,966.0,0.0,30.0,0.0,12499.0,1134.0,4666.0,5800.0,271.0,3369.0,3640.0,0.0,20.0,582.0,149.0,124.0,161.0,124.0,173.0,1
phpDocumentor/ReflectionDocBlock,1,1,0,1,0,0,0,0,0,8897,8897,91,65,phpDocumentor/ReflectionDocBlock,62.0,0.0,30.0,0.0,651.0,9.0,77.0,86.0,10.0,233.0,243.0,0.0,15.0,467.0,111.0,123.0,102.0,123.0,119.0,1
deployphp/deployer,1,1,0,0,0,1,1,0,0,8895,8895,1302,66,deployphp/deployer,343.0,10472.0,30.0,10.0,2617.0,44.0,1592.0,1636.0,4.0,1086.0,1090.0,0.0,125.0,530.0,128.0,122.0,131.0,122.0,155.0,1
FriendsOfPHP/Goutte,1,1,0,1,0,1,1,0,0,8704,8704,992,67,FriendsOfPHP/Goutte,77.0,8132.0,6.0,6.0,318.0,126.0,168.0,294.0,2.0,147.0,149.0,3.0,31.0,477.0,116.0,121.0,123.0,121.0,112.0,1
phpDocumentor/TypeResolver,0,0,0,1,0,0,1,0,0,8699,8699,39,68,phpDocumentor/TypeResolver,41.0,0.0,25.0,0.0,363.0,3.0,39.0,42.0,6.0,112.0,118.0,1.0,13.0,426.0,102.0,120.0,76.0,120.0,110.0,1
phpDocumentor/ReflectionCommon,1,1,0,0,0,0,0,0,0,8613,8613,19,69,phpDocumentor/ReflectionCommon,15.0,0.0,11.0,0.0,157.0,0.0,6.0,6.0,3.0,58.0,61.0,1.0,6.0,386.0,96.0,119.0,48.0,119.0,100.0,0
doctrine/dbal,0,1,0,0,0,0,1,0,0,8454,8454,1164,70,doctrine/dbal,563.0,0.0,30.0,0.0,10347.0,253.0,2046.0,2299.0,22.0,2959.0,2981.0,0.0,46.0,535.0,131.0,118.0,128.0,118.0,171.0,1
cakephp/cakephp,0,0,0,1,0,1,1,1,0,8443,8443,3471,71,cakephp/cakephp,848.0,7296.0,30.0,24.0,43900.0,32.0,6185.0,6217.0,4.0,10050.0,10054.0,1.0,80.0,585.0,151.0,117.0,171.0,117.0,180.0,1
dompdf/dompdf,0,1,0,1,0,0,1,0,0,8407,8407,1577,72,dompdf/dompdf,149.0,169006.0,22.0,16.0,1504.0,593.0,1643.0,2236.0,24.0,441.0,465.0,7.0,60.0,515.0,125.0,116.0,142.0,116.0,141.0,1
typecho/typecho,1,0,0,1,0,1,1,0,0,8375,8375,1705,73,typecho/typecho,72.0,278618.0,15.0,15.0,1377.0,296.0,682.0,978.0,43.0,209.0,252.0,0.0,4.0,499.0,122.0,115.0,148.0,115.0,121.0,1
phpspec/prophecy,0,1,0,1,0,0,1,0,0,8272,8272,223,74,phpspec/prophecy,121.0,0.0,30.0,0.0,693.0,97.0,146.0,243.0,7.0,300.0,307.0,1.0,36.0,464.0,108.0,114.0,108.0,114.0,128.0,1
reactphp/reactphp,1,1,0,1,0,1,1,0,0,8200,8200,744,75,reactphp/reactphp,40.0,0.0,21.0,0.0,958.0,2.0,202.0,204.0,0.0,244.0,244.0,3.0,79.0,465.0,110.0,113.0,119.0,113.0,120.0,1
guyueyingmu/avbook,1,0,0,1,0,1,1,0,0,8103,8103,1947,76,guyueyingmu/avbook,2.0,58193.0,1.0,1.0,41.0,64.0,61.0,125.0,6.0,21.0,27.0,0.0,26.0,462.0,107.0,112.0,153.0,112.0,85.0,1
sebastianbergmann/php-code-coverage,1,1,0,1,0,0,0,0,0,8098,8098,341,77,sebastianbergmann/php-code-coverage,113.0,0.0,0.0,0.0,2366.0,11.0,527.0,538.0,1.0,354.0,355.0,3.0,32.0,468.0,112.0,111.0,113.0,111.0,133.0,1
myclabs/DeepCopy,1,1,0,1,1,1,1,1,0,8072,8072,83,78,myclabs/DeepCopy,26.0,0.0,30.0,0.0,168.0,11.0,61.0,72.0,4.0,95.0,99.0,0.0,38.0,429.0,104.0,110.0,100.0,110.0,109.0,1
symfony/http-foundation,1,1,0,0,0,0,1,0,0,8057,8057,271,79,symfony/http-foundation,494.0,0.0,30.0,0.0,3954.0,0.0,0.0,0.0,3.0,76.0,79.0,0.0,14.0,435.0,105.0,109.0,111.0,109.0,106.0,1
paragonie/random_compat,1,1,0,1,1,1,1,1,0,7950,7950,115,80,paragonie/random_compat,36.0,3616.0,30.0,90.0,436.0,4.0,81.0,85.0,1.0,89.0,90.0,3.0,60.0,428.0,103.0,108.0,104.0,108.0,108.0,1
symfony/event-dispatcher,1,0,0,0,0,0,1,0,0,7934,7934,64,81,symfony/event-dispatcher,114.0,0.0,30.0,0.0,1007.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,15.0,367.0,92.0,107.0,92.0,107.0,61.0,0
php-fig/simple-cache,0,1,0,0,0,0,1,0,0,7837,7837,40,82,php-fig/simple-cache,9.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,2.0,20.0,22.0,0.0,4.0,371.0,94.0,106.0,79.0,106.0,80.0,0
symfony/finder,1,0,0,0,0,0,1,0,0,7828,7828,51,83,symfony/finder,135.0,0.0,30.0,0.0,1030.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,15.0,353.0,90.0,105.0,88.0,105.0,55.0,0
googleapis/google-api-php-client,0,1,0,1,0,0,1,1,0,7801,7801,3350,84,googleapis/google-api-php-client,156.0,232924.0,30.0,78.0,1773.0,108.0,1430.0,1538.0,2.0,651.0,653.0,13.0,78.0,530.0,128.0,104.0,170.0,104.0,152.0,1
helloqingfeng/Awsome-Front-End-learning-resource,1,0,0,0,0,0,1,0,0,7800,7800,1758,85,helloqingfeng/Awsome-Front-End-learning-resource,3.0,0.0,0.0,0.0,34.0,2.0,8.0,10.0,3.0,6.0,9.0,0.0,18.0,417.0,99.0,103.0,149.0,103.0,62.0,0
top-think/think,1,0,0,0,1,0,0,0,0,7675,7675,1669,86,top-think/think,51.0,0.0,30.0,0.0,2032.0,106.0,705.0,811.0,10.0,277.0,287.0,0.0,69.0,477.0,116.0,102.0,147.0,102.0,126.0,1
YOURLS/YOURLS,1,1,0,1,0,1,1,1,0,7645,7645,1625,87,YOURLS/YOURLS,91.0,0.0,17.0,0.0,1901.0,47.0,2557.0,2604.0,5.0,334.0,339.0,1.0,35.0,477.0,116.0,101.0,144.0,101.0,131.0,1
BookStackApp/BookStack,1,1,0,1,1,0,1,1,0,7635,7635,1124,88,BookStackApp/BookStack,180.0,0.0,30.0,0.0,3146.0,420.0,2279.0,2699.0,2.0,587.0,589.0,11.0,95.0,473.0,115.0,100.0,126.0,100.0,147.0,1
owncloud/core,1,1,0,1,0,1,1,1,0,7586,7586,2040,89,owncloud/core,739.0,0.0,0.0,0.0,47671.0,325.0,18652.0,18977.0,64.0,20683.0,20747.0,0.0,52.0,536.0,132.0,99.0,154.0,99.0,184.0,1
symfony/thanks,0,0,0,1,0,1,0,0,0,7556,7556,39,90,symfony/thanks,19.0,0.0,1.0,0.0,96.0,1.0,34.0,35.0,0.0,57.0,57.0,0.0,10.0,370.0,93.0,98.0,76.0,98.0,98.0,0
symfony/http-kernel,0,0,0,0,0,0,1,0,0,7536,7536,80,91,symfony/http-kernel,410.0,0.0,30.0,0.0,5696.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,17.0,373.0,95.0,97.0,97.0,97.0,82.0,0
tennc/webshell,1,1,0,1,1,1,1,0,0,7506,7506,5078,92,tennc/webshell,20.0,0.0,7.0,0.0,621.0,0.0,24.0,24.0,0.0,28.0,28.0,0.0,62.0,452.0,106.0,96.0,174.0,96.0,86.0,1
woocommerce/woocommerce,0,0,0,0,0,1,1,1,0,7444,7444,9820,93,woocommerce/woocommerce,1420.0,2897.0,30.0,31.0,41023.0,989.0,18855.0,19844.0,226.0,11508.0,11734.0,1.0,40.0,555.0,141.0,95.0,184.0,95.0,181.0,1
laravel/lumen,0,1,0,0,0,1,1,1,0,7436,7436,984,94,laravel/lumen,73.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0,6.0,425.0,101.0,94.0,122.0,94.0,115.0,1
twigphp/Twig,1,1,0,1,0,0,1,0,0,7367,7367,1145,95,twigphp/Twig,435.0,0.0,0.0,0.0,5857.0,83.0,1812.0,1895.0,16.0,1731.0,1747.0,0.0,6.0,479.0,120.0,93.0,127.0,93.0,166.0,1
guzzle/psr7,1,1,0,1,0,1,1,0,1,7342,7342,236,96,guzzle/psr7,97.0,0.0,17.0,0.0,593.0,2.0,162.0,164.0,5.0,306.0,311.0,1.0,32.0,423.0,100.0,92.0,110.0,92.0,129.0,1
symfony/polyfill-mbstring,0,1,0,0,0,1,0,0,0,7339,7339,34,97,symfony/polyfill-mbstring,29.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,3.0,318.0,84.0,91.0,72.0,91.0,64.0,0
symfony/debug,1,0,0,1,0,0,1,0,0,7299,7299,52,98,symfony/debug,111.0,0.0,30.0,0.0,1216.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,14.0,331.0,86.0,90.0,89.0,90.0,62.0,0
doctrine/cache,0,0,0,0,0,0,1,0,0,7286,7286,210,99,doctrine/cache,139.0,0.0,30.0,0.0,775.0,1.0,94.0,95.0,2.0,297.0,299.0,0.0,18.0,412.0,97.0,89.0,107.0,89.0,127.0,0
humanmade/Falcon,0,1,0,1,0,0,1,0,0,99,99,19,198,humanmade/Falcon,10.0,0.0,0.0,0.0,207.0,8.0,40.0,48.0,3.0,16.0,19.0,0.0,8.0,302.0,80.0,88.0,48.0,88.0,78.0,0
MiniCodeMonkey/amazon-alexa-php,1,1,0,1,1,0,1,0,0,98,98,72,197,MiniCodeMonkey/amazon-alexa-php,2.0,0.0,0.0,0.0,13.0,4.0,0.0,4.0,2.0,2.0,4.0,0.0,2.0,313.0,83.0,87.0,96.0,87.0,43.0,0
hugofirth/laravel-mailchimp,0,0,0,1,0,0,1,0,0,97,97,29,196,hugofirth/laravel-mailchimp,10.0,0.0,5.0,0.0,35.0,17.0,15.0,32.0,2.0,10.0,12.0,0.0,9.0,307.0,81.0,86.0,67.0,86.0,68.0,0
