Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname_x,URL,created_date_x,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date_y,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,Label
phpDocumentor/ReflectionDocBlock,6,7,0,0,0,0,7,0,6,4.0,3951767,phpDocumentor/ReflectionDocBlock,https://github.com/phpDocumentor/ReflectionDocBlock,2012-04-06 17:17:37,PHP,,8897,91,8897,19,65,phpDocumentor/ReflectionDocBlock,62.0,0.0,30.0,0.0,651.0,9.0,77.0,86.0,10.0,233.0,243.0,0.0,15.0,phpDocumentor/ReflectionDocBlock,2012-04-06 17:17:37,3654,0.0,0.016967706622879,0.0,0.0082101806239737,0.1781609195402299,0.0,0.18637110016420358,1
deployphp/deployer,4,5,1,0,0,3,8,0,0,0.0,11340559,deployphp/deployer,https://github.com/deployphp/deployer,2013-07-11 11:45:38,PHP,,8895,1302,8895,25,66,deployphp/deployer,343.0,10472.0,30.0,10.0,2617.0,44.0,1592.0,1636.0,4.0,1086.0,1090.0,0.0,125.0,deployphp/deployer,2013-07-11 11:45:38,3193,3.279674287503915,0.1074224866896335,0.003131850923896,0.009395552771688,0.8196053867835891,0.3333333333333333,1.1623342728886104,0
FriendsOfPHP/Goutte,0,0,0,0,0,0,0,0,13,0.0,622166,FriendsOfPHP/Goutte,https://github.com/FriendsOfPHP/Goutte,2010-04-21 19:21:54,PHP,,8704,992,8704,126,67,FriendsOfPHP/Goutte,77.0,8132.0,6.0,6.0,318.0,126.0,168.0,294.0,2.0,147.0,149.0,3.0,31.0,FriendsOfPHP/Goutte,2010-04-21 19:21:54,4370,1.8608695652173912,0.0176201372997711,0.0013729977116704,0.0013729977116704,0.0727688787185354,1.0,1.0741418764302058,0
phpDocumentor/TypeResolver,17,7,0,0,0,0,5,0,36,8.0,37216840,phpDocumentor/TypeResolver,https://github.com/phpDocumentor/TypeResolver,2015-06-10 19:05:30,PHP,,8699,39,8699,6,68,phpDocumentor/TypeResolver,41.0,0.0,25.0,0.0,363.0,3.0,39.0,42.0,6.0,112.0,118.0,1.0,13.0,phpDocumentor/TypeResolver,2015-06-10 19:05:30,2494,0.0,0.016439454691259,0.0,0.0100240577385725,0.1455493183640737,0.0,0.1555733761026462,1
phpDocumentor/ReflectionCommon,0,7,0,0,0,0,6,0,0,0.0,36597039,phpDocumentor/ReflectionCommon,https://github.com/phpDocumentor/ReflectionCommon,2015-05-31 09:52:59,PHP,,8613,19,8613,2,69,phpDocumentor/ReflectionCommon,15.0,0.0,11.0,0.0,157.0,0.0,6.0,6.0,3.0,58.0,61.0,1.0,6.0,phpDocumentor/ReflectionCommon,2015-05-31 09:52:59,2504,0.0,0.0059904153354632,0.0,0.0043929712460063,0.0626996805111821,0.0,0.0670926517571884,1
doctrine/dbal,3,0,0,0,0,1,3,0,0,0.0,677464,doctrine/dbal,https://github.com/doctrine/dbal,2010-05-20 17:01:42,PHP,,8454,1164,8454,349,70,doctrine/dbal,563.0,0.0,30.0,0.0,10347.0,253.0,2046.0,2299.0,22.0,2959.0,2981.0,0.0,46.0,doctrine/dbal,2010-05-20 17:01:42,4341,0.0,0.1296936189818014,0.0,0.0069108500345542,2.383552176917761,0.0,2.390463026952315,0
cakephp/cakephp,21,0,0,0,0,5,27,0,3,1.0,656494,cakephp/cakephp,https://github.com/cakephp/cakephp,2010-05-08 14:38:22,PHP,,8443,3471,8443,35,71,cakephp/cakephp,848.0,7296.0,30.0,24.0,43900.0,32.0,6185.0,6217.0,4.0,10050.0,10054.0,1.0,80.0,cakephp/cakephp,2010-05-08 14:38:22,4353,1.6760854583046174,0.1948081782678612,0.0055134390075809,0.0068917987594762,10.084998851366873,0.8,10.89189065012635,0
dompdf/dompdf,25,7,1,0,0,4,18,1,2,8.0,6660366,dompdf/dompdf,https://github.com/dompdf/dompdf,2012-11-12 20:47:16,PHP,,8407,1577,8407,639,72,dompdf/dompdf,149.0,169006.0,22.0,16.0,1504.0,593.0,1643.0,2236.0,24.0,441.0,465.0,7.0,60.0,dompdf/dompdf,2012-11-12 20:47:16,3434,49.21549213744904,0.0433896330809551,0.0046592894583576,0.0064065230052417,0.4379732090856144,0.7272727272727273,1.1716524593635833,0
typecho/typecho,0,0,0,0,0,0,0,0,0,0.0,11467667,typecho/typecho,https://github.com/typecho/typecho,2013-07-17 05:08:35,PHP,,8375,1705,8375,335,73,typecho/typecho,72.0,278618.0,15.0,15.0,1377.0,296.0,682.0,978.0,43.0,209.0,252.0,0.0,4.0,typecho/typecho,2013-07-17 05:08:35,3187,87.42328208346407,0.0225917791026043,0.0047066206463759,0.0047066206463759,0.4320677753373078,1.0,1.4367743959836836,0
phpspec/prophecy,18,2,0,0,0,0,3,0,53,21.0,9004802,phpspec/prophecy,https://github.com/phpspec/prophecy,2013-03-25 11:40:40,PHP,,8272,223,8272,106,74,phpspec/prophecy,121.0,0.0,30.0,0.0,693.0,97.0,146.0,243.0,7.0,300.0,307.0,1.0,36.0,phpspec/prophecy,2013-03-25 11:40:40,3301,0.0,0.0366555589215389,0.0,0.0090881551045137,0.2099363829142684,0.0,0.21902453801878208,1
reactphp/reactphp,38,0,0,0,0,20,37,0,2,6.0,4287921,reactphp/reactphp,https://github.com/reactphp/reactphp,2012-05-10 18:00:00,PHP,,8200,744,8200,2,75,reactphp/reactphp,40.0,0.0,21.0,0.0,958.0,2.0,202.0,204.0,0.0,244.0,244.0,3.0,79.0,reactphp/reactphp,2012-05-10 18:00:00,3620,0.0,0.011049723756906,0.0,0.0058011049723756,0.2646408839779005,0.0,0.2704419889502761,1
guyueyingmu/avbook,0,5,0,0,0,4,10,0,2,0.0,82436691,guyueyingmu/avbook,https://github.com/guyueyingmu/avbook,2017-02-19 05:09:55,PHP,,8103,1947,8103,67,76,guyueyingmu/avbook,2.0,58193.0,1.0,1.0,41.0,64.0,61.0,125.0,6.0,21.0,27.0,0.0,26.0,guyueyingmu/avbook,2017-02-19 05:09:55,1874,31.05282817502668,0.0010672358591248,0.0005336179295624,0.0005336179295624,0.0218783351120597,1.0,1.022411953041622,0
myclabs/DeepCopy,17,8,0,0,0,0,7,0,29,18.0,11584853,myclabs/DeepCopy,https://github.com/myclabs/DeepCopy,2013-07-22 15:28:03,PHP,,8072,83,8072,15,78,myclabs/DeepCopy,26.0,0.0,30.0,0.0,168.0,11.0,61.0,72.0,4.0,95.0,99.0,0.0,38.0,myclabs/DeepCopy,2013-07-22 15:28:03,3182,0.0,0.0081709616593337,0.0,0.0094280326838466,0.0527969830295411,0.0,0.0622250157133877,1
symfony/http-foundation,3,0,0,0,0,3,5,0,0,0.0,1398648,symfony/http-foundation,https://github.com/symfony/http-foundation,2011-02-22 18:03:45,PHP,,8057,271,8057,2,79,symfony/http-foundation,494.0,0.0,30.0,0.0,3954.0,0.0,0.0,0.0,3.0,76.0,79.0,0.0,14.0,symfony/http-foundation,2011-02-22 18:03:45,4063,0.0,0.1215850356879153,0.0,0.0073837066207236,0.9731725326113708,0.0,0.9805562392320945,0
paragonie/random_compat,63,6,0,0,0,50,62,0,22,5.0,38710819,paragonie/random_compat,https://github.com/paragonie/random_compat,2015-07-07 19:45:38,PHP,,7950,115,7950,4,80,paragonie/random_compat,36.0,3616.0,30.0,90.0,436.0,4.0,81.0,85.0,1.0,89.0,90.0,3.0,60.0,paragonie/random_compat,2015-07-07 19:45:38,2467,1.4657478719092014,0.014592622618565,0.0364815565464126,0.0121605188488042,0.1767328739359546,3.0,3.1888933927847587,0
symfony/event-dispatcher,3,0,0,0,0,3,5,0,0,0.0,1398640,symfony/event-dispatcher,https://github.com/symfony/event-dispatcher,2011-02-22 18:02:40,PHP,,7934,64,7934,1,81,symfony/event-dispatcher,114.0,0.0,30.0,0.0,1007.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,15.0,symfony/event-dispatcher,2011-02-22 18:02:40,4063,0.0,0.0280580851587496,0.0,0.0073837066207236,0.2478464189022889,0.0,0.2552301255230125,1
php-fig/simple-cache,0,0,0,0,0,1,2,0,0,0.0,66432581,php-fig/simple-cache,https://github.com/php-fig/simple-cache,2016-08-24 05:22:12,PHP,,7837,40,7837,2,82,php-fig/simple-cache,9.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,2.0,20.0,22.0,0.0,4.0,php-fig/simple-cache,2016-08-24 05:22:12,2053,0.0,0.0043838285435947,0.0,0.0029225523623964,0.0126643935703848,0.0,0.015586945932781199,1
symfony/finder,3,0,0,0,0,3,5,0,0,0.0,1398641,symfony/finder,https://github.com/symfony/finder,2011-02-22 18:03:01,PHP,,7828,51,7828,0,83,symfony/finder,135.0,0.0,30.0,0.0,1030.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,15.0,symfony/finder,2011-02-22 18:03:01,4063,0.0,0.0332266797932562,0.0,0.0073837066207236,0.2535072606448437,0.0,0.26089096726556726,1
googleapis/google-api-php-client,16,1,0,0,0,6,20,0,20,29.0,12166778,googleapis/google-api-php-client,https://github.com/googleapis/google-api-php-client,2013-08-16 19:48:39,PHP,,7801,3350,7801,84,84,googleapis/google-api-php-client,156.0,232924.0,30.0,78.0,1773.0,108.0,1430.0,1538.0,2.0,651.0,653.0,13.0,78.0,googleapis/google-api-php-client,2013-08-16 19:48:39,3157,73.78017104846373,0.0494140006335128,0.0247070003167564,0.0095026924295216,0.5616091225847324,2.6,3.171111815014254,0
top-think/think,12,0,0,0,0,1,4,0,3,0.0,8305060,top-think/think,https://github.com/top-think/think,2013-02-20 03:14:27,PHP,,7675,1669,7675,113,86,top-think/think,51.0,0.0,30.0,0.0,2032.0,106.0,705.0,811.0,10.0,277.0,287.0,0.0,69.0,top-think/think,2013-02-20 03:14:27,3334,0.0,0.0152969406118776,0.0,0.008998200359928,0.6094781043791242,0.0,0.6184763047390522,0
YOURLS/YOURLS,8,52,2,0,0,9,99,1,1,0.0,5508585,YOURLS/YOURLS,https://github.com/YOURLS/YOURLS,2012-08-22 11:36:52,PHP,,7645,1625,7645,51,87,YOURLS/YOURLS,91.0,0.0,17.0,0.0,1901.0,47.0,2557.0,2604.0,5.0,334.0,339.0,1.0,35.0,YOURLS/YOURLS,2012-08-22 11:36:52,3516,0.0,0.025881683731513,0.0,0.0048350398179749,0.5406712172923777,0.0,0.5455062571103526,0
BookStackApp/BookStack,42,7,0,0,0,25,53,2,14,5.0,41589337,BookStackApp/BookStack,https://github.com/BookStackApp/BookStack,2015-08-29 10:26:44,PHP,,7635,1124,7635,429,88,BookStackApp/BookStack,180.0,0.0,30.0,0.0,3146.0,420.0,2279.0,2699.0,2.0,587.0,589.0,11.0,95.0,BookStackApp/BookStack,2015-08-29 10:26:44,2414,0.0,0.0745650372825186,0.0,0.0124275062137531,1.303231151615576,0.0,1.315658657829329,0
symfony/thanks,0,0,0,0,0,1,2,0,3,4.0,114393221,symfony/thanks,https://github.com/symfony/thanks,2017-12-15 17:00:19,PHP,,7556,39,7556,1,90,symfony/thanks,19.0,0.0,1.0,0.0,96.0,1.0,34.0,35.0,0.0,57.0,57.0,0.0,10.0,symfony/thanks,2017-12-15 17:00:19,1575,0.0,0.012063492063492,0.0,0.0006349206349206,0.0609523809523809,0.0,0.061587301587301496,1
symfony/http-kernel,3,0,0,0,0,3,5,0,0,0.0,1398651,symfony/http-kernel,https://github.com/symfony/http-kernel,2011-02-22 18:04:06,PHP,,7536,80,7536,0,91,symfony/http-kernel,410.0,0.0,30.0,0.0,5696.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,17.0,symfony/http-kernel,2011-02-22 18:04:06,4063,0.0,0.1009106571498892,0.0,0.0073837066207236,1.401919763721388,0.0,1.4093034703421117,0
tennc/webshell,35,1,0,0,0,32,34,0,0,0.0,10238429,tennc/webshell,https://github.com/tennc/webshell,2013-05-23 07:37:56,PHP,,7506,5078,7506,0,92,tennc/webshell,20.0,0.0,7.0,0.0,621.0,0.0,24.0,24.0,0.0,28.0,28.0,0.0,62.0,tennc/webshell,2013-05-23 07:37:56,3242,0.0,0.0061690314620604,0.0,0.0021591610117211,0.1915484268969771,0.0,0.1937075879086982,1
woocommerce/woocommerce,9,7,0,0,0,3,19,0,0,0.0,2179920,woocommerce/woocommerce,https://github.com/woocommerce/woocommerce,2011-08-09 15:12:11,PHP,,7444,9820,7444,1074,93,woocommerce/woocommerce,1420.0,2897.0,30.0,31.0,41023.0,989.0,18855.0,19844.0,226.0,11508.0,11734.0,1.0,40.0,woocommerce/woocommerce,2011-08-09 15:12:11,3895,0.7437740693196405,0.3645699614890886,0.0079589216944801,0.0077021822849807,10.532220795892169,1.0333333333333334,11.573256311510482,0
guzzle/psr7,28,2,0,0,0,1,9,0,155,15.0,31295421,guzzle/psr7,https://github.com/guzzle/psr7,2015-02-25 03:31:26,PHP,,7342,236,7342,10,96,guzzle/psr7,97.0,0.0,17.0,0.0,593.0,2.0,162.0,164.0,5.0,306.0,311.0,1.0,32.0,guzzle/psr7,2015-02-25 03:31:26,2599,0.0,0.0373220469411312,0.0,0.0065409772989611,0.2281646787225856,0.0,0.23470565602154672,1
symfony/debug,2,0,0,0,0,4,5,0,0,2.0,9281708,symfony/debug,https://github.com/symfony/debug,2013-04-07 19:13:19,PHP,,7299,52,7299,0,98,symfony/debug,111.0,0.0,30.0,0.0,1216.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,14.0,symfony/debug,2013-04-07 19:13:19,3288,0.0,0.0337591240875912,0.0,0.0091240875912408,0.3698296836982968,0.0,0.37895377128953756,1
doctrine/cache,0,4,0,0,0,1,5,0,0,0.0,7550057,doctrine/cache,https://github.com/doctrine/cache,2013-01-10 22:37:43,PHP,,7286,210,7286,3,99,doctrine/cache,139.0,0.0,30.0,0.0,775.0,1.0,94.0,95.0,2.0,297.0,299.0,0.0,18.0,doctrine/cache,2013-01-10 22:37:43,3375,0.0,0.0411851851851851,0.0,0.0088888888888888,0.2296296296296296,0.0,0.2385185185185184,1
hugofirth/laravel-mailchimp,0,0,0,0,0,0,0,0,8,6.0,11989081,hugofirth/laravel-mailchimp,https://github.com/hugofirth/laravel-mailchimp,2013-08-08 23:46:04,PHP,,97,29,97,19,196,hugofirth/laravel-mailchimp,10.0,0.0,5.0,0.0,35.0,17.0,15.0,32.0,2.0,10.0,12.0,0.0,9.0,hugofirth/laravel-mailchimp,2013-08-08 23:46:04,3165,0.0,0.0031595576619273,0.0,0.0015797788309636,0.0110584518167456,0.0,0.0126382306477092,1
EnlighterJS/Plugin.WordPress,69,0,0,0,0,13,16,0,8,0.0,9999824,EnlighterJS/Plugin.WordPress,https://github.com/EnlighterJS/Plugin.WordPress,2013-05-11 13:32:31,PHP,,96,14,96,13,195,EnlighterJS/Plugin.WordPress,6.0,101.0,18.0,1.0,257.0,15.0,296.0,311.0,0.0,7.0,7.0,2.0,57.0,EnlighterJS/Plugin.WordPress,2013-05-11 13:32:31,3254,0.031038721573448,0.0018438844499078,0.0003073140749846,0.0055316533497234,0.078979717271051,0.0555555555555555,0.1400669261763299,1
oscarotero/social-links,10,2,0,0,0,3,7,0,3,3.0,18152311,oscarotero/social-links,https://github.com/oscarotero/social-links,2014-03-26 20:11:58,PHP,,92,19,92,2,191,oscarotero/social-links,17.0,0.0,30.0,0.0,138.0,2.0,11.0,13.0,0.0,19.0,19.0,2.0,30.0,oscarotero/social-links,2014-03-26 20:11:58,2935,0.0,0.0057921635434412,0.0,0.0102214650766609,0.0470187393526405,0.0,0.057240204429301396,1
jonathan-dejong/simple-jwt-authentication,9,0,0,0,0,3,3,0,1,0.0,97811698,jonathan-dejong/simple-jwt-authentication,https://github.com/jonathan-dejong/simple-jwt-authentication,2017-07-20 08:39:35,PHP,,91,26,91,14,190,jonathan-dejong/simple-jwt-authentication,11.0,0.0,5.0,0.0,41.0,13.0,44.0,57.0,1.0,10.0,11.0,0.0,3.0,jonathan-dejong/simple-jwt-authentication,2017-07-20 08:39:35,1723,0.0,0.0063842135809634,0.0,0.0029019152640742,0.0237957051654091,0.0,0.0266976204294833,1
stephpy/timeline,14,0,0,0,0,0,0,0,13,0.0,7116246,stephpy/timeline,https://github.com/stephpy/timeline,2012-12-11 17:33:41,PHP,,89,18,89,1,188,stephpy/timeline,13.0,0.0,8.0,0.0,137.0,1.0,19.0,20.0,0.0,29.0,29.0,0.0,9.0,stephpy/timeline,2012-12-11 17:33:41,3405,0.0,0.0038179148311306,0.0,0.0023494860499265,0.0402349486049926,0.0,0.042584434654919096,1
veritrans/veritrans-php,5,1,0,0,0,3,15,0,5,19.0,21029637,veritrans/veritrans-php,https://github.com/veritrans/veritrans-php,2014-06-20 07:42:23,PHP,,87,82,87,2,186,veritrans/veritrans-php,24.0,0.0,1.0,0.0,176.0,1.0,52.0,53.0,0.0,54.0,54.0,0.0,33.0,veritrans/veritrans-php,2014-06-20 07:42:23,2849,0.0,0.0084240084240084,0.0,0.0003510003510003,0.0617760617760617,0.0,0.062127062127062004,1
webdevops/clitools,15,5,0,0,0,5,12,0,5,0.0,33036335,webdevops/clitools,https://github.com/webdevops/clitools,2015-03-28 14:29:50,PHP,,86,15,86,32,185,webdevops/clitools,8.0,1420.0,20.0,20.0,600.0,28.0,62.0,90.0,4.0,27.0,31.0,2.0,68.0,webdevops/clitools,2015-03-28 14:29:50,2568,0.5529595015576324,0.0031152647975077,0.0077881619937694,0.0077881619937694,0.2336448598130841,1.0,1.2414330218068534,0
madewithlove/illuminate-psr-cache-bridge,0,5,0,0,0,1,6,0,3,3.0,54212247,madewithlove/illuminate-psr-cache-bridge,https://github.com/madewithlove/illuminate-psr-cache-bridge,2016-03-18 15:34:21,PHP,,85,10,85,1,183,madewithlove/illuminate-psr-cache-bridge,5.0,0.0,4.0,0.0,69.0,1.0,6.0,7.0,0.0,13.0,13.0,0.0,6.0,madewithlove/illuminate-psr-cache-bridge,2016-03-18 15:34:21,2212,0.0,0.002260397830018,0.0,0.0018083182640144,0.0311934900542495,0.0,0.0330018083182639,1
kohana/cache,7,2,0,0,0,1,3,0,0,0.0,675444,kohana/cache,https://github.com/kohana/cache,2010-05-19 16:56:39,PHP,,79,86,79,9,178,kohana/cache,23.0,0.0,1.0,0.0,188.0,3.0,5.0,8.0,5.0,77.0,82.0,0.0,8.0,kohana/cache,2010-05-19 16:56:39,4342,0.0,0.0052970981114693,0.0,0.0002303086135421,0.0432980193459235,0.0,0.043528327959465596,1
botman/driver-telegram,0,4,0,0,0,1,5,0,0,0.0,93790985,botman/driver-telegram,https://github.com/botman/driver-telegram,2017-06-08 20:53:22,PHP,,78,59,78,32,177,botman/driver-telegram,20.0,0.0,17.0,0.0,88.0,22.0,13.0,35.0,11.0,57.0,68.0,0.0,3.0,botman/driver-telegram,2017-06-08 20:53:22,1765,0.0,0.0113314447592068,0.0,0.0096317280453257,0.0498583569405099,0.0,0.0594900849858356,1
pattern-lab/patternengine-php-twig,39,0,0,0,0,2,11,0,40,24.0,21108033,pattern-lab/patternengine-php-twig,https://github.com/pattern-lab/patternengine-php-twig,2014-06-22 23:00:34,PHP,,74,34,74,20,173,pattern-lab/patternengine-php-twig,7.0,0.0,14.0,0.0,127.0,14.0,19.0,33.0,6.0,17.0,23.0,1.0,21.0,pattern-lab/patternengine-php-twig,2014-06-22 23:00:34,2847,0.0,0.0024587284861257,0.0,0.0049174569722514,0.0446083596768528,0.0,0.0495258166491042,1
matriphe/laravel-imageupload,19,3,0,0,0,2,10,0,18,15.0,30164017,matriphe/laravel-imageupload,https://github.com/matriphe/laravel-imageupload,2015-02-01 23:43:25,PHP,,73,30,73,2,172,matriphe/laravel-imageupload,7.0,0.0,1.0,0.0,89.0,1.0,19.0,20.0,1.0,6.0,7.0,1.0,32.0,matriphe/laravel-imageupload,2015-02-01 23:43:25,2623,0.0,0.0026686999618757,0.0,0.0003812428516965,0.0339306138009912,0.0,0.034311856652687704,1
kartik-v/yii2-dynagrid,12,6,0,0,0,7,19,0,11,4.5,20260153,kartik-v/yii2-dynagrid,https://github.com/kartik-v/yii2-dynagrid,2014-05-28 14:18:48,PHP,,70,64,70,1,169,kartik-v/yii2-dynagrid,39.0,0.0,17.0,0.0,229.0,0.0,184.0,184.0,0.0,55.0,55.0,8.0,51.0,kartik-v/yii2-dynagrid,2014-05-28 14:18:48,2872,0.0,0.0135793871866295,0.0,0.0059192200557103,0.0797353760445682,0.0,0.08565459610027851,1
symphonycms/members,39,0,0,0,0,11,13,0,12,0.0,1073320,symphonycms/members,https://github.com/symphonycms/members,2010-11-12 00:45:28,PHP,,66,40,66,23,165,symphonycms/members,34.0,0.0,13.0,0.0,552.0,19.0,228.0,247.0,4.0,63.0,67.0,14.0,53.0,symphonycms/members,2010-11-12 00:45:28,4165,0.0,0.0081632653061224,0.0,0.0031212484993997,0.1325330132052821,0.0,0.1356542617046818,1
biberlabs/ddd-embeddables,7,3,0,0,0,0,12,0,1,8.0,68447110,biberlabs/ddd-embeddables,https://github.com/biberlabs/ddd-embeddables,2016-09-17 11:01:28,PHP,,65,10,65,3,164,biberlabs/ddd-embeddables,4.0,0.0,1.0,0.0,21.0,3.0,1.0,4.0,0.0,10.0,10.0,0.0,10.0,biberlabs/ddd-embeddables,2016-09-17 11:01:28,2029,0.0,0.0019714144898965,0.0,0.0004928536224741,0.0103499260719566,0.0,0.010842779694430699,1
BedrockStreaming/ApiExceptionBundle,11,11,0,0,0,0,11,0,0,1.0,44525129,BedrockStreaming/ApiExceptionBundle,https://github.com/BedrockStreaming/ApiExceptionBundle,2015-10-19 09:42:27,PHP,,64,9,64,2,163,BedrockStreaming/ApiExceptionBundle,18.0,0.0,6.0,0.0,43.0,1.0,1.0,2.0,1.0,14.0,15.0,0.0,8.0,BedrockStreaming/ApiExceptionBundle,2015-10-19 09:42:27,2363,0.0,0.0076174354633939,0.0,0.0025391451544646,0.01819720694033,0.0,0.0207363520947946,1
youzan/zanhttpdemo,6,0,0,0,0,1,1,0,4,1.0,44440036,youzan/zanhttpdemo,https://github.com/youzan/zanhttpdemo,2015-10-17 14:23:55,PHP,,58,22,58,1,157,youzan/zanhttpdemo,15.0,0.0,1.0,0.0,218.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,6.0,youzan/zanhttpdemo,2015-10-17 14:23:55,2365,0.0,0.0063424947145877,0.0,0.0004228329809725,0.0921775898520084,0.0,0.0926004228329809,1
BrightGamePanel/bgpanelv2,1,0,0,0,0,0,0,0,0,0.0,11683869,BrightGamePanel/bgpanelv2,https://github.com/BrightGamePanel/bgpanelv2,2013-07-26 10:55:51,PHP,,52,19,52,7,151,BrightGamePanel/bgpanelv2,3.0,0.0,1.0,0.0,295.0,5.0,20.0,25.0,2.0,3.0,5.0,0.0,10.0,BrightGamePanel/bgpanelv2,2013-07-26 10:55:51,3178,0.0,0.000943989930774,0.0,0.000314663310258,0.092825676526117,0.0,0.09314033983637501,1
zendframework/zend-barcode,2,2,0,0,0,1,3,0,1,0.0,35280779,zendframework/zend-barcode,https://github.com/zendframework/zend-barcode,2015-05-08 13:27:50,PHP,,51,36,51,1,150,zendframework/zend-barcode,175.0,0.0,4.0,0.0,8706.0,1.0,13.0,14.0,0.0,35.0,35.0,0.0,8.0,zendframework/zend-barcode,2015-05-08 13:27:50,2527,0.0,0.0692520775623268,0.0,0.001582904629996,3.445191927186387,0.0,3.4467748318163833,0
mabasic/wakatime-php-api,0,1,0,0,0,0,8,0,2,17.0,28304815,mabasic/wakatime-php-api,https://github.com/mabasic/wakatime-php-api,2014-12-21 16:08:42,PHP,,50,22,50,0,149,mabasic/wakatime-php-api,7.0,0.0,6.0,0.0,39.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,14.0,mabasic/wakatime-php-api,2014-12-21 16:08:42,2665,0.0,0.0026266416510318,0.0,0.0022514071294559,0.0146341463414634,0.0,0.0168855534709193,1
AndersSchmidtHansen/Sidequest,92,2,0,1,0,8,29,2,19,0.0,29776149,AndersSchmidtHansen/Sidequest,https://github.com/AndersSchmidtHansen/Sidequest,2015-01-24 12:41:17,PHP,,47,8,47,4,146,AndersSchmidtHansen/Sidequest,1.0,0.0,4.0,0.0,172.0,4.0,2.0,6.0,0.0,1.0,1.0,0.0,53.0,AndersSchmidtHansen/Sidequest,2015-01-24 12:41:17,2631,0.0,0.000380083618396,0.0,0.0015203344735841,0.0653743823641201,0.0,0.0668947168377042,1
Trexology/laravel-pointable,0,3,0,0,0,0,3,0,1,8.0,50992852,Trexology/laravel-pointable,https://github.com/Trexology/laravel-pointable,2016-02-03 10:38:01,PHP,,42,29,42,6,141,Trexology/laravel-pointable,2.0,0.0,2.0,0.0,12.0,5.0,3.0,8.0,1.0,3.0,4.0,0.0,6.0,Trexology/laravel-pointable,2016-02-03 10:38:01,2256,0.0,0.000886524822695,0.0,0.000886524822695,0.0053191489361702,0.0,0.0062056737588652,1
dpolac/twig-lambda,2,0,0,0,0,0,0,0,17,19.0,57911085,dpolac/twig-lambda,https://github.com/dpolac/twig-lambda,2016-05-02 18:23:45,PHP,,41,16,41,5,140,dpolac/twig-lambda,2.0,0.0,7.0,0.0,30.0,2.0,7.0,9.0,3.0,2.0,5.0,1.0,9.0,dpolac/twig-lambda,2016-05-02 18:23:45,2167,0.0,0.0009229349330872,0.0,0.0032302722658052,0.0138440239963082,0.0,0.0170742962621134,1
Icinga/icingaweb2-module-nagvis,6,4,0,0,0,1,4,0,0,0.0,46553910,Icinga/icingaweb2-module-nagvis,https://github.com/Icinga/icingaweb2-module-nagvis,2015-11-20 09:56:22,PHP,,35,21,35,18,134,Icinga/icingaweb2-module-nagvis,14.0,0.0,3.0,0.0,64.0,15.0,16.0,31.0,3.0,13.0,16.0,3.0,23.0,Icinga/icingaweb2-module-nagvis,2015-11-20 09:56:22,2331,0.0,0.006006006006006,0.0,0.0012870012870012,0.0274560274560274,0.0,0.0287430287430286,1
Flowpack/Flowpack.Listable,6,0,0,0,0,0,1,0,15,4.0,45689830,Flowpack/Flowpack.Listable,https://github.com/Flowpack/Flowpack.Listable,2015-11-06 15:26:44,PHP,,34,13,34,4,133,Flowpack/Flowpack.Listable,16.0,0.0,20.0,0.0,178.0,3.0,8.0,11.0,3.0,28.0,31.0,0.0,31.0,Flowpack/Flowpack.Listable,2015-11-06 15:26:44,2345,0.0,0.0068230277185501,0.0,0.0085287846481876,0.0759061833688699,0.0,0.0844349680170575,1
Kunstmaan/libphp-multichain,0,8,0,0,0,1,9,0,0,0.0,48792507,Kunstmaan/libphp-multichain,https://github.com/Kunstmaan/libphp-multichain,2015-12-30 09:09:46,PHP,,32,29,32,12,131,Kunstmaan/libphp-multichain,3.0,0.0,2.0,0.0,41.0,9.0,0.0,9.0,3.0,2.0,5.0,0.0,5.0,Kunstmaan/libphp-multichain,2015-12-30 09:09:46,2291,0.0,0.0013094718463553,0.0,0.0008729812309035,0.0178961152335224,0.0,0.0187690964644259,1
ytake/Laravel-Couchbase,4,9,0,0,0,1,13,1,4,20.0,45177780,ytake/Laravel-Couchbase,https://github.com/ytake/Laravel-Couchbase,2015-10-29 11:02:15,PHP,,31,20,31,5,130,ytake/Laravel-Couchbase,4.0,0.0,30.0,0.0,92.0,5.0,10.0,15.0,0.0,37.0,37.0,0.0,23.0,ytake/Laravel-Couchbase,2015-10-29 11:02:15,2353,0.0,0.0016999575010624,0.0,0.0127496812579685,0.0390990225244368,0.0,0.051848703782405296,1
