Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname_x,URL,created_date_x,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date_y,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,Label
forem/forem,42,2,0,0,0,5,53,1,0,0.0,73648678,forem/forem,https://github.com/forem/forem,2016-11-13 23:02:13,Ruby,,18337,3205,18337,409,16,forem/forem,702.0,0.0,2.0,0.0,11108.0,387.0,4047.0,4434.0,30.0,11749.0,11779.0,1.0,148.0,forem/forem,2016-11-13 23:02:13,1972,0.0,0.3559837728194726,0.0,0.0010141987829614,5.632860040567952,0.0,5.633874239350913,1
CocoaPods/CocoaPods,8,11,0,0,0,9,21,1,4,0.0,2203645,CocoaPods/CocoaPods,https://github.com/CocoaPods/CocoaPods,2011-08-14 00:10:53,Ruby,,13485,2487,13485,298,17,CocoaPods/CocoaPods,401.0,0.0,2.0,0.0,9323.0,294.0,8760.0,9054.0,29.0,2024.0,2053.0,2.0,100.0,CocoaPods/CocoaPods,2011-08-14 00:10:53,3890,0.0,0.1030848329048843,0.0,0.0005141388174807,2.3966580976863754,0.0,2.397172236503856,1
diaspora/diaspora,0,0,0,0,0,2,11,0,0,0.0,911765,diaspora/diaspora,https://github.com/diaspora/diaspora,2010-09-15 05:20:04,Ruby,,12924,2933,12924,441,18,diaspora/diaspora,540.0,0.0,2.0,0.0,20528.0,420.0,4279.0,4699.0,26.0,3387.0,3413.0,0.0,151.0,diaspora/diaspora,2010-09-15 05:20:04,4223,0.0,0.1278711816244376,0.0,0.0004735969689793,4.860999289604546,0.0,4.861472886573526,1
twbs/bootstrap-sass,11,4,0,0,0,9,21,0,37,25.0,2336578,twbs/bootstrap-sass,https://github.com/twbs/bootstrap-sass,2011-09-06 18:58:49,Ruby,,12729,3677,12729,17,19,twbs/bootstrap-sass,122.0,0.0,2.0,0.0,1039.0,15.0,816.0,831.0,3.0,346.0,349.0,19.0,217.0,twbs/bootstrap-sass,2011-09-06 18:58:49,3867,0.0,0.0315490043961727,0.0,0.0005171967933798,0.2686837341608482,0.0,0.269200930954228,1
elastic/logstash,14,0,0,0,0,8,19,0,16,14.0,1090311,elastic/logstash,https://github.com/elastic/logstash,2010-11-18 01:31:50,Ruby,,12498,3234,12498,2008,20,elastic/logstash,573.0,0.0,2.0,0.0,10027.0,1783.0,4304.0,6087.0,180.0,7524.0,7704.0,7.0,118.0,elastic/logstash,2010-11-18 01:31:50,4159,0.0,0.1377735032459726,0.0,0.0004808848280836,2.4109160855975,0.0,2.4113969704255838,1
gollum/gollum,36,5,0,0,0,21,36,0,34,1.0,585285,gollum/gollum,https://github.com/gollum/gollum,2010-03-29 18:30:53,Ruby,,12326,1570,12326,52,21,gollum/gollum,217.0,0.0,2.0,0.0,2360.0,44.0,1093.0,1137.0,8.0,618.0,626.0,9.0,233.0,gollum/gollum,2010-03-29 18:30:53,4393,0.0,0.0493967675847939,0.0,0.0004552697473252,0.5372183018438424,0.0,0.5376735715911677,1
capistrano/capistrano,17,1,0,0,0,5,11,1,11,8.0,138312,capistrano/capistrano,https://github.com/capistrano/capistrano,2009-02-26 16:14:04,Ruby,,12028,1780,12028,54,22,capistrano/capistrano,279.0,0.0,2.0,0.0,1681.0,51.0,1051.0,1102.0,3.0,857.0,860.0,3.0,139.0,capistrano/capistrano,2009-02-26 16:14:04,4789,0.0,0.0582585090833159,0.0,0.0004176237210273,0.3510127375234913,0.0,0.35143036124451865,1
rubocop/rubocop,13,77,0,0,0,19,104,0,4,5.0,4095287,rubocop/rubocop,https://github.com/rubocop/rubocop,2012-04-21 10:09:58,Ruby,,11576,2803,11576,221,23,rubocop/rubocop,907.0,0.0,2.0,0.0,11343.0,213.0,4335.0,4548.0,26.0,5735.0,5761.0,3.0,397.0,rubocop/rubocop,2012-04-21 10:09:58,3639,0.0,0.249244297884034,0.0,0.0005496015388843,3.117065127782358,0.0,3.117614729321242,1
mame/quine-relay,0,2,0,0,0,7,10,0,9,0.0,11423758,mame/quine-relay,https://github.com/mame/quine-relay,2013-07-15 13:29:20,Ruby,,11556,523,11556,14,24,mame/quine-relay,18.0,0.0,2.0,0.0,458.0,14.0,65.0,79.0,0.0,40.0,40.0,3.0,187.0,mame/quine-relay,2013-07-15 13:29:20,3189,0.0,0.0056444026340545,0.0,0.0006271558482282,0.1436186892442772,0.0,0.1442458450925054,1
spree/spree,28,8,0,0,0,5,26,0,2,0.0,3314,spree/spree,https://github.com/spree/spree,2008-03-10 14:45:35,Ruby,,11543,4821,11543,239,25,spree/spree,1171.0,0.0,2.0,0.0,24595.0,174.0,3895.0,4069.0,69.0,7357.0,7426.0,0.0,290.0,spree/spree,2008-03-10 14:45:35,5142,0.0,0.2277323998444185,0.0,0.0003889537145079,4.783158304161804,0.0,4.783547257876313,1
lewagon/setup,0,0,0,0,0,0,1,0,0,0.0,18486300,lewagon/setup,https://github.com/lewagon/setup,2014-04-06 09:25:02,Ruby,,11538,1006,11538,10,26,lewagon/setup,63.0,0.0,2.0,0.0,993.0,5.0,113.0,118.0,1.0,245.0,246.0,0.0,58.0,lewagon/setup,2014-04-06 09:25:02,2924,0.0,0.0215458276333789,0.0,0.0006839945280437,0.3396032831737346,0.0,0.3402872777017783,1
sinatra/sinatra,38,3,0,0,0,30,71,0,180,160.0,106995,sinatra/sinatra,https://github.com/sinatra/sinatra,2009-01-14 01:27:30,Ruby,,11482,2034,11482,74,27,sinatra/sinatra,505.0,0.0,2.0,0.0,4362.0,57.0,733.0,790.0,11.0,928.0,939.0,7.0,143.0,sinatra/sinatra,2009-01-14 01:27:30,4832,0.0,0.1045115894039735,0.0,0.0004139072847682,0.9027317880794702,0.0,0.9031456953642384,1
mperham/sidekiq,5,3,0,0,0,5,13,0,1,0.0,3195124,mperham/sidekiq,https://github.com/mperham/sidekiq,2012-01-16 23:17:27,Ruby,,11415,2037,11415,23,28,mperham/sidekiq,562.0,0.0,2.0,0.0,4166.0,21.0,3838.0,3859.0,3.0,1329.0,1332.0,4.0,92.0,mperham/sidekiq,2012-01-16 23:17:27,3735,0.0,0.1504685408299866,0.0,0.0005354752342704,1.1153949129852745,0.0,1.1159303882195448,1
chatwoot/chatwoot,16,15,0,0,0,3,20,0,2,0.0,202291859,chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,2019-08-14 06:50:51,Ruby,,11400,1305,11400,486,29,chatwoot/chatwoot,172.0,0.0,2.0,0.0,1918.0,530.0,1400.0,1930.0,36.0,1920.0,1956.0,5.0,57.0,chatwoot/chatwoot,2019-08-14 06:50:51,968,0.0,0.1776859504132231,0.0,0.0020661157024793,1.9814049586776856,0.0,1.983471074380165,1
tmuxinator/tmuxinator,11,1,1,0,0,5,13,0,30,29.0,1157388,tmuxinator/tmuxinator,https://github.com/tmuxinator/tmuxinator,2010-12-10 21:49:50,Ruby,,11048,611,11048,100,30,tmuxinator/tmuxinator,144.0,0.0,2.0,0.0,842.0,99.0,385.0,484.0,6.0,362.0,368.0,8.0,120.0,tmuxinator/tmuxinator,2010-12-10 21:49:50,4137,0.0,0.0348078317621464,0.0,0.0004834421078075,0.2035291273869954,0.0,0.20401256949480293,1
postalserver/postal,4,2,0,0,0,1,5,0,0,0.0,88740103,postalserver/postal,https://github.com/postalserver/postal,2017-04-19 12:04:57,Ruby,,11002,781,11002,53,31,postalserver/postal,42.0,0.0,2.0,0.0,352.0,45.0,1330.0,1375.0,9.0,116.0,125.0,0.0,18.0,postalserver/postal,2017-04-19 12:04:57,1815,0.0,0.0231404958677685,0.0,0.0011019283746556,0.1939393939393939,0.0,0.1950413223140495,1
fluent/fluentd,13,13,1,0,0,8,12,1,2,0.0,1918677,fluent/fluentd,https://github.com/fluent/fluentd,2011-06-19 08:41:40,Ruby,,10773,1226,10773,115,32,fluent/fluentd,266.0,0.0,2.0,0.0,6254.0,112.0,1726.0,1838.0,6.0,1777.0,1783.0,2.0,45.0,fluent/fluentd,2011-06-19 08:41:40,3946,0.0,0.067410035478966,0.0,0.0005068423720223,1.5848960973137354,0.0,1.5854029396857576,1
Homebrew/homebrew-core,0,0,0,0,0,2,2,0,1,0.0,52855516,Homebrew/homebrew-core,https://github.com/Homebrew/homebrew-core,2016-03-01 06:58:36,Ruby,,10362,9962,10362,161,33,Homebrew/homebrew-core,12243.0,0.0,2.0,0.0,281563.0,24.0,4580.0,4604.0,87.0,91633.0,91720.0,1.0,22.0,Homebrew/homebrew-core,2016-03-01 06:58:36,2229,0.0,5.492597577388963,0.0,0.0008972633467922,126.31807985643786,0.0,126.31897711978465,1
jordansissel/fpm,26,0,0,0,0,0,0,1,4,0.0,1217404,jordansissel/fpm,https://github.com/jordansissel/fpm,2011-01-03 20:07:59,Ruby,,10254,1021,10254,694,34,jordansissel/fpm,331.0,0.0,2.0,0.0,2232.0,626.0,526.0,1152.0,76.0,642.0,718.0,0.0,12.0,jordansissel/fpm,2011-01-03 20:07:59,4113,0.0,0.0804765378069535,0.0,0.0004862630683199,0.5426695842450766,0.0,0.5431558473133965,1
faker-ruby/faker,215,7,0,0,0,4,13,0,5,10.0,96395,faker-ruby/faker,https://github.com/faker-ruby/faker,2008-12-24 17:20:37,Ruby,,9609,2783,9609,156,35,faker-ruby/faker,886.0,0.0,2.0,0.0,2474.0,71.0,441.0,512.0,96.0,1839.0,1935.0,0.0,319.0,faker-ruby/faker,2008-12-24 17:20:37,4853,0.0,0.1825674840304966,0.0,0.0004121162167731,0.5097877601483618,0.0,0.5101998763651349,1
teamcapybara/capybara,45,6,0,0,0,8,29,0,64,69.0,361310,teamcapybara/capybara,https://github.com/teamcapybara/capybara,2009-11-04 22:19:17,Ruby,,9473,1398,9473,27,36,teamcapybara/capybara,384.0,0.0,2.0,0.0,4157.0,9.0,1467.0,1476.0,19.0,1033.0,1052.0,2.0,209.0,teamcapybara/capybara,2009-11-04 22:19:17,4538,0.0,0.0846187747906566,0.0,0.000440722785368,0.9160423093873952,0.0,0.9164830321727632,1
ruby-grape/grape,180,7,0,0,0,30,53,0,320,245.5,812393,ruby-grape/grape,https://github.com/ruby-grape/grape,2010-08-02 14:25:08,Ruby,,9430,1205,9430,225,37,ruby-grape/grape,450.0,0.0,2.0,0.0,2530.0,199.0,867.0,1066.0,35.0,1144.0,1179.0,2.0,460.0,ruby-grape/grape,2010-08-02 14:25:08,4267,0.0,0.1054605108975861,0.0,0.000468713381767,0.5929224279353176,0.0,0.5933911413170846,1
imathis/octopress,7,1,0,0,0,3,6,0,2,0.0,341626,imathis/octopress,https://github.com/imathis/octopress,2009-10-18 21:41:32,Ruby,,9387,2753,9387,253,38,imathis/octopress,133.0,0.0,2.0,0.0,857.0,175.0,811.0,986.0,74.0,708.0,782.0,2.0,41.0,imathis/octopress,2009-10-18 21:41:32,4555,0.0,0.029198682766191,0.0,0.0004390779363336,0.1881448957189901,0.0,0.1885839736553237,1
github/linguist,6,1,0,0,0,2,3,0,15,11.0,1725199,github/linguist,https://github.com/github/linguist,2011-05-09 22:53:13,Ruby,,9319,3334,9319,97,39,github/linguist,1069.0,19611.0,30.0,30.0,6371.0,65.0,2010.0,2075.0,41.0,3329.0,3370.0,5.0,127.0,github/linguist,2011-05-09 22:53:13,3987,4.918735891647856,0.2681213945322298,0.0075244544770504,0.0075244544770504,1.5979433157762728,1.0,2.6054677702533233,1
Shopify/liquid,14,2,0,0,0,1,5,0,8,7.0,15435,Shopify/liquid,https://github.com/Shopify/liquid,2008-05-08 15:27:26,Ruby,,9177,1196,9177,238,40,Shopify/liquid,188.0,0.0,2.0,0.0,1499.0,197.0,535.0,732.0,58.0,728.0,786.0,0.0,27.0,Shopify/liquid,2008-05-08 15:27:26,5083,0.0,0.0369860318709423,0.0,0.0003934684241589,0.2949045839071414,0.0,0.2952980523313003,1
activeadmin/activeadmin,6,0,0,0,0,0,1,0,0,0.0,611921,activeadmin/activeadmin,https://github.com/activeadmin/activeadmin,2010-04-15 14:26:03,Ruby,,9094,3245,9094,391,41,activeadmin/activeadmin,768.0,0.0,2.0,0.0,7970.0,319.0,3352.0,3671.0,71.0,3615.0,3686.0,0.0,114.0,activeadmin/activeadmin,2010-04-15 14:26:03,4376,0.0,0.1755027422303473,0.0,0.0004570383912248,1.8212979890310783,0.0,1.821755027422303,1
thoughtbot/paperclip,75,7,0,0,0,12,32,0,108,48.5,8393,thoughtbot/paperclip,https://github.com/thoughtbot/paperclip,2008-04-10 19:58:20,Ruby,,9070,2358,9070,49,42,thoughtbot/paperclip,463.0,289.0,13.0,2.0,1973.0,34.0,1806.0,1840.0,16.0,826.0,842.0,10.0,203.0,thoughtbot/paperclip,2008-04-10 19:58:20,5111,0.0565447074936411,0.090588925846214,0.0003913128546272,0.0025435335550772,0.3860301310898063,0.1538461538461538,0.5424198184910374,1
thoughtbot/bourbon,29,2,0,0,0,0,4,0,14,13.0,1653882,thoughtbot/bourbon,https://github.com/thoughtbot/bourbon,2011-04-23 15:41:20,Ruby,,9062,915,9062,5,43,thoughtbot/bourbon,153.0,3170.0,30.0,6.0,1210.0,5.0,558.0,563.0,1.0,542.0,543.0,2.0,60.0,thoughtbot/bourbon,2011-04-23 15:41:20,4003,0.7919060704471647,0.0382213339995003,0.0014988758431176,0.0074943792155883,0.3022732950287284,0.2,0.5097676742443167,1
resque/resque,90,3,0,0,0,12,20,0,74,24.0,275604,resque/resque,https://github.com/resque/resque,2009-08-12 00:27:35,Ruby,,9017,1632,9017,56,44,resque/resque,289.0,0.0,2.0,0.0,1737.0,51.0,810.0,861.0,14.0,900.0,914.0,1.0,158.0,resque/resque,2009-08-12 00:27:35,4622,0.0,0.0625270445694504,0.0,0.0004327131112072,0.3758113370835136,0.0,0.3762440501947208,1
DeathKing/Learning-SICP,4,3,0,21,0,24,35,0,2,0.0,6688319,DeathKing/Learning-SICP,https://github.com/DeathKing/Learning-SICP,2012-11-14 13:43:27,Ruby,,9008,1389,9008,8,45,DeathKing/Learning-SICP,28.0,0.0,2.0,0.0,843.0,8.0,58.0,66.0,0.0,41.0,41.0,4.0,82.0,DeathKing/Learning-SICP,2012-11-14 13:43:27,3432,0.0,0.0081585081585081,0.0,0.0005827505827505,0.2456293706293706,0.0,0.2462121212121211,1
thoughtbot/guides,56,2,0,0,0,1,3,0,0,0.0,5200099,thoughtbot/guides,https://github.com/thoughtbot/guides,2012-07-27 03:15:44,Ruby,,8954,1354,8954,0,46,thoughtbot/guides,158.0,0.0,2.0,0.0,517.0,0.0,97.0,97.0,0.0,546.0,546.0,3.0,62.0,thoughtbot/guides,2012-07-27 03:15:44,3542,0.0,0.0446075663466967,0.0,0.0005646527385657,0.1459627329192546,0.0,0.1465273856578203,1
carrierwaveuploader/carrierwave,20,3,0,0,0,17,22,0,57,71.0,47087,carrierwaveuploader/carrierwave,https://github.com/carrierwaveuploader/carrierwave,2008-08-28 18:39:49,Ruby,,8668,1614,8668,133,47,carrierwaveuploader/carrierwave,431.0,0.0,2.0,0.0,2480.0,130.0,1664.0,1794.0,2.0,794.0,796.0,6.0,200.0,carrierwaveuploader/carrierwave,2008-08-28 18:39:49,4971,0.0,0.0867028766847716,0.0,0.0004023335345001,0.4988935827801247,0.0,0.4992959163146248,1
javan/whenever,3,1,0,0,0,8,14,0,25,24.0,129791,javan/whenever,https://github.com/javan/whenever,2009-02-16 03:19:48,Ruby,,8533,710,8533,86,48,javan/whenever,113.0,0.0,2.0,0.0,535.0,63.0,480.0,543.0,27.0,251.0,278.0,5.0,83.0,javan/whenever,2009-02-16 03:19:48,4799,0.0,0.0235465722025421,0.0,0.0004167534903104,0.1114815586580537,0.0,0.1118983121483641,0
kaminari/kaminari,14,1,0,0,0,5,7,0,65,48.0,1333863,kaminari/kaminari,https://github.com/kaminari/kaminari,2011-02-06 08:07:20,Ruby,,8073,1063,8073,49,49,kaminari/kaminari,170.0,0.0,2.0,0.0,1606.0,34.0,614.0,648.0,15.0,411.0,426.0,2.0,41.0,kaminari/kaminari,2011-02-06 08:07:20,4079,0.0,0.0416768815886246,0.0,0.0004903162539838,0.3937239519490071,0.0,0.39421426820299094,1
heartcombo/simple_form,7,4,0,0,0,1,14,0,112,88.0,451035,heartcombo/simple_form,https://github.com/heartcombo/simple_form,2009-12-28 14:23:48,Ruby,,7871,1303,7871,36,50,heartcombo/simple_form,295.0,0.0,2.0,0.0,2024.0,21.0,1162.0,1183.0,7.0,567.0,574.0,6.0,196.0,heartcombo/simple_form,2009-12-28 14:23:48,4484,0.0,0.0657894736842105,0.0,0.0004460303300624,0.4513826940231936,0.0,0.451828724353256,1
railsadminteam/rails_admin,23,6,0,0,0,8,9,0,5,1.0,810796,railsadminteam/rails_admin,https://github.com/railsadminteam/rails_admin,2010-08-01 17:01:00,Ruby,,7541,2199,7541,214,51,railsadminteam/rails_admin,502.0,0.0,2.0,0.0,4902.0,179.0,2159.0,2338.0,5.0,1122.0,1127.0,1.0,252.0,railsadminteam/rails_admin,2010-08-01 17:01:00,4268,0.0,0.1176194939081537,0.0,0.000468603561387,1.1485473289597,0.0,1.149015932521087,1
omniauth/omniauth,3,4,0,0,0,5,6,0,22,9.0,587311,omniauth/omniauth,https://github.com/omniauth/omniauth,2010-03-30 20:34:32,Ruby,,7469,959,7469,79,52,omniauth/omniauth,210.0,0.0,2.0,0.0,1423.0,79.0,559.0,638.0,3.0,405.0,408.0,1.0,106.0,omniauth/omniauth,2010-03-30 20:34:32,4392,0.0,0.0478142076502732,0.0,0.000455373406193,0.3239981785063752,0.0,0.3244535519125682,1
varvet/pundit,19,5,0,0,0,8,19,0,58,46.5,6529205,varvet/pundit,https://github.com/varvet/pundit,2012-11-04 09:20:19,Ruby,,7450,574,7450,38,53,varvet/pundit,128.0,0.0,2.0,0.0,533.0,6.0,381.0,387.0,10.0,321.0,331.0,4.0,138.0,varvet/pundit,2012-11-04 09:20:19,3442,0.0,0.0371876815804764,0.0,0.0005810575246949,0.1548518303312027,0.0,0.1554328878558976,1
thoughtbot/factory_bot,5,1,0,0,0,6,10,0,2,2.0,21829,thoughtbot/factory_bot,https://github.com/thoughtbot/factory_bot,2008-06-03 13:55:37,Ruby,,7356,2498,7356,27,54,thoughtbot/factory_bot,268.0,254.0,16.0,16.0,1165.0,21.0,859.0,880.0,9.0,630.0,639.0,4.0,77.0,thoughtbot/factory_bot,2008-06-03 13:55:37,5057,0.0502274075538857,0.0529958473403203,0.0031639311844967,0.0031639311844967,0.2303737393711686,1.0,1.2335376705556653,1
greatghoul/remote-working,352,15,0,5,0,24,349,0,3,0.0,13761875,greatghoul/remote-working,https://github.com/greatghoul/remote-working,2013-10-22 03:17:29,Ruby,,7150,714,7150,0,55,greatghoul/remote-working,47.0,0.0,2.0,0.0,969.0,0.0,30.0,30.0,0.0,257.0,257.0,0.0,608.0,greatghoul/remote-working,2013-10-22 03:17:29,3090,0.0,0.015210355987055,0.0,0.0006472491909385,0.3135922330097087,0.0,0.3142394822006472,1
realm/jazzy,48,5,0,0,0,4,18,2,96,14.0,20552964,realm/jazzy,https://github.com/realm/jazzy,2014-06-06 05:52:11,Ruby,,7068,386,7068,118,56,realm/jazzy,66.0,0.0,2.0,0.0,1441.0,99.0,744.0,843.0,3.0,448.0,451.0,4.0,77.0,realm/jazzy,2014-06-06 05:52:11,2863,0.0,0.0230527418791477,0.0,0.0006985679357317,0.5033181976947259,0.0,0.5040167656304576,1
