Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label
mozilla/pdf.js,22,1,0,0,0,12,17,1,12,0.0,1663468,mozilla/pdf.js,https://github.com/mozilla/pdf.js,2011-04-26 06:32:03,JavaScript,,36839,8506,36839,355,35,mozilla/pdf.js,436.0,1253069.0,30.0,40.0,15413.0,335.0,7773.0,8108.0,18.0,6454.0,6472.0,2.0,120.0,689.0,180.0,162.0,176.0,162.0,189.0,1
Unitech/pm2,0,9,0,0,0,2,14,0,2,17.0,10187082,Unitech/pm2,https://github.com/Unitech/pm2,2013-05-21 03:25:25,JavaScript,,36045,2350,36045,556,36,Unitech/pm2,311.0,0.0,30.0,0.0,4970.0,547.0,3943.0,4490.0,18.0,801.0,819.0,0.0,481.0,582.0,148.0,161.0,118.0,161.0,142.0,1
algorithm-visualizer/algorithm-visualizer,4,3,0,0,0,6,7,0,3,0.0,58836534,algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,2016-05-15 00:27:45,JavaScript,,35938,5839,35938,34,37,algorithm-visualizer/algorithm-visualizer,28.0,0.0,0.0,0.0,664.0,19.0,65.0,84.0,17.0,216.0,233.0,1.0,25.0,588.0,149.0,160.0,159.0,160.0,109.0,1
GitSquared/edex-ui,32,17,2,2,0,27,51,6,12,0.0,80276391,GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,2017-01-28 09:35:02,JavaScript,,34702,1905,34702,6,38,GitSquared/edex-ui,69.0,33734.0,29.0,129.0,1428.0,6.0,553.0,559.0,0.0,475.0,475.0,5.0,105.0,553.0,133.0,159.0,110.0,159.0,125.0,1
Marak/faker.js,274,66,0,0,0,2,75,0,6,10.0,667561,Marak/faker.js,https://github.com/Marak/faker.js,2010-05-15 00:53:07,JavaScript,,34208,2925,34208,294,39,Marak/faker.js,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,102.0,158.0,131.0,158.0,1.0,1
hexojs/hexo,11,15,0,0,0,6,30,2,0,6.0,5923215,hexojs/hexo,https://github.com/hexojs/hexo,2012-09-23 15:17:08,JavaScript,,33813,4229,33813,100,40,hexojs/hexo,197.0,0.0,30.0,0.0,3517.0,73.0,3696.0,3769.0,5.0,1041.0,1046.0,1.0,51.0,612.0,163.0,157.0,147.0,157.0,151.0,1
sahat/hackathon-starter,288,47,1,1,0,26,126,4,136,78.0,14370955,sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,2013-11-13 17:24:12,JavaScript,,32466,7489,32466,45,41,sahat/hackathon-starter,202.0,0.0,13.0,0.0,2541.0,24.0,583.0,607.0,30.0,530.0,560.0,0.0,560.0,610.0,160.0,156.0,169.0,156.0,129.0,1
gulpjs/gulp,22,0,0,0,0,0,2,1,13,5.0,11167738,gulpjs/gulp,https://github.com/gulpjs/gulp,2013-07-04 05:26:06,JavaScript,,32407,4398,32407,28,42,gulpjs/gulp,263.0,0.0,22.0,0.0,1197.0,26.0,1836.0,1862.0,3.0,645.0,648.0,5.0,140.0,592.0,152.0,155.0,148.0,155.0,134.0,1
videojs/video.js,4,1,0,8,0,2,7,0,6,6.0,667006,videojs/video.js,https://github.com/videojs/video.js,2010-05-14 18:45:10,JavaScript,,32394,6992,32394,380,43,videojs/video.js,495.0,14002.0,30.0,30.0,3798.0,393.0,4307.0,4700.0,15.0,2804.0,2819.0,2.0,59.0,653.0,174.0,154.0,167.0,154.0,178.0,1
koajs/koa,20,64,0,0,0,8,78,0,17,8.0,11551538,koajs/koa,https://github.com/koajs/koa,2013-07-20 18:53:45,JavaScript,,32032,3108,32032,55,44,koajs/koa,228.0,0.0,0.0,0.0,1150.0,33.0,826.0,859.0,29.0,719.0,748.0,3.0,107.0,581.0,146.0,153.0,136.0,153.0,139.0,1
microsoft/playwright,15,1,0,0,0,1,11,0,1,5.0,221981891,microsoft/playwright,https://github.com/microsoft/playwright,2019-11-15 18:32:42,JavaScript,,31060,1328,31060,456,45,microsoft/playwright,213.0,0.0,30.0,0.0,7197.0,410.0,4173.0,4583.0,22.0,7595.0,7617.0,6.0,217.0,597.0,154.0,152.0,103.0,152.0,190.0,1
lerna/lerna,40,6,0,0,0,8,17,0,49,8.0,47394776,lerna/lerna,https://github.com/lerna/lerna,2015-12-04 09:36:55,JavaScript,,30890,2038,30890,736,46,lerna/lerna,282.0,0.0,30.0,0.0,2218.0,703.0,1488.0,2191.0,70.0,815.0,885.0,13.0,201.0,561.0,137.0,151.0,116.0,151.0,143.0,1
photonstorm/phaser,30,26,1,3,0,13,61,2,13,8.0,9393759,photonstorm/phaser,https://github.com/photonstorm/phaser,2013-04-12 12:27:51,JavaScript,,30850,6600,30850,126,47,photonstorm/phaser,601.0,26144.0,30.0,99.0,17143.0,141.0,3705.0,3846.0,7.0,2092.0,2099.0,0.0,1706.0,635.0,166.0,150.0,165.0,150.0,170.0,1
jondot/awesome-react-native,1290,1,0,25,0,1100,1286,13,9,0.0,32948863,jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,2015-03-26 19:58:06,JavaScript,,30706,3784,30706,49,48,jondot/awesome-react-native,631.0,0.0,0.0,0.0,2193.0,30.0,34.0,64.0,24.0,991.0,1015.0,0.0,1812.0,590.0,151.0,149.0,142.0,149.0,150.0,1
preactjs/preact,7,71,1,0,0,6,78,1,1,2.0,42283287,preactjs/preact,https://github.com/preactjs/preact,2015-09-11 02:40:18,JavaScript,,30465,1696,30465,222,49,preactjs/preact,324.0,33.0,30.0,1.0,4993.0,145.0,1334.0,1479.0,83.0,1776.0,1859.0,2.0,133.0,570.0,140.0,148.0,107.0,148.0,167.0,1
carbon-app/carbon,30,13,0,1,0,91,133,4,18,0.0,94498635,carbon-app/carbon,https://github.com/carbon-app/carbon,2017-06-16 02:50:28,JavaScript,,29206,1629,29206,21,50,carbon-app/carbon,183.0,0.0,30.0,0.0,1764.0,17.0,566.0,583.0,1.0,733.0,734.0,7.0,236.0,538.0,129.0,147.0,106.0,147.0,138.0,1
SheetJS/sheetjs,208,9,0,0,0,12,42,0,622,85.0,6988020,SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,2012-12-03 19:25:52,JavaScript,,28307,7237,28307,94,51,SheetJS/sheetjs,184.0,0.0,0.0,0.0,674.0,105.0,2114.0,2219.0,10.0,275.0,285.0,53.0,189.0,571.0,141.0,146.0,168.0,146.0,111.0,1
react-boilerplate/react-boilerplate,17,23,0,1,0,3,32,1,7,0.0,30969188,react-boilerplate/react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,2015-02-18 14:36:32,JavaScript,,28118,5960,28118,83,52,react-boilerplate/react-boilerplate,234.0,0.0,16.0,0.0,1457.0,57.0,1813.0,1870.0,36.0,1122.0,1158.0,11.0,119.0,608.0,157.0,145.0,161.0,145.0,157.0,1
tastejs/todomvc,0,13,0,0,0,10,13,1,0,0.0,1844251,tastejs/todomvc,https://github.com/tastejs/todomvc,2011-06-03 19:56:33,JavaScript,,27594,13929,27594,184,53,tastejs/todomvc,366.0,0.0,5.0,0.0,2905.0,128.0,628.0,756.0,59.0,1223.0,1282.0,6.0,87.0,631.0,165.0,144.0,184.0,144.0,159.0,1
caolan/async,0,8,0,0,0,1,11,0,2,2.0,698041,caolan/async,https://github.com/caolan/async,2010-06-01 21:01:30,JavaScript,,27384,2414,27384,5,54,caolan/async,268.0,0.0,7.0,0.0,1855.0,5.0,1092.0,1097.0,8.0,704.0,712.0,10.0,309.0,544.0,131.0,143.0,121.0,143.0,137.0,1
kenwheeler/slick,2,0,0,0,0,2,3,0,23,11.5,18049133,kenwheeler/slick,https://github.com/kenwheeler/slick,2014-03-24 02:10:05,JavaScript,,27204,5805,27204,1326,55,kenwheeler/slick,174.0,0.0,30.0,0.0,921.0,1130.0,2358.0,3488.0,209.0,466.0,675.0,5.0,131.0,577.0,145.0,142.0,158.0,142.0,135.0,1
gorhill/uBlock,13,13,0,0,0,23,40,1,4,0.0,33263118,gorhill/uBlock,https://github.com/gorhill/uBlock,2015-04-01 17:51:11,JavaScript,,27192,2225,27192,35,56,gorhill/uBlock,111.0,75694.0,30.0,103.0,9679.0,35.0,3416.0,3451.0,0.0,325.0,325.0,3.0,371.0,514.0,123.0,141.0,117.0,141.0,115.0,1
vuejs/vuex,5,2,0,0,0,10,17,0,1,1.0,39176269,vuejs/vuex,https://github.com/vuejs/vuex,2015-07-16 04:21:26,JavaScript,,27072,9221,27072,92,57,vuejs/vuex,337.0,0.0,30.0,0.0,1199.0,80.0,1131.0,1211.0,39.0,876.0,915.0,0.0,44.0,604.0,155.0,140.0,179.0,140.0,145.0,1
jgraph/drawio,0,1,0,0,0,3,6,3,0,0.0,67508428,jgraph/drawio,https://github.com/jgraph/drawio,2016-09-06 12:59:15,JavaScript,,26671,5411,26671,268,58,jgraph/drawio,37.0,3113.0,30.0,30.0,1728.0,230.0,2067.0,2297.0,1.0,135.0,136.0,0.0,78.0,532.0,128.0,139.0,154.0,139.0,100.0,1
markedjs/marked,6,7,0,0,0,2,13,0,2,3.0,2096579,markedjs/marked,https://github.com/markedjs/marked,2011-07-24 13:15:51,JavaScript,,26461,3097,26461,46,59,markedjs/marked,147.0,0.0,30.0,0.0,2681.0,47.0,1175.0,1222.0,2.0,1121.0,1123.0,0.0,141.0,565.0,138.0,138.0,134.0,138.0,155.0,1
jashkenas/underscore,0,0,0,0,0,0,4,0,0,0.0,349241,jashkenas/underscore,https://github.com/jashkenas/underscore,2009-10-25 18:31:06,JavaScript,,26227,5610,26227,52,60,jashkenas/underscore,335.0,0.0,0.0,0.0,2775.0,32.0,1367.0,1399.0,18.0,1484.0,1502.0,0.0,10.0,592.0,152.0,137.0,156.0,137.0,162.0,1
elsewhencode/project-guidelines,130,12,0,0,0,9,32,2,42,21.0,95876775,elsewhencode/project-guidelines,https://github.com/elsewhencode/project-guidelines,2017-06-30 10:17:55,JavaScript,,25915,2792,25915,11,61,elsewhencode/project-guidelines,77.0,0.0,0.0,0.0,165.0,9.0,28.0,37.0,2.0,118.0,120.0,2.0,113.0,497.0,118.0,136.0,126.0,136.0,99.0,1
atlassian/react-beautiful-dnd,83,10,2,0,0,7,21,0,22,0.0,99761907,atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,2017-08-09 03:37:15,JavaScript,,25693,1938,25693,482,62,atlassian/react-beautiful-dnd,129.0,0.0,30.0,0.0,795.0,446.0,998.0,1444.0,62.0,863.0,925.0,10.0,163.0,528.0,127.0,135.0,112.0,135.0,146.0,1
webtorrent/webtorrent,31,10,1,1,0,12,40,0,11,15.0,13584262,webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,2013-10-15 08:16:40,JavaScript,,25470,2471,25470,119,63,webtorrent/webtorrent,189.0,0.0,30.0,0.0,3088.0,99.0,1392.0,1491.0,7.0,704.0,711.0,0.0,298.0,526.0,126.0,134.0,122.0,134.0,136.0,1
sentsin/layui,0,7,0,0,0,0,10,0,0,3.0,42920477,sentsin/layui,https://github.com/sentsin/layui,2015-09-22 08:12:03,JavaScript,,25412,6849,25412,738,64,sentsin/layui,20.0,2664.0,30.0,8.0,335.0,633.0,125.0,758.0,115.0,100.0,215.0,0.0,49.0,540.0,130.0,133.0,166.0,133.0,108.0,1
request/request,106,7,0,0,0,15,45,0,168,41.0,1283503,request/request,https://github.com/request/request,2011-01-23 01:25:14,JavaScript,,25378,3106,25378,116,65,request/request,347.0,0.0,0.0,0.0,2270.0,88.0,2130.0,2218.0,29.0,1128.0,1157.0,3.0,282.0,555.0,136.0,132.0,135.0,132.0,156.0,1
sequelize/sequelize,14,7,0,0,0,13,27,0,0,1.0,790359,sequelize/sequelize,https://github.com/sequelize/sequelize,2010-07-22 07:11:11,JavaScript,,25349,3899,25349,944,66,sequelize/sequelize,1181.0,0.0,30.0,0.0,9210.0,787.0,8829.0,9616.0,54.0,4403.0,4457.0,4.0,214.0,589.0,150.0,131.0,143.0,131.0,184.0,1
naptha/tesseract.js,21,25,2,1,0,8,30,0,4,6.0,37958358,naptha/tesseract.js,https://github.com/naptha/tesseract.js,2015-06-24 02:49:52,JavaScript,,25178,1716,25178,110,67,naptha/tesseract.js,59.0,0.0,30.0,0.0,627.0,105.0,373.0,478.0,19.0,97.0,116.0,0.0,182.0,466.0,104.0,130.0,108.0,130.0,98.0,1
select2/select2,28,15,0,0,0,2,16,0,6,0.0,3620194,select2/select2,https://github.com/select2/select2,2012-03-04 18:43:12,JavaScript,,25166,6266,25166,69,68,select2/select2,551.0,0.0,29.0,0.0,2635.0,64.0,4622.0,4686.0,12.0,1436.0,1448.0,4.0,67.0,581.0,146.0,129.0,162.0,129.0,161.0,1
github/fetch,27,0,0,0,0,3,9,1,29,15.0,25136308,github/fetch,https://github.com/github/fetch,2014-10-13 00:26:19,JavaScript,,25095,3096,25095,17,69,github/fetch,76.0,11658017.0,30.0,5.0,654.0,15.0,570.0,585.0,2.0,286.0,288.0,10.0,77.0,501.0,119.0,128.0,133.0,128.0,112.0,1
typicode/husky,0,0,0,0,0,0,0,0,2,4.0,21125024,typicode/husky,https://github.com/typicode/husky,2014-06-23 12:14:21,JavaScript,,24920,875,24920,38,70,typicode/husky,91.0,0.0,30.0,0.0,814.0,10.0,800.0,810.0,3.0,295.0,298.0,0.0,193.0,467.0,105.0,127.0,100.0,127.0,113.0,1
