Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label
erusev/parsedown,7,5,0,1,0,4,15,0,3,4.0,11323319,erusev/parsedown,https://github.com/erusev/parsedown,2013-07-10 20:23:25,PHP,,13943,1043,13943,124,20,erusev/parsedown,43.0,0.0,25.0,0.0,843.0,81.0,458.0,539.0,47.0,232.0,279.0,3.0,166.0,617.0,157.0,176.0,133.0,176.0,132.0,1
yiisoft/yii2,15,8,0,0,0,4,24,0,0,2.0,3431193,yiisoft/yii2,https://github.com/yiisoft/yii2,2012-02-13 15:32:36,PHP,,13853,6973,13853,507,21,yiisoft/yii2,1356.0,94532.0,30.0,54.0,19960.0,445.0,10731.0,11176.0,71.0,7612.0,7683.0,8.0,58.0,725.0,188.0,175.0,186.0,175.0,189.0,1
barryvdh/laravel-debugbar,17,5,0,0,0,1,8,0,9,17.0,12615154,barryvdh/laravel-debugbar,https://github.com/barryvdh/laravel-debugbar,2013-09-05 10:26:54,PHP,,13443,1312,13443,50,22,barryvdh/laravel-debugbar,179.0,0.0,30.0,0.0,929.0,44.0,862.0,906.0,25.0,364.0,389.0,3.0,79.0,634.0,164.0,174.0,140.0,174.0,146.0,1
getgrav/grav,30,6,0,0,0,5,36,0,11,7.0,22553797,getgrav/grav,https://github.com/getgrav/grav,2014-08-02 18:29:10,PHP,,13053,1325,13053,337,23,getgrav/grav,231.0,63746.0,30.0,90.0,7314.0,322.0,2484.0,2806.0,24.0,624.0,648.0,2.0,66.0,648.0,168.0,173.0,141.0,173.0,161.0,1
koel/koel,2,64,0,0,0,6,71,1,5,4.0,47495360,koel/koel,https://github.com/koel/koel,2015-12-06 12:13:19,PHP,,13048,1666,13048,80,24,koel/koel,62.0,2802.0,30.0,26.0,2036.0,75.0,742.0,817.0,11.0,578.0,589.0,0.0,38.0,656.0,172.0,172.0,155.0,172.0,157.0,1
filp/whoops,15,8,0,0,0,24,32,0,8,3.0,8708394,filp/whoops,https://github.com/filp/whoops,2013-03-11 16:58:27,PHP,,12634,583,12634,6,25,filp/whoops,156.0,0.0,0.0,0.0,1169.0,4.0,336.0,340.0,1.0,375.0,376.0,9.0,132.0,612.0,153.0,171.0,125.0,171.0,145.0,1
CachetHQ/Cachet,18,17,0,0,0,3,28,0,2,0.0,26730195,CachetHQ/Cachet,https://github.com/CachetHQ/Cachet,2014-11-16 22:23:11,PHP,,12455,1478,12455,347,26,CachetHQ/Cachet,223.0,0.0,30.0,0.0,7274.0,276.0,2008.0,2284.0,74.0,1921.0,1995.0,4.0,147.0,664.0,174.0,170.0,147.0,170.0,177.0,1
Intervention/image,10,3,0,0,0,0,10,0,0,1.0,7704544,Intervention/image,https://github.com/Intervention/image,2013-01-19 15:05:32,PHP,,12256,1379,12256,336,27,Intervention/image,127.0,0.0,0.0,0.0,741.0,318.0,542.0,860.0,28.0,253.0,281.0,0.0,59.0,616.0,155.0,169.0,144.0,169.0,134.0,1
phacility/phabricator,0,0,0,0,0,0,0,0,0,0.0,1280180,phacility/phabricator,https://github.com/phacility/phabricator,2011-01-21 22:08:29,PHP,,12224,1592,12224,1,28,phacility/phabricator,323.0,0.0,0.0,0.0,16971.0,0.0,0.0,0.0,1.0,278.0,279.0,0.0,6.0,620.0,159.0,168.0,152.0,168.0,132.0,1
thephpleague/flysystem,10,7,0,0,0,6,18,0,0,0.0,13899674,thephpleague/flysystem,https://github.com/thephpleague/flysystem,2013-10-27 11:07:22,PHP,,12213,681,12213,29,29,thephpleague/flysystem,48.0,0.0,15.0,0.0,648.0,20.0,705.0,725.0,6.0,689.0,695.0,0.0,14.0,623.0,161.0,167.0,126.0,167.0,163.0,1
flarum/flarum,3,6,0,0,0,3,10,0,0,0.0,28628034,flarum/flarum,https://github.com/flarum/flarum,2014-12-30 11:13:08,PHP,,12145,1339,12145,0,30,flarum/flarum,33.0,0.0,17.0,0.0,337.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,9.0,586.0,148.0,166.0,142.0,166.0,112.0,1
barryvdh/laravel-ide-helper,43,0,0,1,0,0,6,0,59,29.0,8678290,barryvdh/laravel-ide-helper,https://github.com/barryvdh/laravel-ide-helper,2013-03-10 00:12:55,PHP,,11846,1024,11846,116,31,barryvdh/laravel-ide-helper,213.0,0.0,30.0,0.0,828.0,94.0,727.0,821.0,41.0,462.0,503.0,4.0,19.0,613.0,154.0,165.0,132.0,165.0,151.0,1
vlucas/phpdotenv,4,4,0,0,0,2,9,0,29,29.0,7769432,vlucas/phpdotenv,https://github.com/vlucas/phpdotenv,2013-01-23 06:57:12,PHP,,11629,569,11629,3,32,vlucas/phpdotenv,68.0,0.0,30.0,0.0,567.0,4.0,246.0,250.0,0.0,256.0,256.0,1.0,56.0,582.0,143.0,164.0,124.0,164.0,130.0,1
roots/sage,19,4,0,0,0,6,27,0,10,3.0,1305114,roots/sage,https://github.com/roots/sage,2011-01-29 03:12:09,PHP,,11498,2973,11498,17,33,roots/sage,249.0,229.0,30.0,1.0,2455.0,8.0,1275.0,1283.0,5.0,1664.0,1669.0,8.0,185.0,677.0,178.0,163.0,177.0,163.0,174.0,1
PHPOffice/PHPExcel,0,0,0,0,0,2,2,1,0,0.0,4702560,PHPOffice/PHPExcel,https://github.com/PHPOffice/PHPExcel,2012-06-18 15:30:27,PHP,,11476,4147,11476,668,34,PHPOffice/PHPExcel,75.0,0.0,0.0,0.0,1274.0,562.0,430.0,992.0,106.0,328.0,434.0,4.0,14.0,653.0,170.0,162.0,181.0,162.0,148.0,1
ramsey/uuid,1,0,0,0,0,3,11,0,1,1.0,4916869,ramsey/uuid,https://github.com/ramsey/uuid,2012-07-05 23:24:53,PHP,,11458,435,11458,22,35,ramsey/uuid,101.0,0.0,30.0,0.0,1109.0,21.0,146.0,167.0,5.0,229.0,234.0,1.0,78.0,570.0,141.0,161.0,123.0,161.0,125.0,1
slimphp/Slim,16,15,0,0,0,14,38,0,8,6.0,926544,slimphp/Slim,https://github.com/slimphp/Slim,2010-09-21 01:17:06,PHP,,11159,1932,11159,6,36,slimphp/Slim,274.0,0.0,30.0,0.0,4278.0,5.0,1602.0,1607.0,0.0,1508.0,1508.0,2.0,69.0,654.0,171.0,160.0,161.0,160.0,173.0,1
the-control-group/voyager,0,7,0,0,0,3,9,0,5,7.0,72069409,the-control-group/voyager,https://github.com/the-control-group/voyager,2016-10-27 03:56:49,PHP,,10785,2556,10785,276,37,the-control-group/voyager,415.0,0.0,30.0,0.0,3083.0,199.0,3149.0,3348.0,92.0,2032.0,2124.0,4.0,68.0,670.0,177.0,159.0,173.0,159.0,179.0,1
octobercms/october,9,2,0,1,0,4,18,0,0,0.0,14732311,octobercms/october,https://github.com/octobercms/october,2013-11-26 23:30:43,PHP,,10738,2272,10738,4,38,octobercms/october,470.0,0.0,3.0,0.0,5756.0,0.0,3319.0,3319.0,0.0,2120.0,2120.0,2.0,57.0,662.0,173.0,158.0,168.0,158.0,178.0,1
FriendsOfPHP/PHP-CS-Fixer,6,0,0,0,0,4,8,0,4,2.0,4344257,FriendsOfPHP/PHP-CS-Fixer,https://github.com/FriendsOfPHP/PHP-CS-Fixer,2012-05-16 06:42:23,PHP,,10664,1347,10664,406,39,FriendsOfPHP/PHP-CS-Fixer,327.0,480040.0,30.0,60.0,8664.0,340.0,2004.0,2344.0,78.0,3793.0,3871.0,1.0,43.0,642.0,166.0,157.0,143.0,157.0,185.0,1
doctrine/inflector,0,2,0,0,0,1,2,0,0,0.0,7549096,doctrine/inflector,https://github.com/doctrine/inflector,2013-01-10 21:34:22,PHP,,10642,108,10642,9,40,doctrine/inflector,83.0,0.0,15.0,0.0,333.0,7.0,43.0,50.0,1.0,141.0,142.0,0.0,7.0,542.0,132.0,156.0,111.0,156.0,119.0,1
PHPOffice/PhpSpreadsheet,0,7,0,0,0,2,10,0,1,0.0,61490598,PHPOffice/PhpSpreadsheet,https://github.com/PHPOffice/PhpSpreadsheet,2016-06-19 16:58:48,PHP,,10567,2443,10567,186,41,PHPOffice/PhpSpreadsheet,339.0,0.0,30.0,0.0,3136.0,182.0,1209.0,1391.0,26.0,1106.0,1132.0,6.0,36.0,647.0,167.0,155.0,171.0,155.0,166.0,1
phalcon/cphalcon,18,2,0,0,0,8,29,0,1,0.0,2854337,phalcon/cphalcon,https://github.com/phalcon/cphalcon,2011-11-26 05:52:50,PHP,,10518,1914,10518,48,42,phalcon/cphalcon,360.0,8724.0,30.0,272.0,15766.0,52.0,4696.0,4748.0,3.0,3810.0,3813.0,2.0,88.0,652.0,169.0,154.0,160.0,154.0,184.0,1
doctrine/lexer,0,1,0,0,0,1,1,0,0,0.0,7579180,doctrine/lexer,https://github.com/doctrine/lexer,2013-01-12 18:58:26,PHP,,10484,44,10484,3,43,doctrine/lexer,31.0,0.0,7.0,0.0,91.0,2.0,8.0,10.0,2.0,53.0,55.0,0.0,4.0,500.0,120.0,153.0,90.0,153.0,104.0,1
egulias/EmailValidator,19,3,0,0,0,4,16,0,2,3.0,10157178,egulias/EmailValidator,https://github.com/egulias/EmailValidator,2013-05-19 15:23:00,PHP,,10447,149,10447,16,44,egulias/EmailValidator,67.0,0.0,30.0,0.0,338.0,18.0,149.0,167.0,3.0,147.0,150.0,6.0,54.0,538.0,131.0,152.0,113.0,152.0,121.0,1
doctrine/instantiator,0,5,0,0,0,1,7,0,0,2.0,22726901,doctrine/instantiator,https://github.com/doctrine/instantiator,2014-08-07 15:43:55,PHP,,10426,55,10426,5,45,doctrine/instantiator,36.0,0.0,12.0,0.0,369.0,2.0,19.0,21.0,3.0,64.0,67.0,0.0,17.0,508.0,124.0,151.0,97.0,151.0,109.0,1
docker/labs,12,0,0,0,0,3,4,0,0,0.0,56728437,docker/labs,https://github.com/docker/labs,2016-04-20 23:52:34,PHP,,10422,5121,10422,102,46,docker/labs,129.0,0.0,0.0,0.0,714.0,51.0,115.0,166.0,57.0,307.0,364.0,1.0,29.0,627.0,163.0,150.0,184.0,150.0,143.0,1
SpartnerNL/Laravel-Excel,4,3,0,0,0,3,16,0,0,0.0,14259390,SpartnerNL/Laravel-Excel,https://github.com/SpartnerNL/Laravel-Excel,2013-11-09 15:28:40,PHP,,10385,1639,10385,6,47,SpartnerNL/Laravel-Excel,178.0,0.0,30.0,0.0,1429.0,8.0,2665.0,2673.0,4.0,458.0,462.0,1.0,229.0,601.0,151.0,149.0,154.0,149.0,149.0,1
tymondesigns/jwt-auth,0,10,0,0,0,2,11,0,2,0.0,23680678,tymondesigns/jwt-auth,https://github.com/tymondesigns/jwt-auth,2014-09-04 21:50:50,PHP,,10282,1396,10282,551,48,tymondesigns/jwt-auth,81.0,0.0,30.0,0.0,1481.0,521.0,1034.0,1555.0,39.0,572.0,611.0,0.0,105.0,601.0,151.0,148.0,145.0,148.0,160.0,1
z-song/laravel-admin,18,14,0,0,0,38,72,0,7,3.0,48796179,z-song/laravel-admin,https://github.com/z-song/laravel-admin,2015-12-30 10:42:57,PHP,,10243,2604,10243,80,49,z-song/laravel-admin,308.0,0.0,30.0,0.0,3140.0,91.0,4015.0,4106.0,20.0,1361.0,1381.0,0.0,61.0,637.0,165.0,147.0,174.0,147.0,169.0,1
jupeter/clean-code-php,66,0,0,0,0,16,38,0,22,78.0,79111500,jupeter/clean-code-php,https://github.com/jupeter/clean-code-php,2017-01-16 11:21:17,PHP,,10122,2457,10122,17,50,jupeter/clean-code-php,58.0,0.0,0.0,0.0,372.0,17.0,30.0,47.0,0.0,150.0,150.0,0.0,298.0,585.0,146.0,146.0,172.0,146.0,121.0,1
mockery/mockery,0,3,0,0,0,1,9,0,27,17.0,137515,mockery/mockery,https://github.com/mockery/mockery,2009-02-25 19:25:09,PHP,,10035,432,10035,91,51,mockery/mockery,219.0,0.0,28.0,0.0,1945.0,85.0,498.0,583.0,10.0,570.0,580.0,0.0,57.0,568.0,138.0,145.0,122.0,145.0,156.0,1
spatie/laravel-permission,7,5,0,0,0,8,20,0,2,3.0,42480275,spatie/laravel-permission,https://github.com/spatie/laravel-permission,2015-09-14 22:19:38,PHP,,9986,1501,9986,10,52,spatie/laravel-permission,184.0,0.0,30.0,0.0,1219.0,7.0,1255.0,1262.0,6.0,551.0,557.0,3.0,205.0,591.0,150.0,144.0,148.0,144.0,155.0,1
serbanghita/Mobile-Detect,61,7,0,0,0,67,105,0,12,3.0,5627682,serbanghita/Mobile-Detect,https://github.com/serbanghita/Mobile-Detect,2012-08-31 10:58:16,PHP,,9893,2635,9893,153,53,serbanghita/Mobile-Detect,112.0,0.0,0.0,0.0,825.0,115.0,538.0,653.0,39.0,189.0,228.0,14.0,120.0,585.0,146.0,143.0,175.0,143.0,124.0,1
magento/magento2,6,2,0,0,0,1,19,0,0,0.0,2884111,magento/magento2,https://github.com/magento/magento2,2011-11-30 15:30:13,PHP,,9797,8705,9797,1901,54,magento/magento2,2358.0,0.0,30.0,0.0,127065.0,1203.0,20417.0,21620.0,773.0,12510.0,13283.0,0.0,91.0,667.0,175.0,142.0,191.0,142.0,192.0,1
php-fig/log,0,0,0,0,0,2,2,0,1,2.0,6936773,php-fig/log,https://github.com/php-fig/log,2012-11-30 09:49:24,PHP,,9751,162,9751,6,55,php-fig/log,29.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,3.0,503.0,122.0,141.0,114.0,141.0,107.0,1
w7corp/easywechat,7,9,0,0,0,6,15,1,1,2.0,29843361,w7corp/easywechat,https://github.com/w7corp/easywechat,2015-01-26 03:30:40,PHP,,9663,2310,9663,97,56,w7corp/easywechat,157.0,0.0,30.0,0.0,2003.0,4.0,1129.0,1133.0,1.0,1221.0,1222.0,0.0,91.0,616.0,155.0,140.0,169.0,140.0,167.0,1
walkor/Workerman,2,9,0,0,0,5,14,0,7,12.5,15020102,walkor/Workerman,https://github.com/walkor/Workerman,2013-12-08 07:49:28,PHP,,9579,2184,9579,5,57,walkor/Workerman,93.0,0.0,30.0,0.0,1558.0,18.0,451.0,469.0,4.0,235.0,239.0,0.0,118.0,569.0,139.0,139.0,165.0,139.0,126.0,1
swiftmailer/swiftmailer,0,0,0,0,0,0,4,0,0,0.0,93580,swiftmailer/swiftmailer,https://github.com/swiftmailer/swiftmailer,2008-12-19 08:31:03,PHP,,9502,824,9502,0,58,swiftmailer/swiftmailer,187.0,0.0,0.0,0.0,1644.0,0.0,851.0,851.0,0.0,507.0,507.0,0.0,3.0,556.0,134.0,138.0,128.0,138.0,152.0,1
php-fig/container,0,0,0,0,0,0,0,0,0,0.0,65755556,php-fig/container,https://github.com/php-fig/container,2016-08-15 18:35:30,PHP,,9334,37,9334,3,59,php-fig/container,33.0,0.0,7.0,0.0,185.0,4.0,15.0,19.0,0.0,23.0,23.0,0.0,82.0,443.0,105.0,137.0,80.0,137.0,89.0,1
dingo/api,8,6,0,0,0,2,9,1,0,0.0,18673522,dingo/api,https://github.com/dingo/api,2014-04-11 12:31:18,PHP,,9245,1272,9245,191,60,dingo/api,120.0,0.0,30.0,0.0,1387.0,181.0,1180.0,1361.0,10.0,397.0,407.0,0.0,24.0,557.0,135.0,136.0,138.0,136.0,147.0,1
bobthecow/psysh,9,6,0,0,0,17,21,0,0,0.0,4549925,bobthecow/psysh,https://github.com/bobthecow/psysh,2012-06-04 17:15:35,PHP,,9157,277,9157,42,61,bobthecow/psysh,81.0,1387.0,30.0,119.0,1808.0,34.0,386.0,420.0,8.0,267.0,275.0,9.0,65.0,521.0,129.0,135.0,120.0,135.0,131.0,1
squizlabs/PHP_CodeSniffer,11,4,0,0,0,7,10,1,14,2.0,2699935,squizlabs/PHP_CodeSniffer,https://github.com/squizlabs/PHP_CodeSniffer,2011-11-03 04:06:24,PHP,,8981,1405,8981,298,62,squizlabs/PHP_CodeSniffer,244.0,218461.0,30.0,104.0,7064.0,222.0,1877.0,2099.0,72.0,1343.0,1415.0,3.0,27.0,584.0,144.0,134.0,146.0,134.0,170.0,1
symfony/console,3,0,0,0,0,3,5,0,1,0.0,1398630,symfony/console,https://github.com/symfony/console,2011-02-22 18:00:31,PHP,,8971,224,8971,0,63,symfony/console,381.0,0.0,30.0,0.0,3510.0,0.0,0.0,0.0,1.0,77.0,78.0,0.0,18.0,496.0,116.0,133.0,117.0,133.0,113.0,1
doctrine/orm,2,0,0,0,0,0,2,0,0,0.0,597887,doctrine/orm,https://github.com/doctrine/orm,2010-04-06 21:42:59,PHP,,8941,2356,8941,1380,64,doctrine/orm,966.0,0.0,30.0,0.0,12499.0,1134.0,4666.0,5800.0,271.0,3369.0,3640.0,0.0,20.0,617.0,157.0,132.0,170.0,132.0,183.0,1
phpDocumentor/ReflectionDocBlock,6,7,0,0,0,0,7,0,6,4.0,3951767,phpDocumentor/ReflectionDocBlock,https://github.com/phpDocumentor/ReflectionDocBlock,2012-04-06 17:17:37,PHP,,8897,91,8897,19,65,phpDocumentor/ReflectionDocBlock,62.0,0.0,30.0,0.0,651.0,9.0,77.0,86.0,10.0,233.0,243.0,0.0,15.0,499.0,119.0,131.0,110.0,131.0,127.0,1
deployphp/deployer,4,5,1,0,0,3,8,0,0,0.0,11340559,deployphp/deployer,https://github.com/deployphp/deployer,2013-07-11 11:45:38,PHP,,8895,1302,8895,25,66,deployphp/deployer,343.0,10472.0,30.0,10.0,2617.0,44.0,1592.0,1636.0,4.0,1086.0,1090.0,0.0,125.0,564.0,136.0,130.0,139.0,130.0,165.0,1
FriendsOfPHP/Goutte,0,0,0,0,0,0,0,0,13,0.0,622166,FriendsOfPHP/Goutte,https://github.com/FriendsOfPHP/Goutte,2010-04-21 19:21:54,PHP,,8704,992,8704,126,67,FriendsOfPHP/Goutte,77.0,8132.0,6.0,6.0,318.0,126.0,168.0,294.0,2.0,147.0,149.0,3.0,31.0,509.0,125.0,129.0,131.0,129.0,120.0,1
phpDocumentor/TypeResolver,17,7,0,0,0,0,5,0,36,8.0,37216840,phpDocumentor/TypeResolver,https://github.com/phpDocumentor/TypeResolver,2015-06-10 19:05:30,PHP,,8699,39,8699,6,68,phpDocumentor/TypeResolver,41.0,0.0,25.0,0.0,363.0,3.0,39.0,42.0,6.0,112.0,118.0,1.0,13.0,456.0,108.0,128.0,82.0,128.0,118.0,1
phpDocumentor/ReflectionCommon,0,7,0,0,0,0,6,0,0,0.0,36597039,phpDocumentor/ReflectionCommon,https://github.com/phpDocumentor/ReflectionCommon,2015-05-31 09:52:59,PHP,,8613,19,8613,2,69,phpDocumentor/ReflectionCommon,15.0,0.0,11.0,0.0,157.0,0.0,6.0,6.0,3.0,58.0,61.0,1.0,6.0,413.0,104.0,127.0,51.0,127.0,108.0,1
doctrine/dbal,3,0,0,0,0,1,3,0,0,0.0,677464,doctrine/dbal,https://github.com/doctrine/dbal,2010-05-20 17:01:42,PHP,,8454,1164,8454,349,70,doctrine/dbal,563.0,0.0,30.0,0.0,10347.0,253.0,2046.0,2299.0,22.0,2959.0,2981.0,0.0,46.0,569.0,139.0,126.0,136.0,126.0,181.0,1
