Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label
google/guava,17,2,0,0,0,4,9,1,8,2.0,20300177,google/guava,https://github.com/google/guava,2014-05-29 16:23:17,Java,,43017,9560,43017,728,10,google/guava,426.0,1250.0,30.0,4.0,5763.0,646.0,2688.0,3334.0,94.0,1184.0,1278.0,2.0,82.0,710.0,184.0,183.0,177.0,183.0,167.0,1
TheAlgorithms/Java,0,4,0,0,0,3,5,0,0,0.0,63477660,TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,2016-07-16 10:21:02,Java,,42671,14096,42671,36,11,TheAlgorithms/Java,391.0,0.0,0.0,0.0,1568.0,7.0,605.0,612.0,14.0,2279.0,2293.0,2.0,52.0,724.0,187.0,182.0,185.0,182.0,175.0,1
airbnb/lottie-android,0,15,5,0,0,2,13,0,1,1.0,70198875,airbnb/lottie-android,https://github.com/airbnb/lottie-android,2016-10-06 22:42:42,Java,,32140,5134,32140,42,12,airbnb/lottie-android,122.0,911.0,30.0,5.0,1415.0,15.0,1387.0,1402.0,1.0,604.0,605.0,6.0,116.0,656.0,174.0,181.0,141.0,181.0,153.0,1
Blankj/AndroidUtilCode,4,0,0,0,0,2,3,0,0,0.0,64558143,Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,2016-07-30 18:18:32,Java,,30162,10045,30162,133,13,Blankj/AndroidUtilCode,46.0,3647.0,30.0,30.0,1404.0,155.0,1248.0,1403.0,4.0,187.0,191.0,0.0,286.0,671.0,178.0,180.0,179.0,180.0,132.0,1
NationalSecurityAgency/ghidra,15,1,0,0,0,0,0,0,5,4.0,173228436,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,2019-03-01 03:27:48,Java,,29904,3889,29904,1192,14,NationalSecurityAgency/ghidra,204.0,276469.0,19.0,19.0,6415.0,1129.0,1867.0,2996.0,172.0,614.0,786.0,1.0,25.0,642.0,169.0,179.0,126.0,179.0,158.0,1
geekxh/hello-algorithm,33,7,0,0,0,8,17,0,0,0.0,267775629,geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,2020-05-29 05:47:09,Java,,29299,5659,29299,3,15,geekxh/hello-algorithm,15.0,0.0,0.0,0.0,393.0,4.0,32.0,36.0,0.0,29.0,29.0,0.0,138.0,597.0,149.0,178.0,146.0,178.0,95.0,1
zxing/zxing,4,7,0,0,0,20,32,1,5,0.0,2562751,zxing/zxing,https://github.com/zxing/zxing,2011-10-12 14:07:27,Java,,28731,9112,28731,10,16,zxing/zxing,161.0,446787.0,27.0,17.0,3645.0,6.0,1138.0,1144.0,2.0,321.0,323.0,0.0,47.0,665.0,175.0,177.0,174.0,177.0,137.0,1
eugenp/tutorials,0,0,0,0,0,0,3,0,9,0.0,9754983,eugenp/tutorials,https://github.com/eugenp/tutorials,2013-04-29 18:26:36,Java,,28450,45635,28450,53,17,eugenp/tutorials,1167.0,0.0,0.0,0.0,24032.0,32.0,533.0,565.0,35.0,11102.0,11137.0,0.0,44.0,734.0,189.0,176.0,193.0,176.0,189.0,1
netty/netty,33,1,0,0,0,1,9,1,28,0.0,1064563,netty/netty,https://github.com/netty/netty,2010-11-09 09:22:21,Java,,28071,13850,28071,488,18,netty/netty,705.0,0.0,0.0,0.0,10754.0,464.0,5280.0,5744.0,19.0,6255.0,6274.0,3.0,25.0,721.0,186.0,175.0,184.0,175.0,187.0,1
skylot/jadx,17,7,0,0,0,6,10,0,8,4.0,8859474,skylot/jadx,https://github.com/skylot/jadx,2013-03-18 17:08:21,Java,,27974,3453,27974,185,19,skylot/jadx,86.0,597741.0,18.0,36.0,1683.0,203.0,828.0,1031.0,1.0,360.0,361.0,20.0,70.0,610.0,157.0,174.0,121.0,174.0,141.0,1
alibaba/arthas,56,23,0,0,0,13,32,1,10,16.0,146633589,alibaba/arthas,https://github.com/alibaba/arthas,2018-08-29 17:15:57,Java,,27788,6096,27788,192,20,alibaba/arthas,168.0,16743.0,30.0,145.0,1716.0,172.0,1292.0,1464.0,46.0,562.0,608.0,3.0,142.0,650.0,172.0,173.0,150.0,173.0,154.0,1
ityouknow/spring-boot-examples,63,7,0,0,0,37,69,0,0,0.0,72907253,ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,2016-11-05 05:32:33,Java,,26742,11650,26742,11,21,ityouknow/spring-boot-examples,8.0,0.0,0.0,0.0,173.0,8.0,97.0,105.0,3.0,40.0,43.0,0.0,110.0,626.0,164.0,172.0,182.0,172.0,100.0,1
crossoverJie/JCSprout,65,4,0,0,0,47,60,0,1,0.0,114523184,crossoverJie/JCSprout,https://github.com/crossoverJie/JCSprout,2017-12-17 09:06:50,Java,,26524,7142,26524,40,22,crossoverJie/JCSprout,30.0,0.0,0.0,0.0,709.0,30.0,59.0,89.0,10.0,99.0,109.0,2.0,168.0,628.0,165.0,171.0,166.0,171.0,120.0,1
apolloconfig/apollo,60,298,0,0,0,9,39,1,0,0.0,53127403,apolloconfig/apollo,https://github.com/apolloconfig/apollo,2016-03-04 10:24:23,Java,,25994,9498,25994,129,23,apolloconfig/apollo,139.0,74023.0,30.0,113.0,2657.0,115.0,2611.0,2726.0,6.0,1354.0,1360.0,0.0,262.0,684.0,183.0,170.0,176.0,170.0,168.0,1
JakeWharton/butterknife,4,1,0,0,0,0,1,0,6,5.0,8575137,JakeWharton/butterknife,https://github.com/JakeWharton/butterknife,2013-03-05 08:18:59,Java,,25755,4739,25755,114,24,JakeWharton/butterknife,114.0,0.0,0.0,0.0,1016.0,95.0,1074.0,1169.0,18.0,471.0,489.0,1.0,73.0,620.0,162.0,169.0,136.0,169.0,146.0,1
proxyee-down-org/proxyee-down,0,7,0,0,0,7,8,0,3,2.0,108252892,proxyee-down-org/proxyee-down,https://github.com/proxyee-down-org/proxyee-down,2017-10-25 10:07:27,Java,,25345,4616,25345,212,25,proxyee-down-org/proxyee-down,14.0,1058299.0,30.0,59.0,474.0,0.0,0.0,0.0,1.0,31.0,32.0,0.0,82.0,567.0,139.0,168.0,134.0,168.0,97.0,1
alibaba/druid,7,6,0,0,0,2,6,0,0,0.0,2700159,alibaba/druid,https://github.com/alibaba/druid,2011-11-03 05:12:51,Java,,24871,7947,24871,2212,26,alibaba/druid,222.0,0.0,30.0,0.0,6513.0,2156.0,1323.0,3479.0,146.0,1046.0,1192.0,0.0,8.0,668.0,176.0,167.0,170.0,167.0,164.0,1
xkcoding/spring-boot-demo,20,12,0,0,0,13,25,1,23,0.0,110211147,xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,2017-11-10 06:27:29,Java,,24166,8362,24166,91,27,xkcoding/spring-boot-demo,12.0,0.0,0.0,0.0,733.0,68.0,71.0,139.0,25.0,42.0,67.0,0.0,133.0,613.0,159.0,166.0,171.0,166.0,110.0,1
alibaba/fastjson,11,9,0,0,0,6,11,0,0,5.0,2700474,alibaba/fastjson,https://github.com/alibaba/fastjson,2011-11-03 06:58:52,Java,,23969,6350,23969,1739,28,alibaba/fastjson,217.0,0.0,30.0,0.0,3939.0,1661.0,1571.0,3232.0,135.0,648.0,783.0,0.0,96.0,642.0,169.0,165.0,155.0,165.0,157.0,1
greenrobot/EventBus,9,4,0,0,0,4,16,2,0,7.0,5070389,greenrobot/EventBus,https://github.com/greenrobot/EventBus,2012-07-16 16:55:40,Java,,23717,4635,23717,145,29,greenrobot/EventBus,31.0,697.0,7.0,2.0,549.0,104.0,457.0,561.0,40.0,85.0,125.0,0.0,102.0,586.0,144.0,164.0,135.0,164.0,123.0,1
dbeaver/dbeaver,18,11,0,0,0,10,26,1,3,1.0,44662669,dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,2015-10-21 08:26:28,Java,,23510,2217,23510,1381,30,dbeaver/dbeaver,256.0,4859.0,30.0,286.0,22261.0,1446.0,10763.0,12209.0,11.0,2648.0,2659.0,6.0,96.0,609.0,156.0,163.0,104.0,163.0,179.0,1
scwang90/SmartRefreshLayout,33,17,9,0,0,41,53,0,0,7.0,93152223,scwang90/SmartRefreshLayout,https://github.com/scwang90/SmartRefreshLayout,2017-06-02 09:52:50,Java,,23153,4751,23153,198,31,scwang90/SmartRefreshLayout,8.0,0.0,10.0,0.0,1092.0,220.0,1191.0,1411.0,3.0,20.0,23.0,0.0,298.0,552.0,135.0,162.0,137.0,162.0,91.0,1
qiurunze123/miaosha,0,8,0,0,0,4,4,0,1,0.0,148736243,qiurunze123/miaosha,https://github.com/qiurunze123/miaosha,2018-09-14 04:36:24,Java,,23100,5949,23100,57,32,qiurunze123/miaosha,12.0,0.0,0.0,0.0,225.0,29.0,38.0,67.0,0.0,58.0,58.0,0.0,115.0,576.0,142.0,161.0,148.0,161.0,106.0,1
lenve/vhr,64,6,0,0,0,38,43,0,3,2.0,116237823,lenve/vhr,https://github.com/lenve/vhr,2018-01-04 08:57:51,Java,,22802,9410,22802,181,33,lenve/vhr,2.0,0.0,0.0,0.0,157.0,146.0,91.0,237.0,40.0,20.0,60.0,0.0,71.0,602.0,152.0,160.0,175.0,160.0,107.0,1
CymChad/BaseRecyclerViewAdapterHelper,2,3,0,0,0,7,8,1,3,0.0,55886798,CymChad/BaseRecyclerViewAdapterHelper,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,2016-04-10 07:40:11,Java,,22486,4782,22486,422,34,CymChad/BaseRecyclerViewAdapterHelper,54.0,0.0,30.0,0.0,1210.0,443.0,2879.0,3322.0,15.0,260.0,275.0,0.0,39.0,591.0,147.0,159.0,138.0,159.0,135.0,1
SeleniumHQ/selenium,41,5,0,0,0,19,38,0,44,27.5,7613257,SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,2013-01-14 21:40:56,Java,,22270,6666,22270,134,35,SeleniumHQ/selenium,783.0,54474.0,30.0,209.0,27984.0,101.0,7856.0,7957.0,10.0,2349.0,2359.0,3.0,92.0,652.0,173.0,158.0,160.0,158.0,176.0,1
Netflix/Hystrix,3,2,0,0,0,14,19,2,0,9.0,6766558,Netflix/Hystrix,https://github.com/Netflix/Hystrix,2012-11-19 20:14:46,Java,,22199,4501,22199,388,36,Netflix/Hystrix,150.0,0.0,30.0,0.0,2109.0,341.0,678.0,1019.0,50.0,749.0,799.0,0.0,32.0,606.0,154.0,157.0,132.0,157.0,160.0,1
alibaba/easyexcel,17,4,0,0,0,4,19,0,2,4.0,120395176,alibaba/easyexcel,https://github.com/alibaba/easyexcel,2018-02-06 03:14:08,Java,,21994,5827,21994,67,37,alibaba/easyexcel,46.0,0.0,1.0,0.0,767.0,108.0,1982.0,2090.0,21.0,217.0,238.0,0.0,94.0,593.0,148.0,156.0,147.0,156.0,134.0,1
hollischuang/toBeTopJavaer,0,2,0,0,0,1,3,0,0,0.0,154648112,hollischuang/toBeTopJavaer,https://github.com/hollischuang/toBeTopJavaer,2018-10-25 09:54:54,Java,,21976,4978,21976,32,38,hollischuang/toBeTopJavaer,44.0,0.0,0.0,0.0,265.0,33.0,61.0,94.0,1.0,69.0,70.0,0.0,47.0,561.0,137.0,155.0,139.0,155.0,112.0,1
signalapp/Signal-Android,0,1,0,0,0,1,6,0,0,0.0,2990192,signalapp/Signal-Android,https://github.com/signalapp/Signal-Android,2011-12-15 20:01:12,Java,,21563,5217,21563,1628,39,signalapp/Signal-Android,308.0,0.0,0.0,0.0,9246.0,372.0,9056.0,9428.0,59.0,2460.0,2519.0,3.0,40.0,629.0,166.0,154.0,143.0,154.0,178.0,1
alibaba/canal,54,8,0,0,0,41,46,0,0,0.0,7587038,alibaba/canal,https://github.com/alibaba/canal,2013-01-13 10:59:52,Java,,21338,6352,21338,770,40,alibaba/canal,185.0,141916.0,22.0,58.0,1464.0,840.0,2680.0,3520.0,59.0,479.0,538.0,1.0,48.0,611.0,158.0,153.0,156.0,153.0,149.0,1
seata/seata,23,13,1,1,0,12,20,2,1,1.0,163387337,seata/seata,https://github.com/seata/seata,2018-12-28 08:37:22,Java,,21257,7089,21257,590,41,seata/seata,255.0,71532.0,30.0,60.0,1427.0,552.0,1971.0,2523.0,91.0,1813.0,1904.0,756.0,75.0,640.0,168.0,152.0,164.0,152.0,172.0,1
dromara/hutool,15,2,0,1,0,3,24,0,3,3.0,18723836,dromara/hutool,https://github.com/dromara/hutool,2014-04-13 07:23:51,Java,,21237,6095,21237,16,42,dromara/hutool,238.0,0.0,30.0,0.0,3312.0,3.0,1639.0,1642.0,1.0,506.0,507.0,0.0,164.0,598.0,150.0,151.0,149.0,151.0,147.0,1
alibaba/spring-cloud-alibaba,18,4,0,0,0,17,27,1,2,2.0,112785414,alibaba/spring-cloud-alibaba,https://github.com/alibaba/spring-cloud-alibaba,2017-12-01 20:49:15,Java,,20798,6384,20798,390,43,alibaba/spring-cloud-alibaba,152.0,0.0,27.0,0.0,2055.0,360.0,1294.0,1654.0,18.0,756.0,774.0,1.0,50.0,613.0,159.0,150.0,157.0,150.0,156.0,1
apache/kafka,13,0,0,0,0,3,10,0,32,0.0,2211243,apache/kafka,https://github.com/apache/kafka,2011-08-15 18:06:16,Java,,20529,10829,20529,976,44,apache/kafka,1101.0,0.0,0.0,0.0,9797.0,0.0,0.0,0.0,936.0,10923.0,11859.0,0.0,92.0,668.0,176.0,149.0,180.0,149.0,190.0,1
alibaba/nacos,19,70,2,0,0,7,23,1,3,3.0,137451403,alibaba/nacos,https://github.com/alibaba/nacos,2018-06-15 06:49:27,Java,,20501,8594,20501,490,45,alibaba/nacos,277.0,516680.0,30.0,60.0,3952.0,646.0,4715.0,5361.0,44.0,2392.0,2436.0,35.0,67.0,646.0,171.0,148.0,173.0,148.0,177.0,1
halo-dev/halo,0,12,0,0,0,14,20,0,1,3.0,126178683,halo-dev/halo,https://github.com/halo-dev/halo,2018-03-21 12:56:52,Java,,20404,6970,20404,66,46,halo-dev/halo,91.0,33294.0,30.0,30.0,2099.0,77.0,1003.0,1080.0,3.0,592.0,595.0,0.0,141.0,608.0,155.0,147.0,163.0,147.0,151.0,1
google/gson,12,1,0,0,0,3,9,0,3,3.0,32538871,google/gson,https://github.com/google/gson,2015-03-19 18:21:20,Java,,20340,3940,20340,637,47,google/gson,133.0,0.0,3.0,0.0,1645.0,481.0,967.0,1448.0,154.0,450.0,604.0,1.0,42.0,571.0,141.0,146.0,127.0,146.0,152.0,1
xuxueli/xxl-job,41,0,0,0,0,6,26,0,0,0.0,47023603,xuxueli/xxl-job,https://github.com/xuxueli/xxl-job,2015-11-28 12:59:34,Java,,20057,8498,20057,818,48,xuxueli/xxl-job,82.0,0.0,30.0,0.0,1694.0,802.0,1635.0,2437.0,88.0,265.0,353.0,0.0,342.0,601.0,151.0,145.0,172.0,145.0,139.0,1
ReactiveX/RxAndroid,6,3,0,0,0,1,5,0,9,4.0,23095954,ReactiveX/RxAndroid,https://github.com/ReactiveX/RxAndroid,2014-08-19 03:46:38,Java,,19556,3001,19556,1,49,ReactiveX/RxAndroid,86.0,0.0,18.0,0.0,518.0,1.0,340.0,341.0,0.0,230.0,230.0,2.0,63.0,537.0,130.0,144.0,116.0,144.0,133.0,1
libgdx/libgdx,3,12,0,0,0,5,21,1,0,0.0,5373551,libgdx/libgdx,https://github.com/libgdx/libgdx,2012-08-10 19:34:38,Java,,19363,6237,19363,224,50,libgdx/libgdx,673.0,24479.0,8.0,3.0,14898.0,169.0,3283.0,3452.0,68.0,3214.0,3282.0,2.0,67.0,618.0,161.0,143.0,152.0,143.0,180.0,1
DrKLO/Telegram,12,0,0,0,0,0,5,0,0,0.0,13862381,DrKLO/Telegram,https://github.com/DrKLO/Telegram,2013-10-25 14:08:10,Java,,18748,6503,18748,477,51,DrKLO/Telegram,19.0,0.0,30.0,0.0,439.0,0.0,0.0,0.0,211.0,310.0,521.0,0.0,10.0,590.0,145.0,142.0,158.0,142.0,148.0,1
google/ExoPlayer,13,1,0,0,0,0,1,0,16,6.0,20818126,google/ExoPlayer,https://github.com/google/ExoPlayer,2014-06-13 21:19:18,Java,,18586,5452,18586,544,52,google/ExoPlayer,295.0,0.0,17.0,0.0,12924.0,534.0,8372.0,8906.0,26.0,1051.0,1077.0,12.0,56.0,590.0,145.0,141.0,145.0,141.0,163.0,1
didi/DoraemonKit,83,12,0,0,0,47,63,0,0,0.0,144705602,didi/DoraemonKit,https://github.com/didi/DoraemonKit,2018-08-14 10:32:07,Java,,18261,2697,18261,151,53,didi/DoraemonKit,156.0,0.0,7.0,0.0,2167.0,146.0,461.0,607.0,17.0,368.0,385.0,0.0,208.0,534.0,127.0,140.0,111.0,140.0,143.0,1
apache/skywalking,33,9,0,0,0,3,22,0,2,0.0,45721011,apache/skywalking,https://github.com/apache/skywalking,2015-11-07 03:30:36,Java,,18240,5372,18240,50,54,apache/skywalking,447.0,2042.0,30.0,12.0,6944.0,50.0,4045.0,4095.0,0.0,3930.0,3930.0,0.0,442.0,605.0,153.0,139.0,144.0,139.0,183.0,1
square/picasso,0,1,0,0,0,0,0,0,1,2.0,10057936,square/picasso,https://github.com/square/picasso,2013-05-14 15:07:47,Java,,18173,4020,18173,222,55,square/picasso,133.0,0.0,7.0,0.0,1482.0,192.0,1356.0,1548.0,24.0,697.0,721.0,1.0,19.0,559.0,136.0,138.0,128.0,138.0,155.0,1
jenkinsci/jenkins,6,6,0,0,0,0,15,0,0,0.0,1103607,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins,2010-11-22 21:21:23,Java,,18168,7119,18168,80,56,jenkinsci/jenkins,1039.0,854.0,30.0,128.0,32153.0,0.0,0.0,0.0,70.0,6192.0,6262.0,0.0,37.0,625.0,163.0,137.0,165.0,137.0,186.0,1
Baseflow/PhotoView,5,2,1,0,0,4,5,2,2,5.0,5084750,Baseflow/PhotoView,https://github.com/Baseflow/PhotoView,2012-07-17 16:39:00,Java,,18041,3854,18041,190,57,Baseflow/PhotoView,48.0,0.0,5.0,0.0,462.0,180.0,475.0,655.0,14.0,137.0,151.0,0.0,47.0,525.0,125.0,136.0,125.0,136.0,128.0,1
alibaba/Sentinel,5,23,0,0,0,18,26,0,5,4.0,128018428,alibaba/Sentinel,https://github.com/alibaba/Sentinel,2018-04-04 06:37:33,Java,,17967,6320,17967,460,58,alibaba/Sentinel,163.0,250270.0,19.0,22.0,733.0,370.0,1363.0,1733.0,122.0,666.0,788.0,1.0,41.0,583.0,143.0,135.0,154.0,135.0,159.0,1
redisson/redisson,37,31,0,0,0,30,72,0,0,5.0,15823460,redisson/redisson,https://github.com/redisson/redisson,2014-01-11 14:06:25,Java,,17895,4340,17895,242,59,redisson/redisson,156.0,0.0,30.0,0.0,7150.0,247.0,3456.0,3703.0,27.0,428.0,455.0,0.0,462.0,543.0,132.0,134.0,130.0,134.0,145.0,1
bazelbuild/bazel,14,1,0,0,0,1,11,0,0,0.0,20773773,bazelbuild/bazel,https://github.com/bazelbuild/bazel,2014-06-12 16:00:38,Java,,17719,3185,17719,2311,60,bazelbuild/bazel,902.0,3257.0,30.0,900.0,32044.0,2280.0,7250.0,9530.0,185.0,4696.0,4881.0,3.0,48.0,568.0,140.0,133.0,118.0,133.0,184.0,1
apache/flink,20,0,0,0,0,0,9,0,2,3.0,20587599,apache/flink,https://github.com/apache/flink,2014-06-07 07:00:10,Java,,17666,9942,17666,749,61,apache/flink,1484.0,0.0,0.0,0.0,30217.0,0.0,0.0,0.0,816.0,18158.0,18974.0,0.0,67.0,634.0,167.0,132.0,178.0,132.0,192.0,1
CarGuo/GSYVideoPlayer,14,21,7,2,0,25,34,0,0,9.0,73614722,CarGuo/GSYVideoPlayer,https://github.com/CarGuo/GSYVideoPlayer,2016-11-13 12:34:31,Java,,16907,3724,16907,16,62,CarGuo/GSYVideoPlayer,20.0,42636.0,30.0,30.0,1404.0,14.0,3281.0,3295.0,0.0,46.0,46.0,1.0,424.0,487.0,115.0,131.0,123.0,131.0,102.0,1
nostra13/Android-Universal-Image-Loader,22,4,0,0,0,14,16,1,1,9.0,2862290,nostra13/Android-Universal-Image-Loader,https://github.com/nostra13/Android-Universal-Image-Loader,2011-11-27 18:48:23,Java,,16828,6252,16828,446,63,nostra13/Android-Universal-Image-Loader,42.0,0.0,0.0,0.0,1038.0,442.0,773.0,1215.0,5.0,147.0,152.0,0.0,217.0,542.0,131.0,130.0,153.0,130.0,129.0,1
elunez/eladmin,43,4,0,0,0,7,14,0,6,1.0,161757837,elunez/eladmin,https://github.com/elunez/eladmin,2018-12-14 08:54:24,Java,,16797,6144,16797,32,64,elunez/eladmin,50.0,0.0,0.0,0.0,474.0,18.0,570.0,588.0,3.0,135.0,138.0,3.0,51.0,534.0,127.0,129.0,151.0,129.0,125.0,1
facebook/fresco,4,6,0,0,0,4,9,0,2,1.0,31533997,facebook/fresco,https://github.com/facebook/fresco,2015-03-02 09:58:04,Java,,16706,3764,16706,170,65,facebook/fresco,384.0,1332.0,30.0,10.0,3144.0,164.0,2058.0,2222.0,12.0,392.0,404.0,0.0,62.0,524.0,124.0,128.0,124.0,128.0,144.0,1
linlinjava/litemall,69,5,0,0,0,9,19,0,1,3.0,126365965,linlinjava/litemall,https://github.com/linlinjava/litemall,2018-03-22 16:42:30,Java,,16579,6585,16579,28,66,linlinjava/litemall,66.0,0.0,8.0,0.0,1151.0,24.0,312.0,336.0,3.0,160.0,163.0,0.0,68.0,544.0,133.0,127.0,159.0,127.0,131.0,1
oracle/graal,3,1,0,0,0,0,0,0,13,0.0,49662222,oracle/graal,https://github.com/oracle/graal,2016-01-14 17:11:35,Java,,16229,1252,16229,811,67,oracle/graal,351.0,246679.0,30.0,83.0,63960.0,756.0,2113.0,2869.0,89.0,1310.0,1399.0,0.0,71.0,517.0,121.0,126.0,96.0,126.0,169.0,1
forezp/SpringCloudLearning,62,0,0,0,0,1,63,0,0,0.0,87624870,forezp/SpringCloudLearning,https://github.com/forezp/SpringCloudLearning,2017-04-08 10:06:56,Java,,16189,7778,16189,46,68,forezp/SpringCloudLearning,3.0,0.0,0.0,0.0,72.0,36.0,12.0,48.0,10.0,3.0,13.0,0.0,41.0,508.0,119.0,125.0,169.0,125.0,89.0,1
dianping/cat,33,4,0,0,0,14,14,0,0,0.0,7010724,dianping/cat,https://github.com/dianping/cat,2012-12-05 02:31:48,Java,,16185,5034,16185,170,69,dianping/cat,124.0,0.0,0.0,0.0,7320.0,89.0,1054.0,1143.0,28.0,1002.0,1030.0,0.0,121.0,550.0,134.0,124.0,140.0,124.0,162.0,1
shuzheng/zheng,133,19,0,0,0,20,111,0,18,2.0,69953445,shuzheng/zheng,https://github.com/shuzheng/zheng,2016-10-04 10:07:06,Java,,16148,7463,16148,67,70,shuzheng/zheng,13.0,0.0,0.0,0.0,1241.0,34.0,62.0,96.0,36.0,85.0,121.0,0.0,293.0,535.0,129.0,123.0,167.0,123.0,122.0,1
brettwooldridge/HikariCP,19,11,0,1,0,30,38,1,82,9.0,13404515,brettwooldridge/HikariCP,https://github.com/brettwooldridge/HikariCP,2013-10-08 05:43:03,Java,,16087,2439,16087,381,71,brettwooldridge/HikariCP,124.0,0.0,0.0,0.0,2803.0,333.0,1210.0,1543.0,60.0,299.0,359.0,1.0,450.0,491.0,116.0,122.0,107.0,122.0,140.0,1
