fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,Label
stretchr/testify,0,0,0,1,1,1,1,1,0,14904,14904,1161,85,stretchr/testify,223.0,0.0,2.0,0.0,780.0,218.0,371.0,589.0,106.0,463.0,569.0,2.0,81.0,stretchr/testify,2012-10-16 16:43:17,3461,0.0,0.0644322450158913,0.0,0.0005778676683039,0.2253683906385437,0.0,1
fyne-io/fyne,0,1,0,1,1,0,1,0,0,14738,14738,795,86,fyne-io/fyne,125.0,0.0,2.0,0.0,6199.0,333.0,1300.0,1633.0,14.0,1171.0,1185.0,5.0,128.0,fyne-io/fyne,2018-02-04 22:07:16,1524,0.0,0.082020997375328,0.0,0.0013123359580052,4.06758530183727,0.0,1
jaegertracing/jaeger,1,1,0,1,1,1,1,1,0,14722,14722,1768,87,jaegertracing/jaeger,261.0,15423.0,30.0,144.0,1633.0,321.0,1164.0,1485.0,15.0,1836.0,1851.0,4.0,83.0,jaegertracing/jaeger,2016-04-15 18:49:02,2184,7.061813186813187,0.1195054945054945,0.0659340659340659,0.0137362637362637,0.7477106227106227,4.8,1
grafana/k6,1,1,0,1,0,0,1,1,0,14686,14686,756,88,grafana/k6,137.0,22202.0,30.0,208.0,4464.0,322.0,947.0,1269.0,35.0,1096.0,1131.0,4.0,118.0,grafana/k6,2016-03-21 15:30:24,2209,10.050701674966048,0.0620190131281122,0.0941602535083748,0.0135808057944771,2.0208239022181984,6.933333333333334,1
hoanhan101/ultimate-go,0,1,0,0,0,0,1,0,0,14642,14642,1155,89,hoanhan101/ultimate-go,29.0,0.0,2.0,0.0,247.0,0.0,14.0,14.0,0.0,38.0,38.0,0.0,116.0,hoanhan101/ultimate-go,2018-04-28 04:11:24,1441,0.0,0.0201249132546842,0.0,0.0013879250520471,0.1714087439278279,0.0,1
grafana/loki,1,1,0,1,0,1,1,1,0,14391,14391,1696,90,grafana/loki,524.0,11906.0,22.0,518.0,3192.0,438.0,2019.0,2457.0,66.0,3041.0,3107.0,0.0,104.0,grafana/loki,2018-04-16 09:22:48,1453,8.194081211286992,0.3606331727460427,0.3565037852718513,0.0151410874053682,2.1968341362697865,23.545454545454547,1
derailed/k9s,0,1,0,1,0,1,1,1,1,14380,14380,882,91,derailed/k9s,153.0,5962.0,30.0,289.0,1281.0,237.0,871.0,1108.0,28.0,353.0,381.0,27.0,173.0,derailed/k9s,2019-01-25 18:46:02,1169,5.100085543199316,0.1308810949529512,0.2472198460222412,0.0256629597946963,1.095808383233533,9.633333333333333,1
uber-go/zap,1,1,0,1,1,0,1,1,0,14247,14247,1055,92,uber-go/zap,105.0,0.0,30.0,0.0,532.0,81.0,448.0,529.0,17.0,516.0,533.0,1.0,45.0,uber-go/zap,2016-02-18 19:52:56,2241,0.0,0.0468540829986613,0.0,0.0133868808567603,0.2373940205265506,0.0,1
cayleygraph/cayley,0,1,0,1,0,1,1,0,0,13999,13999,1264,93,cayleygraph/cayley,116.0,1226.0,15.0,123.0,1752.0,80.0,397.0,477.0,7.0,475.0,482.0,5.0,60.0,cayleygraph/cayley,2014-06-05 18:49:41,2864,0.428072625698324,0.0405027932960893,0.0429469273743016,0.0052374301675977,0.611731843575419,8.2,1
filebrowser/filebrowser,0,1,0,1,0,0,1,1,0,13720,13720,1748,94,filebrowser/filebrowser,121.0,4196.0,30.0,538.0,2284.0,136.0,1091.0,1227.0,19.0,411.0,430.0,4.0,61.0,filebrowser/filebrowser,2015-09-11 21:21:58,2401,1.7476051645147854,0.0503956684714702,0.2240733027905039,0.0124947938359017,0.9512703040399834,17.933333333333334,1
kubernetes/kops,0,1,0,1,0,0,1,1,0,13563,13563,4196,95,kubernetes/kops,904.0,4633.0,30.0,748.0,16749.0,149.0,4400.0,4549.0,40.0,8712.0,8752.0,0.0,123.0,kubernetes/kops,2016-06-27 22:01:15,2111,2.194694457603032,0.4282330648981525,0.354334438654666,0.0142112742775935,7.9341544291804835,24.933333333333334,1
julienschmidt/httprouter,0,1,0,1,0,0,1,0,0,13455,13455,1289,96,julienschmidt/httprouter,47.0,0.0,4.0,0.0,285.0,51.0,168.0,219.0,16.0,99.0,115.0,5.0,73.0,julienschmidt/httprouter,2013-12-05 15:10:55,3046,0.0,0.0154300722258699,0.0,0.0013131976362442,0.0935653315824031,0.0,1
hashicorp/packer,0,1,0,1,1,0,1,1,0,13314,13314,3175,97,hashicorp/packer,1463.0,0.0,30.0,30.0,17817.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0,hashicorp/packer,2013-03-23 05:43:03,3303,0.0,0.4429306690887072,0.0090826521344232,0.0090826521344232,5.394187102633969,1.0,1
chrislusf/seaweedfs,1,1,0,1,0,1,1,0,0,13273,13273,1638,98,chrislusf/seaweedfs,208.0,179.0,30.0,567.0,7190.0,61.0,1787.0,1848.0,6.0,644.0,650.0,0.0,191.0,chrislusf/seaweedfs,2014-07-14 16:41:37,2825,0.063362831858407,0.0736283185840707,0.2007079646017699,0.0106194690265486,2.545132743362832,18.9,1
v2fly/v2ray-core,1,1,0,0,0,1,1,0,0,13191,13191,2222,99,v2fly/v2ray-core,134.0,28507.0,30.0,900.0,6153.0,33.0,468.0,501.0,23.0,681.0,704.0,1.0,67.0,v2fly/v2ray-core,2019-04-15 10:05:54,1089,26.17722681359045,0.1230486685032139,0.8264462809917356,0.0275482093663911,5.650137741046832,30.0,1
recoilme/slowpoke,0,0,1,0,0,0,0,0,0,98,98,8,197,recoilme/slowpoke,5.0,0.0,8.0,0.0,141.0,0.0,9.0,9.0,0.0,10.0,10.0,0.0,48.0,recoilme/slowpoke,2018-02-19 09:22:37,1509,0.0,0.0033134526176275,0.0,0.0053015241882041,0.0934393638170974,0.0,0
meltwater/secretary,0,1,0,1,0,0,1,0,0,94,94,8,193,meltwater/secretary,13.0,468.0,14.0,28.0,131.0,0.0,3.0,3.0,0.0,21.0,21.0,0.0,50.0,meltwater/secretary,2015-12-11 13:35:24,2310,0.2025974025974026,0.0056277056277056,0.0121212121212121,0.006060606060606,0.0567099567099567,2.0,0
kakao/network-node-manager,1,1,0,1,0,1,1,0,0,89,89,18,188,kakao/network-node-manager,6.0,0.0,9.0,0.0,48.0,0.0,6.0,6.0,0.0,11.0,11.0,0.0,17.0,kakao/network-node-manager,2020-08-03 01:48:54,613,0.0,0.0097879282218597,0.0,0.0146818923327895,0.0783034257748776,0.0,0
apprenda/kuberang,0,1,0,1,0,0,1,0,0,84,84,20,183,apprenda/kuberang,7.0,186.0,9.0,16.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,apprenda/kuberang,2016-09-28 14:04:21,2018,0.0921704658077304,0.0034687809712586,0.0079286422200198,0.0044598612487611,0.0396432111000991,1.7777777777777777,0
lukevers/kittens,0,0,0,1,0,1,1,0,0,83,83,10,182,lukevers/kittens,6.0,0.0,1.0,0.0,426.0,5.0,45.0,50.0,0.0,15.0,15.0,1.0,44.0,lukevers/kittens,2013-03-05 04:24:35,3321,0.0,0.001806684733514,0.0,0.0003011141222523,0.1282746160794941,0.0,0
Azure/blobporter,1,1,0,0,1,1,1,1,0,82,82,27,181,Azure/blobporter,8.0,177897.0,21.0,42.0,264.0,10.0,35.0,45.0,0.0,71.0,71.0,0.0,74.0,Azure/blobporter,2016-11-28 02:22:44,1957,90.90291262135922,0.00408788962698,0.0214614205416453,0.0107307102708226,0.1349003576903423,2.0,0
syohex/byzanz-window,0,1,0,1,0,0,0,0,0,81,81,4,180,syohex/byzanz-window,3.0,245.0,4.0,4.0,56.0,0.0,2.0,2.0,0.0,8.0,8.0,0.0,19.0,syohex/byzanz-window,2014-07-01 04:59:57,2838,0.0863284002818886,0.0010570824524312,0.0014094432699083,0.0014094432699083,0.0197322057787174,1.0,0
adinfinit/zombies-on-ice,0,1,0,1,1,0,0,0,1,80,80,5,179,adinfinit/zombies-on-ice,1.0,9.0,2.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,adinfinit/zombies-on-ice,2016-12-10 10:52:19,1945,0.0046272493573264,0.0005141388174807,0.0041131105398457,0.0010282776349614,0.0267352185089974,4.0,0
microsoft/LaBench,0,1,0,1,0,1,0,1,0,79,79,13,178,microsoft/LaBench,3.0,187.0,4.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,microsoft/LaBench,2019-05-29 01:37:50,1045,0.1789473684210526,0.0028708133971291,0.0076555023923444,0.0038277511961722,0.0239234449760765,2.0,0
strava/go.serversets,0,1,0,1,0,0,1,1,0,77,77,12,176,strava/go.serversets,2.0,0.0,1.0,0.0,43.0,1.0,1.0,2.0,2.0,21.0,23.0,0.0,7.0,strava/go.serversets,2014-11-24 22:37:41,2692,0.0,0.00074294205052,0.0,0.00037147102526,0.0159732540861812,0.0,0
bsideup/forward2docker,0,1,0,1,0,0,1,1,0,74,74,10,173,bsideup/forward2docker,3.0,288.0,4.0,6.0,10.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,6.0,bsideup/forward2docker,2015-08-01 18:25:58,2442,0.1179361179361179,0.0012285012285012,0.0024570024570024,0.0016380016380016,0.004095004095004,1.5,0
mantika/whaleprint,1,1,0,1,1,0,1,0,0,73,73,3,172,mantika/whaleprint,2.0,15.0,3.0,21.0,76.0,6.0,6.0,12.0,1.0,4.0,5.0,0.0,25.0,mantika/whaleprint,2016-07-01 12:28:04,2107,0.0071191267204556,0.0009492168960607,0.0099667774086378,0.0014238253440911,0.0360702420503084,7.0,0
matryer/anno,0,1,0,1,0,0,0,0,0,66,66,8,165,matryer/anno,2.0,0.0,1.0,0.0,44.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,19.0,matryer/anno,2015-05-31 12:02:38,2504,0.0,0.0007987220447284,0.0,0.0003993610223642,0.0175718849840255,0.0,0
gorilla/css,1,0,0,0,0,0,0,0,0,65,65,31,164,gorilla/css,6.0,0.0,1.0,0.0,22.0,3.0,3.0,6.0,1.0,11.0,12.0,0.0,4.0,gorilla/css,2013-08-18 10:28:48,3155,0.0,0.0019017432646592,0.0,0.0003169572107765,0.0069730586370839,0.0,0
MG-RAST/AWE,0,1,0,0,0,0,1,0,0,63,63,22,162,MG-RAST/AWE,19.0,5994.0,30.0,51.0,3065.0,1.0,50.0,51.0,0.0,644.0,644.0,0.0,30.0,MG-RAST/AWE,2012-05-04 20:43:34,3626,1.653061224489796,0.0052399338113623,0.0140650854936569,0.0082735797021511,0.8452840595697738,1.7,0
giantswarm/yochu,0,1,0,1,0,1,1,1,0,46,46,1,145,giantswarm/yochu,9.0,30.0,6.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,giantswarm/yochu,2016-02-04 10:54:35,2255,0.0133037694013303,0.0039911308203991,0.002660753880266,0.002660753880266,0.024390243902439,1.0,0
xinsnake/go-http-digest-auth-client,0,0,0,1,0,0,1,0,0,28,28,48,127,xinsnake/go-http-digest-auth-client,10.0,0.0,3.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,xinsnake/go-http-digest-auth-client,2016-08-24 00:34:08,2053,0.0,0.0048709206039941,0.0,0.0014612761811982,0.0219191427179736,0.0,0
ibmjstart/cf-download,1,1,0,1,0,0,1,0,0,23,23,10,122,ibmjstart/cf-download,7.0,3515.0,3.0,3.0,149.0,5.0,4.0,9.0,0.0,4.0,4.0,0.0,35.0,ibmjstart/cf-download,2015-04-01 14:17:54,2564,1.3709048361934475,0.0027301092043681,0.001170046801872,0.001170046801872,0.0581123244929797,1.0,0
18F/shipper,0,1,0,1,0,0,1,0,0,19,19,7,118,18F/shipper,3.0,5809.0,7.0,7.0,25.0,5.0,6.0,11.0,0.0,1.0,1.0,0.0,6.0,18F/shipper,2014-09-23 23:05:41,2754,2.109295570079884,0.0010893246187363,0.0025417574437182,0.0025417574437182,0.0090777051561365,1.0,0
y13i/j2y,0,0,0,1,0,1,0,0,0,16,16,4,115,y13i/j2y,2.0,41.0,3.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,y13i/j2y,2015-10-02 18:47:17,2380,0.0172268907563025,0.0008403361344537,0.015126050420168,0.0012605042016806,0.0138655462184873,12.0,0
ccpgames/aggregateD,0,1,0,1,0,0,0,0,0,15,15,1,114,ccpgames/aggregateD,3.0,21.0,4.0,3.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,ccpgames/aggregateD,2015-05-13 13:47:08,2522,0.0083267248215701,0.0011895321173671,0.0011895321173671,0.0015860428231562,0.0380650277557494,0.75,0
ndeloof/docker-gc,1,1,0,1,0,0,1,0,0,14,14,7,113,ndeloof/docker-gc,3.0,3.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ndeloof/docker-gc,2015-12-04 11:22:10,2317,0.001294777729823,0.001294777729823,0.0004315925766076,0.0004315925766076,0.0069054812257229,1.0,0
vicanso/varnish-agent,1,0,0,1,0,0,0,0,0,8,8,3,107,vicanso/varnish-agent,2.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,vicanso/varnish-agent,2015-05-12 13:13:49,2523,0.0,0.0007927070947284,0.0,0.0027744748315497,0.0079270709472849,0.0,0
