fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,Label
apache/superset,0,1,0,1,0,0,1,1,0,42389,42389,8238,16,apache/superset,803.0,575153.0,30.0,21.0,11146.0,911.0,6916.0,7827.0,175.0,10126.0,10301.0,0.0,219.0,apache/superset,2015-07-21 18:55:34,2453,234.46922136159804,0.3273542600896861,0.0085609457806767,0.0122299225438238,4.543823889115369,0.7,0
babel/babel,1,1,0,1,0,1,1,1,0,40045,40045,5121,17,babel/babel,1110.0,0.0,2.0,0.0,15100.0,637.0,7422.0,8059.0,151.0,5636.0,5787.0,0.0,250.0,babel/babel,2014-09-28 13:38:23,2749,0.0,0.4037831938886868,0.0,0.0007275372862859,5.492906511458712,0.0,0
vercel/hyper,1,0,0,1,1,0,1,0,0,37390,37390,3099,18,vercel/hyper,285.0,1269083.0,30.0,444.0,3045.0,746.0,2719.0,3465.0,16.0,2791.0,2807.0,1.0,89.0,vercel/hyper,2016-07-01 06:01:21,2107,602.3175130517324,0.1352634076886568,0.2107261509254864,0.0142382534409112,1.4451827242524915,14.8,0
facebook/jest,1,1,0,1,0,1,1,1,0,37268,37268,5488,19,facebook/jest,1446.0,0.0,2.0,0.0,6020.0,1432.0,5278.0,6710.0,160.0,5589.0,5749.0,4.0,150.0,facebook/jest,2013-12-10 00:18:04,3041,0.0,0.4755014797763893,0.0,0.0006576783952647,1.979611969746793,0.0,0
DefinitelyTyped/DefinitelyTyped,0,1,0,1,0,1,1,1,0,36910,36910,26244,20,DefinitelyTyped/DefinitelyTyped,17583.0,0.0,2.0,0.0,79703.0,552.0,7099.0,7651.0,215.0,50096.0,50311.0,1.0,549.0,DefinitelyTyped/DefinitelyTyped,2012-10-05 16:39:45,3472,0.0,5.064228110599078,0.0,0.0005760368663594,22.955933179723505,0.0,0
styled-components/styled-components,1,1,0,1,0,1,1,1,0,35385,35385,2188,21,styled-components/styled-components,343.0,0.0,2.0,0.0,3302.0,72.0,2439.0,2511.0,6.0,1145.0,1151.0,0.0,193.0,styled-components/styled-components,2016-08-16 06:41:32,2061,0.0,0.1664240659873847,0.0,0.0009704027171276,1.6021348859776807,0.0,0
pixijs/pixijs,0,1,0,1,0,1,1,1,0,34889,34889,4433,22,pixijs/pixijs,461.0,1515.0,30.0,312.0,5905.0,98.0,4644.0,4742.0,12.0,3043.0,3055.0,3.0,157.0,pixijs/pixijs,2013-01-21 22:40:50,3364,0.4503567181926278,0.137039239001189,0.0927467300832342,0.0089179548156956,1.755350772889417,10.4,0
vitejs/vite,0,1,0,0,0,1,0,0,0,34605,34605,2475,23,vitejs/vite,523.0,0.0,2.0,0.0,3717.0,688.0,2820.0,3508.0,193.0,2107.0,2300.0,6.0,111.0,vitejs/vite,2020-04-21 05:03:57,717,0.0,0.7294281729428173,0.0,0.00278940027894,5.184100418410042,0.0,0
vuetifyjs/vuetify,1,1,0,1,1,1,1,1,0,32980,32980,5976,24,vuetifyjs/vuetify,753.0,1675.0,30.0,30.0,11682.0,984.0,9589.0,10573.0,46.0,3743.0,3789.0,0.0,140.0,vuetifyjs/vuetify,2016-09-12 00:39:35,2034,0.8235004916420846,0.3702064896755162,0.0147492625368731,0.0147492625368731,5.743362831858407,1.0,0
immutable-js/immutable-js,0,1,0,1,1,1,1,1,0,31631,31631,1851,25,immutable-js/immutable-js,217.0,0.0,2.0,0.0,1689.0,92.0,1112.0,1204.0,20.0,666.0,686.0,12.0,145.0,immutable-js/immutable-js,2014-07-02 06:02:29,2837,0.0,0.0764892492069087,0.0,0.0007049700387733,0.5953471977440958,0.0,0
ant-design/ant-design-pro,1,1,0,1,0,0,1,1,0,30815,30815,7167,26,ant-design/ant-design-pro,312.0,0.0,2.0,0.0,2368.0,143.0,8030.0,8173.0,1.0,1315.0,1316.0,7.0,82.0,ant-design/ant-design-pro,2017-08-25 10:40:44,1687,0.0,0.1849436870183758,0.0,0.0011855364552459,1.4036751630112625,0.0,0
nativefier/nativefier,0,1,0,1,0,1,1,0,0,29181,29181,1862,27,nativefier/nativefier,136.0,0.0,2.0,0.0,1146.0,181.0,890.0,1071.0,9.0,283.0,292.0,9.0,114.0,nativefier/nativefier,2015-07-05 05:56:42,2469,0.0,0.0550830295666261,0.0,0.0008100445524503,0.4641555285540705,0.0,0
formium/formik,0,1,0,1,0,1,1,0,0,28889,28889,2362,28,formium/formik,429.0,0.0,2.0,0.0,1703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,formium/formik,2017-06-14 19:50:59,1759,0.0,0.2438885730528709,0.0,0.0011370096645821,0.9681637293916998,0.0,0
facebook/docusaurus,1,1,0,1,0,1,1,1,0,28685,28685,3855,29,facebook/docusaurus,857.0,0.0,2.0,0.0,4704.0,148.0,1952.0,2100.0,37.0,4241.0,4278.0,1.0,72.0,facebook/docusaurus,2017-06-20 16:13:53,1753,0.0,0.488876212207644,0.0,0.0011409013120365,2.6833998859098687,0.0,0
laurent22/joplin,1,1,0,1,0,1,1,1,1,26707,26707,2938,30,laurent22/joplin,495.0,131267.0,30.0,210.0,7535.0,310.0,4073.0,4383.0,8.0,1815.0,1823.0,0.0,687.0,laurent22/joplin,2017-01-16 21:49:41,1908,68.79821802935011,0.2594339622641509,0.110062893081761,0.0157232704402515,3.94916142557652,7.0,0
typeorm/typeorm,0,1,0,1,0,1,1,1,0,26427,26427,4744,32,typeorm/typeorm,853.0,0.0,2.0,0.0,4929.0,1444.0,5113.0,6557.0,23.0,2145.0,2168.0,5.0,196.0,typeorm/typeorm,2016-02-29 07:41:14,2230,0.0,0.3825112107623318,0.0,0.000896860986547,2.2103139013452915,0.0,0
vuejs/vue-next,1,0,0,1,1,0,0,0,0,26155,26155,4543,33,vuejs/vue-next,321.0,0.0,2.0,0.0,4204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,vuejs/vue-next,2018-06-12 13:49:36,1396,0.0,0.2299426934097421,0.0,0.0014326647564469,3.011461318051576,0.0,0
ReactiveX/rxjs,0,1,0,1,1,1,1,1,0,26062,26062,2680,34,ReactiveX/rxjs,531.0,0.0,2.0,0.0,4982.0,201.0,2799.0,3000.0,35.0,3597.0,3632.0,6.0,119.0,ReactiveX/rxjs,2015-03-15 06:17:10,2581,0.0,0.2057342115459124,0.0,0.0007748934521503,1.9302595893064705,0.0,0
postcss/postcss,1,1,0,1,0,0,1,0,0,25532,25532,1433,35,postcss/postcss,403.0,0.0,2.0,0.0,3695.0,12.0,846.0,858.0,0.0,825.0,825.0,3.0,775.0,postcss/postcss,2013-09-24 23:06:48,3118,0.0,0.1292495189223861,0.0,0.0006414368184733,1.1850545221295703,0.0,0
excalidraw/excalidraw,1,1,0,1,0,0,1,1,0,25212,25212,1904,36,excalidraw/excalidraw,198.0,487.0,3.0,3.0,2518.0,493.0,1253.0,1746.0,115.0,2908.0,3023.0,0.0,53.0,excalidraw/excalidraw,2020-01-02 01:04:43,827,0.5888754534461911,0.2394195888754534,0.0036275695284159,0.0036275695284159,3.0447400241837967,1.0,0
angular/angular-cli,1,1,0,1,0,0,1,0,0,25071,25071,11900,37,angular/angular-cli,614.0,0.0,2.0,0.0,8974.0,232.0,13304.0,13536.0,23.0,8803.0,8826.0,8.0,167.0,angular/angular-cli,2015-06-04 19:49:37,2500,0.0,0.2456,0.0,0.0008,3.5896,0.0,0
niklasvh/html2canvas,1,1,0,1,0,0,1,1,0,24826,24826,4176,38,niklasvh/html2canvas,55.0,17685477.0,30.0,83.0,1066.0,713.0,1619.0,2332.0,37.0,405.0,442.0,3.0,12.0,niklasvh/html2canvas,2011-07-16 01:05:58,3919,4512.752487879561,0.0140341923960193,0.0211788721612656,0.0076550140341923,0.2720081653483031,2.7666666666666666,1
cheeriojs/cheerio,1,1,0,1,1,1,1,0,0,24572,24572,1504,40,cheeriojs/cheerio,146.0,0.0,2.0,0.0,1844.0,20.0,1035.0,1055.0,4.0,1321.0,1325.0,10.0,217.0,cheeriojs/cheerio,2011-10-09 04:23:20,3834,0.0,0.0380803338549817,0.0,0.0005216484089723,0.4809598330725091,0.0,0
mobxjs/mobx,0,1,0,1,0,1,1,0,0,24572,24572,1611,39,mobxjs/mobx,314.0,0.0,2.0,0.0,3109.0,13.0,1773.0,1786.0,7.0,1111.0,1118.0,1.0,279.0,mobxjs/mobx,2015-03-14 14:31:38,2582,0.0,0.1216111541440743,0.0,0.0007745933384972,1.2041053446940355,0.0,0
react-hook-form/react-hook-form,1,1,0,1,0,1,1,0,0,24429,24429,1174,41,react-hook-form/react-hook-form,211.0,0.0,2.0,0.0,3135.0,0.0,3010.0,3010.0,16.0,1845.0,1861.0,41.0,266.0,react-hook-form/react-hook-form,2019-03-05 23:47:10,1130,0.0,0.1867256637168141,0.0,0.0017699115044247,2.774336283185841,0.0,0
tannerlinsley/react-query,1,1,0,0,0,1,1,0,0,24136,24136,1256,42,tannerlinsley/react-query,404.0,0.0,2.0,0.0,1451.0,19.0,855.0,874.0,12.0,942.0,954.0,4.0,276.0,tannerlinsley/react-query,2019-09-10 19:23:58,941,0.0,0.4293304994686504,0.0,0.002125398512221,1.5419766206163656,0.0,0
supabase/supabase,1,1,0,1,0,0,1,0,0,24050,24050,1212,43,supabase/supabase,360.0,0.0,2.0,0.0,5257.0,201.0,859.0,1060.0,49.0,1598.0,1647.0,0.0,116.0,supabase/supabase,2019-10-12 05:56:49,909,0.0,0.396039603960396,0.0,0.0022002200220022,5.783278327832783,0.0,0
JedWatson/react-select,1,1,0,1,0,1,1,0,0,23761,23761,3816,44,JedWatson/react-select,507.0,0.0,2.0,0.0,4052.0,154.0,3086.0,3240.0,57.0,1511.0,1568.0,6.0,213.0,JedWatson/react-select,2014-08-26 04:27:45,2782,0.0,0.1822429906542056,0.0,0.0007189072609633,1.456506110711718,0.0,0
akveo/ngx-admin,1,1,0,1,0,1,1,0,0,23255,23255,7385,45,akveo/ngx-admin,37.0,0.0,2.0,0.0,536.0,382.0,1301.0,1683.0,63.0,881.0,944.0,0.0,57.0,akveo/ngx-admin,2016-05-25 10:09:03,2144,0.0,0.0172574626865671,0.0,0.0009328358208955,0.25,0.0,1
ianstormtaylor/slate,0,1,0,1,0,0,1,1,0,23015,23015,2548,46,ianstormtaylor/slate,483.0,0.0,2.0,0.0,3797.0,466.0,2326.0,2792.0,10.0,1993.0,2003.0,2.0,217.0,ianstormtaylor/slate,2016-06-18 01:52:42,2120,0.0,0.2278301886792453,0.0,0.000943396226415,1.7910377358490566,0.0,0
chakra-ui/chakra-ui,1,1,0,1,0,1,1,1,0,22479,22479,1945,47,chakra-ui/chakra-ui,541.0,0.0,2.0,0.0,7915.0,120.0,2313.0,2433.0,29.0,2256.0,2285.0,0.0,287.0,chakra-ui/chakra-ui,2019-08-17 14:27:54,965,0.0,0.5606217616580311,0.0,0.0020725388601036,8.202072538860104,0.0,0
angular/components,0,1,0,1,0,0,1,1,0,22334,22334,5931,48,angular/components,648.0,0.0,2.0,0.0,9418.0,1688.0,11296.0,12984.0,252.0,11214.0,11466.0,13.0,91.0,angular/components,2016-01-04 18:50:02,2286,0.0,0.2834645669291338,0.0,0.0008748906386701,4.119860017497813,0.0,0
doczjs/docz,1,1,0,1,0,1,1,1,0,21987,21987,1398,49,doczjs/docz,136.0,0.0,2.0,0.0,1604.0,109.0,1122.0,1231.0,8.0,467.0,475.0,3.0,102.0,doczjs/docz,2018-03-17 04:24:10,1483,0.0,0.0917060013486176,0.0,0.0013486176668914,1.081591368846932,0.0,0
t4t5/sweetalert,1,1,0,1,1,1,1,1,0,21857,21857,2899,50,t4t5/sweetalert,72.0,0.0,2.0,0.0,361.0,148.0,543.0,691.0,28.0,250.0,278.0,0.0,40.0,t4t5/sweetalert,2014-09-30 11:12:48,2747,0.0,0.0262104113578449,0.0,0.0007280669821623,0.1314160902803058,0.0,0
balena-io/etcher,0,1,0,1,1,1,1,0,0,21852,21852,1539,51,balena-io/etcher,87.0,427933.0,30.0,502.0,2968.0,344.0,1519.0,1863.0,3.0,1841.0,1844.0,9.0,78.0,balena-io/etcher,2015-10-27 16:53:23,2355,181.7125265392781,0.0369426751592356,0.2131634819532908,0.0127388535031847,1.2602972399150745,16.733333333333334,0
pmndrs/react-spring,1,1,0,1,1,1,1,1,0,21845,21845,944,52,pmndrs/react-spring,157.0,0.0,2.0,0.0,3234.0,48.0,1007.0,1055.0,5.0,388.0,393.0,0.0,12.0,pmndrs/react-spring,2018-03-07 15:39:32,1493,0.0,0.1051574012056262,0.0,0.001339584728734,2.1661085063630274,0.0,0
react-native-elements/react-native-elements,1,1,0,1,0,1,1,1,0,21704,21704,4311,53,react-native-elements/react-native-elements,370.0,0.0,2.0,0.0,2229.0,58.0,1837.0,1895.0,8.0,1429.0,1437.0,10.0,105.0,react-native-elements/react-native-elements,2016-09-08 14:21:41,2038,0.0,0.1815505397448479,0.0,0.000981354268891,1.093719332679097,0.0,0
reduxjs/react-redux,0,1,0,1,0,1,1,0,0,21574,21574,3141,54,reduxjs/react-redux,275.0,0.0,2.0,0.0,1053.0,17.0,1133.0,1150.0,5.0,676.0,681.0,2.0,100.0,reduxjs/react-redux,2015-07-11 17:32:01,2463,0.0,0.1116524563540398,0.0,0.000812017864393,0.4275274056029232,0.0,0
vuejs/devtools,1,0,0,0,0,1,1,0,0,21357,21357,3542,55,vuejs/devtools,120.0,55829.0,30.0,18.0,1940.0,350.0,991.0,1341.0,32.0,336.0,368.0,1.0,58.0,vuejs/devtools,2014-09-29 03:52:07,2748,20.31622998544396,0.0436681222707423,0.0065502183406113,0.0109170305676855,0.7059679767103348,0.6,0
kriasoft/react-starter-kit,1,1,0,1,0,1,1,1,0,21048,21048,4096,56,kriasoft/react-starter-kit,1.0,0.0,2.0,0.0,3.0,5.0,1165.0,1170.0,2.0,779.0,781.0,0.0,3.0,kriasoft/react-starter-kit,2014-04-16 13:08:18,2914,0.0,0.0003431708991077,0.0,0.0006863417982155,0.0010295126973232,0.0,1
Eugeny/tabby,1,1,0,1,0,1,1,1,0,20839,20839,1042,57,Eugeny/tabby,89.0,245922.0,30.0,388.0,4806.0,811.0,2194.0,3005.0,20.0,2603.0,2623.0,0.0,133.0,Eugeny/tabby,2016-12-23 09:06:10,1932,127.2888198757764,0.0460662525879917,0.2008281573498964,0.015527950310559,2.487577639751553,12.933333333333334,0
NativeScript/NativeScript,1,1,0,1,0,1,1,1,0,20692,20692,1533,58,NativeScript/NativeScript,279.0,0.0,2.0,0.0,6886.0,885.0,5513.0,6398.0,23.0,3229.0,3252.0,0.0,92.0,NativeScript/NativeScript,2015-03-01 09:47:08,2595,0.0,0.107514450867052,0.0,0.0007707129094412,2.653564547206165,0.0,0
react-navigation/react-navigation,0,0,0,1,0,0,0,1,0,20602,20602,4465,59,react-navigation/react-navigation,142.0,0.0,2.0,0.0,1756.0,454.0,8058.0,8512.0,38.0,1454.0,1492.0,2.0,41.0,react-navigation/react-navigation,2017-01-26 19:51:40,1898,0.0,0.0748155953635405,0.0,0.0010537407797681,0.9251844046364596,0.0,0
conwnet/github1s,1,1,0,1,0,1,1,0,1,20433,20433,674,60,conwnet/github1s,40.0,0.0,2.0,0.0,295.0,49.0,123.0,172.0,0.0,215.0,215.0,0.0,45.0,conwnet/github1s,2019-06-16 09:55:25,1027,0.0,0.0389483933787731,0.0,0.0019474196689386,0.2872444011684518,0.0,0
vercel/swr,0,1,0,1,0,1,1,0,0,20142,20142,751,61,vercel/swr,138.0,0.0,2.0,0.0,593.0,56.0,514.0,570.0,14.0,608.0,622.0,5.0,49.0,vercel/swr,2019-10-28 18:16:01,893,0.0,0.154535274356103,0.0,0.0022396416573348,0.6640537513997761,0.0,0
railsware/upterm,1,1,0,1,0,1,1,1,1,19450,19450,655,62,railsware/upterm,77.0,40721.0,30.0,83.0,2998.0,219.0,533.0,752.0,1.0,565.0,566.0,1.0,78.0,railsware/upterm,2015-03-22 07:00:24,2574,15.82012432012432,0.0299145299145299,0.0322455322455322,0.0116550116550116,1.1647241647241646,2.7666666666666666,0
n8n-io/n8n,1,1,0,1,1,1,1,0,0,19092,19092,1934,63,n8n-io/n8n,223.0,0.0,2.0,0.0,5514.0,60.0,506.0,566.0,181.0,2208.0,2389.0,1.0,32.0,n8n-io/n8n,2019-06-22 09:24:21,1021,0.0,0.2184133202742409,0.0,0.0019588638589618,5.400587659157688,0.0,0
felixrieseberg/windows95,1,1,0,1,0,1,1,0,0,19019,19019,1158,64,felixrieseberg/windows95,15.0,157691.0,12.0,102.0,172.0,114.0,95.0,209.0,12.0,35.0,47.0,1.0,43.0,felixrieseberg/windows95,2018-08-23 05:04:38,1324,119.10196374622356,0.0113293051359516,0.0770392749244713,0.0090634441087613,0.1299093655589124,8.5,1
homebridge/homebridge,0,1,0,1,0,1,1,0,0,18973,18973,1846,65,homebridge/homebridge,121.0,0.0,2.0,0.0,1421.0,15.0,2687.0,2702.0,3.0,361.0,364.0,4.0,108.0,homebridge/homebridge,2014-12-01 16:37:39,2685,0.0,0.0450651769087523,0.0,0.0007448789571694,0.5292364990689014,0.0,0
notable/notable,0,1,0,1,0,1,1,1,0,18793,18793,942,66,notable/notable,21.0,6412.0,19.0,300.0,458.0,615.0,883.0,1498.0,1.0,73.0,74.0,4.0,28.0,notable/notable,2018-12-22 13:57:19,1203,5.3300083125519535,0.0174563591022443,0.2493765586034912,0.0157938487115544,0.3807148794679966,15.789473684210526,1
youzan/vant,1,1,0,1,0,1,1,1,0,18783,18783,9119,67,youzan/vant,246.0,0.0,2.0,0.0,8657.0,26.0,5994.0,6020.0,4.0,4181.0,4185.0,0.0,134.0,youzan/vant,2017-04-19 07:55:31,1815,0.0,0.1355371900826446,0.0,0.0011019283746556,4.7696969696969695,0.0,0
electron-react-boilerplate/electron-react-boilerplate,1,1,0,1,0,1,1,0,0,18663,18663,3071,68,electron-react-boilerplate/electron-react-boilerplate,130.0,11148.0,30.0,262.0,1044.0,30.0,1570.0,1600.0,4.0,1477.0,1481.0,3.0,148.0,electron-react-boilerplate/electron-react-boilerplate,2015-05-18 09:54:57,2517,4.4290822407628125,0.0516487882399682,0.1040921732220897,0.0119189511323003,0.4147794994040524,8.733333333333333,0
marmelab/react-admin,0,1,0,1,1,1,1,1,0,18423,18423,4045,69,marmelab/react-admin,552.0,0.0,2.0,0.0,11320.0,86.0,3393.0,3479.0,27.0,3864.0,3891.0,4.0,132.0,marmelab/react-admin,2016-07-13 07:58:54,2095,0.0,0.2634844868735083,0.0,0.0009546539379474,5.4033412887828165,0.0,0
reduxjs/reselect,1,1,0,1,0,1,1,0,0,18364,18364,668,70,reduxjs/reselect,103.0,0.0,2.0,0.0,705.0,14.0,347.0,361.0,5.0,193.0,198.0,3.0,198.0,reduxjs/reselect,2015-07-01 11:06:45,2473,0.0,0.0416498180347755,0.0,0.0008087343307723,0.2850788515972503,0.0,0
palantir/blueprint,1,1,0,1,1,1,1,1,0,18343,18343,1932,71,palantir/blueprint,320.0,0.0,2.0,0.0,2215.0,635.0,2001.0,2636.0,31.0,2396.0,2427.0,1.0,66.0,palantir/blueprint,2016-10-25 21:17:50,1991,0.0,0.1607232546459066,0.0,0.0010045203415369,1.1125062782521349,0.0,0
graphql/graphql-js,0,1,0,1,1,1,1,1,0,18208,18208,1904,72,graphql/graphql-js,202.0,0.0,2.0,0.0,3125.0,134.0,853.0,987.0,59.0,2386.0,2445.0,5.0,56.0,graphql/graphql-js,2015-06-30 12:16:50,2474,0.0,0.0816491511721907,0.0,0.0008084074373484,1.263136620856912,0.0,0
statelyai/xstate,1,1,0,1,0,0,1,0,0,18155,18155,831,73,statelyai/xstate,298.0,0.0,2.0,0.0,4660.0,150.0,883.0,1033.0,101.0,1142.0,1243.0,0.0,102.0,statelyai/xstate,2015-09-14 15:04:15,2398,0.0,0.1242702251876563,0.0,0.0008340283569641,1.9432860717264384,0.0,0
neoclide/coc.nvim,1,1,0,1,0,1,1,0,0,18137,18137,732,74,neoclide/coc.nvim,210.0,53630.0,30.0,74.0,4548.0,17.0,2580.0,2597.0,2.0,927.0,929.0,4.0,71.0,neoclide/coc.nvim,2018-05-01 22:39:02,1438,37.29485396383866,0.1460361613351877,0.0514603616133518,0.0208623087621696,3.162726008344924,2.466666666666667,0
prisma/prisma,1,1,0,1,1,1,1,1,0,17887,17887,641,75,prisma/prisma,165.0,0.0,2.0,0.0,7743.0,1868.0,3901.0,5769.0,36.0,3070.0,3106.0,0.0,126.0,prisma/prisma,2019-06-20 13:33:47,1023,0.0,0.1612903225806451,0.0,0.0019550342130987,7.568914956011731,0.0,0
wenyan-lang/wenyan,1,0,0,1,0,1,1,1,0,17795,17795,1036,76,wenyan-lang/wenyan,65.0,0.0,2.0,0.0,914.0,171.0,304.0,475.0,6.0,185.0,191.0,0.0,90.0,wenyan-lang/wenyan,2019-12-08 20:21:32,852,0.0,0.0762910798122065,0.0,0.0023474178403755,1.0727699530516432,0.0,0
vadimdemedes/ink,1,1,0,1,0,1,1,0,0,17391,17391,469,77,vadimdemedes/ink,93.0,0.0,2.0,0.0,504.0,57.0,212.0,269.0,12.0,214.0,226.0,2.0,195.0,vadimdemedes/ink,2017-06-12 06:12:28,1761,0.0,0.0528109028960817,0.0,0.0011357183418512,0.2862010221465076,0.0,0
recharts/recharts,1,1,0,1,0,1,1,1,0,17391,17391,1325,78,recharts/recharts,243.0,0.0,2.0,0.0,1895.0,323.0,1995.0,2318.0,10.0,455.0,465.0,1.0,40.0,recharts/recharts,2015-08-07 06:50:27,2436,0.0,0.0997536945812807,0.0,0.0008210180623973,0.7779146141215106,0.0,0
apollographql/apollo-client,1,1,0,1,0,1,1,0,0,17019,17019,2243,79,apollographql/apollo-client,746.0,0.0,2.0,0.0,10496.0,505.0,3673.0,4178.0,124.0,4760.0,4884.0,1.0,89.0,apollographql/apollo-client,2016-02-26 20:25:00,2233,0.0,0.3340797133900582,0.0,0.0008956560680698,4.700403045230631,0.0,0
