Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
thoughtbot/bourbon,29,2,0,0,0,0,4,0,14,13.0,1653882,thoughtbot/bourbon,https://github.com/thoughtbot/bourbon,2011-04-23 15:41:20,Ruby,,9062,915,9062,5
resque/resque,90,3,0,0,0,12,20,0,74,24.0,275604,resque/resque,https://github.com/resque/resque,2009-08-12 00:27:35,Ruby,,9017,1632,9017,56
DeathKing/Learning-SICP,4,3,0,21,0,24,35,0,2,0.0,6688319,DeathKing/Learning-SICP,https://github.com/DeathKing/Learning-SICP,2012-11-14 13:43:27,Ruby,,9008,1389,9008,8
thoughtbot/guides,56,2,0,0,0,1,3,0,0,0.0,5200099,thoughtbot/guides,https://github.com/thoughtbot/guides,2012-07-27 03:15:44,Ruby,,8954,1354,8954,0
carrierwaveuploader/carrierwave,20,3,0,0,0,17,22,0,57,71.0,47087,carrierwaveuploader/carrierwave,https://github.com/carrierwaveuploader/carrierwave,2008-08-28 18:39:49,Ruby,,8668,1614,8668,133
javan/whenever,3,1,0,0,0,8,14,0,25,24.0,129791,javan/whenever,https://github.com/javan/whenever,2009-02-16 03:19:48,Ruby,,8533,710,8533,86
kaminari/kaminari,14,1,0,0,0,5,7,0,65,48.0,1333863,kaminari/kaminari,https://github.com/kaminari/kaminari,2011-02-06 08:07:20,Ruby,,8073,1063,8073,49
heartcombo/simple_form,7,4,0,0,0,1,14,0,112,88.0,451035,heartcombo/simple_form,https://github.com/heartcombo/simple_form,2009-12-28 14:23:48,Ruby,,7871,1303,7871,36
railsadminteam/rails_admin,23,6,0,0,0,8,9,0,5,1.0,810796,railsadminteam/rails_admin,https://github.com/railsadminteam/rails_admin,2010-08-01 17:01:00,Ruby,,7541,2199,7541,214
omniauth/omniauth,3,4,0,0,0,5,6,0,22,9.0,587311,omniauth/omniauth,https://github.com/omniauth/omniauth,2010-03-30 20:34:32,Ruby,,7469,959,7469,79
varvet/pundit,19,5,0,0,0,8,19,0,58,46.5,6529205,varvet/pundit,https://github.com/varvet/pundit,2012-11-04 09:20:19,Ruby,,7450,574,7450,38
thoughtbot/factory_bot,5,1,0,0,0,6,10,0,2,2.0,21829,thoughtbot/factory_bot,https://github.com/thoughtbot/factory_bot,2008-06-03 13:55:37,Ruby,,7356,2498,7356,27
greatghoul/remote-working,352,15,0,5,0,24,349,0,3,0.0,13761875,greatghoul/remote-working,https://github.com/greatghoul/remote-working,2013-10-22 03:17:29,Ruby,,7150,714,7150,0
realm/jazzy,48,5,0,0,0,4,18,2,96,14.0,20552964,realm/jazzy,https://github.com/realm/jazzy,2014-06-06 05:52:11,Ruby,,7068,386,7068,118
puma/puma,10,6,0,0,0,15,21,0,32,29.5,2441517,puma/puma,https://github.com/puma/puma,2011-09-23 02:26:08,Ruby,,6910,1286,6910,71
middleman/middleman,3,2,0,0,0,1,5,0,6,4.0,261943,middleman/middleman,https://github.com/middleman/middleman,2009-07-27 21:41:11,Ruby,,6807,735,6807,7
skwp/dotfiles,115,2,0,0,0,4,10,0,99,5.0,2798959,skwp/dotfiles,https://github.com/skwp/dotfiles,2011-11-17 22:01:19,Ruby,,6787,1440,6787,4
chef/chef,5,4,0,0,0,8,16,1,0,1.0,108278,chef/chef,https://github.com/chef/chef,2009-01-15 20:40:48,Ruby,,6749,2549,6749,390
BetterErrors/better_errors,11,5,0,0,0,8,10,1,15,6.0,7066560,BetterErrors/better_errors,https://github.com/BetterErrors/better_errors,2012-12-08 11:02:18,Ruby,,6743,445,6743,53
github-changelog-generator/github-changelog-generator,53,7,0,0,0,21,32,3,23,8.0,26018608,github-changelog-generator/github-changelog-generator,https://github.com/github-changelog-generator/github-changelog-generator,2014-10-31 14:06:48,Ruby,,6622,826,6622,132
puppetlabs/puppet,0,3,0,0,0,3,13,0,0,0.0,910744,puppetlabs/puppet,https://github.com/puppetlabs/puppet,2010-09-14 19:26:44,Ruby,,6387,2213,6387,17
flyerhzm/bullet,27,4,0,0,0,4,11,0,42,36.0,277089,flyerhzm/bullet,https://github.com/flyerhzm/bullet,2009-08-13 15:47:31,Ruby,,6384,373,6384,113
chyingp/nodejs-learning-guide,52,1,0,0,0,1,7,0,0,0.0,72754314,chyingp/nodejs-learning-guide,https://github.com/chyingp/nodejs-learning-guide,2016-11-03 14:35:28,Ruby,,6371,1130,6371,7
pry/pry,48,7,0,0,0,9,18,0,46,16.0,1145832,pry/pry,https://github.com/pry/pry,2010-12-07 08:10:47,Ruby,,6338,587,6338,198
ryanb/cancan,7,3,0,0,0,0,0,2,1,0.0,375388,ryanb/cancan,https://github.com/ryanb/cancan,2009-11-17 01:04:45,Ruby,,6319,812,6319,245
github/scientist,36,1,0,0,0,25,28,1,48,24.0,16549503,github/scientist,https://github.com/github/scientist,2014-02-05 15:58:43,Ruby,,6291,456,6291,9
presidentbeef/brakeman,9,4,0,0,0,3,13,0,9,2.0,865250,presidentbeef/brakeman,https://github.com/presidentbeef/brakeman,2010-08-27 00:00:58,Ruby,,6270,678,6270,81
wpscanteam/wpscan,25,4,0,0,0,3,12,0,14,12.5,4994614,wpscanteam/wpscan,https://github.com/wpscanteam/wpscan,2012-07-11 20:27:47,Ruby,,6221,1062,6221,28
paper-trail-gem/paper_trail,114,0,0,0,0,18,30,0,193,84.0,211588,paper-trail-gem/paper_trail,https://github.com/paper-trail-gem/paper_trail,2009-05-27 15:20:55,Ruby,,6181,831,6181,10
ankane/pghero,11,2,0,0,0,9,12,0,0,0.0,22059578,ankane/pghero,https://github.com/ankane/pghero,2014-07-21 09:56:02,Ruby,,6151,368,6151,7
venmo/synx,2,6,1,0,0,3,5,0,1,1.0,19290579,venmo/synx,https://github.com/venmo/synx,2014-04-29 20:28:39,Ruby,,6073,283,6073,60
guard/guard,28,2,0,0,0,18,30,0,20,6.0,812610,guard/guard,https://github.com/guard/guard,2010-08-02 16:26:44,Ruby,,6049,500,6049,66
alexreisner/geocoder,62,3,0,0,0,11,18,0,75,55.0,176780,alexreisner/geocoder,https://github.com/alexreisner/geocoder,2009-04-15 16:38:04,Ruby,,5977,1152,5977,35
progit/progit,0,0,0,0,0,0,0,0,0,0.0,261335,progit/progit,https://github.com/progit/progit,2009-07-27 04:52:25,Ruby,,5972,2474,5972,19
bkeepers/dotenv,5,1,0,0,0,2,5,0,39,24.0,5160706,bkeepers/dotenv,https://github.com/bkeepers/dotenv,2012-07-24 03:38:51,Ruby,,5968,454,5968,8
ankane/chartkick,17,1,0,0,0,8,19,0,28,94.0,9906653,ankane/chartkick,https://github.com/ankane/chartkick,2013-05-07 07:39:38,Ruby,,5896,542,5896,8
freeCodeCamp/how-to-contribute-to-open-source,113,4,0,1,0,35,108,7,3,0.0,69193081,freeCodeCamp/how-to-contribute-to-open-source,https://github.com/freeCodeCamp/how-to-contribute-to-open-source,2016-09-25 22:01:22,Ruby,,5893,1296,5893,72
norman/friendly_id,8,3,0,0,0,2,7,1,4,9.0,10865,norman/friendly_id,https://github.com/norman/friendly_id,2008-04-18 13:16:06,Ruby,,5754,583,5754,10
ankane/searchkick,56,4,0,0,0,25,52,0,65,210.0,11412473,ankane/searchkick,https://github.com/ankane/searchkick,2013-07-15 01:44:33,Ruby,,5749,689,5749,17
kkuchta/css-only-chat,12,2,2,0,0,0,3,0,2,1.0,185419470,kkuchta/css-only-chat,https://github.com/kkuchta/css-only-chat,2019-05-07 14:32:58,Ruby,,5713,267,5713,12
mislav/will_paginate,0,0,0,0,0,0,1,0,0,4.0,1227,mislav/will_paginate,https://github.com/mislav/will_paginate,2008-02-25 20:21:40,Ruby,,5618,883,5618,56
ddollar/foreman,14,3,0,0,0,14,18,1,1,0.0,672136,ddollar/foreman,https://github.com/ddollar/foreman,2010-05-18 00:53:45,Ruby,,5605,614,5605,59
square/maximum-awesome,29,0,0,0,0,5,9,2,26,0.0,10750276,square/maximum-awesome,https://github.com/square/maximum-awesome,2013-06-18 00:14:21,Ruby,,5589,993,5589,35
hanami/hanami,31,6,0,0,0,12,24,0,6,5.0,12004006,hanami/hanami,https://github.com/hanami/hanami,2013-08-09 15:24:44,Ruby,,5578,496,5578,28
sj26/mailcatcher,16,1,0,0,0,0,4,0,10,4.0,1021040,sj26/mailcatcher,https://github.com/sj26/mailcatcher,2010-10-25 01:29:06,Ruby,,5498,520,5498,32
jnunemaker/httparty,14,1,0,0,0,2,3,0,5,3.0,37997,jnunemaker/httparty,https://github.com/jnunemaker/httparty,2008-07-28 20:55:11,Ruby,,5473,931,5473,38
sferik/t,9,9,0,0,0,0,4,0,19,0.0,2832871,sferik/t,https://github.com/sferik/t,2011-11-23 02:59:48,Ruby,,5349,428,5349,179
opf/openproject,9,4,0,0,0,1,20,1,0,0.0,6899875,opf/openproject,https://github.com/opf/openproject,2012-11-28 09:59:11,Ruby,,5314,1524,5314,22
github/markup,14,0,0,0,0,6,10,1,13,5.0,355893,github/markup,https://github.com/github/markup,2009-10-31 01:02:46,Ruby,,5309,3573,5309,197
rails/webpacker,35,8,0,0,0,7,20,0,43,47.0,75785147,rails/webpacker,https://github.com/rails/webpacker,2016-12-07 00:55:03,Ruby,,5277,1447,5277,120
vcr/vcr,126,65,0,1,0,104,176,0,1,2.0,535266,vcr/vcr,https://github.com/vcr/vcr,2010-02-25 07:16:00,Ruby,,5249,476,5249,62
thoughtbot/administrate,3,6,0,0,0,0,4,0,1,0.0,33739333,thoughtbot/administrate,https://github.com/thoughtbot/administrate,2015-04-10 16:43:02,Ruby,,5244,964,5244,123
ruby-concurrency/concurrent-ruby,79,5,0,0,0,12,78,0,25,9.0,11607598,ruby-concurrency/concurrent-ruby,https://github.com/ruby-concurrency/concurrent-ruby,2013-07-23 12:19:51,Ruby,,5228,374,5228,95
rails-api/rails-api,64,1,0,0,0,4,8,0,10,4.0,3748229,rails-api/rails-api,https://github.com/rails-api/rails-api,2012-03-17 14:39:31,Ruby,,5207,292,5207,13
JuanitoFatas/fast-ruby,14,2,0,0,0,23,40,1,101,65.0,25155580,JuanitoFatas/fast-ruby,https://github.com/JuanitoFatas/fast-ruby,2014-10-13 11:19:28,Ruby,,5176,374,5176,72
lostisland/faraday,0,4,0,0,0,3,6,0,2,0.0,417389,lostisland/faraday,https://github.com/lostisland/faraday,2009-12-10 17:14:55,Ruby,,5157,870,5157,37
rails-api/active_model_serializers,14,0,0,0,0,10,16,1,1,0.0,2889230,rails-api/active_model_serializers,https://github.com/rails-api/active_model_serializers,2011-12-01 06:39:26,Ruby,,5153,1374,5153,187
keithpitt/vendor,12,1,0,0,0,7,13,0,3,10.0,2281561,keithpitt/vendor,https://github.com/keithpitt/vendor,2011-08-28 00:54:10,Ruby,,99,7,99,5
oswaldlabs/chef-rundeck,7,4,0,0,0,0,4,0,5,0.0,1193653,oswaldlabs/chef-rundeck,https://github.com/oswaldlabs/chef-rundeck,2010-12-23 16:35:38,Ruby,,98,86,98,18
yyuu/capistrano-rbenv,23,0,0,0,0,2,2,0,20,1.0,5595611,yyuu/capistrano-rbenv,https://github.com/yyuu/capistrano-rbenv,2012-08-29 04:05:35,Ruby,,97,14,97,5
iGEL/it,5,5,0,0,0,1,5,0,8,15.0,2069528,iGEL/it,https://github.com/iGEL/it,2011-07-18 23:57:26,Ruby,,96,17,96,6
hicknhack-software/rails-disco,13,7,0,1,0,6,13,1,5,0.0,12570580,hicknhack-software/rails-disco,https://github.com/hicknhack-software/rails-disco,2013-09-03 17:43:46,Ruby,,95,5,95,9
zenkay/simple-spreadsheet,10,1,0,0,0,0,1,0,0,7.0,3438668,zenkay/simple-spreadsheet,https://github.com/zenkay/simple-spreadsheet,2012-02-14 09:52:47,Ruby,,94,32,94,4
fespinoza/checklist_and_guides,0,0,0,0,0,0,0,0,0,0.0,4399888,fespinoza/checklist_and_guides,https://github.com/fespinoza/checklist_and_guides,2012-05-21 23:16:35,Ruby,,93,18,93,0
fluffgfx/dit,0,4,0,0,0,0,3,0,4,0.0,44265555,fluffgfx/dit,https://github.com/fluffgfx/dit,2015-10-14 17:44:35,Ruby,,92,1,92,1
lucasas/will_paginate_mongoid,0,0,0,0,0,1,1,0,7,0.0,2610568,lucasas/will_paginate_mongoid,https://github.com/lucasas/will_paginate_mongoid,2011-10-20 02:10:29,Ruby,,91,34,91,4
oscar-stack/oscar,0,0,0,0,0,0,0,0,6,0.0,3426327,oscar-stack/oscar,https://github.com/oscar-stack/oscar,2012-02-13 01:46:19,Ruby,,90,38,90,19
tbalthazar-archives/ubuntu-machine,2,0,0,0,0,0,0,0,0,0.0,97159,tbalthazar-archives/ubuntu-machine,https://github.com/tbalthazar-archives/ubuntu-machine,2008-12-27 10:32:02,Ruby,,89,44,89,4
arrigonialberto86/ruby-band,18,1,0,0,0,0,3,0,2,22.0,13060669,arrigonialberto86/ruby-band,https://github.com/arrigonialberto86/ruby-band,2013-09-24 09:56:30,Ruby,,88,10,88,9
amatsuda/interactive_rspec,1,0,0,0,0,0,0,0,0,0.0,2686044,amatsuda/interactive_rspec,https://github.com/amatsuda/interactive_rspec,2011-11-01 07:01:42,Ruby,,87,8,87,5
procore/handcuffs,0,1,0,0,0,1,4,1,5,8.0,58003958,procore/handcuffs,https://github.com/procore/handcuffs,2016-05-03 21:53:09,Ruby,,86,2,86,8
georgi/shinmun,10,0,0,0,0,0,0,0,10,0.0,49859,georgi/shinmun,https://github.com/georgi/shinmun,2008-09-06 11:32:20,Ruby,,85,11,85,1
dennisreimann/masq,10,2,0,0,0,2,4,1,2,0.0,3686295,dennisreimann/masq,https://github.com/dennisreimann/masq,2012-03-11 11:25:26,Ruby,,84,21,84,6
kkuchta/Vimbits,0,0,0,0,0,1,2,0,0,0.0,3405064,kkuchta/Vimbits,https://github.com/kkuchta/Vimbits,2012-02-10 07:00:03,Ruby,,83,11,83,15
choonkeat/active_params,3,0,0,0,0,1,2,0,11,8.0,61951938,choonkeat/active_params,https://github.com/choonkeat/active_params,2016-06-25 16:30:52,Ruby,,82,3,82,0
ccallebs/pokey,6,1,0,0,0,0,1,0,8,3.0,30810034,ccallebs/pokey,https://github.com/ccallebs/pokey,2015-02-14 21:57:47,Ruby,,81,2,81,4
17Q4MX2hmktmpuUKHFuoRmS5MfB5XPbhod/dropzone_ruby,6,2,0,0,0,0,2,0,1,0.0,41612645,17Q4MX2hmktmpuUKHFuoRmS5MfB5XPbhod/dropzone_ruby,https://github.com/17Q4MX2hmktmpuUKHFuoRmS5MfB5XPbhod/dropzone_ruby,2015-08-30 01:24:08,Ruby,,80,18,80,1
ianwhite/resources_controller,15,1,0,0,0,0,0,0,0,0.0,8001,ianwhite/resources_controller,https://github.com/ianwhite/resources_controller,2008-04-09 08:03:01,Ruby,,79,22,79,6
sethherr/grape-doorkeeper,23,1,0,0,0,16,24,0,10,0.0,30977803,sethherr/grape-doorkeeper,https://github.com/sethherr/grape-doorkeeper,2015-02-18 17:46:30,Ruby,,78,26,78,1
hanami/helpers,12,5,0,0,0,1,7,0,12,30.0,19746688,hanami/helpers,https://github.com/hanami/helpers,2014-05-13 16:26:00,Ruby,,77,50,77,1
jalcine/cmake.vim,3,0,0,0,0,2,2,2,11,5.0,11039182,jalcine/cmake.vim,https://github.com/jalcine/cmake.vim,2013-06-28 21:57:27,Ruby,,76,11,76,13
r7kamura/json_world,0,0,0,0,0,1,1,0,2,3.0,36672492,r7kamura/json_world,https://github.com/r7kamura/json_world,2015-06-01 16:08:53,Ruby,,75,6,75,0
carsonmcdonald/ios-ruby-embedded,12,0,0,0,0,1,2,0,0,3.0,4198730,carsonmcdonald/ios-ruby-embedded,https://github.com/carsonmcdonald/ios-ruby-embedded,2012-05-02 02:20:27,Ruby,,74,17,74,5
zeisler/active_enumerable,0,2,0,0,0,1,6,1,2,3.0,48867339,zeisler/active_enumerable,https://github.com/zeisler/active_enumerable,2016-01-01 02:09:58,Ruby,,73,0,73,0
rstacruz/sinatra-backbone,6,0,0,0,0,1,5,0,4,0.0,2366386,rstacruz/sinatra-backbone,https://github.com/rstacruz/sinatra-backbone,2011-09-11 17:18:08,Ruby,,72,10,72,5
noahgibbs/madscience,21,0,0,0,0,0,0,0,0,0.0,31051181,noahgibbs/madscience,https://github.com/noahgibbs/madscience,2015-02-20 04:38:29,Ruby,,71,2,71,1
pandurang90/feature_flags,5,1,0,0,0,2,5,0,3,0.0,12295133,pandurang90/feature_flags,https://github.com/pandurang90/feature_flags,2013-08-22 11:24:52,Ruby,,70,4,70,0
openfootball/quick-starter,2,1,0,0,0,0,1,0,10,5.0,27165339,openfootball/quick-starter,https://github.com/openfootball/quick-starter,2014-11-26 07:47:53,Ruby,,69,36,69,0
dergachev/redmine_git_remote,13,2,0,0,0,1,5,0,12,4.0,26608459,dergachev/redmine_git_remote,https://github.com/dergachev/redmine_git_remote,2014-11-13 21:16:30,Ruby,,68,41,68,26
wink/money-tree,0,0,0,0,0,0,0,0,0,0.0,12661292,wink/money-tree,https://github.com/wink/money-tree,2013-09-07 07:10:33,Ruby,,67,94,67,1
FeipingHunag/ember-todo,3,0,0,0,0,2,3,0,0,0.0,12695040,FeipingHunag/ember-todo,https://github.com/FeipingHunag/ember-todo,2013-09-09 07:00:52,Ruby,,66,8,66,0
gshaw/concise_logging,5,1,0,0,0,1,1,0,7,3.0,25060290,gshaw/concise_logging,https://github.com/gshaw/concise_logging,2014-10-11 02:22:41,Ruby,,65,16,65,1
dominiek/kakuteru,16,0,0,0,0,0,0,0,0,0.0,54244,dominiek/kakuteru,https://github.com/dominiek/kakuteru,2008-09-19 10:29:24,Ruby,,64,4,64,1
solarkennedy/sensu-training,13,0,0,0,0,0,2,0,0,0.0,40453025,solarkennedy/sensu-training,https://github.com/solarkennedy/sensu-training,2015-08-09 22:42:26,Ruby,,63,30,63,2
ruby-rbot/rbot,5,1,0,0,0,1,2,0,0,0.0,29100018,ruby-rbot/rbot,https://github.com/ruby-rbot/rbot,2015-01-11 17:44:34,Ruby,,62,17,62,32
solyarisoftware/dialogs,23,1,0,0,0,2,9,1,20,10.0,48037210,solyarisoftware/dialogs,https://github.com/solyarisoftware/dialogs,2015-12-15 10:55:40,Ruby,,61,1,61,0
belighted/bennett,30,4,0,0,0,4,6,1,16,0.0,4247671,belighted/bennett,https://github.com/belighted/bennett,2012-05-07 08:30:52,Ruby,,60,15,60,19
jedld/brains-jruby,3,0,0,0,0,1,3,1,2,10.0,62844371,jedld/brains-jruby,https://github.com/jedld/brains-jruby,2016-07-07 23:29:45,Ruby,,59,2,59,0
xijo/letsencrypt_heroku,24,0,0,0,0,0,2,0,8,6.0,61752392,xijo/letsencrypt_heroku,https://github.com/xijo/letsencrypt_heroku,2016-06-22 21:22:56,Ruby,,58,3,58,1
evilmartians/liquor,5,1,0,0,0,1,3,0,15,5.0,851135,evilmartians/liquor,https://github.com/evilmartians/liquor,2010-08-20 13:05:42,Ruby,,57,6,57,3
zestia/hubrelease,26,0,0,0,0,1,1,0,15,0.0,33179601,zestia/hubrelease,https://github.com/zestia/hubrelease,2015-03-31 10:32:19,Ruby,,56,0,56,0
chleggett/homebrew-gqrx,0,0,0,0,0,3,4,0,0,5.0,26052331,chleggett/homebrew-gqrx,https://github.com/chleggett/homebrew-gqrx,2014-11-01 14:11:42,Ruby,,55,5,55,4
cloudfoundry-attic/bosh-notes,15,0,0,0,0,2,6,1,7,1.0,33278785,cloudfoundry-attic/bosh-notes,https://github.com/cloudfoundry-attic/bosh-notes,2015-04-01 23:40:43,Ruby,,54,23,54,9
