Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
symfony/http-foundation,3,0,0,0,0,3,5,0,0,0.0,1398648,symfony/http-foundation,https://github.com/symfony/http-foundation,2011-02-22 18:03:45,PHP,,8057,271,8057,2
paragonie/random_compat,63,6,0,0,0,50,62,0,22,5.0,38710819,paragonie/random_compat,https://github.com/paragonie/random_compat,2015-07-07 19:45:38,PHP,,7950,115,7950,4
symfony/event-dispatcher,3,0,0,0,0,3,5,0,0,0.0,1398640,symfony/event-dispatcher,https://github.com/symfony/event-dispatcher,2011-02-22 18:02:40,PHP,,7934,64,7934,1
php-fig/simple-cache,0,0,0,0,0,1,2,0,0,0.0,66432581,php-fig/simple-cache,https://github.com/php-fig/simple-cache,2016-08-24 05:22:12,PHP,,7837,40,7837,2
symfony/finder,3,0,0,0,0,3,5,0,0,0.0,1398641,symfony/finder,https://github.com/symfony/finder,2011-02-22 18:03:01,PHP,,7828,51,7828,0
googleapis/google-api-php-client,16,1,0,0,0,6,20,0,20,29.0,12166778,googleapis/google-api-php-client,https://github.com/googleapis/google-api-php-client,2013-08-16 19:48:39,PHP,,7801,3350,7801,84
helloqingfeng/Awsome-Front-End-learning-resource,6,1,0,0,0,35,40,5,0,0.0,66709063,helloqingfeng/Awsome-Front-End-learning-resource,https://github.com/helloqingfeng/Awsome-Front-End-learning-resource,2016-08-27 10:28:10,PHP,,7800,1758,7800,4
top-think/think,12,0,0,0,0,1,4,0,3,0.0,8305060,top-think/think,https://github.com/top-think/think,2013-02-20 03:14:27,PHP,,7675,1669,7675,113
YOURLS/YOURLS,8,52,2,0,0,9,99,1,1,0.0,5508585,YOURLS/YOURLS,https://github.com/YOURLS/YOURLS,2012-08-22 11:36:52,PHP,,7645,1625,7645,51
BookStackApp/BookStack,42,7,0,0,0,25,53,2,14,5.0,41589337,BookStackApp/BookStack,https://github.com/BookStackApp/BookStack,2015-08-29 10:26:44,PHP,,7635,1124,7635,429
owncloud/core,11,5,0,0,0,0,9,0,0,0.0,5550552,owncloud/core,https://github.com/owncloud/core,2012-08-25 10:32:48,PHP,,7586,2040,7586,374
symfony/thanks,0,0,0,0,0,1,2,0,3,4.0,114393221,symfony/thanks,https://github.com/symfony/thanks,2017-12-15 17:00:19,PHP,,7556,39,7556,1
symfony/http-kernel,3,0,0,0,0,3,5,0,0,0.0,1398651,symfony/http-kernel,https://github.com/symfony/http-kernel,2011-02-22 18:04:06,PHP,,7536,80,7536,0
tennc/webshell,35,1,0,0,0,32,34,0,0,0.0,10238429,tennc/webshell,https://github.com/tennc/webshell,2013-05-23 07:37:56,PHP,,7506,5078,7506,0
woocommerce/woocommerce,9,7,0,0,0,3,19,0,0,0.0,2179920,woocommerce/woocommerce,https://github.com/woocommerce/woocommerce,2011-08-09 15:12:11,PHP,,7444,9820,7444,1074
laravel/lumen,0,4,0,0,0,0,7,0,0,0.0,33904351,laravel/lumen,https://github.com/laravel/lumen,2015-04-14 01:43:28,PHP,,7436,984,7436,0
twigphp/Twig,0,0,0,0,0,0,1,0,1,0.0,330275,twigphp/Twig,https://github.com/twigphp/Twig,2009-10-07 21:23:38,PHP,,7367,1145,7367,77
guzzle/psr7,28,2,0,0,0,1,9,0,155,15.0,31295421,guzzle/psr7,https://github.com/guzzle/psr7,2015-02-25 03:31:26,PHP,,7342,236,7342,10
symfony/polyfill-mbstring,0,0,0,0,0,1,2,0,0,0.0,44745130,symfony/polyfill-mbstring,https://github.com/symfony/polyfill-mbstring,2015-10-22 12:57:52,PHP,,7339,34,7339,0
symfony/debug,2,0,0,0,0,4,5,0,0,2.0,9281708,symfony/debug,https://github.com/symfony/debug,2013-04-07 19:13:19,PHP,,7299,52,7299,0
doctrine/cache,0,4,0,0,0,1,5,0,0,0.0,7550057,doctrine/cache,https://github.com/doctrine/cache,2013-01-10 22:37:43,PHP,,7286,210,7286,3
humanmade/Falcon,6,3,1,0,0,0,3,0,4,0.0,6009061,humanmade/Falcon,https://github.com/humanmade/Falcon,2012-09-29 12:59:30,PHP,,99,19,99,11
MiniCodeMonkey/amazon-alexa-php,1,0,0,0,0,0,0,0,5,9.0,41397067,MiniCodeMonkey/amazon-alexa-php,https://github.com/MiniCodeMonkey/amazon-alexa-php,2015-08-26 01:26:25,PHP,,98,72,98,6
hugofirth/laravel-mailchimp,0,0,0,0,0,0,0,0,8,6.0,11989081,hugofirth/laravel-mailchimp,https://github.com/hugofirth/laravel-mailchimp,2013-08-08 23:46:04,PHP,,97,29,97,19
EnlighterJS/Plugin.WordPress,69,0,0,0,0,13,16,0,8,0.0,9999824,EnlighterJS/Plugin.WordPress,https://github.com/EnlighterJS/Plugin.WordPress,2013-05-11 13:32:31,PHP,,96,14,96,13
UndefinedOffset/SortableGridField,7,1,0,0,0,3,6,0,25,7.0,4274219,UndefinedOffset/SortableGridField,https://github.com/UndefinedOffset/SortableGridField,2012-05-09 17:13:49,PHP,,95,64,95,5
jameschz/hush,33,1,0,0,0,0,3,0,0,3.0,12260375,jameschz/hush,https://github.com/jameschz/hush,2013-08-21 03:34:45,PHP,,94,71,94,3
yasirsiddiqui/php-google-cloud-print,5,0,0,0,0,0,0,0,0,0.0,10380087,yasirsiddiqui/php-google-cloud-print,https://github.com/yasirsiddiqui/php-google-cloud-print,2013-05-30 09:58:56,PHP,,93,48,93,9
oscarotero/social-links,10,2,0,0,0,3,7,0,3,3.0,18152311,oscarotero/social-links,https://github.com/oscarotero/social-links,2014-03-26 20:11:58,PHP,,92,19,92,2
jonathan-dejong/simple-jwt-authentication,9,0,0,0,0,3,3,0,1,0.0,97811698,jonathan-dejong/simple-jwt-authentication,https://github.com/jonathan-dejong/simple-jwt-authentication,2017-07-20 08:39:35,PHP,,91,26,91,14
phpish/shopify_app-skeleton,5,0,0,0,0,0,2,0,0,1.0,26985330,phpish/shopify_app-skeleton,https://github.com/phpish/shopify_app-skeleton,2014-11-22 01:48:31,PHP,,90,41,90,36
stephpy/timeline,14,0,0,0,0,0,0,0,13,0.0,7116246,stephpy/timeline,https://github.com/stephpy/timeline,2012-12-11 17:33:41,PHP,,89,18,89,1
bugsafe/WeReport,0,0,0,0,0,0,0,0,0,0.0,108705500,bugsafe/WeReport,https://github.com/bugsafe/WeReport,2017-10-29 04:39:11,PHP,,88,21,88,2
veritrans/veritrans-php,5,1,0,0,0,3,15,0,5,19.0,21029637,veritrans/veritrans-php,https://github.com/veritrans/veritrans-php,2014-06-20 07:42:23,PHP,,87,82,87,2
webdevops/clitools,15,5,0,0,0,5,12,0,5,0.0,33036335,webdevops/clitools,https://github.com/webdevops/clitools,2015-03-28 14:29:50,PHP,,86,15,86,32
zendframework/ZendPdf,0,1,0,0,0,0,2,0,0,1.0,5127473,zendframework/ZendPdf,https://github.com/zendframework/ZendPdf,2012-07-20 19:35:18,PHP,,85,81,85,14
madewithlove/illuminate-psr-cache-bridge,0,5,0,0,0,1,6,0,3,3.0,54212247,madewithlove/illuminate-psr-cache-bridge,https://github.com/madewithlove/illuminate-psr-cache-bridge,2016-03-18 15:34:21,PHP,,85,10,85,1
laravelbook/laravel4-powerpack,32,1,0,0,0,0,2,0,20,0.0,7667218,laravelbook/laravel4-powerpack,https://github.com/laravelbook/laravel4-powerpack,2013-01-17 14:06:09,PHP,,83,15,83,5
onassar/PHP-Premailer,0,0,0,0,0,3,3,1,7,5.0,12186168,onassar/PHP-Premailer,https://github.com/onassar/PHP-Premailer,2013-08-17 21:40:00,PHP,,82,6,82,2
cgmartin/ZF2FileUploadExamples,13,1,0,0,0,3,7,0,6,2.0,6515702,cgmartin/ZF2FileUploadExamples,https://github.com/cgmartin/ZF2FileUploadExamples,2012-11-03 02:43:03,PHP,,81,47,81,6
markjaquith/cache-buddy,3,0,0,0,0,0,0,0,1,0.0,32636518,markjaquith/cache-buddy,https://github.com/markjaquith/cache-buddy,2015-03-21 15:04:54,PHP,,80,6,80,7
kohana/cache,7,2,0,0,0,1,3,0,0,0.0,675444,kohana/cache,https://github.com/kohana/cache,2010-05-19 16:56:39,PHP,,79,86,79,9
botman/driver-telegram,0,4,0,0,0,1,5,0,0,0.0,93790985,botman/driver-telegram,https://github.com/botman/driver-telegram,2017-06-08 20:53:22,PHP,,78,59,78,32
wizkid057/wizstats,0,0,0,0,0,0,0,0,0,0.0,5847625,wizkid057/wizstats,https://github.com/wizkid057/wizstats,2012-09-17 21:24:57,PHP,,77,62,77,26
chonthu/Codeigniter-Google-Analytics-Class,6,0,0,0,0,0,0,0,0,0.0,3112650,chonthu/Codeigniter-Google-Analytics-Class,https://github.com/chonthu/Codeigniter-Google-Analytics-Class,2012-01-05 19:33:51,PHP,,76,39,76,1
TimOliver/PHP-Framework-Classes,0,0,0,0,0,0,0,0,0,0.0,2252525,TimOliver/PHP-Framework-Classes,https://github.com/TimOliver/PHP-Framework-Classes,2011-08-23 01:41:12,PHP,,75,50,75,1
pattern-lab/patternengine-php-twig,39,0,0,0,0,2,11,0,40,24.0,21108033,pattern-lab/patternengine-php-twig,https://github.com/pattern-lab/patternengine-php-twig,2014-06-22 23:00:34,PHP,,74,34,74,20
matriphe/laravel-imageupload,19,3,0,0,0,2,10,0,18,15.0,30164017,matriphe/laravel-imageupload,https://github.com/matriphe/laravel-imageupload,2015-02-01 23:43:25,PHP,,73,30,73,2
gstjohn/GifBot,0,4,1,0,0,0,0,0,0,2.0,19544159,gstjohn/GifBot,https://github.com/gstjohn/GifBot,2014-05-07 17:45:00,PHP,,72,8,72,0
dotsunited/BundleFu,5,1,0,0,0,1,7,0,12,19.0,954114,dotsunited/BundleFu,https://github.com/dotsunited/BundleFu,2010-10-01 12:32:06,PHP,,71,11,71,0
kartik-v/yii2-dynagrid,12,6,0,0,0,7,19,0,11,4.5,20260153,kartik-v/yii2-dynagrid,https://github.com/kartik-v/yii2-dynagrid,2014-05-28 14:18:48,PHP,,70,64,70,1
liip/LiipMagentoBundle,14,0,0,0,0,1,3,0,13,15.0,2384131,liip/LiipMagentoBundle,https://github.com/liip/LiipMagentoBundle,2011-09-14 08:29:47,PHP,,69,16,69,3
zhuhank/wechat-payment-for-woocommerce,15,0,0,0,0,0,0,0,0,0.0,47312671,zhuhank/wechat-payment-for-woocommerce,https://github.com/zhuhank/wechat-payment-for-woocommerce,2015-12-03 06:24:47,PHP,,68,25,68,5
efficiently/larasset,32,1,0,0,0,22,26,0,22,7.0,21614563,efficiently/larasset,https://github.com/efficiently/larasset,2014-07-08 13:54:52,PHP,,67,6,67,3
symphonycms/members,39,0,0,0,0,11,13,0,12,0.0,1073320,symphonycms/members,https://github.com/symphonycms/members,2010-11-12 00:45:28,PHP,,66,40,66,23
biberlabs/ddd-embeddables,7,3,0,0,0,0,12,0,1,8.0,68447110,biberlabs/ddd-embeddables,https://github.com/biberlabs/ddd-embeddables,2016-09-17 11:01:28,PHP,,65,10,65,3
BedrockStreaming/ApiExceptionBundle,11,11,0,0,0,0,11,0,0,1.0,44525129,BedrockStreaming/ApiExceptionBundle,https://github.com/BedrockStreaming/ApiExceptionBundle,2015-10-19 09:42:27,PHP,,64,9,64,2
Azure-Samples/active-directory-php-graphapi-web,0,0,0,0,0,1,1,0,0,0.0,18371697,Azure-Samples/active-directory-php-graphapi-web,https://github.com/Azure-Samples/active-directory-php-graphapi-web,2014-04-02 15:42:09,PHP,,62,20,62,0
cc-archive/garmonbozia,6,0,0,0,0,1,1,0,0,0.0,23931483,cc-archive/garmonbozia,https://github.com/cc-archive/garmonbozia,2014-09-11 18:57:06,PHP,,61,14,61,0
h0wardch3ng/drrr-like-chat,0,0,0,0,0,0,0,0,0,0.0,11230581,h0wardch3ng/drrr-like-chat,https://github.com/h0wardch3ng/drrr-like-chat,2013-07-07 08:15:47,PHP,,60,29,60,2
TimeToogo/RapidRoute,3,5,0,0,0,0,5,0,16,10.0,35687152,TimeToogo/RapidRoute,https://github.com/TimeToogo/RapidRoute,2015-05-15 17:27:41,PHP,,59,4,59,0
youzan/zanhttpdemo,6,0,0,0,0,1,1,0,4,1.0,44440036,youzan/zanhttpdemo,https://github.com/youzan/zanhttpdemo,2015-10-17 14:23:55,PHP,,58,22,58,1
vedicveko/class_dicom.php,0,0,0,0,0,0,0,0,0,0.0,1583611,vedicveko/class_dicom.php,https://github.com/vedicveko/class_dicom.php,2011-04-07 18:10:08,PHP,,57,37,57,2
