Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
tategakibunko/TypeNovel,0,0,0,0,0,6,9,0,18,39.0,195502782,tategakibunko/TypeNovel,https://github.com/tategakibunko/TypeNovel,2019-07-06 05:47:19,TypeScript,,82,3,82,0
matsko/animationsftw.in,0,0,0,0,0,0,0,0,6,0.0,108881320,matsko/animationsftw.in,https://github.com/matsko/animationsftw.in,2017-10-30 16:58:15,TypeScript,,81,26,81,9
realm/realm-graphql,33,0,0,0,0,15,39,0,60,36.0,113117020,realm/realm-graphql,https://github.com/realm/realm-graphql,2017-12-05 01:43:15,TypeScript,,80,10,80,22
lodeapp/lode,6,3,0,0,0,3,24,0,3,12.0,149971805,lodeapp/lode,https://github.com/lodeapp/lode,2018-09-23 09:55:51,TypeScript,,79,7,79,7
superpowers-extra/discover-superpowers-game,0,3,3,0,0,3,9,3,3,0.0,49334834,superpowers-extra/discover-superpowers-game,https://github.com/superpowers-extra/discover-superpowers-game,2016-01-09 17:52:22,TypeScript,,78,11,78,3
gfx/universal-zopfli-js,18,3,0,0,0,18,21,0,12,24.0,110826011,gfx/universal-zopfli-js,https://github.com/gfx/universal-zopfli-js,2017-11-15 11:40:48,TypeScript,,77,3,77,3
Azure/ng-deploy-azure,102,9,0,0,0,6,63,0,108,57.0,188103829,Azure/ng-deploy-azure,https://github.com/Azure/ng-deploy-azure,2019-05-22 19:49:01,TypeScript,,76,29,76,31
hawx1993/judge,12,9,0,0,0,0,3,0,9,9.0,49844442,hawx1993/judge,https://github.com/hawx1993/judge,2016-01-18 01:30:10,TypeScript,,75,24,75,0
oslabs-beta/reverb-vscode-extension,0,9,6,0,0,0,3,0,0,0.0,312661618,oslabs-beta/reverb-vscode-extension,https://github.com/oslabs-beta/reverb-vscode-extension,2020-11-13 19:07:50,TypeScript,,74,6,74,0
rakuten-frontend/rakuten-react-kit,18,12,0,0,0,3,15,0,3,6.0,63044903,rakuten-frontend/rakuten-react-kit,https://github.com/rakuten-frontend/rakuten-react-kit,2016-07-11 07:05:42,TypeScript,,73,25,73,0
