Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
ethereum/solidity,14,5,0,0,0,3,18,1,0,1.0,40892817,ethereum/solidity,https://github.com/ethereum/solidity,2015-08-17 12:27:26,C++,,13428,3318,13428,927
uNetworking/uWebSockets,2,3,0,0,0,8,9,1,2,1.0,54360307,uNetworking/uWebSockets,https://github.com/uNetworking/uWebSockets,2016-03-21 04:39:40,C++,,13375,1451,13375,26
Tencent/ncnn,53,25,0,0,0,49,55,0,0,0.0,95879426,Tencent/ncnn,https://github.com/Tencent/ncnn,2017-06-30 10:55:37,C++,,13267,3198,13267,571
gabime/spdlog,25,2,0,0,0,7,8,1,11,25.0,26038648,gabime/spdlog,https://github.com/gabime/spdlog,2014-11-01 01:28:53,C++,,13263,2806,13263,33
xbmc/xbmc,12,14,1,0,0,8,28,0,0,0.0,1217614,xbmc/xbmc,https://github.com/xbmc/xbmc,2011-01-03 21:18:51,C++,,13117,5800,13117,857
google/libphonenumber,30,1,0,0,0,2,3,0,16,8.0,27500243,google/libphonenumber,https://github.com/google/libphonenumber,2014-12-03 18:02:17,C++,,13116,1740,13116,107
google/filament,129,19,0,0,0,11,21,0,83,7.0,143455116,google/filament,https://github.com/google/filament,2018-08-03 17:26:00,C++,,13102,1193,13102,100
OpenGenus/cosmos,30,0,0,0,0,4,9,0,3,0.0,103749180,OpenGenus/cosmos,https://github.com/OpenGenus/cosmos,2017-09-16 12:07:05,C++,,12922,3401,12922,2458
Qv2ray/Qv2ray,0,14,0,0,0,8,23,0,0,1.0,192025001,Qv2ray/Qv2ray,https://github.com/Qv2ray/Qv2ray,2019-06-15 01:51:08,C++,,12822,2501,12822,20
google/guetzli,14,2,0,0,0,1,8,0,8,1.0,71576450,google/guetzli,https://github.com/google/guetzli,2016-10-21 15:13:18,C++,,12602,1007,12602,124
fmtlib/fmt,57,0,0,0,0,8,19,0,92,0.0,7056202,fmtlib/fmt,https://github.com/fmtlib/fmt,2012-12-07 16:26:46,C++,,12595,1516,12595,14
apache/incubator-brpc,29,2,0,0,0,5,10,0,0,0.0,102343794,apache/incubator-brpc,https://github.com/apache/incubator-brpc,2017-09-04 09:28:47,C++,,12591,3147,12591,540
microsoft/AirSim,22,9,2,4,0,17,40,1,0,1.0,81887991,microsoft/AirSim,https://github.com/microsoft/AirSim,2017-02-14 00:52:29,C++,,12484,3506,12484,512
CoatiSoftware/Sourcetrail,46,3,0,0,0,8,12,0,6,9.0,47690142,CoatiSoftware/Sourcetrail,https://github.com/CoatiSoftware/Sourcetrail,2015-12-09 12:32:11,C++,,12252,837,12252,358
MarlinFirmware/Marlin,20,7,0,0,0,16,40,0,0,0.0,2200856,MarlinFirmware/Marlin,https://github.com/MarlinFirmware/Marlin,2011-08-13 08:07:20,C++,,12158,15554,12158,665
arangodb/arangodb,44,4,0,0,0,2,33,0,4,0.0,2649214,arangodb/arangodb,https://github.com/arangodb/arangodb,2011-10-26 06:42:00,C++,,11846,740,11846,663
google/tink,41,0,0,0,0,2,4,0,2,5.0,20570214,google/tink,https://github.com/google/tink,2014-06-06 16:21:09,C++,,11831,1030,11831,113
onnx/onnx,18,5,0,0,0,6,18,0,10,19.0,102692863,onnx/onnx,https://github.com/onnx/onnx,2017-09-07 04:53:45,C++,,11761,2266,11761,494
wkhtmltopdf/wkhtmltopdf,0,0,0,0,0,0,0,0,0,0.0,271714,wkhtmltopdf/wkhtmltopdf,https://github.com/wkhtmltopdf/wkhtmltopdf,2009-08-07 14:27:43,C++,,11685,1527,11685,1235
lettier/3d-game-shaders-for-beginners,34,1,1,0,0,0,2,0,1,0.0,186309296,lettier/3d-game-shaders-for-beginners,https://github.com/lettier/3d-game-shaders-for-beginners,2019-05-12 22:08:45,C++,,11635,851,11635,13
keepassxreboot/keepassxc,21,6,0,0,0,3,9,0,0,0.0,52729242,keepassxreboot/keepassxc,https://github.com/keepassxreboot/keepassxc,2016-02-28 15:52:40,C++,,11523,929,11523,660
Tencent/rapidjson,54,3,0,0,0,17,26,0,18,1.0,17391973,Tencent/rapidjson,https://github.com/Tencent/rapidjson,2014-03-04 05:53:37,C++,,11501,3051,11501,544
WerWolv/ImHex,89,8,0,0,0,16,25,1,14,5.0,311683390,WerWolv/ImHex,https://github.com/WerWolv/ImHex,2020-11-10 14:27:00,C++,,11466,576,11466,91
EOSIO/eos,32,1,0,0,0,2,15,0,0,12.0,87335980,EOSIO/eos,https://github.com/EOSIO/eos,2017-04-05 17:09:53,C++,,11296,3659,11296,368
USTC-Resource/USTC-Course,33,8,0,0,0,6,13,0,2,3.0,164782828,USTC-Resource/USTC-Course,https://github.com/USTC-Resource/USTC-Course,2019-01-09 03:48:08,C++,,11201,3162,11201,2
apple/foundationdb,27,2,0,0,0,5,20,1,27,5.0,114187903,apple/foundationdb,https://github.com/apple/foundationdb,2017-12-14 01:40:42,C++,,10880,1016,10880,869
ShiqiYu/libfacedetection,12,1,0,0,0,4,4,0,1,1.0,29518121,ShiqiYu/libfacedetection,https://github.com/ShiqiYu/libfacedetection,2015-01-20 07:47:20,C++,,10818,2905,10818,40
davisking/dlib,0,1,0,0,0,3,5,0,1,6.0,16331291,davisking/dlib,https://github.com/davisking/dlib,2014-01-29 00:45:33,C++,,10745,2999,10745,40
kyleneideck/BackgroundMusic,45,2,0,1,0,19,39,2,11,3.0,52422583,kyleneideck/BackgroundMusic,https://github.com/kyleneideck/BackgroundMusic,2016-02-24 07:19:32,C++,,10571,508,10571,368
chenshuo/muduo,0,0,0,0,0,0,0,0,0,0.0,648343,chenshuo/muduo,https://github.com/chenshuo/muduo,2010-05-05 12:58:02,C++,,10555,4424,10555,86
ChaojianYu/Hierarchical-Bilinear-Pooling,27,0,0,0,0,1,3,0,0,0.0,143015600,ChaojianYu/Hierarchical-Bilinear-Pooling,https://github.com/ChaojianYu/Hierarchical-Bilinear-Pooling,2018-07-31 13:09:05,C++,,99,23,99,7
barryWhiteHat/semaphore,29,1,0,0,0,1,2,0,19,4.0,140733383,barryWhiteHat/semaphore,https://github.com/barryWhiteHat/semaphore,2018-07-12 15:41:25,C++,,98,72,98,3
MayaPosch/BMaC,14,1,0,0,0,0,0,0,0,0.0,114949973,MayaPosch/BMaC,https://github.com/MayaPosch/BMaC,2017-12-21 01:53:25,C++,,97,10,97,0
deiss/fftocean,10,1,0,1,0,0,3,0,17,0.0,28350097,deiss/fftocean,https://github.com/deiss/fftocean,2014-12-22 17:32:31,C++,,96,19,96,4
SungjoonPark/KoreanWordVectors,10,0,0,0,0,0,0,0,6,6.0,131946277,SungjoonPark/KoreanWordVectors,https://github.com/SungjoonPark/KoreanWordVectors,2018-05-03 05:34:18,C++,,95,12,95,0
kaelzhang/penteract-ocr,11,7,1,0,0,2,9,1,26,11.0,101128549,kaelzhang/penteract-ocr,https://github.com/kaelzhang/penteract-ocr,2017-08-23 02:28:02,C++,,94,12,94,10
ThibaultReuille/graphiti,0,0,0,0,0,1,2,0,0,0.0,21020631,ThibaultReuille/graphiti,https://github.com/ThibaultReuille/graphiti,2014-06-20 00:53:07,C++,,93,22,93,7
uaf/uaf,36,2,1,0,0,5,8,0,1,5.0,10055010,uaf/uaf,https://github.com/uaf/uaf,2013-05-14 12:56:20,C++,,92,41,92,21
SunResearchInstitute/sys-clk-Editor,3,1,0,0,0,2,4,0,0,0.0,198738020,SunResearchInstitute/sys-clk-Editor,https://github.com/SunResearchInstitute/sys-clk-Editor,2019-07-25 01:58:37,C++,,91,7,91,1
BEETL/BEETL,56,0,0,0,0,0,0,0,0,0.0,3658956,BEETL/BEETL,https://github.com/BEETL/BEETL,2012-03-08 10:33:08,C++,,89,23,89,2
devkitPro/nds-hb-menu,0,0,0,0,0,0,0,0,2,2.0,28307800,devkitPro/nds-hb-menu,https://github.com/devkitPro/nds-hb-menu,2014-12-21 17:58:30,C++,,88,17,88,5
jethrogb/ssltrace,10,0,0,0,0,0,0,0,15,10.0,12687449,jethrogb/ssltrace,https://github.com/jethrogb/ssltrace,2013-09-08 20:56:30,C++,,87,16,87,0
plstcharles/litiv,16,4,0,2,0,4,19,0,0,1.0,42379470,plstcharles/litiv,https://github.com/plstcharles/litiv,2015-09-13 01:30:11,C++,,86,27,86,5
keegnotrub/coda-sass-plugin,0,0,0,0,0,3,3,0,0,0.0,16254302,keegnotrub/coda-sass-plugin,https://github.com/keegnotrub/coda-sass-plugin,2014-01-26 14:19:32,C++,,85,10,85,11
kei500/liblinear-ruby,7,1,0,0,0,0,1,0,21,11.0,14516097,kei500/liblinear-ruby,https://github.com/kei500/liblinear-ruby,2013-11-19 06:16:21,C++,,84,8,84,3
lemire/dictionary,20,0,0,0,0,0,0,0,3,3.0,65499078,lemire/dictionary,https://github.com/lemire/dictionary,2016-08-11 20:20:58,C++,,83,9,83,0
ropensci/rzmq,3,3,0,0,0,1,8,0,1,7.0,2472232,ropensci/rzmq,https://github.com/ropensci/rzmq,2011-09-28 02:11:59,C++,,82,30,82,10
plausiblelabs/plpatchmaster,0,0,0,0,0,0,1,0,0,0.0,16929027,plausiblelabs/plpatchmaster,https://github.com/plausiblelabs/plpatchmaster,2014-02-17 22:38:36,C++,,81,12,81,1
named-data-ndnSIM/ndnSIM,5,1,0,0,0,0,7,0,4,0.0,4522812,named-data-ndnSIM/ndnSIM,https://github.com/named-data-ndnSIM/ndnSIM,2012-06-01 18:24:44,C++,,80,149,80,48
giddie/qt-cmake-template,29,0,0,0,0,0,0,0,18,4.0,5180928,giddie/qt-cmake-template,https://github.com/giddie/qt-cmake-template,2012-07-25 15:30:26,C++,,79,17,79,3
RobertKrajewski/Sync-my-L2P,2,1,0,0,0,1,1,0,2,0.0,2853071,RobertKrajewski/Sync-my-L2P,https://github.com/RobertKrajewski/Sync-my-L2P,2011-11-25 23:03:03,C++,,78,26,78,26
EdgeApp/airbitz-core,8,1,0,0,0,0,2,0,1,0.0,26038745,EdgeApp/airbitz-core,https://github.com/EdgeApp/airbitz-core,2014-11-01 01:34:47,C++,,77,47,77,13
Facepunch/gmad,0,0,0,0,0,1,1,1,8,0.0,7772684,Facepunch/gmad,https://github.com/Facepunch/gmad,2013-01-23 10:38:00,C++,,76,46,76,8
julapy/ofxQuadWarp,4,1,0,0,0,0,0,0,0,0.0,2167756,julapy/ofxQuadWarp,https://github.com/julapy/ofxQuadWarp,2011-08-07 06:25:03,C++,,75,34,75,3
albertoCrive/homographyTrackingDemo,5,0,0,0,0,0,0,0,0,0.0,27085545,albertoCrive/homographyTrackingDemo,https://github.com/albertoCrive/homographyTrackingDemo,2014-11-24 17:04:09,C++,,74,38,74,0
binnes/esp8266Workshop,0,0,0,0,0,0,2,0,0,0.0,129805797,binnes/esp8266Workshop,https://github.com/binnes/esp8266Workshop,2018-04-16 21:07:11,C++,,73,71,73,2
giacomodabisias/libfreenect2pclgrabber,0,0,0,0,0,0,0,0,0,0.0,27546460,giacomodabisias/libfreenect2pclgrabber,https://github.com/giacomodabisias/libfreenect2pclgrabber,2014-12-04 15:23:38,C++,,72,29,72,4
kalavaras/LibOVRWrapper,10,0,0,0,0,0,0,0,0,0.0,57395047,kalavaras/LibOVRWrapper,https://github.com/kalavaras/LibOVRWrapper,2016-04-29 15:36:28,C++,,71,8,71,1
manykits/PHOENIXEngine,1,1,0,0,0,0,1,0,0,0.0,88232097,manykits/PHOENIXEngine,https://github.com/manykits/PHOENIXEngine,2017-04-14 04:12:57,C++,,70,23,70,2
odedstein/DevelopabilityOfTriangleMeshes,14,0,0,0,0,0,0,0,0,0.0,140735462,odedstein/DevelopabilityOfTriangleMeshes,https://github.com/odedstein/DevelopabilityOfTriangleMeshes,2018-07-12 15:58:34,C++,,69,16,69,3
dqydj/PaperBack_EPaper_Display,21,1,0,0,0,0,2,0,1,0.0,93948409,dqydj/PaperBack_EPaper_Display,https://github.com/dqydj/PaperBack_EPaper_Display,2017-06-10 15:32:45,C++,,68,17,68,0
loveblockchain/eosdice,0,0,0,0,0,0,0,0,0,0.0,155074164,loveblockchain/eosdice,https://github.com/loveblockchain/eosdice,2018-10-28 13:29:33,C++,,67,41,67,1
theypsilon/concat,0,1,0,0,0,0,1,0,7,8.5,21971922,theypsilon/concat,https://github.com/theypsilon/concat,2014-07-18 07:33:23,C++,,66,3,66,4
qistoph/ArduinoAES256,0,0,0,0,0,0,0,0,0,0.0,1697649,qistoph/ArduinoAES256,https://github.com/qistoph/ArduinoAES256,2011-05-03 18:49:18,C++,,63,22,63,1
yechengxi/DBG2OLC,0,0,0,0,0,0,0,0,0,0.0,23664739,yechengxi/DBG2OLC,https://github.com/yechengxi/DBG2OLC,2014-09-04 14:03:18,C++,,62,28,62,4
jiapei100/VOSM,30,0,0,0,0,12,27,0,7,4.5,18732344,jiapei100/VOSM,https://github.com/jiapei100/VOSM,2014-04-13 15:27:58,C++,,61,33,61,1
faustomilletari/3D-Caffe,4,1,0,0,0,3,10,0,0,0.0,61215528,faustomilletari/3D-Caffe,https://github.com/faustomilletari/3D-Caffe,2016-06-15 14:42:11,C++,,60,34,60,6
TcT2k/wxPDFView,23,1,0,0,0,2,3,0,0,0.0,22506625,TcT2k/wxPDFView,https://github.com/TcT2k/wxPDFView,2014-08-01 11:22:44,C++,,59,24,59,7
okcashpro/okcash-oldsrc-history,0,5,0,1,0,1,5,0,0,0.0,27096877,okcashpro/okcash-oldsrc-history,https://github.com/okcashpro/okcash-oldsrc-history,2014-11-24 21:53:07,C++,,58,61,58,1
danauclair/CardScan,0,0,0,0,0,0,0,0,0,0.0,1252468,danauclair/CardScan,https://github.com/danauclair/CardScan,2011-01-13 22:21:09,C++,,57,17,57,2
mattmcd/NaCl,4,0,0,0,0,0,0,0,0,0.0,14467688,mattmcd/NaCl,https://github.com/mattmcd/NaCl,2013-11-17 14:04:27,C++,,56,25,56,1
NotGlop/SysExec,0,0,0,0,0,0,0,0,0,0.0,86440541,NotGlop/SysExec,https://github.com/NotGlop/SysExec,2017-03-28 09:24:31,C++,,55,24,55,0
indutny/mmap.js,0,0,0,0,0,0,0,0,2,1.0,25092911,indutny/mmap.js,https://github.com/indutny/mmap.js,2014-10-11 19:50:07,C++,,54,11,54,7
elliotgoodrich/VariadicTemplateAlgorithms,0,1,0,0,0,0,2,0,2,3.0,29426202,elliotgoodrich/VariadicTemplateAlgorithms,https://github.com/elliotgoodrich/VariadicTemplateAlgorithms,2015-01-18 13:10:59,C++,,53,4,53,0
