Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
Marak/faker.js,274,66,0,0,0,2,75,0,6,10.0,667561,Marak/faker.js,https://github.com/Marak/faker.js,2010-05-15 00:53:07,JavaScript,,34208,2925,34208,294
hexojs/hexo,11,15,0,0,0,6,30,2,0,6.0,5923215,hexojs/hexo,https://github.com/hexojs/hexo,2012-09-23 15:17:08,JavaScript,,33813,4229,33813,100
sahat/hackathon-starter,288,47,1,1,0,26,126,4,136,78.0,14370955,sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,2013-11-13 17:24:12,JavaScript,,32466,7489,32466,45
gulpjs/gulp,22,0,0,0,0,0,2,1,13,5.0,11167738,gulpjs/gulp,https://github.com/gulpjs/gulp,2013-07-04 05:26:06,JavaScript,,32407,4398,32407,28
videojs/video.js,4,1,0,8,0,2,7,0,6,6.0,667006,videojs/video.js,https://github.com/videojs/video.js,2010-05-14 18:45:10,JavaScript,,32394,6992,32394,380
koajs/koa,20,64,0,0,0,8,78,0,17,8.0,11551538,koajs/koa,https://github.com/koajs/koa,2013-07-20 18:53:45,JavaScript,,32032,3108,32032,55
microsoft/playwright,15,1,0,0,0,1,11,0,1,5.0,221981891,microsoft/playwright,https://github.com/microsoft/playwright,2019-11-15 18:32:42,JavaScript,,31060,1328,31060,456
lerna/lerna,40,6,0,0,0,8,17,0,49,8.0,47394776,lerna/lerna,https://github.com/lerna/lerna,2015-12-04 09:36:55,JavaScript,,30890,2038,30890,736
photonstorm/phaser,30,26,1,3,0,13,61,2,13,8.0,9393759,photonstorm/phaser,https://github.com/photonstorm/phaser,2013-04-12 12:27:51,JavaScript,,30850,6600,30850,126
jondot/awesome-react-native,1290,1,0,25,0,1100,1286,13,9,0.0,32948863,jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,2015-03-26 19:58:06,JavaScript,,30706,3784,30706,49
preactjs/preact,7,71,1,0,0,6,78,1,1,2.0,42283287,preactjs/preact,https://github.com/preactjs/preact,2015-09-11 02:40:18,JavaScript,,30465,1696,30465,222
carbon-app/carbon,30,13,0,1,0,91,133,4,18,0.0,94498635,carbon-app/carbon,https://github.com/carbon-app/carbon,2017-06-16 02:50:28,JavaScript,,29206,1629,29206,21
SheetJS/sheetjs,208,9,0,0,0,12,42,0,622,85.0,6988020,SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,2012-12-03 19:25:52,JavaScript,,28307,7237,28307,94
react-boilerplate/react-boilerplate,17,23,0,1,0,3,32,1,7,0.0,30969188,react-boilerplate/react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,2015-02-18 14:36:32,JavaScript,,28118,5960,28118,83
tastejs/todomvc,0,13,0,0,0,10,13,1,0,0.0,1844251,tastejs/todomvc,https://github.com/tastejs/todomvc,2011-06-03 19:56:33,JavaScript,,27594,13929,27594,184
caolan/async,0,8,0,0,0,1,11,0,2,2.0,698041,caolan/async,https://github.com/caolan/async,2010-06-01 21:01:30,JavaScript,,27384,2414,27384,5
kenwheeler/slick,2,0,0,0,0,2,3,0,23,11.5,18049133,kenwheeler/slick,https://github.com/kenwheeler/slick,2014-03-24 02:10:05,JavaScript,,27204,5805,27204,1326
gorhill/uBlock,13,13,0,0,0,23,40,1,4,0.0,33263118,gorhill/uBlock,https://github.com/gorhill/uBlock,2015-04-01 17:51:11,JavaScript,,27192,2225,27192,35
vuejs/vuex,5,2,0,0,0,10,17,0,1,1.0,39176269,vuejs/vuex,https://github.com/vuejs/vuex,2015-07-16 04:21:26,JavaScript,,27072,9221,27072,92
jgraph/drawio,0,1,0,0,0,3,6,3,0,0.0,67508428,jgraph/drawio,https://github.com/jgraph/drawio,2016-09-06 12:59:15,JavaScript,,26671,5411,26671,268
markedjs/marked,6,7,0,0,0,2,13,0,2,3.0,2096579,markedjs/marked,https://github.com/markedjs/marked,2011-07-24 13:15:51,JavaScript,,26461,3097,26461,46
jashkenas/underscore,0,0,0,0,0,0,4,0,0,0.0,349241,jashkenas/underscore,https://github.com/jashkenas/underscore,2009-10-25 18:31:06,JavaScript,,26227,5610,26227,52
elsewhencode/project-guidelines,130,12,0,0,0,9,32,2,42,21.0,95876775,elsewhencode/project-guidelines,https://github.com/elsewhencode/project-guidelines,2017-06-30 10:17:55,JavaScript,,25915,2792,25915,11
atlassian/react-beautiful-dnd,83,10,2,0,0,7,21,0,22,0.0,99761907,atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,2017-08-09 03:37:15,JavaScript,,25693,1938,25693,482
webtorrent/webtorrent,31,10,1,1,0,12,40,0,11,15.0,13584262,webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,2013-10-15 08:16:40,JavaScript,,25470,2471,25470,119
sentsin/layui,0,7,0,0,0,0,10,0,0,3.0,42920477,sentsin/layui,https://github.com/sentsin/layui,2015-09-22 08:12:03,JavaScript,,25412,6849,25412,738
request/request,106,7,0,0,0,15,45,0,168,41.0,1283503,request/request,https://github.com/request/request,2011-01-23 01:25:14,JavaScript,,25378,3106,25378,116
sequelize/sequelize,14,7,0,0,0,13,27,0,0,1.0,790359,sequelize/sequelize,https://github.com/sequelize/sequelize,2010-07-22 07:11:11,JavaScript,,25349,3899,25349,944
naptha/tesseract.js,21,25,2,1,0,8,30,0,4,6.0,37958358,naptha/tesseract.js,https://github.com/naptha/tesseract.js,2015-06-24 02:49:52,JavaScript,,25178,1716,25178,110
select2/select2,28,15,0,0,0,2,16,0,6,0.0,3620194,select2/select2,https://github.com/select2/select2,2012-03-04 18:43:12,JavaScript,,25166,6266,25166,69
github/fetch,27,0,0,0,0,3,9,1,29,15.0,25136308,github/fetch,https://github.com/github/fetch,2014-10-13 00:26:19,JavaScript,,25095,3096,25095,17
typicode/husky,0,0,0,0,0,0,0,0,2,4.0,21125024,typicode/husky,https://github.com/typicode/husky,2014-06-23 12:14:21,JavaScript,,24920,875,24920,38
GitbookIO/gitbook,9,5,0,0,0,2,22,0,0,0.0,18280236,GitbookIO/gitbook,https://github.com/GitbookIO/gitbook,2014-03-31 03:01:56,JavaScript,,24224,3592,24224,1012
codemirror/CodeMirror,0,2,0,0,0,2,7,0,2,0.0,1254497,codemirror/CodeMirror,https://github.com/codemirror/CodeMirror,2011-01-14 13:44:03,JavaScript,,23970,4779,23970,436
GoogleChrome/lighthouse,91,6,0,0,0,33,70,0,20,7.0,53370988,GoogleChrome/lighthouse,https://github.com/GoogleChrome/lighthouse,2016-03-08 01:03:11,JavaScript,,23828,8261,23828,591
goabstract/Awesome-Design-Tools,640,367,0,30,0,375,635,22,0,0.0,170326929,goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,2019-02-12 13:55:30,JavaScript,,23707,1788,23707,48
Automattic/mongoose,24,4,0,0,0,8,42,0,24,19.0,597879,Automattic/mongoose,https://github.com/Automattic/mongoose,2010-04-06 21:39:05,JavaScript,,23547,3289,23547,332
SortableJS/Sortable,72,14,0,0,0,21,41,0,89,23.0,15308499,SortableJS/Sortable,https://github.com/SortableJS/Sortable,2013-12-19 10:10:13,JavaScript,,23508,3354,23508,346
parallax/jsPDF,14,8,0,0,0,9,24,0,8,15.5,402046,parallax/jsPDF,https://github.com/parallax/jsPDF,2009-12-06 14:56:32,JavaScript,,23228,4159,23228,108
bvaughn/react-virtualized,31,71,0,0,0,12,108,1,11,6.0,45431898,bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,2015-11-03 00:48:07,JavaScript,,22874,2848,22874,435
pcottle/learnGitBranching,33,36,1,0,0,36,38,0,13,1.0,5405654,pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,2012-08-13 22:36:09,JavaScript,,22870,5024,22870,13
OAI/OpenAPI-Specification,5,3,0,0,0,3,8,0,1,0.0,17372733,OAI/OpenAPI-Specification,https://github.com/OAI/OpenAPI-Specification,2014-03-03 16:53:36,JavaScript,,22528,7928,22528,519
ccxt/ccxt,40,154,0,0,0,56,179,1,4,14.0,91253698,ccxt/ccxt,https://github.com/ccxt/ccxt,2017-05-14 15:41:56,JavaScript,,22322,5478,22322,686
Binaryify/NeteaseCloudMusicApi,241,9,0,0,0,8,15,0,6,8.0,61715431,Binaryify/NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,2016-06-22 11:58:03,JavaScript,,22139,6410,22139,86
balderdashy/sails,24,9,0,1,0,13,51,1,1,4.0,3757512,balderdashy/sails,https://github.com/balderdashy/sails,2012-03-18 19:46:15,JavaScript,,22111,1934,22111,508
pure-css/pure,23,3,0,0,0,1,2,1,16,1.0,9603240,pure-css/pure,https://github.com/pure-css/pure,2013-04-22 16:16:39,JavaScript,,22059,2405,22059,4
redux-saga/redux-saga,16,68,0,0,0,9,92,0,19,13.0,47071941,redux-saga/redux-saga,https://github.com/redux-saga/redux-saga,2015-11-29 16:58:12,JavaScript,,21957,1986,21957,237
mdbootstrap/mdb-ui-kit,0,5,16,2,0,2,57,0,0,0.0,23069399,mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,2014-08-18 11:54:00,JavaScript,,21789,3432,21789,4
immerjs/immer,3,3,0,0,0,1,3,0,1,0.0,115720575,immerjs/immer,https://github.com/immerjs/immer,2017-12-29 12:25:47,JavaScript,,21681,672,21681,23
Tencent/wepy,9,6,0,0,0,14,24,0,2,5.0,73681508,Tencent/wepy,https://github.com/Tencent/wepy,2016-11-14 08:06:56,JavaScript,,21625,3047,21625,373
ramda/ramda,19,7,0,0,0,13,33,0,16,10.0,10851820,ramda/ramda,https://github.com/ramda/ramda,2013-06-21 20:32:35,JavaScript,,21444,1366,21444,334
fastify/fastify,86,10,0,0,0,46,58,2,34,9.0,69495170,fastify/fastify,https://github.com/fastify/fastify,2016-09-28 19:10:14,JavaScript,,21343,1577,21343,79
swagger-api/swagger-ui,21,9,0,0,0,12,19,0,4,0.0,2055965,swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui,2011-07-15 22:56:39,JavaScript,,21213,8131,21213,702
facebook/draft-js,3,2,1,0,0,3,18,1,6,5.0,52113921,facebook/draft-js,https://github.com/facebook/draft-js,2016-02-19 20:18:26,JavaScript,,21107,2481,21107,909
bevacqua/dragula,18,0,0,0,0,0,0,0,87,13.0,33895378,bevacqua/dragula,https://github.com/bevacqua/dragula,2015-04-13 21:35:38,JavaScript,,20997,1961,20997,148
feathericons/feather,26,6,0,0,0,16,40,0,32,20.0,20270252,feathericons/feather,https://github.com/feathericons/feather,2014-05-28 19:49:55,JavaScript,,20975,1007,20975,447
mochajs/mocha,14,16,0,0,0,15,28,3,0,0.0,1451352,mochajs/mocha,https://github.com/mochajs/mocha,2011-03-07 18:44:25,JavaScript,,20949,2903,20949,265
rollup/rollup,0,3,0,0,0,6,17,2,5,5.0,35640229,rollup/rollup,https://github.com/rollup/rollup,2015-05-14 22:26:28,JavaScript,,20928,1079,20928,361
sampotts/plyr,71,23,0,8,0,16,87,0,234,34.0,30794868,sampotts/plyr,https://github.com/sampotts/plyr,2015-02-14 11:33:07,JavaScript,,20806,2507,20806,696
paularmstrong/normalizr,11,1,0,0,0,2,4,0,2,5.0,23141830,paularmstrong/normalizr,https://github.com/paularmstrong/normalizr,2014-08-20 08:41:38,JavaScript,,20686,844,20686,36
fabricjs/fabric.js,55,13,0,0,0,14,49,0,10,3.0,712530,fabricjs/fabric.js,https://github.com/fabricjs/fabric.js,2010-06-09 22:24:38,JavaScript,,20580,2912,20580,263
Polyfiller/polyfiller,0,51,0,0,0,51,59,0,23,21.0,34984618,Polyfiller/polyfiller,https://github.com/Polyfiller/polyfiller,2015-05-03 12:04:07,JavaScript,,99,5,99,3
philipshurpik/react-native-animated-tabs,4,1,2,0,0,0,0,0,11,2.0,48310766,philipshurpik/react-native-animated-tabs,https://github.com/philipshurpik/react-native-animated-tabs,2015-12-20 07:09:42,JavaScript,,98,14,98,2
springernature/webpagetest-mapper,55,0,0,0,0,0,0,0,104,8.0,28625525,springernature/webpagetest-mapper,https://github.com/springernature/webpagetest-mapper,2014-12-30 09:42:54,JavaScript,,97,13,97,4
jedireza/generator-hapi-style,2,3,0,0,0,0,4,0,1,10.0,27970665,jedireza/generator-hapi-style,https://github.com/jedireza/generator-hapi-style,2014-12-13 19:06:00,JavaScript,,96,17,96,1
uupaa/UserAgent.js,2,2,0,0,0,3,5,0,0,3.0,40609288,uupaa/UserAgent.js,https://github.com/uupaa/UserAgent.js,2015-08-12 15:43:06,JavaScript,,95,12,95,1
RealOrangeOne/react-native-busy-indicator,0,4,1,0,0,0,3,0,9,3.0,48919374,RealOrangeOne/react-native-busy-indicator,https://github.com/RealOrangeOne/react-native-busy-indicator,2016-01-02 18:24:17,JavaScript,,94,39,94,4
Yaska/redux-mediaquery,23,0,0,0,0,0,1,0,7,5.0,61317163,Yaska/redux-mediaquery,https://github.com/Yaska/redux-mediaquery,2016-06-16 18:37:41,JavaScript,,93,6,93,2
thejsway/thejsway_fr-code,9,0,0,0,0,1,1,0,0,0.0,43372525,thejsway/thejsway_fr-code,https://github.com/thejsway/thejsway_fr-code,2015-09-29 14:26:47,JavaScript,,92,146,92,17
humangeo/leaflet-tilefilter,0,1,1,0,0,2,2,0,0,2.0,20414622,humangeo/leaflet-tilefilter,https://github.com/humangeo/leaflet-tilefilter,2014-06-02 18:25:38,JavaScript,,91,19,91,6
bentolor/java9-in-action,3,0,0,0,0,0,0,0,6,0.0,62308160,bentolor/java9-in-action,https://github.com/bentolor/java9-in-action,2016-06-30 12:17:18,JavaScript,,90,42,90,0
css-modules/css-modules-loader-core,2,1,0,0,0,1,2,0,3,2.0,36403782,css-modules/css-modules-loader-core,https://github.com/css-modules/css-modules-loader-core,2015-05-28 00:11:23,JavaScript,,89,33,89,32
stevenhauser/i-have-to-return-some-videotapes,4,0,0,0,0,1,1,0,3,0.0,45651925,stevenhauser/i-have-to-return-some-videotapes,https://github.com/stevenhauser/i-have-to-return-some-videotapes,2015-11-06 01:41:57,JavaScript,,88,20,88,4
lavrton/Progressive-Web-App-Loading,0,0,0,0,0,0,1,0,0,0.0,63711521,lavrton/Progressive-Web-App-Loading,https://github.com/lavrton/Progressive-Web-App-Loading,2016-07-19 16:45:57,JavaScript,,87,13,87,0
omarish/tweetable,6,0,0,0,0,0,1,0,7,2.0,35747404,omarish/tweetable,https://github.com/omarish/tweetable,2015-05-17 01:40:11,JavaScript,,86,8,86,1
vanng822/pagination,21,1,0,0,0,0,1,0,21,7.0,5010553,vanng822/pagination,https://github.com/vanng822/pagination,2012-07-12 21:25:04,JavaScript,,85,23,85,1
josegonzalez/real-aws-status,10,1,0,0,0,1,2,0,1,0.0,60803988,josegonzalez/real-aws-status,https://github.com/josegonzalez/real-aws-status,2016-06-09 20:12:06,JavaScript,,84,3,84,8
node-hocus-pocus/legerdemain,10,0,0,0,0,2,3,0,2,5.0,41674561,node-hocus-pocus/legerdemain,https://github.com/node-hocus-pocus/legerdemain,2015-08-31 12:39:05,JavaScript,,83,4,83,5
shama/base-element,15,4,0,0,0,13,16,0,25,11.0,34996782,shama/base-element,https://github.com/shama/base-element,2015-05-03 18:51:25,JavaScript,,82,7,82,4
piliyu/react-getting-started,0,0,0,0,0,0,0,0,0,0.0,41653829,piliyu/react-getting-started,https://github.com/piliyu/react-getting-started,2015-08-31 03:29:42,JavaScript,,81,33,81,0
dermike/conversational-ui,0,1,0,0,0,1,4,0,5,2.0,59319345,dermike/conversational-ui,https://github.com/dermike/conversational-ui,2016-05-20 19:00:09,JavaScript,,80,20,80,0
dmatteo/jsdomify,2,2,0,0,0,3,6,0,4,10.0,32510452,dmatteo/jsdomify,https://github.com/dmatteo/jsdomify,2015-03-19 08:50:36,JavaScript,,78,11,78,2
rollup/three-jsnext,0,0,0,0,0,4,6,1,2,5.0,38784344,rollup/three-jsnext,https://github.com/rollup/three-jsnext,2015-07-08 22:53:58,JavaScript,,77,118,77,5
city41/node-sql-fixtures,0,0,0,0,0,4,7,4,2,1.0,24515017,city41/node-sql-fixtures,https://github.com/city41/node-sql-fixtures,2014-09-26 20:52:58,JavaScript,,76,13,76,6
aurelia/bootstrapper,10,4,0,0,0,0,10,0,2,7.0,27837192,aurelia/bootstrapper,https://github.com/aurelia/bootstrapper,2014-12-10 20:00:17,JavaScript,,75,36,75,12
yinfxs/ibird,0,4,0,0,0,3,8,0,2,5.0,60183648,yinfxs/ibird,https://github.com/yinfxs/ibird,2016-06-01 14:23:48,JavaScript,,74,8,74,0
codepan/ionic,0,0,0,0,0,0,0,0,0,0.0,44088009,codepan/ionic,https://github.com/codepan/ionic,2015-10-12 06:24:27,JavaScript,,73,80,73,4
feeblejs/feeble,0,0,0,0,0,0,4,0,0,2.0,63790078,feeblejs/feeble,https://github.com/feeblejs/feeble,2016-07-20 14:53:57,JavaScript,,72,7,72,0
alexbeletsky/brick,3,0,0,0,0,0,3,0,0,1.0,33413608,alexbeletsky/brick,https://github.com/alexbeletsky/brick,2015-04-04 17:18:09,JavaScript,,71,6,71,0
thenables/composition,0,0,0,0,0,0,0,0,0,1.0,28164006,thenables/composition,https://github.com/thenables/composition,2014-12-18 01:56:09,JavaScript,,70,6,70,1
krakenjs/generator-swaggerize,25,2,0,0,0,6,8,0,38,5.0,25485575,krakenjs/generator-swaggerize,https://github.com/krakenjs/generator-swaggerize,2014-10-20 20:38:57,JavaScript,,69,34,69,12
madshargreave/gitchecker,13,0,0,0,0,0,0,0,5,3.0,48900372,madshargreave/gitchecker,https://github.com/madshargreave/gitchecker,2016-01-02 05:59:22,JavaScript,,68,9,68,1
ljunb/react-native-iCityAction,4,5,0,0,0,0,0,0,0,1.0,58206445,ljunb/react-native-iCityAction,https://github.com/ljunb/react-native-iCityAction,2016-05-06 12:42:13,JavaScript,,67,21,67,0
prettydiff/biddle,12,2,0,1,0,1,7,0,1,0.0,62554825,prettydiff/biddle,https://github.com/prettydiff/biddle,2016-07-04 10:45:38,JavaScript,,66,4,66,6
nathanmarks/jss-theme-reactor,1,1,0,0,0,0,1,0,1,3.0,66155061,nathanmarks/jss-theme-reactor,https://github.com/nathanmarks/jss-theme-reactor,2016-08-20 15:54:05,JavaScript,,65,8,65,9
voronianski/xml2obj-stream,10,2,0,0,0,3,8,0,18,7.0,25814520,voronianski/xml2obj-stream,https://github.com/voronianski/xml2obj-stream,2014-10-27 10:51:01,JavaScript,,64,7,64,1
sogko/todomvc-relay-go,8,0,0,0,0,5,5,0,4,4.0,43556589,sogko/todomvc-relay-go,https://github.com/sogko/todomvc-relay-go,2015-10-02 14:13:11,JavaScript,,63,8,63,3
uy-xela/atom-tomatimer,15,6,0,0,0,0,4,0,8,1.0,57433440,uy-xela/atom-tomatimer,https://github.com/uy-xela/atom-tomatimer,2016-04-30 08:21:45,JavaScript,,62,7,62,5
depop/archived-graphql-helpers,4,0,0,0,0,0,0,0,6,9.0,61054912,depop/archived-graphql-helpers,https://github.com/depop/archived-graphql-helpers,2016-06-13 17:08:46,JavaScript,,61,5,61,4
bakery/parse-graphql-server,5,5,0,0,0,4,9,0,0,3.0,62622899,bakery/parse-graphql-server,https://github.com/bakery/parse-graphql-server,2016-07-05 09:19:13,JavaScript,,60,13,60,1
axross/tap-notify,0,3,0,0,0,2,3,0,1,3.0,46161469,axross/tap-notify,https://github.com/axross/tap-notify,2015-11-14 04:31:33,JavaScript,,59,10,59,4
raquelxmoss/cycle-color-picker,3,1,1,0,0,4,7,0,3,4.0,59546641,raquelxmoss/cycle-color-picker,https://github.com/raquelxmoss/cycle-color-picker,2016-05-24 06:32:22,JavaScript,,58,9,58,2
yoshuawuyts/server-router,2,0,0,0,0,2,4,0,3,2.0,50759587,yoshuawuyts/server-router,https://github.com/yoshuawuyts/server-router,2016-01-31 05:00:11,JavaScript,,57,8,57,2
