Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
zitryss/go-sample,9,4,0,1,0,2,13,0,0,2.0,167454721,zitryss/go-sample,https://github.com/zitryss/go-sample,2019-01-24 23:41:46,Go,,95,23,95,0
meltwater/secretary,27,3,0,0,0,10,20,0,31,15.0,47828557,meltwater/secretary,https://github.com/meltwater/secretary,2015-12-11 13:35:24,Go,,94,8,94,0
simonedegiacomi/gphotosuploader,9,1,0,0,0,7,11,0,3,11.5,95364722,simonedegiacomi/gphotosuploader,https://github.com/simonedegiacomi/gphotosuploader,2017-06-25 14:27:03,Go,,93,31,93,8
adtac/go-lcns,0,1,0,0,0,2,3,0,2,7.0,150824353,adtac/go-lcns,https://github.com/adtac/go-lcns,2018-09-29 04:25:06,Go,,92,7,92,1
mdlayher/goat,10,1,0,0,0,10,11,1,8,0.0,15091910,mdlayher/goat,https://github.com/mdlayher/goat,2013-12-10 22:54:04,Go,,90,7,90,1
kakao/network-node-manager,12,1,0,0,0,1,2,0,0,4.0,284578082,kakao/network-node-manager,https://github.com/kakao/network-node-manager,2020-08-03 01:48:54,Go,,89,18,89,2
gobwas/graceful,0,0,0,0,0,0,0,0,7,2.0,90128995,gobwas/graceful,https://github.com/gobwas/graceful,2017-05-03 08:58:38,Go,,88,2,88,0
icecrime/vossibility-collector,2,2,0,0,0,3,6,0,2,1.0,38540870,icecrime/vossibility-collector,https://github.com/icecrime/vossibility-collector,2015-07-04 16:49:16,Go,,87,15,87,4
wangguanfu/go-,33,0,0,0,0,19,23,0,0,0.0,152581397,wangguanfu/go-,https://github.com/wangguanfu/go-,2018-10-11 11:33:55,Go,,86,61,86,1
mattn/streeem,0,0,0,0,0,0,0,0,0,2.0,27865326,mattn/streeem,https://github.com/mattn/streeem,2014-12-11 10:10:49,Go,,85,3,85,0
apprenda/kuberang,10,1,0,0,0,0,3,0,5,5.0,69469398,apprenda/kuberang,https://github.com/apprenda/kuberang,2016-09-28 14:04:21,Go,,84,20,84,15
lukevers/kittens,7,0,0,0,0,1,3,0,12,6.0,8572013,lukevers/kittens,https://github.com/lukevers/kittens,2013-03-05 04:24:35,Go,,83,10,83,5
Azure/blobporter,18,3,0,0,0,1,19,0,0,0.0,74929278,Azure/blobporter,https://github.com/Azure/blobporter,2016-11-28 02:22:44,Go,,82,27,82,10
syohex/byzanz-window,8,4,8,0,0,3,3,0,4,7.0,21375695,syohex/byzanz-window,https://github.com/syohex/byzanz-window,2014-07-01 04:59:57,Go,,81,4,81,0
adinfinit/zombies-on-ice,6,3,1,0,0,6,6,0,0,0.0,76106821,adinfinit/zombies-on-ice,https://github.com/adinfinit/zombies-on-ice,2016-12-10 10:52:19,Go,,80,5,80,1
microsoft/LaBench,7,0,0,0,0,1,5,0,2,0.0,189129754,microsoft/LaBench,https://github.com/microsoft/LaBench,2019-05-29 01:37:50,Go,,79,13,79,0
ExpediaGroup/flyte,23,6,1,0,0,3,6,0,3,8.0,129653023,ExpediaGroup/flyte,https://github.com/ExpediaGroup/flyte,2018-04-15 21:36:12,Go,,78,12,78,2
strava/go.serversets,4,1,0,0,0,1,7,0,9,0.0,27098475,strava/go.serversets,https://github.com/strava/go.serversets,2014-11-24 22:37:41,Go,,77,12,77,3
