Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
huihut/interview,733,40,0,0,0,35,96,0,93,62.0,120887835,huihut/interview,https://github.com/huihut/interview,2018-02-09 09:49:48,C++,,21470,6003,21470,5,22,huihut/interview,25.0,0.0,2.0,0.0,365.0,3.0,39.0,42.0,2.0,41.0,43.0,19.0,256.0,622.0,162.0,173.0,176.0,173.0,100.0,1,1485,0.016835016835016835,0.0,0.0013468013468013469,0.24579124579124578,0.0,0.24713804713804713,622.0
facebook/rocksdb,0,4,0,0,0,2,6,0,1,0.0,6934395,facebook/rocksdb,https://github.com/facebook/rocksdb,2012-11-30 06:16:18,C++,,21320,4796,21320,633,23,facebook/rocksdb,900.0,0.0,2.0,0.0,10815.0,414.0,2036.0,2450.0,259.0,6731.0,6990.0,2.0,17.0,693.0,180.0,172.0,171.0,172.0,178.0,1,3382,0.26611472501478417,0.0,0.0005913660555884093,3.197811945594323,0.0,3.1984033116499115,693.0
ClickHouse/ClickHouse,8,1,0,1,0,1,9,0,0,0.0,60246359,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,2016-06-02 08:28:18,C++,,20833,4050,20833,1848,24,ClickHouse/ClickHouse,1325.0,726.0,30.0,468.0,84083.0,1850.0,8970.0,10820.0,190.0,23996.0,24186.0,0.0,149.0,693.0,180.0,171.0,160.0,171.0,191.0,1,2102,0.6303520456707897,0.2226450999048525,0.014272121788772598,40.001427212178875,15.6,55.61569933396765,693.0
mongodb/mongo,5,1,0,0,0,0,0,0,6,3.0,108110,mongodb/mongo,https://github.com/mongodb/mongo,2009-01-15 16:15:18,C++,,20803,5030,20803,54,25,mongodb/mongo,919.0,0.0,2.0,0.0,63612.0,0.0,0.0,0.0,58.0,1358.0,1416.0,0.0,1.0,666.0,175.0,170.0,173.0,170.0,153.0,1,4797,0.19157806962685012,0.0,0.0004169272461955389,13.26078799249531,0.0,13.261204919741505,666.0
facebook/folly,2,1,0,0,0,3,3,0,39,10.0,4524181,facebook/folly,https://github.com/facebook/folly,2012-06-01 20:49:04,C++,,20566,4394,20566,340,26,facebook/folly,1109.0,3273.0,30.0,60.0,10544.0,299.0,600.0,899.0,58.0,741.0,799.0,9.0,45.0,645.0,170.0,169.0,166.0,169.0,141.0,1,3564,0.3111672278338945,0.016835016835016835,0.008417508417508417,2.9584736251402917,2.0,4.9668911335578,645.0
apache/incubator-mxnet,40,10,0,0,0,31,52,2,0,0.0,34864402,apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,2015-04-30 16:21:15,C++,,19775,6882,19775,1950,27,apache/incubator-mxnet,1001.0,21535.0,30.0,49.0,11804.0,1764.0,7709.0,9473.0,216.0,10728.0,10944.0,0.0,149.0,699.0,182.0,168.0,180.0,168.0,183.0,1,2501,0.40023990403838466,0.019592163134746102,0.011995201919232307,4.719712115153938,1.6333333333333333,6.365040650406504,699.0
ApolloAuto/apollo,43,16,0,0,0,4,16,0,0,3.0,96246170,ApolloAuto/apollo,https://github.com/ApolloAuto/apollo,2017-07-04 19:03:31,C++,,19688,7899,19688,1039,28,ApolloAuto/apollo,436.0,31821.0,10.0,10.0,18068.0,1064.0,2466.0,3530.0,59.0,10725.0,10784.0,0.0,126.0,699.0,182.0,167.0,183.0,167.0,182.0,1,1705,0.2557184750733138,0.005865102639296188,0.005865102639296188,10.597067448680352,1.0,11.602932551319649,699.0
uglide/RedisDesktopManager,0,6,0,0,0,1,10,0,0,0.0,11892946,uglide/RedisDesktopManager,https://github.com/uglide/RedisDesktopManager,2013-08-05 07:51:08,C++,,19332,3040,19332,27,29,uglide/RedisDesktopManager,82.0,0.0,2.0,0.0,2093.0,28.0,4464.0,4492.0,4.0,535.0,539.0,0.0,94.0,606.0,155.0,166.0,143.0,166.0,131.0,1,3134,0.02616464582003829,0.0,0.0006381620931716656,0.6678366305041481,0.0,0.6684747925973198,606.0
v8/v8,0,0,0,0,0,0,2,0,2,0.0,24420506,v8/v8,https://github.com/v8/v8,2014-09-24 15:24:30,C++,,18727,3525,18727,0,30,v8/v8,845.0,0.0,2.0,0.0,73931.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,554.0,141.0,165.0,157.0,165.0,67.0,1,2719,0.3107760205958073,0.0,0.000735564545788893,27.190511217359322,0.0,27.19124678190511,554.0
mozilla/DeepSpeech,0,0,0,0,0,0,0,0,5,0.0,60273704,mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,2016-06-02 15:04:53,C++,,18584,3346,18584,127,31,mozilla/DeepSpeech,175.0,27568.0,30.0,871.0,3466.0,106.0,1947.0,2053.0,16.0,1625.0,1641.0,4.0,33.0,638.0,169.0,164.0,152.0,164.0,158.0,1,2102,0.08325404376784015,0.4143672692673644,0.014272121788772598,1.6489058039961941,29.033333333333335,30.696511259118303,638.0
envoyproxy/envoy,30,5,0,2,0,5,33,0,0,0.0,65214191,envoyproxy/envoy,https://github.com/envoyproxy/envoy,2016-08-08 15:07:24,C++,,18466,3429,18466,1210,32,envoyproxy/envoy,986.0,0.0,2.0,0.0,10743.0,1131.0,5818.0,6949.0,139.0,13170.0,13309.0,13.0,62.0,666.0,175.0,163.0,155.0,163.0,185.0,1,2035,0.48452088452088454,0.0,0.0009828009828009828,5.279115479115479,0.0,5.280098280098279,666.0
osquery/osquery,12,2,0,0,0,5,21,1,3,6.0,22394357,osquery/osquery,https://github.com/osquery/osquery,2014-07-29 20:27:33,C++,,18439,2237,18439,530,33,osquery/osquery,435.0,1258.0,30.0,143.0,6055.0,484.0,2417.0,2901.0,29.0,4441.0,4470.0,2.0,104.0,625.0,164.0,162.0,130.0,162.0,171.0,1,2776,0.15670028818443804,0.05151296829971182,0.010806916426512969,2.1811959654178676,4.766666666666667,6.958669548511047,625.0
alibaba/weex,0,4,0,0,0,2,5,0,0,0.0,53658802,alibaba/weex,https://github.com/alibaba/weex,2016-03-11 10:18:11,C++,,17774,2156,17774,23,34,alibaba/weex,307.0,0.0,2.0,0.0,12033.0,26.0,1882.0,1908.0,1.0,1374.0,1375.0,10.0,96.0,603.0,151.0,161.0,129.0,161.0,152.0,1,2185,0.14050343249427918,0.0,0.0009153318077803204,5.507093821510297,0.0,5.508009153318078,603.0
taichi-dev/taichi,12,15,6,3,0,20,30,0,0,1.0,74660642,taichi-dev/taichi,https://github.com/taichi-dev/taichi,2016-11-24 10:00:05,C++,,17523,1792,17523,421,35,taichi-dev/taichi,184.0,0.0,2.0,0.0,8422.0,406.0,1103.0,1509.0,35.0,2929.0,2964.0,0.0,287.0,611.0,158.0,160.0,124.0,160.0,167.0,1,1927,0.09548521017125065,0.0,0.0010378827192527244,4.370524130773223,0.0,4.3715620134924755,611.0
telegramdesktop/tdesktop,37,4,0,0,0,17,38,0,0,0.0,19374812,telegramdesktop/tdesktop,https://github.com/telegramdesktop/tdesktop,2014-05-02 12:36:31,C++,,17411,3707,17411,705,36,telegramdesktop/tdesktop,173.0,8361.0,30.0,177.0,12010.0,713.0,10057.0,10770.0,11.0,1259.0,1270.0,3.0,101.0,626.0,165.0,159.0,159.0,159.0,149.0,1,2864,0.060405027932960896,0.06180167597765363,0.01047486033519553,4.193435754189944,5.9,10.103910614525141,626.0
yuzu-emu/yuzu,7,1,0,0,0,6,17,0,0,0.0,116167731,yuzu-emu/yuzu,https://github.com/yuzu-emu/yuzu,2018-01-03 18:13:57,C++,,17243,1459,17243,839,37,yuzu-emu/yuzu,329.0,0.0,2.0,0.0,20945.0,897.0,1605.0,2502.0,45.0,4935.0,4980.0,0.0,69.0,604.0,152.0,158.0,115.0,158.0,173.0,1,1522,0.2161629434954008,0.0,0.001314060446780552,13.76149802890933,0.0,13.76281208935611,604.0
swoole/swoole-src,28,11,0,0,0,15,25,1,17,15.0,5133949,swoole/swoole-src,https://github.com/swoole/swoole-src,2012-07-21 13:49:59,C++,,17149,3176,17149,69,38,swoole/swoole-src,198.0,3996.0,30.0,14.0,12441.0,81.0,2929.0,3010.0,2.0,1572.0,1574.0,0.0,172.0,619.0,159.0,157.0,148.0,157.0,157.0,1,3514,0.056346044393853156,0.00398406374501992,0.008537279453614115,3.5404097894137734,0.4666666666666667,4.015613735534054,619.0
facebook/hhvm,5,0,0,0,0,2,16,0,3,0.0,455600,facebook/hhvm,https://github.com/facebook/hhvm,2010-01-02 01:17:06,C++,,17143,2971,17143,632,39,facebook/hhvm,1309.0,0.0,2.0,0.0,47722.0,594.0,5278.0,5872.0,62.0,2929.0,2991.0,0.0,80.0,621.0,161.0,156.0,141.0,156.0,168.0,1,4445,0.29448818897637796,0.0,0.0004499437570303712,10.736107986501688,0.0,10.736557930258718,621.0
google/flatbuffers,21,6,0,0,0,0,5,0,1,0.0,19953044,google/flatbuffers,https://github.com/google/flatbuffers,2014-05-19 18:33:01,C++,,17120,2671,17120,134,40,google/flatbuffers,573.0,40056.0,18.0,17.0,2520.0,122.0,1756.0,1878.0,14.0,1869.0,1883.0,0.0,21.0,608.0,156.0,155.0,136.0,155.0,162.0,1,2847,0.20126448893572182,0.00597119775201967,0.006322444678609062,0.8851422550052687,0.9444444444444444,1.8359091441283222,608.0
microsoft/CNTK,134,3,0,0,0,4,27,0,61,1.0,46918116,microsoft/CNTK,https://github.com/microsoft/CNTK,2015-11-26 09:52:06,C++,,17117,4386,17117,838,41,microsoft/CNTK,296.0,5123.0,30.0,29.0,16116.0,753.0,2527.0,3280.0,82.0,457.0,539.0,0.0,150.0,604.0,152.0,154.0,165.0,154.0,131.0,1,2291,0.12920122217372326,0.012658227848101266,0.013094718463553033,7.0344827586206895,0.9666666666666667,8.01424414375091,604.0
Light-City/CPlusPlusThings,125,2,0,0,0,0,3,0,3,4.0,196813750,Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,2019-07-14 08:45:45,C++,,17027,4108,17027,69,42,Light-City/CPlusPlusThings,22.0,0.0,2.0,0.0,196.0,52.0,91.0,143.0,21.0,36.0,57.0,0.0,85.0,570.0,145.0,153.0,161.0,153.0,103.0,1,965,0.022797927461139896,0.0,0.002072538860103627,0.20310880829015543,0.0,0.20518134715025907,570.0
TheAlgorithms/C-Plus-Plus,7,12,0,0,0,9,20,0,0,0.0,63477612,TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,2016-07-16 10:19:45,C++,,16980,4609,16980,147,43,TheAlgorithms/C-Plus-Plus,285.0,0.0,2.0,0.0,1555.0,7.0,184.0,191.0,61.0,1675.0,1736.0,2.0,31.0,634.0,168.0,152.0,169.0,152.0,161.0,1,2058,0.13848396501457727,0.0,0.0009718172983479105,0.7555879494655005,0.0,0.7565597667638484,634.0
vnpy/vnpy,33,2,0,0,0,9,15,0,4,4.0,31522041,vnpy/vnpy,https://github.com/vnpy/vnpy,2015-03-02 03:36:58,C++,,16937,6834,16937,9,44,vnpy/vnpy,144.0,0.0,2.0,0.0,6335.0,12.0,1861.0,1873.0,1.0,1344.0,1345.0,1.0,182.0,632.0,166.0,151.0,179.0,151.0,151.0,1,2560,0.05625,0.0,0.00078125,2.474609375,0.0,2.475390625,632.0
SerenityOS/serenity,89,6,0,0,0,42,50,0,2,0.0,160083795,SerenityOS/serenity,https://github.com/SerenityOS/serenity,2018-12-02 19:28:41,C++,,16704,1720,16704,548,45,SerenityOS/serenity,782.0,0.0,2.0,0.0,35425.0,479.0,2347.0,2826.0,82.0,9998.0,10080.0,0.0,46.0,600.0,150.0,150.0,120.0,150.0,180.0,1,1189,0.6576955424726662,0.0,0.001682085786375105,29.79394449116905,0.0,29.795626576955424,600.0
ossrs/srs,56,14,1,1,0,26,43,0,0,2.0,34777562,ossrs/srs,https://github.com/ossrs/srs,2015-04-29 06:59:32,C++,,16576,4195,16576,175,46,ossrs/srs,120.0,2296.0,30.0,45.0,8019.0,174.0,835.0,1009.0,13.0,411.0,424.0,4.0,1861.0,585.0,147.0,149.0,163.0,149.0,124.0,1,2502,0.047961630695443645,0.017985611510791366,0.011990407673860911,3.2050359712230216,1.5,4.7170263788968825,585.0
Tencent/mars,50,12,0,0,0,30,30,0,3,49.5,76222419,Tencent/mars,https://github.com/Tencent/mars,2016-12-12 04:39:54,C++,,15881,3332,15881,318,47,Tencent/mars,53.0,0.0,2.0,0.0,1515.0,322.0,580.0,902.0,9.0,94.0,103.0,1.0,45.0,555.0,142.0,148.0,151.0,148.0,108.0,1,1909,0.02776322682032478,0.0,0.0010476689366160294,0.7936092194866422,0.0,0.7946568884232582,555.0
microsoft/winget-cli,14,2,1,0,0,6,18,2,3,0.5,197275130,microsoft/winget-cli,https://github.com/microsoft/winget-cli,2019-07-16 22:16:49,C++,,15777,789,15777,381,48,microsoft/winget-cli,72.0,169696.0,21.0,37.0,551.0,432.0,651.0,1083.0,14.0,619.0,633.0,0.0,35.0,531.0,131.0,147.0,102.0,147.0,135.0,1,963,0.07476635514018691,0.03842159916926272,0.021806853582554516,0.5721703011422637,1.7619047619047619,2.3558819166295804,531.0
changkun/modern-cpp-tutorial,6,3,0,0,0,2,11,0,0,1.0,66088979,changkun/modern-cpp-tutorial,https://github.com/changkun/modern-cpp-tutorial,2016-08-19 14:39:15,C++,,15776,1997,15776,4,49,changkun/modern-cpp-tutorial,66.0,369.0,3.0,4.0,257.0,5.0,97.0,102.0,1.0,118.0,119.0,19.0,45.0,529.0,129.0,146.0,128.0,146.0,109.0,1,2024,0.03260869565217391,0.001976284584980237,0.0014822134387351778,0.12697628458498023,1.3333333333333333,1.4617918313570486,529.0
sqlitebrowser/sqlitebrowser,52,2,0,0,0,34,43,0,1,1.0,19416551,sqlitebrowser/sqlitebrowser,https://github.com/sqlitebrowser/sqlitebrowser,2014-05-04 01:54:44,C++,,15738,1746,15738,502,50,sqlitebrowser/sqlitebrowser,165.0,1796072.0,30.0,128.0,3698.0,523.0,1904.0,2427.0,7.0,475.0,482.0,5.0,120.0,540.0,135.0,145.0,123.0,145.0,127.0,1,2862,0.057651991614255764,0.04472396925227114,0.010482180293501049,1.2921034241788958,4.266666666666667,5.569252271139064,540.0
electronicarts/CnC_Remastered_Collection,0,0,0,0,0,0,0,0,0,0.0,251383553,electronicarts/CnC_Remastered_Collection,https://github.com/electronicarts/CnC_Remastered_Collection,2020-03-30 17:48:04,C++,,15732,4257,15732,83,51,electronicarts/CnC_Remastered_Collection,3.0,0.0,2.0,0.0,12.0,73.0,20.0,93.0,11.0,10.0,21.0,0.0,1.0,546.0,138.0,144.0,164.0,144.0,94.0,1,705,0.00425531914893617,0.0,0.0028368794326241137,0.01702127659574468,0.0,0.019858156028368795,546.0
cocos2d/cocos2d-x,66,3,0,0,0,6,22,0,5,3.0,1093228,cocos2d/cocos2d-x,https://github.com/cocos2d/cocos2d-x,2010-11-18 23:17:00,C++,,15679,6993,15679,1566,52,cocos2d/cocos2d-x,855.0,0.0,2.0,0.0,37358.0,1384.0,3532.0,4916.0,193.0,15495.0,15688.0,0.0,100.0,653.0,172.0,143.0,181.0,143.0,186.0,1,4125,0.20727272727272728,0.0,0.00048484848484848484,9.056484848484848,0.0,9.056969696969697,653.0
ValveSoftware/Proton,0,0,0,0,0,1,1,0,60,10.0,125098880,ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,2018-03-13 18:45:27,C++,,15618,674,15618,3161,53,ValveSoftware/Proton,76.0,0.0,2.0,0.0,1266.0,3291.0,2093.0,5384.0,8.0,146.0,154.0,1.0,95.0,493.0,115.0,142.0,98.0,142.0,111.0,1,1453,0.05230557467309016,0.0,0.0013764624913971094,0.8713007570543703,0.0,0.8726772195457674,493.0
haoel/leetcode,0,0,0,1,0,0,558,0,0,0.0,25449064,haoel/leetcode,https://github.com/haoel/leetcode,2014-10-20 03:22:04,C++,,15480,4565,15480,25,54,haoel/leetcode,59.0,0.0,2.0,0.0,787.0,20.0,36.0,56.0,11.0,200.0,211.0,0.0,437.0,567.0,144.0,141.0,168.0,141.0,117.0,1,2693,0.021908652060898627,0.0,0.0007426661715558856,0.292239138507241,0.0,0.29298180467879686,567.0
