Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
iptv-org/iptv,4,2,0,0,0,2,2,0,6,2.0,157616880,iptv-org/iptv,https://github.com/iptv-org/iptv,2018-11-14 22:00:57,JavaScript,,42888,4110,42888,196,24,iptv-org/iptv,177.0,0.0,0.0,0.0,19256.0,336.0,1845.0,2181.0,6.0,4049.0,4055.0,0.0,977.0,674.0,176.0,173.0,145.0,173.0,183.0,1,1207,0.14664457332228667,0.0,0.0,15.953603976801988,-1,14.953603976801988,674.0
meteor/meteor,15,3,0,0,0,3,18,0,0,3.0,3214406,meteor/meteor,https://github.com/meteor/meteor,2012-01-19 01:58:17,JavaScript,,42714,5192,42714,119,25,meteor/meteor,818.0,0.0,0.0,0.0,31974.0,111.0,8587.0,8698.0,5.0,3082.0,3087.0,2.0,86.0,678.0,177.0,172.0,153.0,172.0,181.0,1,3698,0.22120064899945915,0.0,0.0,8.646295294753921,-1,7.646295294753921,678.0
NARKOZ/hacker-scripts,0,0,0,0,0,4,4,0,11,2.0,46629305,NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,2015-11-21 19:05:09,JavaScript,,42587,6560,42587,69,26,NARKOZ/hacker-scripts,58.0,0.0,0.0,0.0,148.0,34.0,37.0,71.0,30.0,109.0,139.0,0.0,14.0,608.0,157.0,171.0,164.0,171.0,102.0,1,2296,0.025261324041811847,0.0,0.0,0.06445993031358885,-1,-0.9355400696864111,608.0
serverless/serverless,26,8,1,0,0,4,21,0,1,9.0,34302698,serverless/serverless,https://github.com/serverless/serverless,2015-04-21 03:48:40,JavaScript,,41469,5035,41469,886,27,serverless/serverless,1125.0,64152.0,30.0,90.0,15183.0,850.0,4705.0,5555.0,31.0,4847.0,4878.0,0.0,542.0,678.0,177.0,170.0,152.0,170.0,186.0,1,2510,0.448207171314741,0.035856573705179286,0.01195219123505976,6.049003984063745,3.0,9.060956175298806,678.0
yarnpkg/yarn,9,5,0,0,0,5,14,0,0,0.0,49970642,yarnpkg/yarn,https://github.com/yarnpkg/yarn,2016-01-19 17:39:16,JavaScript,,40296,2755,40296,1956,28,yarnpkg/yarn,544.0,36364.0,30.0,253.0,2351.0,1806.0,4533.0,6339.0,157.0,2110.0,2267.0,7.0,74.0,637.0,169.0,169.0,125.0,169.0,174.0,1,2237,0.24318283415288333,0.11309789897183728,0.013410818059901655,1.0509611086276263,8.433333333333334,9.497705260020862,637.0
ColorlibHQ/AdminLTE,8,8,0,0,0,5,27,0,3,12.0,15428480,ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,2013-12-25 02:52:40,JavaScript,,40017,17168,40017,50,29,ColorlibHQ/AdminLTE,127.0,0.0,30.0,0.0,2462.0,38.0,2603.0,2641.0,18.0,1523.0,1541.0,0.0,94.0,686.0,179.0,168.0,187.0,168.0,163.0,1,2992,0.042446524064171126,0.0,0.010026737967914439,0.8228609625668449,0.0,0.8328877005347594,686.0
parcel-bundler/parcel,11,18,0,0,0,2,27,0,0,0.0,99598595,parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,2017-08-07 16:36:47,JavaScript,,39581,2036,39581,680,30,parcel-bundler/parcel,358.0,0.0,14.0,0.0,2636.0,687.0,3758.0,4445.0,72.0,2393.0,2465.0,3.0,37.0,624.0,164.0,167.0,115.0,167.0,175.0,1,1671,0.21424296828246558,0.0,0.008378216636744464,1.5774985038898863,0.0,1.5858767205266309,624.0
TryGhost/Ghost,0,2,0,0,0,5,27,1,1,3.0,9852918,TryGhost/Ghost,https://github.com/TryGhost/Ghost,2013-05-04 11:09:13,JavaScript,,39155,8464,39155,53,31,TryGhost/Ghost,475.0,5603.0,30.0,30.0,15651.0,30.0,6255.0,6285.0,23.0,7878.0,7901.0,11.0,132.0,698.0,184.0,166.0,175.0,166.0,191.0,1,3227,0.1471955376510691,0.009296560272699102,0.009296560272699102,4.850015494267121,1.0,5.859312054539821,698.0
nuxt/nuxt.js,16,13,0,0,0,8,27,0,4,2.0,71995937,nuxt/nuxt.js,https://github.com/nuxt/nuxt.js,2016-10-26 11:18:47,JavaScript,,38887,3152,38887,449,32,nuxt/nuxt.js,346.0,0.0,30.0,0.0,5559.0,473.0,6158.0,6631.0,37.0,2869.0,2906.0,0.0,153.0,646.0,171.0,165.0,137.0,165.0,179.0,1,1956,0.1768916155419223,0.0,0.015337423312883436,2.8420245398773005,0.0,2.857361963190184,646.0
mermaid-js/mermaid,3,4,0,1,0,10,23,2,0,0.0,26066727,mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,2014-11-01 23:52:32,JavaScript,,38813,2865,38813,520,33,mermaid-js/mermaid,342.0,0.0,30.0,0.0,4395.0,603.0,1111.0,1714.0,7.0,1075.0,1082.0,0.0,163.0,609.0,159.0,164.0,128.0,164.0,153.0,1,2681,0.12756434166355837,0.0,0.011189854531891086,1.639313688922044,0.0,1.6505035434539352,609.0
