Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
NickeManarin/ScreenToGif,13,19,3,0,0,9,26,0,0,0.0,64713769,NickeManarin/ScreenToGif,https://github.com/NickeManarin/ScreenToGif,2016-08-02 01:28:59,C#,,15963,1707,15963,170,11,NickeManarin/ScreenToGif,90.0,575666.0,30.0,93.0,1144.0,172.0,647.0,819.0,10.0,243.0,253.0,0.0,74.0,624.0,163.0,178.0,147.0,178.0,121.0,1,2041,0.04409603135717785,0.04556589906908378,0.014698677119059285,0.5605095541401274,3.1,3.6752082312591865,624.0
thangchung/awesome-dotnet-core,821,2,0,5,0,670,748,26,7,0.0,54086969,thangchung/awesome-dotnet-core,https://github.com/thangchung/awesome-dotnet-core,2016-03-17 03:52:09,C#,,15409,2426,15409,126,12,thangchung/awesome-dotnet-core,255.0,0.0,2.0,0.0,1251.0,19.0,51.0,70.0,112.0,601.0,713.0,0.0,1125.0,661.0,175.0,177.0,165.0,177.0,142.0,1,2179,0.11702615878843506,0.0,0.0009178522257916476,0.5741165672326756,0.0,0.5750344194584672,661.0
dotnet/roslyn,12,12,0,0,0,10,30,2,3,0.0,29078997,dotnet/roslyn,https://github.com/dotnet/roslyn,2015-01-11 02:39:03,C#,,15254,3471,15254,8967,13,dotnet/roslyn,710.0,21246.0,30.0,2.0,83370.0,8634.0,19269.0,27903.0,407.0,30810.0,31217.0,1.0,117.0,718.0,186.0,176.0,177.0,176.0,189.0,1,2610,0.2720306513409962,0.0007662835249042146,0.011494252873563218,31.942528735632184,0.06666666666666667,32.02068965517242,718.0
files-community/Files,5,4,0,0,0,2,6,0,2,0.0,164140756,files-community/Files,https://github.com/files-community/Files,2019-01-04 18:19:14,C#,,14988,839,14988,755,14,files-community/Files,217.0,51021.0,30.0,18.0,3342.0,801.0,4899.0,5700.0,16.0,2843.0,2859.0,0.0,62.0,630.0,167.0,175.0,114.0,175.0,166.0,1,1156,0.18771626297577854,0.015570934256055362,0.025951557093425604,2.8910034602076125,0.6,3.516955017301038,630.0
DapperLib/Dapper,0,7,0,0,0,3,15,1,14,23.0,1613345,DapperLib/Dapper,https://github.com/DapperLib/Dapper,2011-04-14 08:42:59,C#,,14287,3432,14287,325,15,DapperLib/Dapper,218.0,0.0,2.0,0.0,1512.0,293.0,793.0,1086.0,39.0,521.0,560.0,10.0,80.0,659.0,174.0,174.0,176.0,174.0,135.0,1,3978,0.05480140774258421,0.0,0.0005027652086475615,0.38009049773755654,0.0,0.3805932629462041,659.0
dotnet/maui,7,3,0,0,0,4,11,0,0,0.0,262395224,dotnet/maui,https://github.com/dotnet/maui,2020-05-08 18:11:05,C#,,12966,628,12966,769,17,dotnet/maui,472.0,43.0,20.0,59.0,9066.0,932.0,1531.0,2463.0,69.0,1994.0,2063.0,0.0,112.0,611.0,157.0,173.0,102.0,173.0,163.0,1,666,0.7087087087087087,0.08858858858858859,0.03003003003003003,13.612612612612613,2.95,16.592642642642645,611.0
jellyfin/jellyfin,8,14,0,0,0,10,34,1,11,3.0,161012019,jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,2018-12-09 06:36:45,C#,,12501,1283,12501,577,18,jellyfin/jellyfin,861.0,644.0,30.0,138.0,22654.0,606.0,3083.0,3689.0,65.0,3216.0,3281.0,1.0,172.0,648.0,171.0,172.0,135.0,172.0,169.0,1,1182,0.7284263959390863,0.116751269035533,0.025380710659898477,19.165820642978005,4.6,23.791201353637902,648.0
AvaloniaUI/Avalonia,0,20,0,0,0,9,30,1,1,1.0,14964475,AvaloniaUI/Avalonia,https://github.com/AvaloniaUI/Avalonia,2013-12-05 20:13:21,C#,,12499,1121,12499,1244,19,AvaloniaUI/Avalonia,288.0,0.0,2.0,0.0,18349.0,1202.0,2659.0,3861.0,29.0,3056.0,3085.0,0.0,127.0,640.0,169.0,171.0,130.0,171.0,168.0,1,3012,0.09561752988047809,0.0,0.0006640106241699867,6.091965471447543,0.0,6.092629482071714,640.0
huiyadanli/RevokeMsgPatcher,5,3,0,0,0,10,14,0,0,0.0,198071756,huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,2019-07-21 15:12:52,C#,,12325,1677,12325,33,20,huiyadanli/RevokeMsgPatcher,2.0,234548.0,12.0,12.0,169.0,27.0,233.0,260.0,0.0,5.0,5.0,0.0,52.0,546.0,138.0,170.0,145.0,170.0,61.0,1,958,0.0020876826722338203,0.012526096033402923,0.012526096033402923,0.17640918580375783,1.0,1.1889352818371608,546.0
Unity-Technologies/ml-agents,42,3,0,1,0,16,52,8,3,0.0,102904613,Unity-Technologies/ml-agents,https://github.com/Unity-Technologies/ml-agents,2017-09-08 21:09:04,C#,,12058,3216,12058,197,21,Unity-Technologies/ml-agents,157.0,0.0,2.0,0.0,3382.0,185.0,2441.0,2626.0,15.0,3063.0,3078.0,2.0,125.0,678.0,180.0,169.0,173.0,169.0,167.0,1,1639,0.09579011592434411,0.0,0.0012202562538133007,2.063453325198292,0.0,2.064673581452105,678.0
