D_value,Result,Feature
-0.08195754716981132,negligible,List
-0.33254716981132076,medium,Image
-0.05660377358490566,negligible,Animation
-0.011497641509433961,negligible,Video
0.0,negligible,Table
-0.47110849056603776,medium,Github
-0.5341981132075472,large,Links
-0.19752358490566038,small,Project
0.08579009433962265,negligible,Inline
0.21639150943396226,small,Code
