P-value,CategoryID
6.0342340485991255e-06,C0
0.141643362406137,C1
0.47058823529411764,C2
0.6510768269369318,C3
0.02247642164105395,C4
2.566308858677379e-05,C5
1.3829110858398387e-10,C6
0.00013273015733178086,C7
0.6021550914298938,C8
