P-value,CategoryID
0.01810521921581594,C0
0.009994120218059902,C1
0.10779603536678911,C2
0.3455571030934624,C3
0.0067836341207332534,C4
6.594028176379581e-06,C5
5.188845589625705e-09,C6
4.2039728725124945e-10,C7
1.0,C8
