P-value,CategoryID
0.5498578999801137,C0
1.9512029741769758e-07,C1
0.43169398907103823,C2
1.0,C3
0.19759104773589486,C4
1.781460023291919e-10,C5
1.744280252590393e-07,C6
7.727039714331246e-11,C7
0.04489294327698019,C8
