P-value,CategoryID
0.8541796498975629,C0
0.8322675769287514,C1
1.0,C2
0.400546302700443,C3
0.8350308251065702,C4
0.003128772243571348,C5
0.001459238470994867,C6
0.011986141244502263,C7
0.17973869286917932,C8
