P-value,CategoryID
0.4296555215333652,C0
0.7196439192629503,C1
0.2435897435897436,C2
0.4722709068479065,C3
0.7780142919605287,C4
0.0943972865682246,C5
0.0923733843738106,C6
0.007958368813633133,C7
1.0,C8
