P-value,CategoryID
0.009680731941306878,C0
0.00012755227678373386,C1
0.0831360168376743,C2
0.008709780491060115,C3
0.21859745883353404,C4
9.79045190054181e-09,C5
0.00010115782732725212,C6
9.45164868681896e-09,C7
0.30488510012067815,C8
