P-value,CategoryID
1.0,C0
0.011921137493775791,C1
1.0,C2
0.7874172388414962,C3
0.2887706904929721,C4
0.8151992442474958,C5
0.0004931220274269536,C6
0.02069611096463091,C7
0.6759775989210189,C8
