P-value,CategoryID
1.0,C0
0.15883242484390803,C1
1.0,C2
1.0,C3
0.3371735701114024,C4
0.0035748095364673497,C5
0.03587314661644327,C6
8.8848553408464e-05,C7
1.0,C8
