P-value,CategoryID
0.11090529033049998,C0
0.002063612893396274,C1
1.0,C2
0.5620267214938783,C3
0.5085339761158194,C4
1.4615864500779784e-06,C5
6.329768338103302e-05,C6
4.3171121924715005e-10,C7
0.4909769240957377,C8
