P-value,CategoryID
0.42430827775611496,C0
0.014068122453364149,C1
0.3333333333333333,C2
0.7770851536502501,C3
0.019796665059562964,C4
0.005074472952665094,C5
0.006393208379937123,C6
0.009740545243131525,C7
1.0,C8
