Language,C
Accuracy,0.7083333333333334
oob_score,0.7592592592592593
C5,0.17609484549696378
C7,0.16370221996653728
C2,0.14888848550964356
C4,0.14843804724757143
C0,0.11955969898230076
C6,0.06735011130170054
C3,0.06596628732546343
C1,0.055228997545153515
C8,0.054771306624665804
Language,CPP
Accuracy,0.8
oob_score,0.765625
C7,0.401976873240279
C1,0.2174970210029995
C5,0.19062803149679763
C6,0.12675305371606607
C8,0.018608377138704633
C3,0.01750556194241477
C0,0.01401407662891921
C4,0.009176282659379647
C2,0.0038407221744394347
Language,CSharp
Accuracy,0.6727272727272727
oob_score,0.7086614173228346
C5,0.2997389225744889
C7,0.27959613583844956
C6,0.15056446934205972
C1,0.12785610759606106
C3,0.06327721724306168
C0,0.03481193957682252
C4,0.019366659817421798
C8,0.01582082176706379
C2,0.008967726244571006
Language,Go
Accuracy,0.6571428571428571
oob_score,0.7341772151898734
C5,0.25528803281768897
C6,0.20053666491702238
C1,0.1542978368833388
C4,0.14803918142014513
C7,0.1468864539411844
C0,0.03976358366050258
C3,0.02807384170122548
C8,0.027114404658892102
C2,0.0
Language,Java
Accuracy,0.7931034482758621
oob_score,0.746268656716418
C6,0.32501147086664395
C7,0.2044176365299312
C1,0.17228788802262213
C4,0.07350088451403836
C0,0.06896556199695573
C8,0.05758941381837845
C3,0.05125548133276004
C5,0.04697166291867005
C2,0.0
Language,Javascript
Accuracy,0.8518518518518519
oob_score,0.8548387096774194
C7,0.33354747901481224
C6,0.21456751158827997
C5,0.20755192400015257
C4,0.08166942347109017
C0,0.07011750678055276
C1,0.053956537625655755
C3,0.03144087469551089
C8,0.007148742823945683
C2,0.0
Language,PHP
Accuracy,0.5277777777777778
oob_score,0.6172839506172839
C7,0.27158719301920065
C6,0.2671130334321675
C5,0.22157779326736163
C3,0.10281366270117928
C1,0.043472572321306385
C4,0.034361350303782234
C0,0.032017725320387186
C8,0.02705666963461509
C2,0.0
Language,Python
Accuracy,0.7543859649122807
oob_score,0.7404580152671756
C6,0.32849639078050136
C7,0.2784750155907269
C5,0.16414280865318523
C4,0.10061055623604925
C1,0.044228119966875645
C0,0.04276469664978121
C3,0.01736833860742976
C2,0.012541370064103349
C8,0.011372703451347358
Language,Ruby
Accuracy,0.7192982456140351
oob_score,0.7538461538461538
C6,0.3661442888217255
C0,0.22878583583585266
C7,0.19069504841454388
C5,0.13633233809958248
C1,0.03505094201083502
C3,0.015335777128757786
C4,0.014742401407660491
C8,0.01291336828104223
C2,0.0
Language,Typescript
Accuracy,0.7627118644067796
oob_score,0.7481481481481481
C7,0.3474087025209023
C5,0.2555630995245317
C6,0.17376676301952879
C1,0.12683777905509033
C4,0.03821659359176232
C0,0.03241465613389396
C3,0.01385720389279002
C8,0.011935202261500674
C2,0.0
