D_value,Result,Feature
0.08211143695014662,negligible,List
0.20175953079178885,small,Image
0.04838709677419355,negligible,Animation
0.02932551319648094,negligible,Video
0.0,negligible,Table
0.36656891495601174,medium,Github
0.40703812316715543,medium,Links
0.18739002932551319,small,Project
-0.1439882697947214,negligible,Inline
-0.04281524926686217,negligible,Code
