P-value,Feature
0.10819515033703649,List
0.01464963778473114,Image
0.2243950560155621,Animation
0.6207185077120807,Video
1.0,Table
0.00023168396901639612,Github
0.0002875020853397792,Links
0.32778445612525153,Project
0.10186035326609977,Inline
0.16611611987484887,Code
