fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,fullname_y,created_date,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
hashicorp/consul,0,1,0,0,0,0,1,1,0,23642,23642,3922,34,hashicorp/consul,944.0,0.0,30.0,0.0,16877.0,936.0,3811.0,4747.0,152.0,7513.0,7665.0,2.0,53.0,657.0,169.0,158.0,165.0,158.0,176.0,1,hashicorp/consul,2013-11-04 22:15:27,3043,0.31022017745645747,0.0,0.009858692080184028,5.546171541242195,0.0,5.556030233322379,657.0
cockroachdb/cockroach,0,1,0,1,0,1,1,1,0,22586,22586,2942,35,cockroachdb/cockroach,698.0,0.0,0.0,0.0,67137.0,4100.0,35006.0,39106.0,659.0,37619.0,38278.0,2.0,193.0,653.0,167.0,157.0,149.0,157.0,190.0,1,cockroachdb/cockroach,2014-02-06 00:18:47,2949,0.2366904035266192,0.0,0.0,22.766022380467955,-1,21.766022380467955,653.0
kubernetes/minikube,0,1,0,1,0,1,1,0,0,22580,22580,3816,36,kubernetes/minikube,789.0,150980.0,30.0,900.0,18255.0,627.0,6636.0,7263.0,64.0,6396.0,6460.0,1.0,245.0,647.0,164.0,156.0,162.0,156.0,173.0,1,kubernetes/minikube,2016-04-15 22:38:35,2150,0.36697674418604653,0.4186046511627907,0.013953488372093023,8.490697674418605,30.0,38.5046511627907,647.0
influxdata/influxdb,0,1,0,1,0,1,1,1,0,22504,22504,3070,37,influxdata/influxdb,615.0,0.0,30.0,0.0,35083.0,1384.0,10918.0,12302.0,48.0,10514.0,10562.0,0.0,43.0,645.0,163.0,155.0,152.0,155.0,183.0,1,influxdata/influxdb,2013-09-26 14:31:10,3082,0.19954574951330306,0.0,0.00973393900064893,11.383192731992214,0.0,11.392926670992862,645.0
hashicorp/vault,0,1,0,1,0,0,1,0,0,22296,22296,3157,38,hashicorp/vault,1202.0,0.0,30.0,0.0,14792.0,840.0,3914.0,4754.0,279.0,9315.0,9594.0,3.0,57.0,644.0,161.0,154.0,155.0,154.0,181.0,1,hashicorp/vault,2015-02-25 00:15:59,2565,0.4686159844054581,0.0,0.011695906432748537,5.766861598440546,0.0,5.7785575048732944,644.0
halfrost/LeetCode-Go,1,1,0,1,1,1,1,0,0,22156,22156,4019,39,halfrost/LeetCode-Go,47.0,51402.0,4.0,5.0,1233.0,10.0,47.0,57.0,1.0,174.0,175.0,0.0,287.0,580.0,151.0,153.0,167.0,153.0,107.0,1,halfrost/LeetCode-Go,2017-07-18 00:06:14,1691,0.027794204612655235,0.0029568302779420462,0.002365464222353637,0.7291543465405086,1.25,1.9815198107628622,580.0
go-kit/kit,1,1,0,1,0,0,1,1,1,21827,21827,2212,40,go-kit/kit,228.0,0.0,12.0,0.0,1514.0,34.0,510.0,544.0,9.0,610.0,619.0,3.0,78.0,575.0,150.0,152.0,139.0,152.0,132.0,1,go-kit/kit,2015-02-03 00:01:19,2587,0.08813297255508311,0.0,0.004638577502899111,0.5852338616157712,0.0,0.5898724391186703,575.0
mattermost/mattermost-server,0,1,0,1,0,1,1,1,0,21572,21572,5246,41,mattermost/mattermost-server,741.0,0.0,30.0,0.0,14555.0,664.0,5694.0,6358.0,88.0,13166.0,13254.0,2.0,94.0,660.0,170.0,151.0,173.0,151.0,185.0,1,mattermost/mattermost-server,2015-06-15 06:50:02,2455,0.3018329938900204,0.0,0.012219959266802444,5.928716904276985,0.0,5.940936863543788,660.0
Dreamacro/clash,0,1,0,1,1,1,1,0,0,21527,21527,3018,42,Dreamacro/clash,82.0,64353.0,30.0,513.0,719.0,56.0,1267.0,1323.0,12.0,353.0,365.0,0.0,80.0,569.0,146.0,150.0,151.0,150.0,118.0,1,Dreamacro/clash,2018-06-10 14:28:14,1364,0.060117302052785926,0.37609970674486803,0.021994134897360705,0.5271260997067448,17.1,17.64912023460411,569.0
kataras/iris,1,1,0,1,1,1,1,1,0,21517,21517,2335,43,kataras/iris,100.0,0.0,20.0,0.0,2355.0,72.0,746.0,818.0,0.0,279.0,279.0,0.0,598.0,555.0,141.0,149.0,142.0,149.0,115.0,1,kataras/iris,2016-01-30 04:36:48,2226,0.044923629829290206,0.0,0.008984725965858042,1.0579514824797844,0.0,1.0669362084456424,555.0
