fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,fullname_y,created_date,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
react-native-elements/react-native-elements,1,1,0,1,0,1,1,1,0,21704,21704,4311,53,react-native-elements/react-native-elements,370.0,0.0,2.0,0.0,2229.0,58.0,1837.0,1895.0,8.0,1429.0,1437.0,10.0,105.0,590.0,154.0,143.0,165.0,143.0,139.0,1,react-native-elements/react-native-elements,2016-09-08 14:21:41,2004,0.18463073852295409,0.0,0.000998003992015968,1.1122754491017963,0.0,1.1132734530938122,590.0
reduxjs/react-redux,0,1,0,1,0,1,1,0,0,21574,21574,3141,54,reduxjs/react-redux,275.0,0.0,2.0,0.0,1053.0,17.0,1133.0,1150.0,5.0,676.0,681.0,2.0,100.0,566.0,143.0,142.0,158.0,142.0,124.0,1,reduxjs/react-redux,2015-07-11 17:32:01,2429,0.11321531494442157,0.0,0.0008233841086867024,0.4335117332235488,0.0,0.4343351173322355,566.0
vuejs/devtools,1,0,0,0,0,1,1,0,0,21357,21357,3542,55,vuejs/devtools,120.0,55829.0,30.0,18.0,1940.0,350.0,991.0,1341.0,32.0,336.0,368.0,1.0,58.0,551.0,135.0,141.0,159.0,141.0,110.0,1,vuejs/devtools,2014-09-29 03:52:07,2714,0.04421518054532056,0.006632277081798084,0.01105379513633014,0.7148120854826824,0.6,1.3258658806190124,551.0
kriasoft/react-starter-kit,1,1,0,1,0,1,1,1,0,21048,21048,4096,56,kriasoft/react-starter-kit,1.0,0.0,2.0,0.0,3.0,5.0,1165.0,1170.0,2.0,779.0,781.0,0.0,3.0,569.0,145.0,140.0,163.0,140.0,126.0,1,kriasoft/react-starter-kit,2014-04-16 13:08:18,2880,0.00034722222222222224,0.0,0.0006944444444444445,0.0010416666666666667,0.0,0.001736111111111111,569.0
Eugeny/tabby,1,1,0,1,0,1,1,1,0,20839,20839,1042,57,Eugeny/tabby,89.0,245922.0,30.0,388.0,4806.0,811.0,2194.0,3005.0,20.0,2603.0,2623.0,0.0,133.0,551.0,135.0,139.0,114.0,139.0,159.0,1,Eugeny/tabby,2016-12-23 09:06:10,1898,0.04689146469968388,0.20442571127502634,0.015806111696522657,2.5321390937829293,12.933333333333334,15.481278538812786,551.0
NativeScript/NativeScript,1,1,0,1,0,1,1,1,0,20692,20692,1533,58,NativeScript/NativeScript,279.0,0.0,2.0,0.0,6886.0,885.0,5513.0,6398.0,23.0,3229.0,3252.0,0.0,92.0,571.0,146.0,138.0,125.0,138.0,170.0,1,NativeScript/NativeScript,2015-03-01 09:47:08,2561,0.10894181960171807,0.0,0.0007809449433814916,2.688793440062476,0.0,2.6895743850058573,571.0
react-navigation/react-navigation,0,0,0,1,0,0,0,1,0,20602,20602,4465,59,react-navigation/react-navigation,142.0,0.0,2.0,0.0,1756.0,454.0,8058.0,8512.0,38.0,1454.0,1492.0,2.0,41.0,582.0,152.0,137.0,167.0,137.0,141.0,1,react-navigation/react-navigation,2017-01-26 19:51:40,1864,0.07618025751072961,0.0,0.001072961373390558,0.9420600858369099,0.0,0.9431330472103004,582.0
conwnet/github1s,1,1,0,1,0,1,1,0,1,20433,20433,674,60,conwnet/github1s,40.0,0.0,2.0,0.0,295.0,49.0,123.0,172.0,0.0,215.0,215.0,0.0,45.0,476.0,111.0,136.0,102.0,136.0,102.0,1,conwnet/github1s,2019-06-16 09:55:25,993,0.04028197381671702,0.0,0.002014098690835851,0.297079556898288,0.0,0.2990936555891239,476.0
vercel/swr,0,1,0,1,0,1,1,0,0,20142,20142,751,61,vercel/swr,138.0,0.0,2.0,0.0,593.0,56.0,514.0,570.0,14.0,608.0,622.0,5.0,49.0,497.0,122.0,135.0,105.0,135.0,122.0,1,vercel/swr,2019-10-28 18:16:01,859,0.16065192083818394,0.0,0.002328288707799767,0.6903376018626309,0.0,0.6926658905704307,497.0
railsware/upterm,1,1,0,1,0,1,1,1,1,19450,19450,655,62,railsware/upterm,77.0,40721.0,30.0,83.0,2998.0,219.0,533.0,752.0,1.0,565.0,566.0,1.0,78.0,489.0,116.0,134.0,100.0,134.0,121.0,1,railsware/upterm,2015-03-22 07:00:24,2540,0.03031496062992126,0.03267716535433071,0.011811023622047244,1.1803149606299213,2.7666666666666666,3.9587926509186353,489.0
n8n-io/n8n,1,1,0,1,1,1,1,0,0,19092,19092,1934,63,n8n-io/n8n,223.0,0.0,2.0,0.0,5514.0,60.0,506.0,566.0,181.0,2208.0,2389.0,1.0,32.0,559.0,139.0,133.0,138.0,133.0,155.0,1,n8n-io/n8n,2019-06-22 09:24:21,987,0.2259371833839919,0.0,0.002026342451874367,5.586626139817629,0.0,5.588652482269504,559.0
felixrieseberg/windows95,1,1,0,1,0,1,1,0,0,19019,19019,1158,64,felixrieseberg/windows95,15.0,157691.0,12.0,102.0,172.0,114.0,95.0,209.0,12.0,35.0,47.0,1.0,43.0,462.0,108.0,132.0,115.0,132.0,83.0,1,felixrieseberg/windows95,2018-08-23 05:04:38,1290,0.011627906976744186,0.07906976744186046,0.009302325581395349,0.13333333333333333,8.5,8.64263565891473,462.0
