S,P,F1,F2
0.117575395567219,0.11393798752246972,C0,C1
-0.10838591660347897,0.14527502882119217,C0,C2
0.023404177820080366,0.7538194200170484,C0,C3
0.2701529031974103,0.00022578482582361273,C0,C4
0.0742328913475979,0.31928350603125766,C0,C5
0.09345681771037319,0.2095285436460139,C0,C6
0.002369327772939039,0.9746763703910295,C0,C7
0.2299512619349768,0.00179142928444553,C0,C8
0.117575395567219,0.11393798752246972,C1,C0
-0.22588538811996675,0.002168762352880928,C1,C2
0.290914999349149,6.772672793090165e-05,C1,C3
0.10889132718820992,0.14339693161250397,C1,C4
0.28039994959687076,0.0001261071856184696,C1,C5
0.40067702952941736,2.0850388632535392e-08,C1,C6
0.28263649534271496,0.00011071476705384528,C1,C7
0.09642982960725979,0.19533185412139456,C1,C8
-0.10838591660347896,0.1452750288211923,C2,C0
-0.22588538811996672,0.0021687623528809305,C2,C1
-0.26071096034059105,0.000378520449714008,C2,C3
-0.07200471562602376,0.3340650130187166,C2,C4
-0.12664488119383455,0.08845067260047962,C2,C5
-0.18929143242096086,0.010489321705898964,C2,C6
-0.0885395409710946,0.2346090306060543,C2,C7
-0.041554360243619144,0.577543046491602,C2,C8
0.023404177820080363,0.7538194200170484,C3,C0
0.290914999349149,6.772672793090165e-05,C3,C1
-0.26071096034059105,0.000378520449714008,C3,C2
0.17877155400173425,0.01575130295958025,C3,C4
0.20983210346569425,0.004469020103063359,C3,C5
0.31163267464270267,1.8495844025388078e-05,C3,C6
0.1915987947437911,0.009568354689522322,C3,C7
0.15938862021501823,0.03161745952811304,C3,C8
0.27015290319741037,0.00022578482582361203,C4,C0
0.10889132718820992,0.14339693161250397,C4,C1
-0.07200471562602376,0.3340650130187166,C4,C2
0.17877155400173428,0.01575130295958025,C4,C3
0.15454374729164766,0.0372443228642406,C4,C5
0.21383635668032064,0.003749078209307432,C4,C6
0.03599527829996838,0.6295122583500377,C4,C7
0.08816559468062654,0.23659912076397566,C4,C8
0.0742328913475979,0.31928350603125766,C5,C0
0.28039994959687076,0.0001261071856184696,C5,C1
-0.12664488119383455,0.08845067260047962,C5,C2
0.20983210346569428,0.004469020103063351,C5,C3
0.15454374729164766,0.0372443228642406,C5,C4
0.2680335864121443,0.0002539691675654075,C5,C6
0.3924592358104318,4.264514090964667e-08,C5,C7
0.13925782561388694,0.06080748542148031,C5,C8
0.09345681771037319,0.2095285436460139,C6,C0
0.40067702952941736,2.0850388632535392e-08,C6,C1
-0.1892914324209609,0.010489321705898964,C6,C2
0.31163267464270267,1.8495844025388078e-05,C6,C3
0.21383635668032064,0.003749078209307432,C6,C4
0.26803358641214425,0.000253969167565408,C6,C5
0.31590656284760843,1.397708394319298e-05,C6,C7
0.097962848400463,0.18829080042718974,C6,C8
0.002369327772939039,0.9746763703910295,C7,C0
0.28263649534271496,0.00011071476705384528,C7,C1
-0.0885395409710946,0.2346090306060543,C7,C2
0.1915987947437911,0.009568354689522322,C7,C3
0.03599527829996838,0.6295122583500377,C7,C4
0.3924592358104318,4.264514090964667e-08,C7,C5
0.31590656284760843,1.397708394319298e-05,C7,C6
0.023600140751020633,0.7518251156446908,C7,C8
0.22995126193497678,0.0017914292844455333,C8,C0
0.0964298296072598,0.19533185412139445,C8,C1
-0.041554360243619144,0.577543046491602,C8,C2
0.15938862021501823,0.03161745952811304,C8,C3
0.08816559468062653,0.23659912076397566,C8,C4
0.13925782561388697,0.0608074854214803,C8,C5
0.09796284840046302,0.18829080042718968,C8,C6
0.023600140751020633,0.7518251156446908,C8,C7
