fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,Label
Tencent/APIJSON,1,1,0,0,0,1,1,0,0,12483,12483,1598,94,Tencent/APIJSON,49.0,240.0,30.0,11.0,2669.0,132.0,154.0,286.0,8.0,74.0,82.0,1.0,1023.0,Tencent/APIJSON,2016-11-21 12:03:29,1964,0.1221995926680244,0.0249490835030549,0.0056008146639511,0.015274949083503,1.3589613034623218,0.3666666666666666,1.7409029192124912,0
justauth/JustAuth,1,1,0,0,0,0,1,0,0,12479,12479,2227,95,justauth/JustAuth,34.0,71.0,30.0,14.0,690.0,21.0,52.0,73.0,0.0,63.0,63.0,0.0,197.0,justauth/JustAuth,2019-01-31 09:42:20,1163,0.0610490111779879,0.0292347377472055,0.0120378331900257,0.0257953568357695,0.5932932072227,0.4666666666666667,1.0857552307251361,0
greenrobot/greenDAO,0,1,0,1,0,0,1,0,0,12466,12466,2877,96,greenrobot/greenDAO,11.0,0.0,8.0,0.0,883.0,194.0,769.0,963.0,46.0,81.0,127.0,1.0,73.0,greenrobot/greenDAO,2011-10-22 16:15:14,3821,0.0,0.0028788275320596,0.0,0.0020936927505888,0.2310913373462444,0.0,0.2331850300968332,1
mockito/mockito,0,1,0,1,1,0,1,0,0,12417,12417,2195,97,mockito/mockito,286.0,0.0,30.0,0.0,5726.0,301.0,1012.0,1313.0,9.0,1263.0,1272.0,2.0,106.0,mockito/mockito,2012-10-13 20:27:12,3464,0.0,0.0825635103926097,0.0,0.0086605080831408,1.6530023094688222,0.0,1.661662817551963,0
facebook/stetho,0,1,0,1,0,1,1,1,0,12416,12416,1143,98,facebook/stetho,58.0,57158.0,13.0,79.0,588.0,62.0,314.0,376.0,18.0,301.0,319.0,3.0,40.0,facebook/stetho,2015-01-22 22:34:10,2633,21.708317508545385,0.0220281048233953,0.0300037979491074,0.0049373338397265,0.2233194075199392,6.076923076923077,6.305179818282743,0
arduino/Arduino,0,0,0,1,0,1,1,0,0,12266,12266,6938,99,arduino/Arduino,317.0,41388.0,30.0,51.0,7371.0,775.0,9027.0,9802.0,106.0,1367.0,1473.0,1.0,19.0,arduino/Arduino,2010-09-17 19:10:36,4221,9.805259417199716,0.0751006870409855,0.0120824449182658,0.0071073205401563,1.7462686567164178,1.7,3.453375977256574,0
ppamorim/RecyclerRenderers,0,0,0,1,0,1,1,0,0,99,99,15,198,ppamorim/RecyclerRenderers,1.0,0.0,13.0,0.0,65.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,25.0,ppamorim/RecyclerRenderers,2015-04-22 04:19:40,2543,0.0,0.0003932363350373,0.0,0.0051120723554856,0.0255603617774282,0.0,0.030672434132913796,1
ShaishavGandhi/LoginButtons,1,1,0,1,0,1,1,0,0,98,98,33,197,ShaishavGandhi/LoginButtons,4.0,0.0,4.0,0.0,43.0,4.0,5.0,9.0,0.0,8.0,8.0,0.0,10.0,ShaishavGandhi/LoginButtons,2016-08-16 02:03:34,2061,0.0,0.0019408054342552,0.0,0.0019408054342552,0.0208636584182435,0.0,0.0228044638524987,1
Vanish136/FamilyChat,1,0,0,0,1,0,0,0,0,94,94,29,193,Vanish136/FamilyChat,3.0,0.0,5.0,0.0,197.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,26.0,Vanish136/FamilyChat,2016-08-07 10:21:57,2070,0.0,0.0014492753623188,0.0,0.002415458937198,0.0951690821256038,0.0,0.09758454106280179,1
kyze8439690/AndroidVoiceAnimation,0,1,0,1,0,0,0,0,0,92,92,24,191,kyze8439690/AndroidVoiceAnimation,1.0,927.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,kyze8439690/AndroidVoiceAnimation,2014-03-24 08:41:22,2937,0.3156281920326864,0.0003404834865509,0.0003404834865509,0.0003404834865509,0.0017024174327545,1.0,1.0020429009193055,0
JayFang1993/DragImageView,1,1,0,1,0,1,0,0,0,89,89,18,188,JayFang1993/DragImageView,2.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,JayFang1993/DragImageView,2015-10-13 08:42:47,2369,0.0,0.0008442380751371,0.0,0.0004221190375685,0.0059096665259603,0.0,0.0063317855635287995,1
kelinZhou/Banner,1,0,0,1,0,1,0,0,0,88,88,18,187,kelinZhou/Banner,4.0,0.0,27.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,kelinZhou/Banner,2017-08-08 03:43:01,1704,0.0,0.0023474178403755,0.0,0.0158450704225352,0.0551643192488262,0.0,0.0710093896713614,1
Harlber/Moose,0,0,0,1,0,1,0,0,1,82,82,25,181,Harlber/Moose,9.0,137.0,5.0,5.0,420.0,0.0,36.0,36.0,0.0,23.0,23.0,0.0,26.0,Harlber/Moose,2015-08-13 15:44:06,2430,0.0563786008230452,0.0037037037037037,0.0020576131687242,0.0020576131687242,0.1728395061728395,1.0,1.1748971193415636,0
scottyab/ssl-pin-generator,0,1,0,1,0,1,1,0,0,81,81,31,180,scottyab/ssl-pin-generator,2.0,1097.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,scottyab/ssl-pin-generator,2014-11-07 09:45:00,2709,0.4049464747139166,0.0007382798080472,0.0007382798080472,0.0007382798080472,0.0047988187523071,1.0,1.0055370985603542,0
Hotel-Reservation-Service/FillTheForm,1,1,0,1,0,1,0,0,0,80,80,22,179,Hotel-Reservation-Service/FillTheForm,4.0,0.0,3.0,0.0,28.0,4.0,11.0,15.0,0.0,11.0,11.0,0.0,9.0,Hotel-Reservation-Service/FillTheForm,2015-12-07 20:28:36,2314,0.0,0.0017286084701815,0.0,0.0012964563526361,0.0121002592912705,0.0,0.0133967156439066,1
zhongbaitu/WaveLoadingView,1,0,0,0,0,1,0,0,0,79,79,32,178,zhongbaitu/WaveLoadingView,1.0,0.0,1.0,0.0,6.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,zhongbaitu/WaveLoadingView,2014-10-14 16:48:56,2733,0.0,0.000365898280278,0.0,0.000365898280278,0.0021953896816684,0.0,0.0025612879619464,1
Jefferson-Henrique/GetOldTweets-java,0,0,0,1,0,0,1,0,0,77,77,47,176,Jefferson-Henrique/GetOldTweets-java,2.0,0.0,3.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,Jefferson-Henrique/GetOldTweets-java,2015-02-01 19:53:31,2623,0.0,0.000762485703393,0.0,0.0011437285550895,0.0148684712161646,0.0,0.0160121997712541,1
PrashamTrivedi/AndroidExternalFileWriter,0,0,0,1,0,1,0,0,0,70,70,13,169,PrashamTrivedi/AndroidExternalFileWriter,3.0,0.0,3.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,PrashamTrivedi/AndroidExternalFileWriter,2013-08-01 06:41:38,3172,0.0,0.0009457755359394,0.0,0.0009457755359394,0.0160781841109709,0.0,0.0170239596469103,1
ZapBlasterson/crushpaper,0,1,0,1,0,1,1,0,0,59,59,5,158,ZapBlasterson/crushpaper,1.0,83.0,4.0,5.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ZapBlasterson/crushpaper,2015-05-01 02:47:53,2534,0.0327545382794001,0.000394632991318,0.0019731649565903,0.0015785319652722,0.0540647198105761,1.25,1.3056432517758483,0
xiprox/Hummingbird-for-Android,0,1,0,1,1,1,0,0,0,58,58,18,157,xiprox/Hummingbird-for-Android,2.0,442.0,1.0,1.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,xiprox/Hummingbird-for-Android,2014-10-23 21:25:20,2724,0.1622613803230543,0.000734214390602,0.000367107195301,0.000367107195301,0.066446402349486,1.0,1.066813509544787,0
nlpie/biomedicus,1,1,0,1,1,1,1,0,0,45,45,10,144,nlpie/biomedicus,5.0,177.0,7.0,14.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,nlpie/biomedicus,2016-02-05 17:09:58,2254,0.0785270629991126,0.0022182786157941,0.0062111801242236,0.0031055900621118,0.14773735581189,2.0,2.1508429458740017,0
codeclou/kitchen-duty-plugin-for-atlassian-jira,0,1,0,0,0,1,1,0,0,43,43,16,142,codeclou/kitchen-duty-plugin-for-atlassian-jira,2.0,0.0,5.0,0.0,57.0,0.0,7.0,7.0,0.0,2.0,2.0,0.0,14.0,codeclou/kitchen-duty-plugin-for-atlassian-jira,2015-11-01 09:38:56,2350,0.0,0.0008510638297872,0.0,0.002127659574468,0.0242553191489361,0.0,0.026382978723404102,1
McoyJiang/McoySnap,1,0,0,1,1,0,0,0,0,37,37,6,136,McoyJiang/McoySnap,1.0,0.0,2.0,0.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,McoyJiang/McoySnap,2016-07-08 07:01:08,2100,0.0,0.0004761904761904,0.0,0.0009523809523809,0.008095238095238,0.0,0.0090476190476189,1
popeen/Booksonic-LegacyServer,0,1,0,1,0,1,1,1,0,34,34,18,133,popeen/Booksonic-LegacyServer,6.0,4788.0,6.0,13.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,popeen/Booksonic-LegacyServer,2015-10-15 13:18:50,2367,2.022813688212928,0.0025348542458808,0.0054921841994085,0.0025348542458808,0.0388677651035065,2.1666666666666665,2.208069286016054,0
petablox/petablox,0,0,0,1,0,0,1,0,0,32,32,6,131,petablox/petablox,29.0,234.0,1.0,1.0,303.0,16.0,8.0,24.0,0.0,6.0,6.0,0.0,13.0,petablox/petablox,2015-12-19 21:20:56,2302,0.101650738488271,0.0125977410947002,0.0004344048653344,0.0004344048653344,0.131624674196351,1.0,1.1320590790616853,0
amatkivskiy/MaterialDrawer-Xamarin,0,0,0,1,0,0,1,0,0,22,22,10,121,amatkivskiy/MaterialDrawer-Xamarin,2.0,37.0,4.0,8.0,43.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,8.0,amatkivskiy/MaterialDrawer-Xamarin,2015-05-12 12:31:01,2523,0.0146650812524772,0.0007927070947284,0.0031708283789139,0.0015854141894569,0.0170432025366627,2.0,2.0186286167261196,0
dhatim/dropwizard-metrics-elasticsearch,0,1,0,1,0,0,0,0,0,11,11,2,110,dhatim/dropwizard-metrics-elasticsearch,4.0,0.0,3.0,0.0,65.0,1.0,1.0,2.0,0.0,7.0,7.0,0.0,11.0,dhatim/dropwizard-metrics-elasticsearch,2015-10-14 15:42:04,2368,0.0,0.0016891891891891,0.0,0.0012668918918918,0.0274493243243243,0.0,0.0287162162162161,1
alexanderlz/jenkins-pagerduty-plugin,0,1,0,1,1,0,1,0,0,9,9,22,108,alexanderlz/jenkins-pagerduty-plugin,17.0,35.0,5.0,5.0,171.0,6.0,22.0,28.0,1.0,29.0,30.0,0.0,9.0,alexanderlz/jenkins-pagerduty-plugin,2015-09-16 21:20:28,2396,0.0146076794657762,0.0070951585976627,0.0020868113522537,0.0020868113522537,0.0713689482470784,1.0,1.0734557595993321,0
