P-value,CategoryID
0.46193620732971874,C0
0.8326479225592984,C1
1.0,C2
0.20937661277670622,C3
1.0,C4
0.04264166320019303,C5
0.0014435577677161474,C6
0.03156997753745242,C7
0.059383938260289565,C8
