P-value,CategoryID
0.3705564581400655,C0
1.2414557828435994e-05,C1
0.48633879781420764,C2
0.8599339578592247,C3
0.10942503388792596,C4
4.896335652742828e-09,C5
1.67569660179291e-10,C6
3.124599849132625e-10,C7
0.10103872292898897,C8
