spearman_coefficient,p-value,Category1,Category2
0.02327081923756948,0.7512524682259136,C0,C1
-0.1095993248702382,0.13433032256706062,C0,C2
-0.12667266413903785,0.08322920284767625,C0,C3
0.16991987423558108,0.019739416217823182,C0,C4
0.12407061907848495,0.08981286094226339,C0,C5
0.06401058113589109,0.3828207387607202,C0,C6
0.06351902949182847,0.38649267527027453,C0,C7
0.08505172717997145,0.24584652288944595,C0,C8
0.02327081923756948,0.7512524682259136,C1,C0
-0.2005997014958902,0.005775634017360309,C1,C2
0.3431190381766887,1.4328373678242406e-06,C1,C3
-0.08111684064696262,0.26845610224284067,C1,C4
0.3073351382742382,1.7854660008406196e-05,C1,C5
0.4708069477438975,9.22107152819633e-12,C1,C6
0.2908265390424662,5.146242153251342e-05,C1,C7
0.01734832309565719,0.8132002155698077,C1,C8
-0.1095993248702382,0.13433032256706062,C2,C0
-0.20059970149589018,0.005775634017360318,C2,C1
-0.27101645800346524,0.00016865664073123062,C2,C3
-0.06514992685602329,0.3743916278885816,C2,C4
-0.10489928981580861,0.15195225186066977,C2,C5
-0.17937400083354382,0.01377569437851093,C2,C6
-0.07456437192014401,0.3091662576798777,C2,C7
-0.02684624220856097,0.7145829137029953,C2,C8
-0.12667266413903785,0.08322920284767625,C3,C0
0.3431190381766887,1.4328373678242406e-06,C3,C1
-0.27101645800346524,0.00016865664073123062,C3,C2
-0.06635227664376378,0.3656209328279506,C3,C4
0.33073750254256273,3.5567864371974796e-06,C3,C5
0.39835973974977373,1.4987246325149356e-08,C3,C6
0.2434348421873387,0.0007617408686406725,C3,C7
0.09905760855386027,0.17622184781781103,C3,C8
0.16991987423558108,0.019739416217823182,C4,C0
-0.08111684064696262,0.26845610224284067,C4,C1
-0.06514992685602329,0.3743916278885816,C4,C2
-0.06635227664376378,0.3656209328279506,C4,C3
0.1399116419179731,0.05549155651622024,C4,C5
0.05750410949433119,0.4331298836364008,C4,C6
0.1216195852490697,0.0963885833103637,C4,C7
0.08711518375152491,0.23453479087956083,C4,C8
0.12407061907848496,0.08981286094226339,C5,C0
0.30733513827423825,1.7854660008406196e-05,C5,C1
-0.10489928981580862,0.15195225186066968,C5,C2
0.33073750254256273,3.5567864371974796e-06,C5,C3
0.1399116419179731,0.05549155651622024,C5,C4
0.4011086795532912,1.1675266827003066e-08,C5,C6
0.4871011753715394,1.356629921904329e-12,C5,C7
0.04113063728303113,0.575185558922324,C5,C8
0.06401058113589109,0.3828207387607202,C6,C0
0.4708069477438975,9.22107152819633e-12,C6,C1
-0.17937400083354382,0.01377569437851093,C6,C2
0.39835973974977373,1.4987246325149356e-08,C6,C3
0.05750410949433119,0.4331298836364008,C6,C4
0.4011086795532912,1.1675266827003066e-08,C6,C5
0.33816230052535223,2.071692888224478e-06,C6,C7
0.09383839160480678,0.20023076768350312,C6,C8
0.06351902949182846,0.38649267527027453,C7,C0
0.2908265390424662,5.146242153251342e-05,C7,C1
-0.07456437192014401,0.3091662576798777,C7,C2
0.2434348421873387,0.0007617408686406725,C7,C3
0.1216195852490697,0.0963885833103637,C7,C4
0.4871011753715394,1.356629921904329e-12,C7,C5
0.33816230052535223,2.071692888224478e-06,C7,C6
0.05786375623578446,0.4302536837119959,C7,C8
0.08505172717997145,0.24584652288944595,C8,C0
0.01734832309565719,0.8132002155698077,C8,C1
-0.026846242208560973,0.7145829137029953,C8,C2
0.09905760855386027,0.17622184781781103,C8,C3
0.08711518375152491,0.23453479087956083,C8,C4
0.04113063728303113,0.575185558922324,C8,C5
0.09383839160480678,0.20023076768350312,C8,C6
0.05786375623578446,0.4302536837119959,C8,C7
