P-value,CategoryID
0.25904030281110985,C0
0.07222116790523002,C1
0.21052631578947367,C2
0.7420734476748357,C3
0.42637113072076,C4
0.010573618021943326,C5
4.4574369105140146e-05,C6
0.005465319806068174,C7
1.0,C8
