P-value,CategoryID
0.36682042111310387,C0
1.036183214822316e-06,C1
0.24622063019853072,C2
0.00035969569781921674,C3
0.22156028292412905,C4
3.352931980633962e-07,C5
3.100637075433402e-08,C6
2.1636728927912008e-10,C7
0.8019747253324874,C8
