P-value,CategoryID
0.00010227010793692111,C0
0.09635936163301223,C1
0.48128342245989303,C2
1.0,C3
0.034027560296773174,C4
4.559268507889006e-08,C5
1.2481316744967625e-13,C6
1.0105516733202973e-05,C7
0.5959618952734944,C8
