P-value,CategoryID
1.0,C0
0.005748931428866114,C1
1.0,C2
0.8107688274016052,C3
0.8151992442474958,C4
1.0,C5
0.00034926589523981877,C6
8.260756855318616e-05,C7
0.45925309466598613,C8
