P-value,CategoryID
0.05925878663752568,C0
0.0023475340757615746,C1
1.0,C2
0.38039288893432666,C3
0.4037004447584922,C4
1.0618836680169152e-08,C5
2.2163510529523052e-08,C6
1.5532591918195417e-10,C7
0.7238099554535755,C8
