P-value,CategoryID
0.46897171387263115,C0
0.039269977685933294,C1
0.30769230769230765,C2
0.4976051787480897,C3
1.0,C4
0.07322350856553418,C5
0.02643438245826803,C6
0.04888189354130476,C7
0.5826657552973342,C8
